 nx ny nz cryst_bool lambda_sign x_ev y_ev z_ev
0 0 0 0 0.9787110097627243 1.0 -0.619672223047282 -0.7806470280786476 0.08121916975452549
1 0 0 1 0.9867294470360221 1.0 -0.5721850641456612 -0.8132037511099174 0.1063198549161232
2 0 0 2 0.9881472996919941 1.0 -0.5815169216660491 -0.8016028472121282 0.13881982984232305
3 0 0 3 0.9863424611456542 1.0 -0.5597938441350095 -0.8177009806224539 0.13414901549257102
4 0 0 4 0.9821865645480266 1.0 -0.5325795417077998 -0.8311856027322385 0.15965439412980523
5 0 0 5 0.9817744895008479 1.0 -0.5365827518858439 -0.8242867365354908 0.1806386623906555
6 0 0 6 0.7517404007910752 1.0 -0.4756427573401726 -0.8470649882609438 0.2371600157115973
7 0 0 7 0.48306644726776254 1.0 0.39714230121242183 0.513275048246483 0.7608066228913055
8 0 0 8 0.4960483289544124 1.0 -0.26065046924326263 0.8419106805060219 0.4724909934942193
9 0 0 9 0.25311436463613807 -1.0 0.9057845976972514 0.40739305244969565 0.11655540909862476
10 0 0 10 0.9029496893621269 1.0 -0.6225030272277114 -0.7764836010826436 0.09779160670560758
11 0 0 11 0.9815206650756692 1.0 -0.46918811957085016 -0.8726056117284872 0.13572750212658508
12 0 0 12 0.8537976114838108 1.0 -0.41605475313324797 -0.9070150710536532 0.06497771369298833
13 0 0 13 0.2945765176422646 1.0 0.2323351619792953 0.8804229287109323 0.4133713090045308
14 0 0 14 0.2818972134113088 -1.0 0.9773250646705764 -0.07393986263196281 0.1984152581850006
15 0 0 15 0.49629455734626327 1.0 0.827995669305386 -0.00937724200337009 0.5606560790216549
16 0 0 16 0.28993730982063676 1.0 0.07593126334825073 0.7856899804923009 0.6139427479825348
17 0 0 17 0.8188009563992729 1.0 0.49899221042665687 0.6356169539957168 0.5890652440322087
18 0 0 18 0.9828856226273331 1.0 0.5382851879945876 0.6803475934921698 0.4973692877681981
19 0 0 19 0.9917422713094406 1.0 0.5101399388612463 0.7136976232027676 0.47999265141600245
20 0 0 20 0.9662520429284979 1.0 0.4470527812176287 0.7504278866221271 0.4868283042155945
21 0 0 21 0.9876158137043349 1.0 0.44778611911164684 0.76336103481631 0.4655829915870026
22 0 0 22 0.9886282965951905 1.0 0.40159379720065325 0.773959383849398 0.4896011582925649
23 0 0 23 0.981730833983698 1.0 0.3693387666983017 0.7915130688696338 0.4869249811032009
24 0 0 24 0.9787104785663532 1.0 0.32994588829568255 0.7987960896372568 0.5030512081060942
25 0 0 25 0.45250592232125125 -1.0 -0.5623833060834762 -0.3710830140791592 0.7389332944864145
26 0 0 26 0.31962014760740454 -1.0 -0.4841754747670346 0.8503815217523822 0.20597421463916085
27 0 0 27 0.6347909317607664 1.0 0.8205817385391494 0.43898494512563235 0.3659751744710467
28 0 0 28 0.985953701871942 1.0 0.8606169175908137 0.410431313435328 0.30147082463853536
29 0 0 29 0.9472335602960508 1.0 0.9187199483028223 0.2937801669466327 0.26390693454183356
30 0 0 30 0.8660827108562463 1.0 0.9182218489119028 0.29151655406604765 0.26811701715158676
31 0 0 31 0.4756498119613456 1.0 -0.988464260079703 -0.14960339253865573 0.02360575112148164
32 0 0 32 0.3828373261972019 1.0 0.3183710121824132 -0.4828396968982394 0.8157853429065525
33 0 0 33 0.6239877171635528 1.0 -0.619127813354445 -0.7843199100421092 0.0390260098201356
34 0 1 0 0.9800008543506151 1.0 -0.6367786441173577 -0.7610259335924355 0.12390515241837749
35 0 1 1 0.9859076002923493 1.0 -0.5342293078989142 -0.832738385135732 0.14541605311443637
36 0 1 2 0.9899606184110838 1.0 -0.5376582798421289 -0.8360913947147061 0.10897134394519013
37 0 1 3 0.9863922917550002 1.0 -0.5663799701424421 -0.812297429460549 0.1392358269743493
38 0 1 4 0.9896226297672559 1.0 -0.5412577677806873 -0.8268331422858227 0.1529280341690851
39 0 1 5 0.9542302205926397 1.0 -0.5216865384637049 -0.8251584577419308 0.21669488965528452
40 0 1 6 0.9134004027079093 1.0 -0.5416304187306225 -0.8044993640100363 0.2437565646564978
41 0 1 7 0.10410421876070797 1.0 -0.9052949746029931 -0.22891369763149633 0.3578261141885011
42 0 1 8 0.39133037910289853 -1.0 -0.7346272816729962 0.660093608702854 0.1568412725381549
43 0 1 9 0.0762002053521445 -1.0 -0.9027963259754916 -0.42990265570544633 0.011937354085316362
44 0 1 10 0.567046123451663 1.0 -0.5956674154397066 -0.74237489361142 0.3066917793466482
45 0 1 11 0.9786041959508833 1.0 -0.5132194225111354 -0.836262519909015 0.1930565257968781
46 0 1 12 0.7654837220531349 1.0 -0.35564777067059566 -0.8282957068085873 0.432944436734666
47 0 1 13 0.4336696447030806 1.0 -0.33829510666311585 -0.6084483421619078 0.7178767552499639
48 0 1 14 0.9037134555543564 1.0 -0.21249849468542564 -0.6178387799751744 0.7570466509503998
49 0 1 15 0.7660243403830398 1.0 -0.22265786025737555 -0.5931909253901496 0.7736588416740189
50 0 1 16 0.6526198489795053 1.0 -0.2413101394692958 -0.5687073047423489 0.7863468815491047
51 0 1 17 0.2951864693131922 1.0 -0.1969020581978842 -0.44092280852149135 0.8756806817573155
52 0 1 18 0.8687523244203949 1.0 0.6224395470141534 0.6481317669882025 0.43874163574200004
53 0 1 19 0.9840331462874596 1.0 0.5200854422797437 0.71749312432782 0.4633732289105477
