 xid yid zid cryst_bool x_ev y_ev z_ev
0 0.0 0.0 0.0 0.9844236051912527 0.813737398476749 -0.46654491907896467 -0.346651532236473
1 0.0 1.0 0.0 0.9792255919655988 -0.8188081832530439 0.45531493703567005 0.34963047228474475
2 0.0 2.0 0.0 0.981197533995824 -0.8283767617511612 0.4310345194559164 0.35777253056665353
3 0.0 3.0 0.0 0.6970981414192463 -0.845458167648047 0.38906548824495824 0.36582582278171516
4 0.0 4.0 0.0 0.2739202553321606 -0.4001079431480846 0.38410526636145326 0.8320918087466105
5 0.0 5.0 0.0 0.24085932513696526 -0.5571942429968387 0.15046561013920534 0.8166361954607549
6 0.0 6.0 0.0 0.7167314468009415 -0.882606671706209 -0.3984839766163209 -0.2494313200857745
7 0.0 7.0 0.0 0.984450477096443 -0.9104901376087562 -0.34371673645267203 -0.2299271936929434
8 0.0 8.0 0.0 0.9569242214373779 -0.9159508911419795 -0.34619159472757866 -0.20294172748892644
9 0.0 9.0 0.0 0.9757923691639465 -0.9222090815192381 -0.32795972469352896 -0.20487271400161525
10 0.0 10.0 0.0 0.5167627162652113 0.10154539127107713 0.6774828192738926 0.7284954104867798
11 0.0 11.0 0.0 0.2430299861864963 -0.40153649806498426 -0.6672146625356796 -0.627369934583344
12 0.0 12.0 0.0 0.4094399343206272 -0.2879260335390441 -0.7505653955439149 -0.5947690192187893
13 0.0 13.0 0.0 0.6301121670915363 -0.09726888034660425 -0.6569962374020212 -0.747592608949357
14 0.0 14.0 0.0 0.22738850393748428 0.6234060652956316 0.6479037680662058 0.43770490639040194
15 0.0 15.0 0.0 0.6717378650681226 -0.8716532777089403 -0.46172225361199004 0.16441752941437346
16 0.0 16.0 0.0 0.3349269930027582 -0.9130602750822081 -0.35057263749554823 0.20837408645562858
17 0.0 17.0 0.0 0.7204287945833416 -0.039885217649766345 -0.041198755994363956 0.9983545622260399
18 0.0 18.0 0.0 0.8865529962473425 -0.0964856074766406 -0.17139658927982404 0.9804660813781919
19 0.0 19.0 0.0 0.8355645699439687 -0.1396947851825084 -0.18113134086381444 0.9734869307544349
20 0.0 20.0 0.0 0.937315324884586 -0.0020795762042048025 -0.11245323799464864 0.9936548417973564
21 0.0 21.0 0.0 0.9351347324463384 0.042999133320116206 0.1564198504421681 -0.9867542272123132
22 0.0 22.0 0.0 0.7459289668828697 0.06480746836254413 0.23559391190707368 -0.9696883523672748
23 0.0 23.0 0.0 0.5993098012110338 -0.01972737128701856 -0.13687322032060414 0.9903921205165008
24 0.0 24.0 0.0 0.6522693026394152 0.11031515915429613 -0.025859056385322488 -0.9935602019322349
25 0.0 25.0 0.0 0.805191668177096 -0.07673901235947556 0.08779702640587761 -0.993178134141292
26 0.0 26.0 0.0 0.6894805164115666 -0.12423545701452475 0.24709676060088726 -0.9609936223102314
27 0.0 27.0 0.0 0.2652442197045668 0.0663705255015267 -0.4417611429677641 0.8946742680486937
28 0.0 28.0 0.0 0.4142243391735737 -0.012793435876423627 -0.03593298874752214 0.9992723093922627
29 0.0 29.0 0.0 0.42838750354202215 -0.2029630483883384 0.4411592690558942 -0.8741764697788323
30 0.0 30.0 0.0 0.24869395143340556 -0.9149521617039473 0.34472540632840093 0.20982596604089068
31 0.0 31.0 0.0 0.4238293229192397 0.7380710815766284 -0.5629482611439727 -0.3719413042608792
32 0.0 32.0 0.0 0.7132405309924169 0.7760987795915456 -0.507012806130456 -0.37497826435172865
33 1.0 0.0 0.0 0.9803845949460871 0.8097149680049344 -0.44700659880628735 -0.38019307096842697
34 1.0 1.0 0.0 0.9834099091600972 -0.8478243911043908 0.42336769154317444 0.3193017375553616
35 1.0 2.0 0.0 0.9844581694367319 -0.8495113859141414 0.44595401999570705 0.2818783731539246
36 1.0 3.0 0.0 0.4772669677449852 -0.9405361267699376 0.2544707806559963 0.22502536753204416
37 1.0 4.0 0.0 0.5093282393172097 0.7701793156117896 0.10938236041609162 0.6283783263556754
38 1.0 5.0 0.0 0.3930887581183262 -0.9912725461196861 -0.13154728957029316 -0.008605226092579908
39 1.0 6.0 0.0 0.8258387934254907 -0.9343981853851554 -0.29324134306540806 -0.2022610834197343
40 1.0 7.0 0.0 0.9860546324306405 -0.9245058271705933 -0.3190509774871629 -0.20855562637364372
41 1.0 8.0 0.0 0.9835800967909516 -0.9063163222504182 -0.36321474233802753 -0.21602262606217099
42 1.0 9.0 0.0 0.9865577653463233 -0.9256466254297137 -0.3211248832401818 -0.2001427845178612
43 1.0 10.0 0.0 0.23335463116489719 0.8098023220156478 0.5215988974692413 0.268616435492948
44 1.0 11.0 0.0 0.5325109863300166 -0.17685980611439964 -0.8920370137853918 -0.41592135677074515
45 1.0 12.0 0.0 0.29443539614047604 0.5559841736115176 0.830878145175755 0.02287152296665551
46 1.0 13.0 0.0 0.33034450806824556 -0.34215623630586456 -0.8374257937483169 -0.4262008328499691
47 1.0 14.0 0.0 0.48491946737624625 -0.8910948332818691 0.2907834792871877 0.3484178041834193
48 1.0 15.0 0.0 0.23902098870208957 -0.17398933358276097 0.8512432122780572 0.4950885833363167
49 1.0 16.0 0.0 0.372156252351868 0.360686210800006 -0.7498872045114744 -0.5545941199189721
50 1.0 17.0 0.0 0.6595005258016122 -0.021550113036454988 -0.06089183344261939 0.9979117081426154
51 1.0 18.0 0.0 0.805105299053477 -0.06346356813547382 -0.10199687820346537 0.9927582849597687
52 1.0 19.0 0.0 0.9842467072553015 0.11405271449242219 0.11699336209421884 -0.986561975520444
53 1.0 20.0 0.0 0.7075748539550055 0.09573873812446021 0.08296239116755999 -0.9919432119199654
54 1.0 21.0 0.0 0.7373878674139132 -0.05043687105389983 -0.17518168040526294 0.9832433579173981
55 1.0 22.0 0.0 0.8984718677479815 0.11994859354420452 0.15951175598494616 -0.9798817962434886
56 1.0 23.0 0.0 0.557499618534378 0.2026504132678168 0.2270853549264895 -0.9525571119782237
57 1.0 24.0 0.0 0.42308089952188 0.17573274678065398 0.3456554447088587 -0.9217593586463048
58 1.0 25.0 0.0 0.9632548950358679 0.1541305922908442 -0.2477085542376618 0.9564958090224762
59 1.0 26.0 0.0 0.9775426706785597 0.11509271789715465 -0.20826482338637198 0.9712772156428306
60 1.0 27.0 0.0 0.8609387759933973 -0.16736466980665635 0.27030812008968996 -0.9481152817638191
61 1.0 28.0 0.0 0.7284293855956206 -0.2058671260701103 0.5299198207853762 -0.8226808068397047
62 1.0 29.0 0.0 0.7169080324733872 0.20223720209178647 -0.34099020327492646 0.9180554424219759
63 1.0 30.0 0.0 0.6380531225025291 0.33437340566749674 -0.47008707076795264 0.8168308095800045
64 1.0 31.0 0.0 0.32430689153057907 0.30464314470342674 0.8561447193696095 0.41738324580742325
65 1.0 32.0 0.0 0.5321695449259634 -0.8374130790143633 0.46779826274316727 0.2826731689958524
66 2.0 0.0 0.0 0.9817711651191883 -0.8229914448845268 0.44372076040440467 0.35467868336427577
67 2.0 1.0 0.0 0.9850655991130299 -0.8650152443741964 0.39478240934888087 0.3096699473131703
