index Run NumInRun Step StepSequence Temp E_pair E_mol TotEng Press Volume
0 1 0 0 0 0.85089916 -1.0184283 2.3715279 2.6294465 8.0137462 302856.93
1 1 1 1200000 1200000 0.84946178 -1.0479143 2.1709288 2.3972055 7.999061 300625.96
2 1 2 2400000 2400000 0.84897552 -1.0815339 2.0393896 2.2313172 7.9961437 298331.14
3 1 3 3600000 3600000 0.8509736 -1.1172451 1.9185682 2.0777817 8.0192877 295863.72
4 1 4 4800000 4800000 0.8505612 -1.141371 1.8393938 1.9738628 8.0046112 294135.11
5 1 5 6000000 6000000 0.85161294 -1.1575791 1.7823046 1.9021432 8.009465 292972.79
6 1 6 7200000 7200000 0.84947594 -1.1719832 1.7444554 1.8466843 7.9800243 292035.71
7 1 7 8400000 8400000 0.85025095 -1.1808091 1.7168978 1.8114634 7.9806826 291462.11
8 1 8 9600000 9600000 0.84951007 -1.1878118 1.6916261 1.7780776 8.0226977 290991.17
9 1 9 10800000 10800000 0.8510145 -1.193628 1.6769893 1.7598812 8.0282684 290555.95
10 1 10 12000000 12000000 0.84926172 -1.1969011 1.6626719 1.7396616 7.996779 290280.84
11 1 11 13200000 13200000 0.85019732 -1.2014684 1.6522757 1.7261015 8.0083326 289949.73
12 1 12 14400000 14400000 0.85068783 -1.2047599 1.6420141 1.7132842 7.9984971 289744.01
13 1 13 15600000 15600000 0.8503355 -1.2088869 1.6385301 1.7051447 7.9925827 289578.26
14 1 14 16800000 16800000 0.85086742 -1.2095557 1.6272013 1.6939449 7.9962183 289408.24
15 1 15 18000000 18000000 0.85116677 -1.2118465 1.6233852 1.6882871 8.0005028 289322.51
16 1 16 19200000 19200000 0.85046714 -1.2135131 1.6169894 1.6791753 7.9955213 289187.24
17 1 17 20400000 20400000 0.84970401 -1.2161286 1.6105171 1.6689427 8.0187963 289063.7
18 1 18 21600000 21600000 0.84974395 -1.2178287 1.6088811 1.6656666 8.014425 288971.89
19 1 19 22800000 22800000 0.8501459 -1.2187321 1.6012209 1.6577059 7.9810529 288803.33
20 1 20 24000000 24000000 0.85097798 -1.2202668 1.5956932 1.6518915 7.9912995 288762.51
21 1 21 25200000 25200000 0.84928412 -1.2226372 1.5931257 1.6444128 7.9727694 288621.93
22 1 22 26400000 26400000 0.85009778 -1.2214206 1.5919832 1.6457075 7.9736459 288536.94
23 1 23 27600000 27600000 0.85152295 -1.2229637 1.5902477 1.6445667 7.993971 288453.0
24 1 24 28800000 28800000 0.85054361 -1.2241449 1.5842296 1.6358983 7.987356 288431.17
25 1 25 30000000 30000000 0.85115739 -1.2263103 1.5790311 1.629455 7.9930248 288391.44
26 1 26 31200000 31200000 0.85142025 -1.2262161 1.5790093 1.6299218 8.0222104 288296.34
27 1 27 32400000 32400000 0.84923896 -1.2272475 1.5765482 1.6231573 8.0310977 288246.65
28 1 28 33600000 33600000 0.84927716 -1.2276404 1.573146 1.6194196 7.9935461 288197.24
29 1 29 34800000 34800000 0.84935759 -1.2287625 1.5726735 1.6179456 7.9956044 288108.37
30 1 30 36000000 36000000 0.85033917 -1.2297774 1.5704563 1.6161858 8.0190462 288099.72
31 1 31 37200000 37200000 0.84984237 -1.2300088 1.5664014 1.6111544 7.9905224 287988.98
32 1 32 38400000 38400000 0.85109047 -1.2321071 1.5660438 1.6105706 8.0192704 287945.59
33 1 33 39600000 39600000 0.85010082 -1.2323833 1.5644975 1.6072636 7.9572983 287955.55
34 1 34 40800000 40800000 0.85047519 -1.2321687 1.5603678 1.6039101 8.0087315 287917.45
35 1 35 42000000 42000000 0.85032001 -1.2335661 1.5604022 1.6023143 8.0047417 287847.5
36 1 36 43200000 43200000 0.85037185 -1.2337412 1.5592591 1.6010739 8.0000754 287840.96
37 1 37 44400000 44400000 0.84991385 -1.234415 1.5577586 1.5982126 8.0015914 287760.67
