 xid yid zid cryst_bool x_ev y_ev z_ev
0 0 0 0 0.9800713464092371 -0.9822457603043098 0.0504633231234429 0.18068403189974386
1 0 1 0 0.9792017850084653 -0.9903484774375122 0.047680071092698784 0.1301403244878255
2 0 2 0 0.986579933679349 -0.9951636345278138 0.02614713879199082 0.09468720951841562
3 0 3 0 0.9765097872567124 -0.9997495249716349 0.008262737029907291 0.020799386908390033
4 0 4 0 0.37145474025954683 -0.9993450846271484 -0.028744618614571324 -0.02198064449147265
5 0 5 0 0.2700528083416352 -0.44219065414228337 -0.05153148243896133 -0.8954395187319255
6 0 6 0 0.1779566210642048 0.45671836067917343 -0.40096925990121046 -0.7941234108328532
7 0 7 0 0.3224588521654402 0.010739538627630975 0.8680085112305636 -0.4964331644253499
8 0 8 0 0.588974913183701 -0.28211470648547404 -0.8387971382279743 0.46565078469296695
9 0 9 0 0.26473436502475267 -0.09616919357760478 -0.4786316099934058 0.8727332170381472
10 0 10 0 0.596455849479044 -0.6075238486834742 -0.21233136360635974 0.7653954306826529
11 0 11 0 0.38907855834362715 -0.4570788395655707 -0.5456468300903123 0.7023876929686236
12 0 12 0 0.31077904754232294 0.8951078784880283 -0.3579256340761493 0.2658404151739294
13 0 13 0 0.6596948482217266 0.2955020123408118 -0.7396202957949964 0.6046820476503769
14 0 14 0 0.3398743327693755 -0.1353604251426179 0.7907245105703307 -0.5970195170080462
15 0 15 0 0.41059652731961854 -0.981491360522814 0.048439614243905166 0.18527901389789658
16 0 16 0 0.5404519105302203 -0.9822539058356629 0.0531025281792572 -0.17988158875092272
17 0 17 0 0.41778692358256886 -0.8212400910084007 0.5356857663412483 0.19648275410300856
18 0 18 0 0.5498179789934186 -0.35177393131860907 0.056947972341026 0.9343511276232807
19 0 19 0 0.261387276077869 0.24319201929111464 -0.2512272637117686 0.9368791297285942
20 0 20 0 0.5839076427342008 0.5848928130433274 0.31576542206789304 0.7471228784320212
21 0 21 0 0.8613713114006597 -0.47543020083209503 -0.08170728965737295 -0.8759509363849096
22 0 22 0 0.6055086498686718 -0.232521075418774 0.4075185987127624 -0.8830982624766528
23 0 23 0 0.22216877609312785 0.3828117473594125 0.0020467973950487606 0.9238241048511655
24 0 24 0 0.25679070997559983 -0.21549781070616184 0.7343734184839605 0.6436275132442935
25 0 25 0 0.7025301586629288 -0.4321122289862149 0.43577290267248936 -0.789544804844512
26 0 26 0 0.2513126747950942 -0.4754961633462758 0.2415077282335184 0.8459180905066739
27 0 27 0 0.333389160567167 -0.007754084500713472 -0.011968565080582874 0.9998983086411676
28 0 28 0 0.5323005383582509 -0.8682582728793403 0.4745555007900839 -0.14465354557167814
29 0 29 0 0.35888413363939553 0.3958224710521663 0.8455504372978943 0.3582862394727103
30 0 30 0 0.20210185555049406 0.735061978428541 0.3128374492736231 0.6015119435228964
31 0 31 0 0.49162964515320806 -0.12718480575489127 -0.41970386197218157 -0.8987061218389063
32 0 32 0 0.6730355588322205 -0.9689845107597707 0.10846892669352065 0.22204393675487552
33 1 0 0 0.41025911869105436 -0.9432653375855801 0.12288611985016107 -0.3084631330608788
34 1 1 0 0.8665433118328334 -0.9882154003078332 0.13561038316106244 0.07099398969869807
35 1 2 0 0.9799543469431271 -0.9948871146966741 0.06626094803429519 0.07621755556381618
36 1 3 0 0.8915111809791909 -0.9969936572747448 -0.028030781514913852 0.07223518977334772
37 1 4 0 0.5523439888870134 -0.38625366513817116 -0.5264658292124973 0.7573914686863905
38 1 5 0 0.2518336320874406 -0.5294219661335618 0.024182281936018346 -0.848013914399782
39 1 6 0 0.8920357463814441 -0.0911990121974979 -0.6835707136591405 0.7241642214316691
40 1 7 0 0.8371382504853141 -0.14500564151686135 0.5802925570508123 -0.8013949788710388
41 1 8 0 0.3834851451357376 0.5077757708146861 -0.5725136873834422 0.6437327429393087
42 1 9 0 0.34553130399053894 -0.3467352520612555 -0.8293284641482138 -0.43816545223417824
43 1 10 0 0.4969526261180226 -0.4559501870774513 0.09947792573775038 0.8844283855660399
44 1 11 0 0.24804266469749384 0.8968770412150846 0.33757377094385327 -0.2857543037506569
45 1 12 0 0.41588203646144756 -0.5531115265645585 -0.4416231262523044 0.7064252639455675
46 1 13 0 0.356139203950754 -0.17269654168988807 0.27509132879119613 0.9457804530186944
47 1 14 0 0.641050885315409 0.4835258807079544 -0.29476766320461856 -0.8242055249842026
48 1 15 0 0.25404352200337604 -0.37344330192119024 -0.5153403283982192 -0.7713393845620843
49 1 16 0 0.22779081979267468 -0.9623593182661365 -0.26141871801760536 0.07432897427227575
50 1 17 0 0.31216563837384265 -0.04205830593412217 0.6807309072913141 0.7313251881073808
51 1 18 0 0.14710792528026073 -0.007066541064714402 0.5593048826310723 0.8289319105104005
52 1 19 0 0.633884443835981 0.48392592478216406 0.20499245143647615 0.8507607149944053
53 1 20 0 0.8304849485345219 0.4220769976513075 0.10161079485656654 0.9008475200733336
54 1 21 0 0.9433273606560064 -0.40793118338175277 -0.10471191720631501 -0.9069881829548503
55 1 22 0 0.9752277352989843 0.3198895690835298 0.11842008279507754 0.9400251845468615
56 1 23 0 0.7698733740115435 -0.20190027497271043 0.02513156135006034 -0.9790835937702418
57 1 24 0 0.360788455431714 -0.5303554459972746 0.1003549003477836 -0.8418147034099713
58 1 25 0 0.5023814179312954 -0.3571355319340527 -0.1995931983824505 -0.9124783652173049
59 1 26 0 0.38816647028392753 -0.39769967454396915 -0.38244243673133305 -0.8340100427780359
60 1 27 0 0.31155397182670763 -0.8707203177190229 0.01215499029048095 0.4916282991471528
61 1 28 0 0.41673799957289237 -0.24039536776950654 0.5514302743435036 0.7988333491363588
62 1 29 0 0.34401346952116607 -0.21959528414525664 -0.9565951225985786 0.19158205187797317
63 1 30 0 0.4221532554180636 -0.38896409572020785 -0.9025941422057064 0.18447424399223233
64 1 31 0 0.6076518664879034 -0.314797294049953 -0.9420187991175989 0.11620346710775659
65 1 32 0 0.2360354619579174 -0.8929972916311577 -0.4443450039577241 -0.07150772403892469
66 2 0 0 0.2944777589562654 -0.28399574854192167 0.8705427310806002 -0.40187282587012896
67 2 1 0 0.25197356720168873 0.8411396214708893 0.3524049708006012 -0.4102375820751147
68 2 2 0 0.6769868513070967 -0.9992518762655432 0.012382180924792686 0.03663835934287274
69 2 3 0 0.649180190974585 -0.9990561196538841 0.009234963329073767 0.042445084926705526
70 2 4 0 0.2243539084369982 -0.7735120368317117 -0.6314864277295344 0.05388896426772438
71 2 5 0 0.6382214668368034 0.04212109359823587 -0.6402412735225863 0.7670182039249561
72 2 6 0 0.9732221821391209 -0.05215632806707087 -0.7035976510370321 0.7086819194093579
73 2 7 0 0.8413549465983219 0.16257632993715515 -0.7525070664733906 0.6382022029512107
74 2 8 0 0.34603844277239376 -0.5871655962613929 0.37761695137231177 -0.7159902238182331
