Rg, Rgx, Rgy, Rgz 41.5963 24.0272 23.7976 24.2202
persistence length in the limit of N=100 is 0.458744
 the MSID is calculated for 4000 chains of length 100
n  MSID(n)  MSID(n)/n  MSIDx(n)  MSIDy(n)  MSIDz(n)
1 70.3233 70.3233 23.402 23.0981 23.8232
2 142.382 71.1911 47.3871 46.7625 48.2327
3 216.112 72.0373 71.9289 70.9748 73.2081
4 291.487 72.8716 97.0139 95.7271 98.7456
5 368.493 73.6985 122.639 121.016 124.837
6 447.124 74.5207 148.807 146.838 151.479
7 527.395 75.3422 175.527 173.192 178.676
8 609.338 76.1673 202.81 200.087 206.441
9 693.006 77.0006 230.667 227.544 234.795
10 778.453 77.8453 259.12 255.582 263.75
11 865.743 78.7039 288.193 284.223 293.326
12 954.934 79.5778 317.905 313.486 323.543
13 1046.1 80.4691 348.285 343.391 354.421
14 1139.32 81.3797 379.36 373.967 385.988
15 1234.65 82.3101 411.147 405.231 418.273
16 1332.17 83.2609 443.67 437.206 451.299
17 1431.97 84.2335 476.954 469.918 485.098
18 1534.11 85.2286 511.026 503.39 519.698
19 1638.71 86.2479 545.92 537.656 555.134
20 1745.84 87.2918 581.663 572.74 591.432
21 1855.6 88.3619 618.297 608.677 628.625
22 1968.1 89.459 655.845 645.503 666.749
23 2083.44 90.5843 694.338 683.253 705.847
24 2201.74 91.7392 733.815 721.969 745.958
25 2323.13 92.925 774.309 761.697 787.12
26 2447.7 94.1423 815.865 802.472 829.362
27 2575.61 95.3928 858.533 844.338 872.734
28 2706.96 96.6771 902.355 887.339 917.265
29 2841.91 97.9969 947.386 931.516 963.009
30 2980.62 99.354 993.684 976.92 1010.02
31 3123.27 100.751 1041.3 1023.61 1058.35
32 3270.02 102.188 1090.29 1071.65 1108.09
33 3421.07 103.669 1140.71 1121.08 1159.28
34 3576.6 105.194 1192.63 1171.97 1212
35 3736.84 106.767 1246.13 1224.39 1266.32
36 3901.99 108.389 1301.27 1278.41 1322.31
37 4072.3 110.062 1358.15 1334.11 1380.04
38 4248.03 111.79 1416.84 1391.56 1439.62
39 4429.45 113.576 1477.45 1450.86 1501.14
40 4616.85 115.421 1540.06 1512.1 1564.69
41 4810.56 117.331 1604.78 1575.4 1630.38
42 5010.9 119.307 1671.71 1640.86 1698.33
43 5218.23 121.354 1740.97 1708.59 1768.67
44 5432.93 123.476 1812.68 1778.74 1841.51
45 5655.39 125.675 1886.97 1851.43 1916.99
46 5886.04 127.957 1963.99 1926.8 1995.25
47 6125.35 130.327 2043.89 2005 2076.46
48 6373.82 132.788 2126.84 2086.19 2160.79
49 6632 135.347 2213.02 2170.56 2248.42
50 6900.46 138.009 2302.62 2258.29 2339.54
51 6899.7 135.288 2302.48 2257.89 2339.34
52 6899 132.673 2302.35 2257.5 2339.15
53 6898.37 130.158 2302.24 2257.14 2338.99
54 6897.77 127.737 2302.17 2256.78 2338.83
55 6897.22 125.404 2302.12 2256.43 2338.68
56 6896.74 123.156 2302.1 2256.09 2338.55
57 6896.35 120.989 2302.1 2255.79 2338.46
58 6896.03 118.897 2302.11 2255.53 2338.38
59 6895.79 116.878 2302.16 2255.3 2338.32
60 6895.59 114.927 2302.23 2255.08 2338.28
61 6895.43 113.04 2302.29 2254.87 2338.27
62 6895.32 111.215 2302.37 2254.67 2338.28
63 6895.25 109.448 2302.43 2254.49 2338.33
64 6895.18 107.737 2302.48 2254.31 2338.4
65 6895.15 106.079 2302.53 2254.14 2338.48
66 6895.14 104.472 2302.57 2253.99 2338.58
67 6895.16 102.913 2302.62 2253.86 2338.68
68 6895.21 101.4 2302.66 2253.76 2338.79
69 6895.25 99.9311 2302.7 2253.67 2338.88
70 6895.33 98.5046 2302.74 2253.61 2338.98
71 6895.41 97.1184 2302.75 2253.57 2339.08
72 6895.5 95.7708 2302.77 2253.55 2339.19
73 6895.62 94.4605 2302.8 2253.54 2339.28
74 6895.73 93.1856 2302.85 2253.54 2339.34
75 6895.85 91.9447 2302.94 2253.51 2339.4
76 6896.02 90.7372 2303.06 2253.48 2339.48
77 6896.22 89.5613 2303.21 2253.44 2339.58
78 6896.53 88.417 2303.38 2253.4 2339.74
79 6896.94 87.303 2303.58 2253.39 2339.97
80 6897.45 86.2182 2303.77 2253.4 2340.28
81 6898.03 85.1608 2303.98 2253.4 2340.65
82 6898.69 84.1304 2304.23 2253.42 2341.04
83 6899.44 83.1258 2304.52 2253.46 2341.46
84 6900.29 82.1463 2304.85 2253.54 2341.9
85 6901.21 81.1907 2305.21 2253.66 2342.34
86 6902.27 80.2589 2305.59 2253.84 2342.85
87 6903.49 79.3505 2305.98 2254.08 2343.43
88 6904.81 78.4638 2306.37 2254.38 2344.05
89 6906.22 77.598 2306.73 2254.77 2344.73
90 6907.75 76.7528 2307.08 2255.24 2345.43
91 6909.32 75.9266 2307.36 2255.75 2346.21
92 6910.94 75.1189 2307.65 2256.32 2346.97
93 6912.58 74.3288 2307.91 2256.96 2347.72
94 6914.2 73.5553 2308.19 2257.55 2348.47
95 6915.88 72.7987 2308.52 2258.1 2349.26
96 6917.49 72.0572 2308.8 2258.6 2350.09
97 6919.33 71.3333 2309.14 2259.27 2350.92
98 6921.19 70.6244 2309.47 2260.02 2351.7
99 6923.17 69.931 2309.73 2260.91 2352.53
