r   g0(r)    P2(r)    P2_par(r)     P2_per(r)   
0   91876   0.969449   0.947148   0.940044
2.02327   53238   0.909981   0.892633   0.881272
2.86133   16296   0.855603   0.915765   0.85115
3.5044   46702   0.807263   0.796706   0.739007
4.04653   89152   0.747136   0.752768   0.765587
4.52416   42792   0.688708   0.715727   0.689798
5.35306   41370   0.586498   0.582393   0.671313
5.72266   81704   0.536652   0.519705   0.517515
6.0698   80766   0.493324   0.534488   0.529841
6.39813   40204   0.444998   0.518152   0.585007
6.71041   13320   0.404212   0.503121   0.4162
7.0088   80070   0.375294   0.318484   0.310672
7.29499   79758   0.336449   0.316598   0.393425
7.83608   39682   0.286109   0.384457   0.167173
8.09306   119418   0.256164   0.325601   0.311699
8.34214   79864   0.234321   0.315501   0.335005
8.58399   39792   0.214248   0.262129   0.280418
8.81921   80278   0.196217   0.161169   0.18199
9.04832   80068   0.176449   0.205637   0.270502
9.27177   40130   0.159181   0.23647   0.209215
9.70324   40298   0.135096   0.214064   0.302493
9.91194   121384   0.124545   0.149191   0.0926262
10.1163   161484   0.111018   0.16209   0.213717
10.3167   54000   0.0972918   0.232718   0.158833
10.7061   163226   0.0865026   0.10931   0.0876281
10.8956   81816   0.0748777   0.154455   0.135254
11.2651   40938   0.0671277   0.0344528   0.104303
11.4453   81992   0.0596882   0.189659   0.168472
11.6228   123452   0.0556006   0.0382988   0.0189983
11.7976   82402   0.0481053   0.0585851   0.14073
11.9698   82250   0.0394544   0.0817177   -0.023488
12.1396   82434   0.0297311   0.0509443   0.0868945
12.307   123556   0.0340875   0.0628046   0.129945
12.6353   82708   0.0231814   0.0499174   0.00740222
12.7963   206392   0.0249855   0.0571664   0.0116239
12.9552   82388   0.0231547   0.00240055   -0.00670249
13.1123   41314   0.0287759   0.0869082   0.109111
13.2674   41496   0.0176622   0.094486   0.154153
13.4208   165462   0.0163038   0.0284884   -0.0223069
13.5725   82596   0.0121497   0.100852   0.0663173
13.8708   138300   0.00835872   0.0451171   0.0569114
14.0176   206858   0.00428606   -0.0334047   0.0137135
14.1629   82630   -0.00273457   -0.0119406   0.0399602
14.3067   83002   0.00277609   0.0168644   -0.0323862
14.449   165292   -0.00314064   -0.056652   -0.0220141
14.59   165390   0.000314252   0.0427934   0.00362352
14.8679   82602   0.00517358   -0.00642862   0.0339616
15.0049   82392   0.00215097   0.0125556   0.0726749
15.1407   82954   -0.00773376   -0.118514   -0.0417973
15.2753   123538   -0.004161   -0.0190634   -0.0382902
15.541   165472   -0.00167942   0.0240318   -0.0423621
15.6722   165348   -0.00612234   0.0149829   -0.0181557
15.9312   41486   -0.017469   0.032396   -0.0695394
16.0592   247604   -0.0109719   -0.000310591   0.00579527
16.1861   164162   -0.00907625   -0.00140426   0.00318511
16.3121   41302   -0.00220519   -0.0698801   0.105211
16.4371   123804   -0.011899   -0.023193   -0.0307484
16.5611   164346   -0.0111763   0.048828   -0.0140375
16.6843   82084   -0.00205061   0.0182748   -0.0408776
16.9279   82512   -0.0138626   -0.0290079   -0.00678895
17.0483   123864   -0.0152982   -0.0305674   -0.0765657
17.168   246814   -0.0107348   -0.0656103   -0.0385465
17.2868   96144   -0.0110517   -0.0251796   -0.101404
17.4048   41118   -0.00870626   -0.0821174   0.0265835
17.522   163686   -0.00930461   -0.0146475   0.0541559
17.6384   82026   -0.00707628   0.00734136   -0.0354102
17.869   82312   -0.0149973   -0.0498729   -0.0876545
17.9832   205648   -0.0111295   -0.0470625   -0.0510462
18.0966   123260   -0.0176106   -0.0290681   -0.0261089
18.2094   123304   -0.00876489   0.0442517   -0.0337448
18.3215   81662   -0.0112413   -0.0641374   -0.0428403
18.4328   165368   -0.0141246   -0.0790454   -0.0695215
18.5435   205696   -0.013599   -0.0503938   -0.0364639
18.763   41358   -0.00533346   -0.055832   -0.0283083
18.8718   287034   -0.0107078   -0.0517271   -0.0765421
18.9799   247020   -0.0111422   -0.0300118   -0.00843214
19.0875   82046   -0.015138   -0.082064   -0.0693804
19.3007   81788   -0.00927505   0.0361006   -0.0876817
19.4065   164464   -0.0102803   0.0218605   -0.011257
19.6163   40878   -0.0084538   -0.0566186   -0.0802768
19.7204   328528   -0.0106324   0.0189957   -0.0440976
19.8239   123098   -0.0117023   -0.0692651   -0.00990523
19.9269   123566   -0.011525   -0.0855745   -0.0621381
20.0293   329194   -0.0110011   -0.0545709   -0.0633937
20.1312   82546   -0.00887019   -0.0322517   0.00364285
20.3336   165060   -0.0110174   -0.0697284   -0.0445722
20.434   164602   -0.00822288   -0.0861377   -0.027847
20.5339   163368   -0.0088104   -0.0386493   -0.127674
20.6333   123350   -0.00773633   -0.0344465   -0.113782
20.7323   55326   -0.0083807   -0.036272   0.00356037
20.8308   165274   -0.00848101   -0.0181965   0.00661918
20.9288   248018   -0.0103264   -0.0410938   -0.0650328
21.2202   205000   -0.00919814   -0.0445679   -0.0583427
21.3164   164736   -0.011179   -0.0357956   -0.0597928
21.4122   81460   -0.00767051   0.0126899   -0.0558886
21.5076   165256   -0.00889665   -0.0584539   -0.0131519
21.6026   247022   -0.00702696   -0.0435585   -0.0605578
21.6971   123054   -0.00715696   -0.0408555   0.00377367
21.885   82196   -0.0064669   -0.0865749   -0.0334709
21.9783   165244   -0.010046   -0.0424477   -0.062254
22.0712   247036   -0.00755432   -0.0475154   0.000910738
22.1638   83536   -0.00873045   -0.0473389   -0.08699
22.3477   330968   -0.0077051   -0.0528309   -0.0743585
22.4391   247782   -0.00372777   -0.0342513   -0.0379533
22.6208   41198   -0.00922446   -0.128742   -0.041802
22.7111   247946   -0.00670637   -0.0200947   -0.00372186
22.8011   165514   -0.00532576   -0.0484123   -0.00770311
22.8906   206076   -0.00651991   -0.0604309   -0.0962049
22.9799   82350   -0.00659228   0.00244756   -0.0666908
23.0688   82336   -0.0108476   -0.0740969   -0.0870684
23.1573   289178   -0.00724122   -0.0632738   -0.0623489
23.3334   124266   -0.0120941   -0.0529975   -0.135807
23.421   206164   -0.0036096   0.00723157   -0.0201708
23.5082   165690   -0.0109889   -0.041026   -0.0357582
23.5951   123644   -0.00443927   -0.0823532   -0.0277965
23.6817   82710   -0.00334448   -0.115429   -0.0265936
23.768   164560   -0.00496618   -0.0787839   -0.0378529
23.854   82752   -0.0179983   -0.100258   -0.0962593
24.025   82140   -0.00456252   -0.0579226   -0.0402931
24.11   247880   -0.00222029   -0.0482125   0.0113199
24.1947   467786   -0.00400428   -0.0233903   -0.00655437
24.2792   83018   0.0058199   -0.0392483   -0.0682673
24.3634   331228   -0.00798957   -0.0181005   -0.0587201
24.4472   206518   -0.0036545   -0.0573101   -0.112025
24.6141   123578   -0.00319933   0.0438859   -0.0194984
24.6971   289954   -0.00685453   -0.0769612   -0.0155316
24.7798   164560   0.000637106   0.025547   -0.0584833
24.8623   165566   -0.0114657   -0.0884536   -0.00956651
25.0264   164776   0.00020658   -0.00541731   -0.028021
25.1081   165040   -0.00222153   -0.0122815   -0.0493655
25.2706   82254   0.00288495   0.043136   -0.0602946
25.3515   329430   -0.00540947   -0.0219916   -0.0391974
25.4321   206462   -0.0110127   -0.113157   -0.0379812
25.5124   41476   -0.0036031   0.112106   0.0133573
25.5925   206820   -0.0077084   -0.0657776   0.0496744
25.6724   165488   -0.00571934   -0.0364118   0.00326149
25.752   206782   -0.0129151   -0.0269555   0.0302909
