clustersize volume  vol/VtotNcluster[i]  pdf1  volume-pdf
0 0 0 1 0 0 0
1 8.03524 2.78265e-05 1663 0.801446 0.0535277 0.0231377
2 16.0705 5.56529e-05 161 0.0775904 0.0155465 0.00672009
3 24.1057 8.34794e-05 36 0.0173494 0.00579374 0.00250438
4 32.141 0.000111306 30 0.0144578 0.00675937 0.00292178
5 40.1762 0.000139132 11 0.0053012 0.00318656 0.00137741
7 56.2467 0.000194785 18 0.00433735 0.00347625 0.00150263
10 80.3524 0.000278265 14 0.002249 0.00255354 0.00110378
20 160.705 0.000556529 23 0.00110843 0.00222093 0.000960013
30 241.057 0.000834794 13 0.000626506 0.00209218 0.00090436
40 321.41 0.00111306 11 0.00053012 0.00247843 0.00107132
50 401.762 0.00139132 19 0.000915663 0.00550406 0.00237916
60 482.115 0.00166959 9 0.000433735 0.00318656 0.00137741
70 562.467 0.00194785 14 0.000674699 0.00585812 0.00253221
100 803.524 0.00278265 13 0.000208835 0.00237114 0.00102494
200 1607.05 0.00556529 23 0.000110843 0.00222093 0.000960013
300 2410.57 0.00834794 11 5.3012e-05 0.00177031 0.000765228
400 3214.1 0.0111306 3 1.44578e-05 0.000675937 0.000292178
500 4017.62 0.0139132 1 4.81928e-06 0.000289687 0.000125219
600 4821.15 0.0166959 1 4.81928e-06 0.000354062 0.000153046
700 5624.67 0.0194785 1 4.81928e-06 0.000418437 0.000180872
the total number of clusters with at least 2 elements is 412 nematic grid elements
 The total number of independent crystalline domains is:  2075
 The average cluster size of crystalline domains is :  7.48627
 The average volume fraction of crystalline domains is :  0.00483249
 The total number of  crystalline grid elements is:  15534
 S_Ree globalNem Vtotal  Ngrid  crystallinity  avenclust avecclust/Ngrid avevol  avevol/Vtot 
0.0176528 -0.0332111 288763 35937 0.432256 7.48627 0.000208316 1395.44 0.00483249
