r   g0(r)    P2(r)    P2_par(r)     P2_per(r)   
0   90164   0.968704   0.947033   0.94797
2.02379   51662   0.904063   0.902669   0.923231
2.86207   15688   0.8448   0.876191   0.794649
3.50531   45526   0.801076   0.792071   0.800572
4.04758   86670   0.738265   0.701132   0.7513
4.52534   41604   0.673396   0.682358   0.652401
5.35445   40116   0.577383   0.584225   0.588
5.72415   79104   0.525455   0.542043   0.529169
6.07138   78582   0.482271   0.475086   0.527762
6.39979   38726   0.430097   0.440067   0.428059
6.71216   12802   0.386608   0.337456   0.210759
7.01062   77824   0.369204   0.407769   0.339424
7.29689   76838   0.328046   0.329633   0.364891
7.83811   38796   0.277351   0.341372   0.388586
8.09517   115578   0.251861   0.229665   0.275264
8.34431   77942   0.234671   0.27511   0.209721
8.58622   38942   0.211962   0.259447   0.273921
8.82151   77946   0.202472   0.222777   0.281033
9.05067   77810   0.176251   0.18432   0.174711
9.27418   38906   0.156154   0.116638   0.183978
9.70577   38940   0.132522   0.154216   0.210887
9.91452   119316   0.139052   0.178404   0.167573
10.119   158356   0.121692   0.12458   0.159122
10.3194   52612   0.106447   -0.0110462   0.110886
10.7089   158518   0.0977531   0.166294   0.112961
10.8985   79540   0.0908555   0.117481   0.0519413
11.268   40450   0.0964161   0.116895   0.0735866
11.4483   79852   0.0801369   0.133283   0.180839
11.6258   120186   0.0779252   0.0779567   0.0754985
11.8006   80138   0.0743858   -0.0144958   0.110081
11.9729   79938   0.0598809   0.0552216   0.115576
12.1428   80592   0.0557456   0.120954   0.0416522
12.3102   119844   0.0562692   0.0522628   0.0960171
12.6386   80650   0.0553309   0.108999   0.082519
12.7996   200832   0.0549988   0.0499403   0.0497089
12.9586   80838   0.0565776   0.068672   0.090284
13.1157   39820   0.0438077   0.0814729   -0.0294738
13.2709   40346   0.0466743   0.0402376   0.0717321
13.4243   161270   0.0486636   0.0982063   0.0755185
13.576   80434   0.0495874   -0.0623229   0.0388342
13.8744   134182   0.0364196   0.0165231   0.0272988
14.0212   201218   0.0365535   0.0577183   0.0510839
14.1665   80732   0.039309   0.0734274   0.0314897
14.3104   80864   0.0446203   -0.0146138   0.0652221
14.4528   161244   0.0396092   -0.018019   0.00480378
14.5938   160862   0.0360883   0.013223   0.0425618
14.8718   80100   0.0355884   0.0336587   -0.00960709
15.0088   79896   0.0335043   0.00690589   -0.077703
15.1447   80758   0.0370979   0.0673512   0.00858368
15.2793   119878   0.0330798   -0.012897   -0.00656377
15.545   160864   0.0295503   0.0501351   0.0584149
15.6762   161348   0.0333668   0.00368715   0.0200872
15.9354   40546   0.0167259   -0.00695725   0.113474
16.0634   240882   0.0258383   0.0123645   0.0242863
16.1903   159650   0.0254144   -0.00255803   0.0367476
16.3163   40244   0.0298089   -0.065935   0.0694946
16.4414   119970   0.0248276   -0.0267906   0.0199864
16.5655   160834   0.0313949   -0.00570373   0.00423264
16.6886   79154   0.0133237   0.0103636   -0.0409057
16.9323   80996   0.0257623   0.0294944   -0.0574264
17.0528   120158   0.023186   -0.0072849   0.00563731
17.1724   240418   0.0232825   -0.0327332   -0.0199659
17.2913   92914   0.0140502   -0.07123   -0.0348139
17.4093   39894   0.00715873   -0.102112   -0.00672848
17.5266   159438   0.016317   -0.00841991   -0.0499716
17.643   79718   0.0110978   -0.0885747   0.0168011
17.8736   79734   0.0196797   -0.0668026   0.0492316
17.9879   199612   0.0123744   -0.0494078   -0.0160458
18.1013   120790   0.0255669   0.0310772   0.071965
18.2141   119744   0.0118363   -0.0554607   -0.005242
18.3262   80276   0.0197765   -0.00030494   -0.0794517
18.4376   161232   0.0145455   0.0148087   0.0585651
18.5484   199274   0.0099027   -0.0096205   -0.0137815
18.7679   39316   -0.0170903   0.0200968   -0.133624
18.8767   279878   0.00899621   -0.00486568   -0.000178181
18.9849   238824   0.005148   -0.0537342   -0.0021713
19.0924   79904   0.0248821   -0.0170682   -0.0616442
19.3057   79974   0.000493107   0.109957   -0.0620923
19.4115   159764   0.00563164   -0.033725   -0.0419109
19.6214   40084   0.00257062   -0.0665087   -0.0301315
19.7255   318598   -0.000108639   -0.0619258   -0.0199034
19.829   119938   -0.00604271   0.0616165   0.00406051
19.932   120748   -5.81797e-05   0.00664897   0.0122925
20.0345   319186   -0.00125312   0.021169   -0.0161299
20.1365   79788   0.00404936   -0.0771844   -0.0764453
20.3389   159590   0.00154954   -0.00647412   -0.0810088
20.4393   159448   0.0066896   -0.0853741   -0.062857
20.5392   160158   0.00265038   0.000258439   -0.0341399
20.6387   119570   -0.0113997   -0.0923914   -0.122435
20.7377   53130   0.0111493   -0.167661   -0.0762076
20.8362   159534   -0.00484619   -0.0638978   -0.0245344
20.9343   238644   -0.00693756   -0.0683519   -0.0681517
21.2257   201448   -0.0015404   -0.0293144   -0.0178756
21.322   158856   -0.0290905   -0.0432051   -0.0235836
21.4178   80126   -0.00970794   0.015827   -0.0109811
21.5132   159358   -0.0125709   -0.0952606   -0.0263536
21.6082   240330   -0.0135143   -0.0385417   -0.0616229
21.7028   120404   -0.00848734   0.00568156   -0.0192139
21.8907   80524   0.00708486   0.0195725   -0.0139298
21.984   159214   -0.0185444   -0.0750694   -0.0357796
22.077   239416   -0.0125956   -0.0541303   -0.0574915
22.1695   78806   -0.00892332   -0.0578322   -0.0374252
22.3535   319610   -0.00617986   -0.0465439   -0.0498413
22.4449   240660   -0.00307987   -0.0293291   -0.0747612
22.6267   40468   -0.0319483   -0.0170491   -0.0453019
22.717   239944   -0.0187496   -0.0728747   -0.020863
22.807   160866   -0.0107568   -0.0921369   -0.139387
22.8966   200408   -0.0145169   -0.00130944   -0.053782
22.9859   80454   -0.0265086   -0.143271   -0.000390801
23.0748   80068   -0.0327997   -0.146866   -0.0942396
23.1634   279912   -0.0160238   -0.0715132   -0.062683
23.3395   119810   -0.0261853   -0.0312344   -0.0810869
23.4271   201084   -0.0174565   -0.107584   -0.0937278
23.5143   159444   -0.0173715   -0.00778139   -0.0641049
23.6013   120020   -0.0249677   0.0124554   -0.0512515
23.6879   80340   -0.0232704   -0.0330966   -0.202567
23.7742   161672   -0.0107155   -0.0742524   -0.0337481
23.8602   79704   -0.0359349   -0.069204   -0.0307932
24.0312   79546   -0.013245   -0.0635224   0.0200576
24.1163   241010   -0.0154624   0.0219332   0.0108456
24.201   454892   -0.0170106   -0.0312111   -0.0726459
24.2855   80648   0.0187581   0.0415219   -0.0448975
24.3697   319310   -0.0235175   -0.0741849   -0.0735097
24.4536   201154   -0.0250743   -0.0540857   -0.106312
24.6205   121296   -0.0166101   -0.053322   -0.102645
24.7035   280352   -0.0184617   -0.0596982   -0.0560776
24.7863   160596   -0.0168761   -0.0708248   -0.0847018
24.8688   159882   -0.0278653   -0.0582718   -0.0457354
25.0329   161302   -0.00418829   -0.0885499   -0.0195328
25.1146   160106   -0.029099   -0.0740784   -0.0547209
25.2772   81360   0.00370755   -0.03073   -0.0748361
25.358   321596   -0.0243552   -0.0859804   -0.0892342
25.4387   200836   -0.0259276   -0.043454   -0.0367616
25.519   39804   -0.0482605   -0.0767182   0.0847727
25.5992   200678   -0.0231981   0.0121726   -0.0879854
25.679   160180   -0.0403738   -0.0819216   -0.0305912
25.7587   199796   -0.0344441   -0.00495068   -0.117001
25.9172   79238   -0.0435869   -0.0865907   0.0160087
25.9961   200964   -0.000261055   -0.0598336   -0.0854537
26.0747   319942   -0.013035   -0.0552508   -0.0225887
26.1532   200774   -0.0232882   -0.0966698   -0.105831
26.2313   40580   -0.0367218   -0.198083   -0.0527776
26.3093   321404   -0.016599   -0.0590876   -0.0527024
26.387   241310   -0.0142505   -0.083099   -0.0988422
26.5418   39890   -0.0177445   -0.0786781   0.0773926
26.6188   80426   -0.00436049   -0.118764   -0.15074
26.6957   200844   -0.00840245   -0.0258254   -0.0164828
26.7723   201256   -0.0126717   -0.0644102   -0.095773
26.8486   160528   -0.0280967   -0.056086   -0.0135917
26.9248   239828   -0.0318707   -0.0656389   -0.0514717
27.0008   241634   -0.0226159   -0.0819226   -0.0453097
27.152   79648   -0.0202963   -0.0815866   -0.0254341
27.2273   401694   -0.0263768   -0.0943181   -0.0694991
27.3024   240638   -0.0220747   -0.0141049   -0.0595643
27.3774   79660   -0.0167861   -0.0759825   -0.0640418
27.5265   319252   -0.0234056   -0.0812995   -0.0825037
27.6008   80184   -0.0451809   -0.0975934   -0.120489
27.7488   13516   -0.0205531   -0.241732   -0.0198779
27.8225   121388   -0.0289147   -0.0376549   -0.043815
27.896   440180   -0.0191562   -0.0904536   -0.085521
27.9694   280790   -0.0151663   -0.0938172   -0.108356
28.0425   240830   -0.0128212   -0.0784348   0.02761
28.1154   199506   -0.00663802   -0.0257099   -0.0294715
28.2607   200822   -0.00981855   -0.03125   -0.0189438
28.3331   240340   -0.0122603   -0.0383242   -0.0443338
28.4053   160114   -0.0350932   -0.0492456   0.017132
28.4773   159152   -0.0270147   -0.104602   -0.136408
28.5491   80448   -0.00953042   -0.0891641   -0.0201652
28.6207   241590   -0.0052551   0.00588133   -0.0436217
28.6922   400458   -0.0168579   -0.0283692   -0.0463012
28.8346   80570   -0.0337776   -0.0961112   -0.0614041
28.9055   400830   -0.0178962   -0.0440585   -0.034128
28.9763   159448   -0.0255607   -0.0867055   -0.073273
29.0469   120340   -0.029259   -0.0945698   -0.0615756
29.1173   160208   -0.00515096   -0.0650659   -0.0390258
29.1875   160000   -0.0033511   -0.0219398   -0.0397693
29.2576   119378   -0.0127703   -0.0350277   -0.0650979
29.3973   160364   -0.0138098   -0.129368   -0.0194641
29.4669   159808   -0.0242843   -0.0673627   -0.0440761
29.5363   241454   -0.0264827   -0.00125102   0.026447
29.6055   159900   -0.019804   -0.063973   0.0199128
29.7435   399762   -0.0171253   -0.0674183   -0.0594089
29.8123   239012   -0.0168218   -0.0621411   -0.0619443
29.9494   80138   -0.026721   -0.052459   -0.0134484
30.0177   320592   -0.0185975   -0.0880468   -0.0447835
30.0858   200856   -0.00332637   -0.0973435   -0.093845
30.1538   199622   -0.0115533   -0.0608812   -0.0369804
30.2217   79510   -0.012035   -0.106456   -0.0433466
30.2893   241376   -0.00656022   -0.0449183   -0.0288209
30.3569   400428   -0.0100074   -0.0260829   0.00732329
30.4915   79896   0.00074016   -0.141588   -0.00755059
30.5586   280418   -0.0109708   -0.0296368   -0.0671935
30.6255   401040   -0.0112098   -0.0325401   -0.0259133
30.6923   79862   0.0248326   -0.0239   -0.136616
30.759   119296   -0.00875474   -0.0124829   -0.0805725
30.8255   239724   -0.0210525   -0.0455294   -0.0849628
30.8918   159880   0.000133847   -0.100079   0.0807395
31.0901   279094   -0.00746291   -0.0586422   -0.0548001
31.1559   239782   -0.0109588   -0.0619253   0.00172058
31.2215   334336   -0.0231198   -0.0245164   -0.0133511
31.2871   320758   -0.00972655   -0.0322387   -0.0797563
31.3525   239766   -0.017478   -0.0894688   -0.0449487
31.4828   159532   -0.0248249   -0.112126   0.0233819
31.5478   239538   -0.0114652   -0.0816103   0.0360794
31.6126   319912   -0.00860834   -0.102013   -0.0631121
31.6774   280310   -0.00941471   -0.0709748   -0.0596109
31.8064   81144   -0.0273373   -0.127059   -0.0468935
31.8707   318816   -0.0130718   -0.0809663   0.00640718
31.999   40472   0.0283037   -0.136151   -0.14479
32.0629   358558   -0.00235261   -0.0756945   -0.0878648
32.1267   160356   -0.00586486   -0.0180618   -0.0942585
32.1904   159660   -0.0132186   -0.0123256   -0.0453135
32.2539   242086   -0.00112574   -0.0911473   -0.0795252
32.3174   398714   -2.76228e-05   0.0301113   -0.0478118
32.3807   119628   0.00150988   -0.026255   -0.0912988
32.5069   160894   -0.000752361   -0.0775755   -0.0736189
32.5699   240622   -0.00388446   0.0245061   -0.0115156
32.6327   400074   -0.00887524   -0.0487712   -0.0262687
32.6954   79802   -0.0115147   -0.190943   0.0133359
32.7579   39326   -0.0223613   -0.0906198   0.0649731
32.8204   481202   -0.0157565   -0.0488378   -0.0398999
32.8827   319394   -0.0146357   -0.0737383   -0.00459778
33.0071   119426   0.0161577   -0.0538764   0.0540875
33.069   159856   -0.00224049   0.0058593   -0.0643821
33.1309   281246   -0.00901778   -0.0364377   -0.032756
33.1927   199382   -0.00919052   -0.0139804   -0.0268307
33.2543   158730   -0.00364751   -0.127148   -0.0945542
33.3158   160226   -0.0188881   -0.0282045   -0.0432622
33.3772   281864   -0.0118716   -0.0326563   -0.021861
33.4997   79586   -0.00231657   -0.0609674   -0.101304
33.5608   440712   -0.00629578   -0.0515103   -0.0657343
33.6218   158636   0.00237954   -0.024676   -0.0664282
33.6826   119582   -0.00820031   -0.000173402   -0.0542941
33.804   321348   -0.00658111   -0.0785744   -0.0381919
33.8645   238802   -0.0145788   0.00910606   -0.0143019
33.9852   80262   -0.0242993   -0.0132392   0.0193725
34.0455   201724   -0.0102419   -0.0398428   -0.00817084
34.1056   399088   -0.0144822   -0.0752067   -0.0611356
34.1655   121002   -0.0221994   -0.0161015   -0.0181101
34.2254   439118   -0.00401144   -0.0580755   -0.0539836
34.2852   200710   -0.0196995   0.0163369   -0.0697099
34.4045   239886   -0.0131571   -0.0387282   -0.0541357
34.4639   280422   -0.0169439   -0.0617229   -0.0591319
34.5233   78766   -0.0132546   -0.0815199   0.0851151
34.5826   239698   -0.0156893   -0.0961508   0.0249879
34.6417   94614   -0.0174183   -0.0974817   -0.0528291
34.7008   158582   -0.00363561   -0.0769476   -0.0382235
34.7598   162856   -0.00539971   0.00221534   0.0506656
34.8774   40292   -0.0187354   -0.160342   -0.0616419
34.9361   319908   -0.00813817   -0.0645624   -0.0707762
34.9946   363272   -0.00764562   -0.020649   -0.0209003
35.0531   80780   -0.00902004   -0.0204131   -0.101107
35.1115   160380   -0.00676238   -0.107089   -0.108094
35.1698   158512   -0.00552093   0.0279068   -0.0180691
35.2279   159376   -0.0135879   -0.0760719   -0.00546211
35.344   80954   -0.0177999   0.138534   -0.0157502
35.4019   200074   -0.0192378   0.0459633   0.0197477
35.4597   398138   -0.0115729   -0.0670729   -0.0729366
35.5174   159352   -0.0116402   -2.60868e-05   0.0236832
35.6325   241086   -0.0302904   -0.0193169   -0.083834
35.69   161070   -0.013285   -0.104151   -0.0821882
35.8045   81218   -0.0025496   -0.0753648   -0.104035
35.8617   361072   -0.0128283   -0.0448931   -0.0575503
35.9187   160200   -0.0236843   0.0192841   -0.107591
35.9757   81200   -0.00458139   0.0288643   0.0177497
36.0326   158208   -0.00248022   0.0652131   -0.0295579
36.0894   243186   -0.00814062   -0.020789   -0.0499648
36.1461   320804   -0.0104888   0.00344791   -0.0396705
36.2592   39756   -0.0203755   -0.154926   -0.0886457
36.3157   320088   -0.0121871   -0.052477   -0.0440805
36.372   78688   -0.016509   -0.100248   -0.0734752
36.4283   120088   -0.00537563   -0.0107088   -0.0353777
36.4844   79996   -0.000995665   0.0185097   0.0110447
36.5405   162072   -0.00707626   0.053124   -0.0917691
36.5965   80352   -0.0215292   -0.0322823   -0.0503138
36.7083   78060   -0.0147715   0.0244591   0.000463838
36.764   120934   -0.0032242   -0.0924911   -0.103546
36.8197   279454   -0.0104068   -0.00928977   -0.00617246
36.8752   119692   -0.00741037   -0.0911222   -0.0329503
36.9307   80772   -0.0342178   -0.11101   -0.0290654
36.9862   641990   -0.0135844   -0.0145376   -0.0516644
37.0967   121640   -0.0213268   -0.0577629   0.0275351
37.1519   158994   -0.00320642   -0.00560732   0.0111239
37.207   241854   -0.0122564   -0.0667271   -0.00673979
37.262   120568   -0.0291871   0.0296357   -0.0812477
37.3717   159010   -0.0109916   -0.0121847   -0.0860238
37.4265   241812   -0.0100947   -0.0238468   -0.129762
37.5358   39972   0.00860726   -0.0305404   0.0625521
37.5903   198422   -0.00380277   -0.126688   0.0571673
