Rg, Rgx, Rgy, Rgz 5.36613 3.1432 3.07678 3.07394
persistence length in the limit of N=100 is 0.493749
 the MSID is calculated for 7200 chains of length 100
n  MSID(n)  MSID(n)/n  MSIDx(n)  MSIDy(n)  MSIDz(n)
1 0.247448 0.247448 0.084 0.0827683 0.0806797
2 0.926118 0.463059 0.31473 0.309873 0.301516
3 1.98565 0.661884 0.675302 0.664505 0.645845
4 3.38155 0.845387 1.15069 1.13179 1.09907
5 5.07314 1.01463 1.72715 1.69813 1.64787
6 7.02192 1.17032 2.39157 2.35071 2.27964
7 9.191 1.313 3.13152 3.07712 2.98236
8 11.5448 1.4431 3.93487 3.86536 3.74454
9 14.0491 1.56101 4.78995 4.70394 4.55518
10 16.6708 1.66708 5.6856 5.58157 5.40367
11 19.3785 1.76168 6.61113 6.48754 6.27984
12 22.1418 1.84515 7.55612 7.41162 7.17403
13 24.9326 1.91789 8.5109 8.34431 8.07739
14 27.7246 1.98033 9.46635 9.27687 8.98138
15 30.4941 2.03294 10.4144 10.2012 9.87856
16 33.2194 2.07621 11.3475 11.1096 10.7623
17 35.8821 2.11071 12.2591 11.996 11.627
18 38.4663 2.13702 13.144 12.8545 12.4678
19 40.9604 2.15581 13.9985 13.6814 13.2805
20 43.355 2.16775 14.8193 14.4735 14.0622
21 45.6451 2.17357 15.6048 15.2288 14.8114
22 47.828 2.174 16.3541 15.9466 15.5273
23 49.9031 2.1697 17.0667 16.6265 16.21
24 51.8724 2.16135 17.7432 17.269 16.8601
25 53.738 2.14952 18.3849 17.8748 17.4783
26 55.5043 2.13478 18.9931 18.4462 18.065
27 57.1777 2.11769 19.57 18.9854 18.6223
28 58.7636 2.0987 20.1177 19.4942 19.1516
29 60.2673 2.07818 20.6384 19.9747 19.6542
30 61.695 2.0565 21.1345 20.4285 20.132
31 63.0523 2.03395 21.6079 20.8574 20.587
32 64.3461 2.01082 22.0602 21.2645 21.0215
33 65.5836 1.98738 22.4931 21.6529 21.4376
34 66.7718 1.96388 22.9092 22.0252 21.8373
35 67.9177 1.94051 23.3113 22.3835 22.2229
36 69.0269 1.91741 23.7017 22.7296 22.5955
37 70.1055 1.89474 24.0821 23.0666 22.9568
38 71.1598 1.87263 24.4546 23.3964 23.3088
39 72.1947 1.85115 24.8204 23.7211 23.6533
40 73.2157 1.83039 25.1815 24.0422 23.9921
41 74.2273 1.81042 25.5397 24.3609 24.3267
42 75.235 1.79131 25.897 24.6785 24.6595
43 76.2425 1.77308 26.2537 24.9967 24.9922
44 77.2537 1.75577 26.6109 25.3162 25.3266
45 78.2716 1.73937 26.9706 25.6379 25.6632
46 79.2996 1.72391 27.3338 25.9629 26.003
47 80.3409 1.70938 27.7011 26.2922 26.3476
48 81.3983 1.6958 28.0729 26.6269 26.6984
49 82.4729 1.68312 28.449 26.9682 27.0557
50 83.5664 1.67133 28.8296 27.3165 27.4204
51 84.679 1.66037 29.2142 27.6722 27.7926
52 85.8122 1.65023 29.6033 28.0359 28.173
53 86.9652 1.64085 29.9967 28.4076 28.5609
54 88.1393 1.63221 30.3954 28.7881 28.9558
55 89.3329 1.62424 30.7996 29.1764 29.3569
56 90.5459 1.61689 31.2086 29.572 29.7653
57 91.7768 1.61012 31.623 29.9743 30.1795
58 93.0263 1.6039 32.0432 30.3833 30.5998
59 94.2923 1.59818 32.4688 30.7973 31.0262
60 95.5728 1.59288 32.8993 31.2152 31.4583
61 96.8651 1.58795 33.3331 31.6365 31.8955
62 98.1666 1.58333 33.7692 32.0601 32.3373
63 99.4738 1.57895 34.2069 32.4845 32.7824
64 100.784 1.57474 34.6449 32.9084 33.2301
65 102.092 1.57064 35.0829 33.3298 33.6791
66 103.393 1.56656 35.518 33.7478 34.1268
67 104.682 1.56242 35.9492 34.1621 34.5711
68 105.958 1.5582 36.3758 34.5713 35.0103
69 107.217 1.55387 36.7969 34.9749 35.4449
70 108.456 1.54938 37.2094 35.3724 35.8747
71 109.673 1.54469 37.6119 35.7628 36.2979
72 110.861 1.53973 38.0042 36.1421 36.7145
73 112.016 1.53446 38.3846 36.5098 37.1215
74 113.137 1.52888 38.7535 36.8655 37.5184
75 114.227 1.52303 39.1126 37.2083 37.9061
76 115.283 1.51689 39.4612 37.5382 38.284
77 116.314 1.51057 39.8018 37.8589 38.6531
78 117.323 1.50414 40.1363 38.1739 39.0123
79 118.323 1.49777 40.4691 38.4882 39.3662
80 119.328 1.4916 40.8032 38.8072 39.7177
81 120.353 1.48583 41.1446 39.1359 40.072
82 121.418 1.4807 41.4992 39.4839 40.4345
83 122.535 1.47633 41.8701 39.8553 40.8097
84 123.722 1.47288 42.2634 40.2562 41.2026
85 124.989 1.47046 42.6845 40.6899 41.6151
86 126.352 1.4692 43.1381 41.1617 42.0517
87 127.828 1.46929 43.6316 41.6767 42.5195
88 129.428 1.47077 44.1696 42.2342 43.024
89 131.171 1.47383 44.7588 42.8375 43.5745
90 133.067 1.47852 45.3977 43.4909 44.1782
91 135.121 1.48485 46.089 44.1998 44.8323
92 137.338 1.49281 46.8346 44.9624 45.5414
93 139.715 1.50231 47.6336 45.7808 46.3007
94 142.257 1.51337 48.483 46.6598 47.1138
95 144.952 1.52581 49.3809 47.5953 47.9761
96 147.791 1.53949 50.3221 48.5849 48.8841
97 150.761 1.55424 51.3061 49.6169 49.8382
98 153.853 1.56993 52.3283 50.6846 50.8402
99 157.011 1.58597 53.374 51.777 51.8597
