 the MSID is calculated for 7200 chains of length 100
n  MSID(n)  MSID(n)/n  MSIDx(n)  MSIDy(n)  MSIDz(n)
1 0.24739 0.24739 0.0828925 0.0821113 0.0823858
2 0.892777 0.446388 0.298988 0.29664 0.297149
3 1.85424 0.61808 0.620425 0.616605 0.617211
4 3.07127 0.767817 1.02645 1.02231 1.02251
5 4.50771 0.901542 1.50545 1.50119 1.50107
6 6.14011 1.02335 2.04939 2.04569 2.04503
7 7.95097 1.13585 2.65466 2.64876 2.64756
8 9.92865 1.24108 3.31744 3.30442 3.30678
9 12.0766 1.34185 4.03786 4.01124 4.02754
10 14.3919 1.43919 4.81748 4.76929 4.80518
11 16.8762 1.5342 5.65532 5.57908 5.64178
12 19.5178 1.62649 6.54692 6.43499 6.53591
13 22.3289 1.71761 7.48763 7.3498 7.49148
14 25.3021 1.80729 8.48058 8.31616 8.50533
15 28.404 1.8936 9.52197 9.31965 9.5624
16 31.5946 1.97466 10.5902 10.3595 10.6448
17 34.8535 2.05021 11.6727 11.4327 11.7481
18 38.1244 2.11802 12.7621 12.5095 12.8529
19 41.3828 2.17804 13.8557 13.5814 13.9457
20 44.5951 2.22976 14.9402 14.6273 15.0276
21 47.7378 2.27323 16.0022 15.6518 16.0838
22 50.7639 2.30745 17.0175 16.6394 17.107
23 53.6486 2.33255 17.9842 17.5773 18.087
24 56.3536 2.34807 18.896 18.4508 19.0068
25 58.881 2.35524 19.7388 19.261 19.8812
26 61.2352 2.3552 20.5257 20.0005 20.709
27 63.4231 2.349 21.2643 20.6709 21.4879
28 65.4043 2.33587 21.9293 21.2837 22.1912
29 67.2229 2.31803 22.5415 21.836 22.8453
30 68.8652 2.29551 23.0992 22.3449 23.4211
31 70.3472 2.26926 23.6011 22.811 23.935
32 71.6785 2.23995 24.0591 23.2212 24.3982
33 72.8472 2.20749 24.4687 23.5706 24.808
34 73.9222 2.17418 24.824 23.9 25.1981
35 74.9016 2.14005 25.1199 24.2187 25.563
36 75.8236 2.10621 25.3977 24.5094 25.9165
37 76.6676 2.0721 25.6362 24.7904 26.2409
38 77.467 2.03861 25.8663 25.0558 26.5449
39 78.2665 2.00683 26.1102 25.3128 26.8435
40 78.9836 1.97459 26.3249 25.5419 27.1169
41 79.6932 1.94374 26.5234 25.797 27.3729
42 80.4156 1.91466 26.7207 26.0818 27.6132
43 81.1235 1.88659 26.9164 26.3692 27.8379
44 81.8124 1.85937 27.1112 26.6324 28.0689
45 82.5294 1.83399 27.3071 26.8993 28.323
46 83.2714 1.81025 27.5382 27.1753 28.558
47 84.0444 1.78818 27.7726 27.4524 28.8194
48 84.8384 1.76747 28.0385 27.7265 29.0733
49 85.6523 1.74801 28.2956 28.0014 29.3553
50 86.4593 1.72919 28.5275 28.2783 29.6535
51 87.2689 1.71115 28.7836 28.5322 29.9531
52 88.1606 1.6954 29.0627 28.7947 30.3033
53 89.0249 1.67971 29.3602 29.0399 30.6248
54 89.9216 1.66521 29.684 29.2992 30.9384
55 90.8549 1.65191 30.0098 29.581 31.264
56 91.8571 1.6403 30.3055 29.9091 31.6425
57 92.8436 1.62884 30.6369 30.2249 31.9819
58 93.902 1.619 31.0094 30.5632 32.3294
59 94.9582 1.60946 31.3593 30.9242 32.6747
60 96.0044 1.60007 31.7204 31.3145 32.9695
61 97.0806 1.59149 32.0858 31.7084 33.2864
62 98.2035 1.58393 32.4507 32.1346 33.6182
63 99.4526 1.57861 32.8483 32.5906 34.0137
64 100.712 1.57363 33.239 33.0166 34.4566
65 101.995 1.56915 33.6133 33.4264 34.9553
66 103.337 1.56571 34.0519 33.8428 35.4422
67 104.692 1.56256 34.5141 34.2015 35.9762
68 106.005 1.55889 34.9509 34.5764 36.4773
69 107.402 1.55655 35.4674 34.9702 36.9647
70 108.834 1.55476 35.9983 35.3822 37.453
71 110.187 1.55192 36.5106 35.7751 37.9009
72 111.461 1.54807 37.0029 36.1105 38.3477
73 112.633 1.54292 37.3123 36.548 38.7727
74 113.723 1.5368 37.6906 36.8873 39.1453
75 114.749 1.52999 38.0339 37.2238 39.4915
76 115.788 1.52353 38.3994 37.5628 39.8261
77 116.745 1.51617 38.7396 37.8907 40.115
78 117.698 1.50894 39.1326 38.0801 40.4848
79 118.832 1.50421 39.5817 38.3437 40.9069
80 120.077 1.50096 40.0342 38.6498 41.393
81 121.429 1.49912 40.5263 38.9531 41.9492
82 122.771 1.49721 40.9436 39.3154 42.5125
83 124.007 1.49406 41.2753 39.7062 43.0258
84 125.53 1.4944 41.7147 40.2998 43.5151
85 127.006 1.49419 42.1491 40.8525 44.0044
86 128.503 1.49422 42.6193 41.4522 44.4312
87 130.396 1.49881 43.2886 41.9892 45.1187
88 132.092 1.50105 43.8843 42.5551 45.6528
89 133.419 1.49909 44.2535 42.9473 46.2182
90 134.572 1.49525 44.6117 43.2334 46.727
91 136.07 1.49527 44.9634 43.7937 47.3126
92 138.172 1.50187 45.5159 44.4917 48.1647
93 140.142 1.50691 46.2232 45.0748 48.8445
94 142.006 1.5107 46.7742 45.7251 49.5069
95 143.868 1.5144 47.6033 46.068 50.1964
96 145.536 1.516 48.3252 46.4687 50.7425
97 147.523 1.52085 49.0012 47.3376 51.1838
98 150.467 1.53538 50.0294 48.3445 52.0935
99 155.769 1.57343 52.5099 50.1745 53.085
