 the MSID is calculated for 7200 chains of length 100
n  MSID(n)  MSID(n)/n  MSIDx(n)  MSIDy(n)  MSIDz(n)
1 0.247329 0.247329 0.0837387 0.0810951 0.0824953
2 0.889511 0.444756 0.302005 0.290722 0.296784
3 1.84517 0.615055 0.627862 0.601627 0.615677
4 3.05369 0.763422 1.04101 0.993593 1.01909
5 4.47621 0.895243 1.52826 1.45373 1.49423
6 6.0834 1.0139 2.0797 1.97171 2.03199
7 7.85102 1.12157 2.68852 2.5403 2.6222
8 9.76359 1.22045 3.34684 3.15493 3.26182
9 11.8198 1.31331 4.05452 3.81777 3.94751
10 14.0087 1.40087 4.80593 4.52643 4.67634
11 16.3123 1.48294 5.59517 5.27453 5.4426
12 18.7273 1.56061 6.41938 6.05956 6.24839
13 21.2564 1.63511 7.28634 6.883 7.08706
14 23.8793 1.70566 8.18528 7.74505 7.94894
15 26.5678 1.77119 9.10181 8.63727 8.82872
16 29.2976 1.8311 10.0288 9.54915 9.7196
17 32.0482 1.88519 10.9642 10.4649 10.6191
18 34.7818 1.93232 11.8902 11.3793 11.5123
19 37.4662 1.97191 12.8064 12.2777 12.3822
20 40.0714 2.00357 13.6918 13.1539 13.2256
21 42.5905 2.02812 14.5538 13.9932 14.0434
22 44.9972 2.04533 15.3804 14.7913 14.8256
23 47.2698 2.05521 16.1634 15.5397 15.5667
24 49.4267 2.05945 16.9125 16.2501 16.2641
25 51.4451 2.0578 17.6195 16.9127 16.9128
26 53.3293 2.05113 18.2759 17.5297 17.5238
27 55.0934 2.0405 18.8936 18.1006 18.0992
28 56.7339 2.02621 19.466 18.6272 18.6407
29 58.2736 2.00943 20.0043 19.1149 19.1543
30 59.719 1.99063 20.5213 19.5686 19.629
31 61.0891 1.97062 21.0138 19.9983 20.077
32 62.3753 1.94923 21.4915 20.3967 20.4871
33 63.6105 1.92759 21.9374 20.7928 20.8803
34 64.7969 1.90579 22.3759 21.1667 21.2543
35 65.949 1.88426 22.7971 21.5334 21.6184
36 67.0849 1.86347 23.2184 21.8913 21.9752
37 68.1428 1.8417 23.6173 22.233 22.2925
38 69.1651 1.82013 23.9971 22.5595 22.6085
39 70.2055 1.80014 24.3788 22.8999 22.9268
40 71.2071 1.78018 24.7397 23.2329 23.2345
41 72.1799 1.76049 25.0877 23.5574 23.5348
42 73.1066 1.74063 25.4088 23.8758 23.8219
43 74.0446 1.72197 25.729 24.1925 24.1231
44 74.9527 1.70347 26.0402 24.5018 24.4106
45 75.8615 1.68581 26.3493 24.805 24.7072
46 76.7607 1.66871 26.6558 25.115 24.99
47 77.6717 1.65259 26.9691 25.4161 25.2866
48 78.6057 1.63762 27.2934 25.726 25.5863
49 79.6008 1.62451 27.6425 26.0671 25.8911
50 80.6899 1.6138 28.0168 26.4361 26.2369
51 81.8229 1.60437 28.3841 26.8142 26.6246
52 82.9665 1.59551 28.7616 27.1906 27.0143
53 84.0954 1.5867 29.1196 27.5935 27.3823
54 85.2733 1.57913 29.4867 28.0126 27.774
55 86.5014 1.57275 29.8836 28.4609 28.1569
56 87.7609 1.56716 30.2889 28.8961 28.5759
57 88.9647 1.56078 30.6583 29.3192 28.9873
58 90.175 1.55474 31.0438 29.7194 29.4118
59 91.4216 1.54952 31.452 30.1262 29.8433
60 92.6807 1.54468 31.8844 30.5339 30.2625
61 93.9118 1.53954 32.3067 30.9374 30.6676
62 95.1713 1.53502 32.7263 31.3393 31.1057
63 96.4199 1.53047 33.1318 31.7398 31.5482
64 97.7314 1.52705 33.5977 32.1692 31.9645
65 99.0411 1.52371 34.0488 32.6074 32.385
66 100.358 1.52057 34.4935 33.0505 32.8138
67 101.654 1.51723 34.931 33.4658 33.2577
68 102.94 1.51382 35.3682 33.8245 33.7473
69 104.245 1.5108 35.8178 34.1925 34.2348
70 105.483 1.50689 36.249 34.536 34.6976
71 106.77 1.5038 36.6835 34.8769 35.2096
72 108.052 1.50072 37.1525 35.1543 35.7454
73 109.344 1.49787 37.6397 35.4791 36.2257
74 110.513 1.49342 38.0941 35.7837 36.6355
75 111.624 1.48832 38.5157 36.0898 37.0185
76 112.839 1.48472 38.9025 36.4743 37.462
77 114.063 1.48134 39.2695 36.8865 37.9069
78 115.439 1.47998 39.6663 37.3214 38.4509
79 116.788 1.47833 40.0621 37.7284 38.9975
80 118.077 1.47596 40.4217 38.1159 39.5392
81 119.296 1.47279 40.7059 38.5496 40.0401
82 120.547 1.47009 41.0933 38.9858 40.4682
83 121.801 1.46749 41.4791 39.3776 40.9446
84 123.033 1.46468 41.9012 39.8218 41.3103
85 124.173 1.46086 42.2356 40.2248 41.713
86 125.474 1.459 42.5769 40.6942 42.2031
87 126.653 1.45578 42.9593 41.0538 42.6397
88 127.91 1.45352 43.3812 41.3207 43.2081
89 129.295 1.45276 43.7379 41.7316 43.8259
90 130.897 1.45441 44.0878 42.2592 44.5498
91 132.505 1.4561 44.6765 42.7586 45.0702
92 134.085 1.45744 45.2495 43.2719 45.5633
93 135.903 1.46132 45.9809 43.8628 46.0593
94 137.259 1.46021 46.4244 44.4677 46.3672
95 138.822 1.46128 47.0586 44.8699 46.8931
96 141.112 1.46991 47.8345 45.7533 47.5239
97 143.814 1.48262 48.6409 46.7361 48.4368
98 146.739 1.49734 49.8171 47.8032 49.1186
99 151.18 1.52707 51.7437 49.6086 49.8279
