m  tie_count pf_tie pdf_tie   loop_count pf_loop pdf_loop  tail_count pf_tail pdf_tail   
1 0 0 0 0 0 0 910 0.14 0.014499
2 0 0 0 0 0 0 849 0.130615 0.0270542
3 553 0.0697088 0.0139954 605 0.100934 0.0280045 738 0.113538 0.0352756
4 531 0.0669356 0.0179182 536 0.0894228 0.0330808 552 0.0849231 0.03518
5 544 0.0685743 0.022946 462 0.0770771 0.0356421 456 0.0701538 0.0363271
6 480 0.0605067 0.0242958 477 0.0795796 0.0441592 354 0.0544615 0.0338416
7 440 0.0554645 0.025983 442 0.0737404 0.0477388 293 0.0450769 0.0326785
8 391 0.0492878 0.0263879 395 0.0658992 0.0487572 228 0.0350769 0.0290617
9 356 0.0448758 0.0270291 381 0.0635636 0.0529077 182 0.028 0.0260982
10 350 0.0441195 0.0295261 366 0.0610611 0.0564719 161 0.0247692 0.0256521
11 364 0.0458843 0.0337779 325 0.0542209 0.0551604 131 0.0201538 0.0229594
12 301 0.0379428 0.030471 247 0.0412079 0.045733 131 0.0201538 0.0250466
13 288 0.036304 0.0315845 216 0.036036 0.043326 123 0.0189231 0.0254768
14 271 0.0341611 0.0320063 213 0.0355355 0.0460107 95 0.0146154 0.0211908
15 241 0.0303794 0.0304963 186 0.031031 0.0430482 83 0.0127692 0.0198365
16 227 0.0286146 0.0306397 154 0.0256924 0.0380182 88 0.0135385 0.0224336
17 209 0.0263456 0.0299733 111 0.0185185 0.0291154 79 0.0121538 0.021398
18 188 0.0236985 0.0285476 98 0.0163497 0.0272176 71 0.0109231 0.0203623
19 186 0.0234464 0.029813 91 0.0151818 0.0266776 59 0.00907692 0.0178608
20 150 0.0189084 0.0253081 88 0.0146813 0.0271559 70 0.0107692 0.0223061
21 140 0.0176478 0.024802 66 0.011011 0.0213853 50 0.00769231 0.0167296
22 132 0.0166394 0.0244983 68 0.0113447 0.0230825 48 0.00738462 0.0168252
23 133 0.0167654 0.0258059 46 0.00767434 0.0163244 39 0.006 0.0142919
24 129 0.0162612 0.026118 52 0.00867534 0.019256 42 0.00646154 0.0160604
25 105 0.0132359 0.0221446 38 0.00633967 0.014658 55 0.00846154 0.0219078
26 107 0.013488 0.0234691 34 0.00567234 0.0136397 38 0.00584615 0.0157418
27 91 0.0114711 0.0207274 22 0.00367034 0.00916511 35 0.00538462 0.0150566
28 95 0.0119753 0.0224399 30 0.00500501 0.0129608 35 0.00538462 0.0156143
29 76 0.00958023 0.018593 32 0.00533867 0.0143186 32 0.00492308 0.0147858
30 63 0.00794151 0.0159441 20 0.00333667 0.00925769 28 0.00430769 0.0133837
31 66 0.00831968 0.0172601 23 0.00383717 0.0110012 32 0.00492308 0.0158055
32 47 0.00592462 0.0126878 21 0.0035035 0.0103686 24 0.00369231 0.0122365
33 60 0.00756334 0.0167034 23 0.00383717 0.011711 22 0.00338462 0.0115673
34 48 0.00605067 0.0137676 17 0.00283617 0.00891824 24 0.00369231 0.0130013
35 47 0.00592462 0.0138773 5 0.000834168 0.00270016 24 0.00369231 0.0133837
36 44 0.00554645 0.0133627 7 0.00116783 0.00388823 15 0.00230769 0.0086038
37 39 0.00491617 0.0121732 12 0.002002 0.00685069 12 0.00184615 0.00707423
38 30 0.00378167 0.00961709 5 0.000834168 0.0029316 13 0.002 0.00787088
39 35 0.00441195 0.0115152 7 0.00116783 0.00421225 20 0.00307692 0.0124277
40 30 0.00378167 0.0101233 6 0.001001 0.00370308 17 0.00261538 0.0108344
41 17 0.00214295 0.00587992 5 0.000834168 0.00316304 7 0.00107692 0.00457276
42 22 0.00277323 0.0077949 11 0.00183517 0.00712842 14 0.00215385 0.00936858
43 27 0.0034035 0.00979424 3 0.000500501 0.0019904 11 0.00169231 0.00753629
44 24 0.00302534 0.00890846 6 0.001001 0.00407338 18 0.00276923 0.0126189
45 19 0.00239506 0.00721282 3 0.000500501 0.00208298 16 0.00246154 0.0114717
46 16 0.00201689 0.00620893 2 0.000333667 0.00141951 7 0.00107692 0.00513041
47 14 0.00176478 0.00555092 2 0.000333667 0.00145037 7 0.00107692 0.00524194
48 14 0.00176478 0.00566902 5 0.000834168 0.00370308 9 0.00138462 0.00688304
49 17 0.00214295 0.00702722 5 0.000834168 0.00378022 10 0.00153846 0.00780715
50 17 0.00214295 0.00717064 1 0.000166834 0.000771474 13 0.002 0.0103564
51 13 0.00163872 0.0055931 3 0.000500501 0.00236071 14 0.00215385 0.0113761
52 12 0.00151267 0.00526409 4 0.000667334 0.00320933 5 0.000769231 0.00414257
53 12 0.00151267 0.00536532 0 0 0 11 0.00169231 0.00928891
54 11 0.00138661 0.00501101 2 0.000333667 0.00166638 7 0.00107692 0.00602266
55 11 0.00138661 0.00510381 1 0.000166834 0.000848621 4 0.000615385 0.00350525
56 7 0.00088239 0.00330693 3 0.000500501 0.00259215 3 0.000461538 0.00267674
57 6 0.000756334 0.00288513 0 0 0 3 0.000461538 0.00272454
58 9 0.0011345 0.00440361 0 0 0 7 0.00107692 0.00646878
59 4 0.000504223 0.00199091 0 0 0 7 0.00107692 0.00658031
60 7 0.00088239 0.00354314 1 0.000166834 0.000925769 3 0.000461538 0.00286793
61 6 0.000756334 0.00308759 2 0.000333667 0.0018824 4 0.000615385 0.00388764
62 4 0.000504223 0.00209214 1 0.000166834 0.000956628 2 0.000307692 0.00197569
63 4 0.000504223 0.00212588 0 0 0 4 0.000615385 0.0040151
64 6 0.000756334 0.00323944 2 0.000333667 0.00197497 8 0.00123077 0.00815767
65 5 0.000630279 0.00274171 0 0 0 3 0.000461538 0.00310693
66 3 0.000378167 0.00167034 0 0 0 4 0.000615385 0.0042063
67 1 0.000126056 0.000565215 1 0.000166834 0.00103378 5 0.000769231 0.00533754
68 4 0.000504223 0.0022946 0 0 0 1 0.000153846 0.00108344
69 5 0.000630279 0.00291043 1 0.000166834 0.00106463 3 0.000461538 0.00329812
70 1 0.000126056 0.000590523 1 0.000166834 0.00108006 3 0.000461538 0.00334592
71 2 0.000252111 0.00119792 1 0.000166834 0.00109549 3 0.000461538 0.00339372
72 3 0.000378167 0.00182219 0 0 0 2 0.000307692 0.00229435
73 1 0.000126056 0.000615831 0 0 0 1 0.000153846 0.00116311
74 2 0.000252111 0.00124853 0 0 0 1 0.000153846 0.00117904
