clustersize volume  vol/VtotNcluster[i]  pdf1  volume-pdf
0 0 0 1 0 0 0
1 8.07533 2.78265e-05 1819 0.8038 0.0651878 0.0253082
2 16.1507 5.56529e-05 171 0.0755634 0.0183845 0.00713749
3 24.226 8.34794e-05 45 0.0198851 0.00806336 0.00313048
4 32.3013 0.000111306 35 0.0154662 0.0087801 0.00340874
5 40.3767 0.000139132 15 0.00662837 0.00483802 0.00187829
7 56.5273 0.000194785 23 0.00508175 0.00494553 0.00192003
10 80.7533 0.000278265 13 0.00191486 0.00264 0.00102494
20 161.507 0.000556529 23 0.00101635 0.00247276 0.000960013
30 242.26 0.000834794 19 0.000839593 0.00340453 0.00132176
40 323.013 0.00111306 11 0.00048608 0.00275946 0.00107132
50 403.767 0.00139132 16 0.000707026 0.00516055 0.00200351
60 484.52 0.00166959 13 0.000574459 0.00512471 0.00198959
70 565.273 0.00194785 12 0.00053027 0.0055906 0.00217046
100 807.533 0.00278265 13 0.000191486 0.00264 0.00102494
200 1615.07 0.00556529 23 0.000101635 0.00247276 0.000960013
300 2422.6 0.00834794 9 3.97702e-05 0.00161267 0.000626096
400 3230.13 0.0111306 2 8.83783e-06 0.00050172 0.000194785
500 4037.67 0.0139132 1 4.41891e-06 0.000322534 0.000125219
the total number of clusters with at least 2 elements is 444 nematic grid elements
 The total number of independent crystalline domains is:  2263
 The average cluster size of crystalline domains is :  6.16527
 The average volume fraction of crystalline domains is :  0.00332458
 The total number of  crystalline grid elements is:  13952
 S_Ree globalNem Vtotal  Ngrid  crystallinity  avenclust avecclust/Ngrid avevol  avevol/Vtot 
0.0151054 -0.0251168 290203 35937 0.388235 6.16527 0.000171558 964.803 0.00332458
