 the MSID is calculated for 7200 chains of length 100
n  MSID(n)  MSID(n)/n  MSIDx(n)  MSIDy(n)  MSIDz(n)
1 0.247378 0.247378 0.0841824 0.0809878 0.082208
2 0.893172 0.446586 0.304629 0.29115 0.297392
3 1.85559 0.61853 0.633953 0.60276 0.618876
4 3.07443 0.768607 1.05196 0.995485 1.02699
5 4.5139 0.90278 1.54718 1.458 1.50872
6 6.14762 1.0246 2.10878 1.98169 2.05715
7 7.95326 1.13618 2.73011 2.55843 2.66472
8 9.9215 1.24019 3.40807 3.18361 3.32981
9 12.0601 1.34001 4.14643 3.86295 4.05067
10 14.3665 1.43665 4.9455 4.5971 4.82388
11 16.8304 1.53003 5.79898 5.38126 5.65012
12 19.4518 1.62098 6.70191 6.21594 6.53395
13 22.2478 1.71137 7.66082 7.10993 7.47701
14 25.1923 1.79945 8.664 8.05889 8.46941
15 28.2526 1.88351 9.70455 9.05767 9.49037
16 31.4252 1.96408 10.7761 10.103 10.5461
17 34.6833 2.04019 11.8793 11.1801 11.6239
18 37.9934 2.11075 12.9938 12.2864 12.7131
19 41.2867 2.17298 14.1064 13.3974 13.7829
20 44.5152 2.22576 15.1919 14.4977 14.8256
21 47.678 2.27038 16.2591 15.5808 15.8381
22 50.7119 2.30509 17.2876 16.635 16.7893
23 53.5896 2.32998 18.2628 17.6416 17.6852
24 56.2994 2.34581 19.1855 18.584 18.53
25 58.8428 2.35371 20.0462 19.4624 19.3343
26 61.1865 2.35333 20.8376 20.2706 20.0783
27 63.332 2.34563 21.5669 20.9993 20.7659
28 65.2791 2.3314 22.2342 21.6516 21.3933
29 67.033 2.31148 22.8498 22.2167 21.9665
30 68.6198 2.28733 23.4224 22.7062 22.4913
31 70.0118 2.25845 23.9436 23.1247 22.9435
32 71.2418 2.22631 24.4202 23.4942 23.3274
33 72.3774 2.19326 24.874 23.8274 23.6761
34 73.3925 2.1586 25.2787 24.1382 23.9756
35 74.3465 2.12419 25.6657 24.4364 24.2444
36 75.2006 2.0889 26.0136 24.6888 24.4981
37 75.9574 2.0529 26.3249 24.9123 24.7202
38 76.6358 2.01673 26.6054 25.1106 24.9198
39 77.2787 1.98151 26.8597 25.3207 25.0983
40 77.9151 1.94788 27.0975 25.5303 25.2873
41 78.5383 1.91557 27.3398 25.747 25.4515
42 79.1379 1.88424 27.5785 25.9632 25.5962
43 79.7386 1.85439 27.8232 26.1673 25.7482
44 80.4083 1.82746 28.0957 26.3792 25.9334
45 81.0649 1.80144 28.359 26.5719 26.134
46 81.7766 1.77775 28.6511 26.7808 26.3446
47 82.5025 1.75537 28.9192 27.0189 26.5644
48 83.2339 1.73404 29.1591 27.2873 26.7875
49 84.0094 1.71448 29.4003 27.5637 27.0455
50 84.8215 1.69643 29.6582 27.8465 27.3168
51 85.6476 1.67936 29.8932 28.1271 27.6273
52 86.4673 1.66283 30.0918 28.407 27.9685
53 87.2603 1.64642 30.2787 28.6739 28.3078
54 88.0676 1.63088 30.477 28.9667 28.6239
55 88.945 1.61718 30.7314 29.2489 28.9647
56 89.9901 1.60697 31.0561 29.5799 29.354
57 91.0173 1.5968 31.4083 29.8904 29.7186
58 92.1271 1.5884 31.7686 30.2636 30.0948
59 93.2265 1.58011 32.111 30.5995 30.516
60 94.3941 1.57324 32.4698 30.9647 30.9596
61 95.5694 1.56671 32.8155 31.3602 31.3937
62 96.6994 1.55967 33.2136 31.7176 31.7682
63 97.7939 1.55228 33.6128 32.0381 32.143
64 98.9636 1.54631 34.0559 32.3462 32.5616
65 100.243 1.5422 34.5757 32.7037 32.9635
66 101.58 1.53909 35.103 33.0716 33.4054
67 102.767 1.53383 35.588 33.4078 33.7711
68 103.97 1.52898 36.0081 33.7701 34.1923
69 105.234 1.52513 36.3764 34.1924 34.6653
70 106.481 1.52116 36.6752 34.6337 35.1723
71 107.755 1.51768 36.9876 35.0734 35.6943
72 109.112 1.51545 37.3411 35.5499 36.2213
73 110.498 1.51366 37.7352 36.053 36.7094
74 111.955 1.51291 38.1645 36.5385 37.2521
75 113.369 1.51158 38.5848 37.0134 37.7706
76 114.724 1.50952 39.013 37.4001 38.3105
77 115.902 1.50523 39.3447 37.7365 38.8212
78 116.988 1.49984 39.6127 38.0665 39.3085
79 118.084 1.49474 39.8474 38.432 39.805
80 119.158 1.48947 40.11 38.8096 40.2379
81 120.273 1.48485 40.4074 39.2454 40.6198
82 121.598 1.48291 40.8009 39.7114 41.0862
83 122.957 1.48141 41.2421 40.1671 41.5474
84 124.29 1.47965 41.7374 40.5277 42.0252
85 125.548 1.47703 42.2548 40.8548 42.4382
86 126.628 1.47242 42.748 41.1009 42.7793
87 127.94 1.47058 43.3278 41.4787 43.1338
88 129.173 1.46787 43.8651 41.8806 43.4273
89 130.574 1.46713 44.3626 42.4207 43.7911
90 132.024 1.46693 44.7511 43.0042 44.2687
91 133.521 1.46727 45.3201 43.3642 44.837
92 135.182 1.46937 45.8748 43.7312 45.5759
93 136.892 1.47196 46.4551 44.2052 46.2319
94 138.384 1.47217 46.8363 44.7983 46.749
95 139.64 1.4699 47.1369 45.2404 47.2631
96 141.116 1.46996 47.4959 45.7194 47.9005
97 143.65 1.48092 48.1701 46.9838 48.4956
98 147.318 1.50324 49.1462 48.3676 49.8037
99 152.17 1.53707 50.7858 50.0351 51.3486
