Rg, Rgx, Rgy, Rgz 5.28437 3.0705 3.03593 3.04627
persistence length in the limit of N=100 is 0.514714
 the MSID is calculated for 7200 chains of length 100
n  MSID(n)  MSID(n)/n  MSIDx(n)  MSIDy(n)  MSIDz(n)
1 0.247421 0.247421 0.0827108 0.0823077 0.0824022
2 0.915465 0.457732 0.306116 0.304572 0.304776
3 1.94648 0.648827 0.65091 0.647637 0.647933
4 3.29112 0.822781 1.10055 1.09511 1.09547
5 4.90521 0.981043 1.64024 1.63225 1.63272
6 6.74816 1.12469 2.25638 2.24556 2.24623
7 8.78236 1.25462 2.93635 2.9226 2.92341
8 10.9724 1.37155 3.66839 3.65156 3.65248
9 13.2851 1.47612 4.44137 4.42132 4.42243
10 15.6892 1.56892 5.24473 5.22162 5.22283
11 18.1561 1.65056 6.06909 6.04282 6.04422
12 20.6597 1.72164 6.90544 6.87624 6.878
13 23.1758 1.78276 7.74574 7.71382 7.71627
14 25.6831 1.83451 8.58289 8.54846 8.55179
15 28.1631 1.87754 9.41065 9.37385 9.37859
16 30.6003 1.91252 10.2239 10.1848 10.1917
17 32.9815 1.94009 11.0182 10.9765 10.9868
18 35.2965 1.96092 11.7906 11.7455 11.7604
19 37.5379 1.97568 12.5391 12.4889 12.51
20 39.7013 1.98507 13.2622 13.205 13.2342
21 41.7835 1.98969 13.9587 13.8929 13.9319
22 43.7842 1.99019 14.629 14.5523 14.6028
23 45.7037 1.98712 15.2729 15.1837 15.2471
24 47.5443 1.98101 15.8911 15.788 15.8652
25 49.3093 1.97237 16.4851 16.3664 16.4577
26 51.0022 1.96162 17.0559 16.9204 17.0259
27 52.6279 1.94918 17.6046 17.4516 17.5716
28 54.1927 1.93545 18.1335 17.9623 18.0969
29 55.702 1.92076 18.6449 18.4541 18.603
30 57.1603 1.90534 19.1403 18.9286 19.0913
31 58.5734 1.88946 19.6211 19.3881 19.5642
32 59.9466 1.87333 20.0893 19.8344 20.0229
33 61.2858 1.85714 20.5467 20.2694 20.4697
34 62.5939 1.841 20.9942 20.6939 20.9057
35 63.8752 1.825 21.4338 21.1087 21.3327
36 65.1347 1.8093 21.8672 21.5158 21.7517
37 66.3771 1.79398 22.2959 21.9169 22.1644
38 67.6055 1.77909 22.7211 22.3127 22.5717
39 68.8229 1.76469 23.1435 22.7045 22.9749
40 70.0319 1.7508 23.5645 23.0929 23.3745
41 71.2356 1.73745 23.985 23.4793 23.7712
42 72.4374 1.7247 24.4058 23.8654 24.1661
43 73.6392 1.71254 24.8271 24.2514 24.5607
44 74.8427 1.70097 25.2498 24.6386 24.9544
45 76.0496 1.68999 25.6746 25.0271 25.3478
46 77.2621 1.67961 26.1026 25.4169 25.7426
47 78.481 1.66981 26.534 25.8083 26.1387
48 79.709 1.6606 26.9699 26.202 26.5371
49 80.9468 1.65198 27.4099 26.5993 26.9377
50 82.1948 1.6439 27.8536 27.0003 27.3409
51 83.4548 1.63637 28.3007 27.4067 27.7474
52 84.726 1.62935 28.7502 27.8188 28.1571
53 86.0092 1.62281 29.2021 28.2367 28.5704
54 87.304 1.61674 29.656 28.6599 28.9881
55 88.6093 1.61108 30.1119 29.0885 29.409
56 89.9261 1.60582 30.5697 29.5224 29.834
57 91.2548 1.60096 31.0293 29.962 30.2635
58 92.5947 1.59646 31.4895 30.4077 30.6974
59 93.9436 1.59226 31.9501 30.8592 31.1343
60 95.3014 1.58836 32.4114 31.3149 31.5751
61 96.667 1.5847 32.8731 31.7745 32.0193
62 98.0386 1.58127 33.3343 32.2373 32.467
63 99.4151 1.57802 33.7957 32.7026 32.9167
64 100.796 1.57493 34.257 33.1714 33.3674
65 102.18 1.572 34.7187 33.6429 33.8183
66 103.564 1.56914 35.1808 34.1152 34.2674
67 104.947 1.56638 35.6441 34.5871 34.7159
68 106.331 1.56369 36.1101 35.0578 35.1631
69 107.708 1.56098 36.5765 35.5245 35.6068
70 109.078 1.55825 37.0437 35.9873 36.0467
71 110.436 1.55544 37.5092 36.4442 36.483
72 111.78 1.5525 37.9705 36.8945 36.9147
73 113.105 1.54938 38.4261 37.3362 37.3426
74 114.409 1.54607 38.875 37.7691 37.7653
75 115.69 1.54254 39.3157 38.1918 38.183
76 116.949 1.53881 39.7485 38.6053 38.5954
77 118.185 1.53486 40.1732 39.0097 39.0016
78 119.398 1.53075 40.591 39.4055 39.4019
79 120.598 1.52656 41.0047 39.794 39.7993
80 121.791 1.52239 41.4179 40.1791 40.194
81 122.988 1.51837 41.835 40.5637 40.5889
82 124.202 1.51466 42.2582 40.9521 40.9917
83 125.445 1.51139 42.6925 41.3489 41.4039
84 126.732 1.50872 43.1414 41.7597 41.8311
85 128.074 1.50675 43.6116 42.1857 42.2769
86 129.48 1.50558 44.1062 42.6288 42.7446
87 130.96 1.50528 44.6252 43.0974 43.2369
88 132.524 1.50595 45.173 43.5944 43.7563
89 134.186 1.5077 45.7509 44.1249 44.3099
90 135.955 1.51061 46.3587 44.6947 44.9017
91 137.835 1.51467 47.0011 45.3016 45.5324
92 139.835 1.51994 47.6786 45.9482 46.2079
93 141.955 1.5264 48.3966 46.63 46.9285
94 144.196 1.534 49.1523 47.3493 47.694
95 146.553 1.54266 49.9436 48.103 48.5061
96 149.021 1.5523 50.7686 48.8958 49.3562
97 151.587 1.56275 51.6307 49.7172 50.239
98 154.243 1.57391 52.5203 50.5649 51.1583
99 156.993 1.58579 53.4475 51.4427 52.103
