r   g0(r)    P2(r)    P2_par(r)     P2_per(r)   
0   96984   0.972305   0.96019   0.94959
2.02365   57214   0.922004   0.931767   0.932548
2.86187   17496   0.879815   0.853671   0.846306
3.50506   50874   0.834251   0.824914   0.858999
4.0473   96588   0.785923   0.801288   0.805908
4.52502   46320   0.734477   0.726912   0.796884
5.35407   44524   0.638978   0.664703   0.698718
5.72374   87840   0.599587   0.562719   0.647385
6.07095   86616   0.560865   0.525593   0.586901
6.39934   42404   0.514825   0.616847   0.533187
6.71168   14206   0.462419   0.47031   0.552119
7.01013   85152   0.437364   0.509896   0.509289
7.29637   84168   0.39729   0.399876   0.451876
7.83756   42444   0.365537   0.437462   0.476074
8.0946   126600   0.322365   0.334032   0.337292
8.34372   84042   0.2917   0.346805   0.360503
8.58562   42116   0.257556   0.260628   0.358934
8.82088   84510   0.248772   0.332632   0.330586
9.05003   84176   0.221731   0.301756   0.203067
9.27352   42524   0.198395   0.158895   0.169985
9.70508   42570   0.167179   0.19937   0.269463
9.91382   128714   0.166124   0.240152   0.27003
10.1182   171132   0.152889   0.211186   0.210873
10.3186   57156   0.142951   0.209525   0.142223
10.7081   172682   0.113535   0.133833   0.1512
10.8977   86322   0.105034   0.227043   0.0651876
11.2672   43744   0.074463   0.184783   0.153098
11.4475   87210   0.0710566   0.135904   0.163458
11.625   130840   0.0681423   0.106222   0.0745172
11.7998   87226   0.0593221   0.109509   0.0985137
11.9721   87488   0.0692248   0.0828525   0.0374466
12.1419   87296   0.0706145   0.0424032   -0.0386446
12.3094   131586   0.0478279   0.0644347   0.0816153
12.6377   87696   0.0436372   0.0940551   0.142952
12.7987   221066   0.0309208   0.0861345   0.0478925
12.9577   88338   0.0226027   0.134936   0.128427
13.1147   43988   0.0257116   0.0652654   0.0582848
13.27   44200   0.0228335   0.0166099   0.0622866
13.4234   176718   0.016757   0.0824231   0.0558979
13.5751   88586   0.0135388   0.0794807   0.088221
13.8734   147782   0.0140036   0.0084701   0.000675368
14.0203   221842   0.0117495   0.0429724   0.0140474
14.1655   89380   0.00793674   0.0712929   0.0637583
14.3094   89442   -0.00299574   0.0895838   0.113266
14.4517   177734   0.00272453   0.0486298   0.0250051
14.5927   178040   0.00164586   0.00729887   0.0516598
14.8707   89104   -0.00767703   0.0392472   -0.00116732
15.0078   88798   -0.004296   0.111903   -0.0085969
15.1436   88850   -0.00191038   -0.0161839   0.0226525
15.2782   133096   -0.00485146   0.0328955   -0.00446462
15.5439   178814   -0.0131239   0.0869828   0.0696137
15.6751   178242   -0.0119052   0.0916245   0.0934648
15.9342   44448   0.00876967   -0.0477641   -0.110435
16.0622   267238   -0.00787659   0.0358523   0.0359282
16.1892   177550   -0.0100522   0.075415   0.0723993
16.3152   44360   -0.0129372   0.0389846   0.0899503
16.4402   133178   -0.00722018   0.0187896   -0.0145008
16.5643   177712   -0.0111421   0.0269603   0.0159463
16.6874   88876   -0.0169029   0.00992595   0.0375291
16.9311   89276   -0.0141251   0.0124238   -0.00319831
17.0516   133532   -0.0128405   0.056174   0.0806083
17.1712   266732   -0.0162967   0.0143704   0.0212226
17.2901   103596   -0.0177946   0.0981133   0.0156271
17.4081   44360   -0.0210776   0.0257858   0.0762187
17.5253   176666   -0.0168985   0.070628   0.0197881
17.6418   88588   -0.021092   0.033868   0.0402894
17.8724   88882   -0.0144022   0.0151614   -0.0344487
17.9866   221730   -0.0146044   -0.030548   -0.0373593
18.1001   133264   -0.0042027   -0.00195858   0.00639181
18.2128   133264   -0.0143122   -0.101105   0.110364
18.3249   88112   -0.0176451   0.0534134   -0.0454721
18.4363   178026   -0.0124899   -0.0134785   0.00693908
18.547   221446   -0.0155608   0.024396   -0.0116573
18.7665   44520   -0.0245905   -0.0653421   -0.0624202
18.8753   309022   -0.0181759   0.017236   0.0570249
18.9835   265854   -0.0169545   0.0205001   0.00879819
19.0911   88088   -0.0102207   0.00142519   -0.0571485
19.3044   87960   -0.0190699   0.0289165   0.00234045
19.4102   175714   -0.0176245   -0.0421482   -0.0515535
19.62   44064   -0.0236971   -0.0941206   0.107688
19.7241   354278   -0.0177264   -0.0177537   0.0283069
19.8276   132062   -0.0211089   -0.00453094   0.0175494
19.9306   132810   -0.0114757   -0.0420353   -0.0436881
20.0331   351938   -0.0150474   -0.0164881   -0.0239006
20.1351   88394   -0.00945973   -0.0232253   0.0266229
20.3374   175640   -0.0101138   -0.0542052   -0.0194025
20.4379   177162   -0.0141767   -0.0359686   0.0483373
20.5378   175350   -0.0163353   -0.00213279   -0.0171585
20.6373   132212   -0.0186366   0.0387281   -0.0188819
20.7362   58706   -0.0124404   0.146154   -0.0428753
20.8347   176124   -0.0131145   -0.0319666   -0.0610099
20.9328   264464   -0.01729   -0.00196421   -0.0360552
21.2242   219138   -0.0149342   -0.0078766   0.0107845
21.3205   176262   -0.0222965   -0.0114666   0.0602332
21.4163   87818   -0.0211768   -0.0509912   0.0507113
21.5117   176388   -0.0169926   -0.0448547   0.0263351
21.6067   262988   -0.0147115   -0.0344514   0.046344
21.7012   131264   -0.0155643   -0.0119951   -0.0840139
21.8891   86680   -0.013836   -0.0111509   0.00962476
21.9825   176550   -0.0152857   -0.0531095   -0.065716
22.0754   264596   -0.0121195   -0.0352803   -0.0428741
22.168   88618   -0.0130648   -0.0584045   -0.0299297
22.3519   351916   -0.0122788   0.011818   -0.0696643
22.4434   264280   -0.00982306   -0.0283163   -0.000291378
22.6251   44166   -0.0127185   0.0374523   -0.0642618
22.7154   263610   -0.0170041   0.0295274   0.00557561
22.8054   176536   -0.00367511   0.0152284   -0.027772
22.895   219836   -0.0106929   -0.0249876   -0.0226149
22.9842   87218   -0.0191086   0.0448116   -0.0224849
23.0731   88598   -0.0257478   -0.0844414   0.05502
23.1617   306472   -0.017866   0.0330641   0.0117125
23.3379   132568   -0.0173361   -0.0381975   -0.00609075
23.4254   219084   -0.00933815   -0.0266177   -0.0537474
23.5127   175888   -0.0181751   -0.00668162   -0.0100762
23.5996   131470   -0.0187478   -0.0135553   0.0284934
23.6862   88208   -0.0164973   -0.061064   -0.00354781
23.7725   174636   -0.0172001   -0.054711   -0.0333932
23.8585   89344   -0.0281406   -0.0550187   0.0351614
24.0295   88248   -0.00500473   -0.0504677   -0.0729921
24.1146   265064   -0.00452777   0.0048688   -0.0258264
24.1993   497224   -0.0116348   -0.0398913   -0.0380686
24.2838   88686   0.0152646   -0.100216   -0.0524357
24.368   353648   -0.0128237   -0.00916735   -0.00481928
24.4518   219428   -0.0154639   -0.0209977   0.0242558
24.6188   132214   -0.0169179   -0.000802935   -0.016434
24.7018   308722   -0.0144146   0.000960638   -0.0108191
24.7845   175792   -0.00905678   -0.0433397   0.0143503
24.867   176612   -0.0254076   0.0313752   -0.0124957
25.0312   175154   -0.00295789   -0.0208769   0.00664077
25.1128   175798   -0.0156104   -0.0750448   -0.023809
25.2754   87654   0.00718512   0.0794175   -0.043307
25.3562   352300   -0.0192326   0.0356932   -0.0326602
25.4369   220180   -0.0202092   -0.0122215   -0.0409936
25.5172   44196   -0.0101905   0.032629   0.0265643
