clustersize volume  vol/VtotNcluster[i]  pdf1  volume-pdf
0 0 0 1 0 0 0
1 8.02898 2.78265e-05 1711 0.81515 0.05448 0.0238055
2 16.058 5.56529e-05 151 0.071939 0.014424 0.0063027
3 24.0869 8.34794e-05 44 0.0209624 0.00700503 0.00306091
4 32.1159 0.000111306 19 0.00905193 0.00423486 0.00185046
5 40.1449 0.000139132 15 0.00714626 0.00429854 0.00187829
7 56.2029 0.000194785 15 0.00357313 0.00286569 0.00125219
10 80.2898 0.000278265 13 0.00206448 0.00234562 0.00102494
20 160.58 0.000556529 25 0.00119104 0.00238808 0.00104349
30 240.869 0.000834794 15 0.000714626 0.00238808 0.00104349
40 321.159 0.00111306 13 0.000619343 0.00289754 0.0012661
50 401.449 0.00139132 5 0.000238209 0.00143285 0.000626096
60 481.739 0.00166959 11 0.000524059 0.00385277 0.0016835
70 562.029 0.00194785 10 0.000476417 0.00413934 0.00180872
100 802.898 0.00278265 16 0.000254089 0.00288692 0.00126147
200 1605.8 0.00556529 21 0.000100048 0.00200599 0.000876534
300 2408.69 0.00834794 6 2.8585e-05 0.000955231 0.000417397
400 3211.59 0.0111306 2 9.52835e-06 0.000445775 0.000194785
500 4014.49 0.0139132 2 9.52835e-06 0.000573139 0.000250438
600 4817.39 0.0166959 4 1.90567e-05 0.00140101 0.000612182
700 5620.29 0.0194785 1 4.76417e-06 0.000413934 0.000180872
the total number of clusters with at least 2 elements is 388 nematic grid elements
 The total number of independent crystalline domains is:  2099
 The average cluster size of crystalline domains is :  7.48118
 The average volume fraction of crystalline domains is :  0.00605696
 The total number of  crystalline grid elements is:  15703
 S_Ree globalNem Vtotal  Ngrid  crystallinity  avenclust avecclust/Ngrid avevol  avevol/Vtot 
0.0198744 -0.027532 288537 35937 0.436959 7.48118 0.000208175 1747.66 0.00605696
