 the MSID is calculated for 7200 chains of length 100
n  MSID(n)  MSID(n)/n  MSIDx(n)  MSIDy(n)  MSIDz(n)
1 0.247448 0.247448 0.0839111 0.083926 0.0796108
2 0.942335 0.471167 0.320029 0.32005 0.302256
3 2.04324 0.68108 0.694682 0.694717 0.653841
4 3.50778 0.876944 1.19376 1.19355 1.12047
5 5.29143 1.05829 1.8024 1.80172 1.68731
6 7.34393 1.22399 2.50283 2.50197 2.33912
7 9.60859 1.37266 3.27631 3.27459 3.05769
8 12.0271 1.50339 4.10288 4.0984 3.82585
9 14.5477 1.61641 4.96571 4.95628 4.62571
10 17.1167 1.71167 5.84667 5.83047 5.43957
11 19.6798 1.78907 6.72537 6.70251 6.25192
12 22.1978 1.84981 7.58664 7.55682 7.05432
13 24.6555 1.89658 8.42847 8.3867 7.84032
14 27.0289 1.93063 9.24291 9.18308 8.60287
15 29.3036 1.95357 10.0248 9.94436 9.33444
16 31.4887 1.96804 10.7754 10.6699 10.0434
17 33.5994 1.97643 11.503 11.3621 10.7343
18 35.6396 1.97998 12.2051 12.0306 11.404
19 37.6032 1.97912 12.8826 12.6734 12.0472
20 39.4908 1.97454 13.53 13.2947 12.6661
21 41.3266 1.96794 14.1652 13.8963 13.2651
22 43.11 1.95954 14.787 14.4859 13.8371
23 44.8386 1.94951 15.3899 15.0558 14.3929
24 46.5186 1.93827 15.9764 15.6064 14.9358
25 48.1479 1.92591 16.543 16.1343 15.4706
26 49.7254 1.91252 17.0931 16.6479 15.9844
27 51.2592 1.89849 17.6288 17.1465 16.4839
28 52.7391 1.88354 18.1473 17.62 16.9718
29 54.1775 1.86819 18.6515 18.0745 17.4514
30 55.5844 1.85281 19.1511 18.5112 17.922
31 56.9326 1.83653 19.6324 18.9289 18.3713
32 58.248 1.82025 20.0962 19.3423 18.8094
33 59.5552 1.8047 20.5614 19.7474 19.2464
34 60.8318 1.78917 21.0156 20.1503 19.6659
35 62.1002 1.77429 21.467 20.5546 20.0786
36 63.333 1.75925 21.9099 20.9337 20.4894
37 64.5341 1.74416 22.3454 21.3035 20.8851
38 65.7042 1.72906 22.7646 21.6611 21.2785
39 66.8532 1.71418 23.1671 22.0182 21.6678
40 67.9846 1.69961 23.5545 22.3717 22.0583
41 69.1031 1.68544 23.9369 22.7237 22.4425
42 70.1914 1.67122 24.3016 23.0744 22.8153
43 71.2823 1.65773 24.6649 23.4303 23.1871
44 72.4031 1.64553 25.0389 23.7826 23.5816
45 73.5136 1.63364 25.4152 24.1209 23.9775
46 74.6267 1.62232 25.795 24.4584 24.3734
47 75.7528 1.61176 26.1724 24.8079 24.7726
48 76.8952 1.60198 26.5469 25.1761 25.1723
49 78.0461 1.59278 26.9117 25.5625 25.5719
50 79.2448 1.5849 27.2868 25.968 25.99
51 80.4675 1.57779 27.665 26.3791 26.4235
52 81.6928 1.57101 28.0304 26.7897 26.8727
53 82.9176 1.56448 28.3925 27.2037 27.3214
54 84.1483 1.5583 28.7605 27.6218 27.766
55 85.4029 1.55278 29.1545 28.0308 28.2176
56 86.7001 1.54822 29.5649 28.4398 28.6953
57 88.0198 1.54421 29.9978 28.8505 29.1716
58 89.3707 1.54087 30.4341 29.2888 29.6477
59 90.716 1.53756 30.8736 29.7075 30.1349
60 92.0952 1.53492 31.3308 30.1259 30.6386
61 93.4467 1.53191 31.7781 30.5393 31.1293
62 94.7626 1.52843 32.2454 30.936 31.5812
63 96.0525 1.52464 32.7107 31.3203 32.0214
64 97.3558 1.52118 33.1765 31.7046 32.4747
65 98.6627 1.51789 33.6592 32.0911 32.9124
66 99.9874 1.51496 34.1362 32.4811 33.3701
67 101.251 1.51121 34.5846 32.8649 33.8014
68 102.468 1.50689 34.9829 33.2388 34.2468
69 103.674 1.50252 35.3461 33.6345 34.6936
70 104.846 1.4978 35.6934 34.0354 35.1174
71 105.997 1.49292 36.0463 34.4276 35.5233
72 107.137 1.48801 36.4003 34.8077 35.9285
73 108.263 1.48306 36.7739 35.1811 36.3083
74 109.388 1.47821 37.1429 35.5266 36.7183
75 110.416 1.47222 37.4851 35.8493 37.0817
76 111.408 1.46589 37.8271 36.1413 37.4392
77 112.363 1.45925 38.1287 36.4455 37.7884
78 113.308 1.45267 38.431 36.7394 38.1377
79 114.247 1.44616 38.7049 37.0355 38.5063
80 115.171 1.43964 38.9827 37.3419 38.8469
81 116.161 1.43408 39.2789 37.7066 39.1752
82 117.276 1.43019 39.63 38.0897 39.5559
83 118.445 1.42704 39.9846 38.5006 39.9594
84 119.646 1.42435 40.3368 38.9185 40.3903
85 120.98 1.42329 40.7382 39.4006 40.8408
86 122.418 1.42346 41.1604 39.908 41.3492
87 124.012 1.42543 41.6832 40.4334 41.8954
88 125.731 1.42876 42.2695 41.0169 42.4443
89 127.657 1.43434 42.9031 41.7252 43.0284
90 129.753 1.4417 43.5508 42.5815 43.6206
91 131.929 1.44977 44.3244 43.3782 44.2264
92 134.189 1.45857 45.119 44.2092 44.8606
93 136.684 1.46973 46.0213 45.0095 45.6537
94 139.295 1.48186 46.9052 45.8048 46.5849
95 141.842 1.49307 47.7963 46.679 47.3664
96 144.442 1.5046 48.7814 47.5807 48.0799
97 147.474 1.52035 49.7359 48.6284 49.1101
98 149.867 1.52926 50.3433 49.581 49.9428
99 149.822 1.51335 51.3658 48.551 49.9053
