 the MSID is calculated for 7200 chains of length 100
n  MSID(n)  MSID(n)/n  MSIDx(n)  MSIDy(n)  MSIDz(n)
1 0.247537 0.247537 0.0820663 0.0818083 0.0836627
2 0.948966 0.474483 0.314264 0.313531 0.321171
3 2.06807 0.689355 0.684372 0.68311 0.700583
4 3.56737 0.891844 1.17972 1.17805 1.20961
5 5.40569 1.08114 1.78705 1.7846 1.83404
6 7.53539 1.2559 2.4907 2.48708 2.55761
7 9.90029 1.41433 3.273 3.26628 3.361
8 12.4419 1.55524 4.11338 4.10369 4.22487
9 15.1032 1.67813 4.99248 4.97933 5.13134
10 17.8249 1.78249 5.8913 5.87605 6.05759
11 20.5495 1.86813 6.79045 6.77466 6.98438
12 23.2347 1.93623 7.67474 7.66146 7.8985
13 25.8599 1.98923 8.53374 8.53021 8.79599
14 28.4021 2.02872 9.36502 9.36908 9.66797
15 30.8348 2.05565 10.1641 10.1702 10.5005
16 33.1548 2.07218 10.9318 10.9309 11.2922
17 35.3832 2.08137 11.6632 11.6685 12.0515
18 37.5334 2.08519 12.3651 12.3781 12.7902
19 39.5945 2.08392 13.045 13.0508 13.4987
20 41.5694 2.07847 13.6955 13.6991 14.1748
21 43.4892 2.07091 14.3293 14.333 14.8269
22 45.3384 2.06084 14.9329 14.9483 15.4572
23 47.1315 2.0492 15.5212 15.5399 16.0704
24 48.8736 2.0364 16.1002 16.1147 16.6586
25 50.5768 2.02307 16.671 16.6763 17.2295
26 52.226 2.00869 17.2258 17.2096 17.7905
27 53.8372 1.99397 17.7666 17.7361 18.3345
28 55.4135 1.97905 18.2999 18.245 18.8686
29 56.9347 1.96327 18.8171 18.7368 19.3808
30 58.4073 1.94691 19.3187 19.2147 19.874
31 59.8203 1.92969 19.7999 19.6804 20.34
32 61.1742 1.91169 20.2673 20.1226 20.7844
33 62.4735 1.89314 20.7085 20.5482 21.2168
34 63.727 1.87432 21.1411 20.9585 21.6274
35 64.9307 1.85516 21.5559 21.3507 22.0241
36 66.1093 1.83637 21.9578 21.7338 22.4178
37 67.2458 1.81745 22.349 22.1017 22.7951
38 68.3299 1.79816 22.7242 22.4475 23.1582
39 69.4007 1.77951 23.0923 22.7904 23.518
40 70.4509 1.76127 23.4575 23.1229 23.8705
41 71.5141 1.74425 23.8198 23.4662 24.2281
42 72.5637 1.72771 24.183 23.8067 24.574
43 73.6463 1.7127 24.5409 24.1637 24.9416
44 74.7289 1.69838 24.9077 24.5056 25.3156
45 75.8033 1.68452 25.2659 24.8485 25.6889
46 76.8848 1.67141 25.6267 25.2032 26.0549
47 77.9445 1.65839 25.9727 25.5617 26.4102
48 79.0577 1.64704 26.3345 25.9422 26.781
49 80.1818 1.63636 26.7111 26.3213 27.1494
50 81.3126 1.62625 27.0876 26.7017 27.5233
51 82.4065 1.61581 27.4537 27.075 27.8779
52 83.5477 1.60669 27.8437 27.4597 28.2444
53 84.7026 1.59816 28.2467 27.836 28.62
54 85.8237 1.58933 28.6446 28.1988 28.9804
55 86.9652 1.58119 29.0444 28.5653 29.3555
56 88.1331 1.57381 29.4632 28.9522 29.7177
57 89.3319 1.56723 29.8908 29.3646 30.0764
58 90.5554 1.5613 30.3163 29.7934 30.4457
59 91.8002 1.55594 30.748 30.2178 30.8344
60 93.1106 1.55184 31.2065 30.6647 31.2394
61 94.4602 1.54853 31.6872 31.1176 31.6554
62 95.7857 1.54493 32.1758 31.5629 32.0469
63 97.1335 1.5418 32.688 32.0095 32.436
64 98.4222 1.53785 33.1814 32.4381 32.8027
65 99.6497 1.53307 33.6435 32.8514 33.1549
66 100.888 1.5286 34.1069 33.253 33.5279
67 102.117 1.52413 34.5673 33.6512 33.8983
68 103.296 1.51906 35.011 34.0594 34.2255
69 104.448 1.51375 35.4434 34.4705 34.5346
70 105.528 1.50754 35.8222 34.8609 34.8449
71 106.514 1.5002 36.1638 35.2283 35.1218
72 107.492 1.49294 36.465 35.5985 35.4284
73 108.466 1.48583 36.78 35.9449 35.741
74 109.359 1.47782 37.0823 36.2484 36.0282
75 110.183 1.46911 37.3571 36.5479 36.2779
76 110.964 1.46006 37.6309 36.815 36.5184
77 111.768 1.45153 37.8898 37.0529 36.825
78 112.575 1.44327 38.1806 37.2507 37.1436
79 113.456 1.43615 38.5128 37.4569 37.486
80 114.398 1.42997 38.8456 37.7056 37.8467
81 115.413 1.42486 39.2063 37.9889 38.2182
82 116.545 1.42129 39.6173 38.3012 38.627
83 117.696 1.41803 40.0245 38.6731 38.9985
84 118.982 1.41645 40.4609 39.1158 39.4054
85 120.575 1.41854 40.9813 39.6819 39.9123
86 122.28 1.42186 41.5275 40.3182 40.4343
87 124.099 1.42642 42.1183 40.9903 40.9903
88 126.079 1.43272 42.7646 41.6783 41.6365
89 128.215 1.44062 43.4956 42.4249 42.2944
90 130.47 1.44966 44.2018 43.1995 43.0682
91 132.794 1.45928 44.9159 44.0014 43.877
92 135.219 1.46977 45.711 44.8023 44.7057
93 137.901 1.48281 46.5616 45.6168 45.7225
94 140.81 1.49797 47.4804 46.4346 46.8947
95 143.808 1.51377 48.464 47.1909 48.1534
96 147.059 1.53187 49.5543 48.0642 49.4406
97 150.862 1.55528 51.0358 48.9232 50.9028
98 154.123 1.57268 52.0153 49.8732 52.2342
99 158.769 1.60373 53.4893 51.1757 54.104
