 the MSID is calculated for 7200 chains of length 100
n  MSID(n)  MSID(n)/n  MSIDx(n)  MSIDy(n)  MSIDz(n)
1 0.24739 0.24739 0.083601 0.0815998 0.082189
2 0.894895 0.447448 0.303075 0.294277 0.297543
3 1.86077 0.620256 0.631082 0.61031 0.619375
4 3.08489 0.771222 1.04771 1.00946 1.02772
5 4.53596 0.907192 1.54173 1.48188 1.51235
6 6.19182 1.03197 2.10637 2.01894 2.06651
7 8.03646 1.14807 2.73462 2.61666 2.68518
8 10.064 1.258 3.42645 3.27264 3.3649
9 12.2843 1.36492 4.18407 3.99255 4.10763
10 14.7032 1.47032 5.01269 4.77618 4.91433
11 17.3111 1.57374 5.9071 5.61545 5.78855
12 20.102 1.67517 6.85566 6.50892 6.73741
13 23.1147 1.77805 7.88065 7.47421 7.7598
14 26.3176 1.87983 8.96444 8.50757 8.84557
15 29.6693 1.97795 10.096 9.59948 9.97381
16 33.1429 2.07143 11.2701 10.7367 11.1361
17 36.7392 2.16113 12.4829 11.9224 12.334
18 40.3982 2.24435 13.7118 13.1484 13.538
19 44.0669 2.31931 14.9343 14.3886 14.7439
20 47.7271 2.38635 16.1558 15.6471 15.9242
21 51.3034 2.44302 17.3664 16.8761 17.0609
22 54.7873 2.49033 18.5531 18.0852 18.1491
23 58.1007 2.52612 19.6803 19.2622 19.1582
24 61.2089 2.55037 20.7558 20.3686 20.0845
25 64.0963 2.56385 21.7725 21.382 20.9418
26 66.7498 2.5673 22.7209 22.3047 21.7242
27 69.1955 2.5628 23.6012 23.155 22.4392
28 71.3682 2.54886 24.3846 23.9019 23.0817
29 73.3094 2.52791 25.0742 24.5766 23.6585
30 75.0779 2.5026 25.6782 25.1895 24.2102
31 76.6831 2.47365 26.2124 25.7422 24.7284
32 78.1287 2.44152 26.7025 26.2471 25.1791
33 79.395 2.40591 27.1457 26.7015 25.5478
34 80.5068 2.36785 27.5348 27.092 25.88
35 81.417 2.3262 27.8488 27.3978 26.1704
36 82.1545 2.28207 28.1201 27.6384 26.396
37 82.783 2.23738 28.3815 27.8503 26.5512
38 83.3101 2.19237 28.6148 27.9931 26.7022
39 83.736 2.14708 28.8127 28.1066 26.8168
40 84.0565 2.10141 28.9583 28.175 26.9232
41 84.3929 2.05836 29.1188 28.2298 27.0443
42 84.7545 2.01796 29.275 28.2834 27.1962
43 85.1065 1.97922 29.4182 28.3461 27.3423
44 85.4895 1.94294 29.5628 28.4249 27.5019
45 85.877 1.90838 29.7152 28.4741 27.6877
46 86.3118 1.87634 29.8863 28.5657 27.8599
47 86.8179 1.84719 30.095 28.6857 28.0372
48 87.387 1.82056 30.2967 28.8478 28.2425
49 87.9545 1.79499 30.5144 29.0228 28.4172
50 88.5658 1.77132 30.7438 29.2132 28.6088
51 89.2378 1.74976 30.9958 29.4486 28.7934
52 89.9749 1.73029 31.2398 29.6881 29.0469
53 90.7426 1.71212 31.4698 29.9596 29.3131
54 91.5584 1.69553 31.6922 30.2486 29.6176
55 92.3977 1.67996 31.8847 30.5877 29.9252
56 93.2595 1.66535 32.133 30.8587 30.2678
57 94.1877 1.65242 32.4544 31.1312 30.6021
58 95.0308 1.63846 32.7681 31.3417 30.921
59 95.9146 1.62567 33.0777 31.5626 31.2744
60 96.8168 1.61361 33.3814 31.7782 31.6573
61 97.7456 1.60239 33.7174 32.027 32.0012
62 98.7432 1.59263 34.1129 32.3206 32.3097
63 99.7163 1.5828 34.4463 32.6661 32.6039
64 100.917 1.57683 34.8443 33.148 32.925
65 102.286 1.57364 35.3142 33.672 33.3
66 103.619 1.56998 35.7702 34.1714 33.6771
67 105.062 1.5681 36.2422 34.6884 34.1319
68 106.546 1.56686 36.7007 35.2414 34.6041
69 108.148 1.56736 37.2378 35.7598 35.1502
70 110.004 1.57149 37.8157 36.4334 35.7549
71 111.844 1.57526 38.408 37.105 36.3305
72 113.532 1.57683 38.9314 37.7475 36.8528
73 115.008 1.57545 39.41 38.2484 37.3495
74 116.35 1.5723 39.8606 38.6933 37.7962
75 117.68 1.56907 40.2827 39.2038 38.1939
76 118.739 1.56236 40.547 39.612 38.5803
77 119.72 1.5548 40.7416 40.0196 38.9586
78 120.684 1.54724 40.9524 40.3485 39.3835
79 121.575 1.53893 41.1624 40.6859 39.7271
80 122.479 1.53099 41.41 41.0742 39.9952
81 123.694 1.52708 41.7593 41.5267 40.4076
82 125.202 1.52685 42.2618 42.1368 40.803
83 126.823 1.52798 42.7514 42.8045 41.2669
84 128.311 1.52751 43.3084 43.3271 41.6757
85 129.687 1.52573 43.804 43.7744 42.1086
86 131.135 1.52482 44.0661 44.3628 42.7059
87 132.742 1.52577 44.4315 45.0861 43.2239
88 134.518 1.52861 45.0218 45.5869 43.909
89 136.378 1.53233 45.5525 46.2046 44.6207
90 137.998 1.53331 46.0575 46.8856 45.0551
91 140.022 1.53871 46.7722 47.482 45.7682
92 141.694 1.54015 47.5751 47.7412 46.3773
93 143.413 1.54207 48.3751 48.1084 46.9293
94 145.486 1.54773 49.275 48.847 47.3643
95 147.349 1.55104 50.3614 49.1897 47.7977
96 149.138 1.55352 51.2723 49.6827 48.1827
97 151.351 1.56032 51.8264 50.8498 48.6747
98 153.637 1.56772 52.6916 51.5022 49.443
99 155.343 1.56912 53.3521 51.9879 50.0029
