r   g0(r)    P2(r)    P2_par(r)     P2_per(r)   
0   78646   0.965002   0.943262   0.931319
2.02733   43840   0.896175   0.875129   0.900689
2.86708   13292   0.839964   0.779012   0.822136
3.51144   37710   0.786313   0.833685   0.790574
4.05467   71468   0.721808   0.731637   0.681076
4.53325   34152   0.659663   0.656139   0.662766
5.36382   32646   0.555286   0.548072   0.47298
5.73416   64046   0.499989   0.555108   0.564
6.082   63402   0.456144   0.506059   0.460175
6.41099   31308   0.40848   0.489171   0.359453
6.7239   10400   0.356218   0.256576   0.386223
7.02289   62610   0.341476   0.446442   0.353776
7.30965   61958   0.298056   0.36589   0.325013
7.85183   31086   0.250917   0.279662   0.341335
8.10933   93016   0.221338   0.269224   0.247139
8.35891   62308   0.205117   0.243595   0.152767
8.60125   31342   0.183994   0.0692027   0.207164
8.83694   62524   0.172225   0.13917   0.200691
9.06651   62108   0.147734   0.20213   0.154355
9.29041   31412   0.129542   0.131884   0.0824479
9.72275   31324   0.106849   0.0472765   0.182757
9.93186   95580   0.111021   0.15663   0.139553
10.1367   126966   0.0960197   0.127494   0.141043
10.3374   42028   0.0838201   0.0498268   0.00145054
10.7276   127880   0.0723865   0.124768   0.100491
10.9175   63860   0.0667741   0.0739446   0.0603177
11.2877   32728   0.0712562   0.0153567   0.168605
11.4683   64704   0.0548386   0.0513566   0.111956
11.6461   97364   0.0556654   0.0563269   0.0473673
11.8213   64772   0.0507597   0.0918306   -0.0273929
11.9939   64814   0.0436314   0.121813   0.120955
12.164   64890   0.042432   0.0811807   0.105076
12.3318   96772   0.0376271   0.0314018   0.0376347
12.6607   64894   0.0377976   0.0262373   0.114848
12.822   163242   0.0374111   0.04476   0.0251352
12.9813   65370   0.0372062   0.101332   -0.00882709
13.1386   32138   0.0234204   0.0151265   0.0362679
13.2941   32554   0.0264378   -0.0791181   -0.0790514
13.4478   130022   0.0293244   0.0749434   0.0174357
13.5998   65336   0.0295141   -0.0417776   -0.0220421
13.8987   108916   0.0236472   -0.000298773   0.0110192
14.0458   163074   0.0228928   0.0597714   0.0689032
14.1913   65544   0.0267727   0.096265   0.0967544
14.3354   66196   0.0257353   0.064908   0.0527255
14.4781   131366   0.0263388   0.00103704   0.000129471
14.6193   130474   0.0225674   -0.0503669   -0.00400715
14.8978   64816   0.016533   0.0350896   -0.0259675
15.0351   64692   0.0163644   -0.0408623   0.0327094
15.1712   65626   0.0259048   -0.00683883   0.0124553
15.306   97228   0.0193088   0.0291284   0.00519115
15.5722   130252   0.0153805   0.0165525   -0.00256859
15.7037   130738   0.0184757   0.0350593   0.0284219
15.9632   33154   0.0192136   -0.00106622   0.131429
16.0915   196064   0.0167256   0.082615   0.00985739
16.2187   130020   0.0158652   0.0237408   -0.0572592
16.3449   32904   0.0145938   -0.161099   -0.0886744
16.4701   97750   0.0180252   0.0209782   0.0632792
16.5944   131002   0.0204206   -0.0208179   -0.0144219
16.7178   63988   -0.00279807   -0.0466223   -0.0107834
16.9619   65662   0.0174296   -0.0596461   -0.0266023
17.0826   97630   0.0150808   -0.0156262   0.0179667
17.2025   195706   0.0142928   -0.017437   -0.00949205
17.3215   75636   0.00487146   -0.0849814   -0.0368458
17.4398   32182   -0.00784314   -0.00164331   0.00445522
17.5572   128930   0.00625969   -0.0187457   -0.0459491
17.6739   64946   -0.00130415   -0.057111   0.0294251
17.9049   64852   0.0132028   -0.0467823   0.0544922
18.0193   161958   0.00460658   -0.0124832   -0.0300966
18.133   98380   0.0194688   0.0462212   0.0591441
18.246   97030   0.00438598   -0.006969   0.0631694
18.3583   65216   0.0104699   -0.0847509   -0.0195699
18.4699   131058   0.0110752   0.0203938   0.0164266
18.5808   161400   0.00545825   -0.0172423   0.0264999
18.8007   31802   -0.0206326   -0.13013   -0.0336352
18.9097   227324   0.00226575   -0.0433232   -0.01625
19.0181   194000   0.00160238   -0.0590798   -0.0503384
19.1258   64566   0.0223162   -0.0154846   -0.00454576
19.3395   65006   -0.00311049   -0.0617132   -0.0181246
19.4455   129308   -0.00114934   0.0503312   -0.0565998
19.6557   32638   -0.0055015   -0.0769049   0.00684596
19.76   258286   -0.00342555   -0.0225563   -0.0720078
19.8637   97310   -0.00985867   -0.101147   -0.0848612
19.9669   98314   -0.00443817   -0.0517099   0.0336406
20.0696   259002   -0.00389196   -0.010287   0.0443963
20.1717   64548   -0.00181708   0.0390887   0.0185308
20.3744   129998   -0.00029665   0.0324763   -0.0547786
20.4751   129162   0.00359902   -0.032246   0.00572274
20.5752   130398   -0.00127211   0.0127276   -0.0395359
20.6748   96844   -0.0158279   -0.0393435   -0.0900036
20.774   42622   0.0118047   0.0503723   -0.0493482
20.8727   129030   -0.00690039   0.029545   -0.0807657
20.9709   193304   -0.00628931   -0.0413342   -0.0512963
21.2628   162698   -0.00413636   -0.0867209   0.0367742
21.3593   129082   -0.0291022   -0.0215574   0.0219317
21.4553   65222   -0.0149198   0.0329828   -0.0107003
21.5508   129356   -0.0153706   -0.0111184   -0.0167519
21.646   194448   -0.0162058   -0.00224842   -0.0209271
21.7407   97180   -0.0100953   -0.0189979   -0.0186533
21.929   64858   0.00474677   0.0610522   0.0179914
22.0225   129172   -0.0166292   -0.00365376   -0.0569439
22.1156   194498   -0.0162968   0.0287613   -0.0358497
22.2083   63834   -0.00712446   0.0451516   -0.130748
22.3926   259206   -0.00740966   0.0252067   -0.0122
22.4842   194130   -0.0052128   -0.0572607   -0.0902438
22.6663   32706   -0.031953   0.0485902   -0.151786
22.7568   193990   -0.0216314   -0.0511567   -0.0812968
22.8469   129992   -0.0100894   -0.0529342   -0.0377247
22.9367   161676   -0.0134333   -0.0139748   -0.0836701
23.0261   64770   -0.0289253   -0.0411269   -0.0570067
23.1152   64842   -0.0368942   -0.0948725   0.0688071
23.2039   226238   -0.0153452   -0.0747197   -0.0817662
23.3803   97398   -0.0264152   -0.00348195   -0.0124812
23.4681   162456   -0.0191163   -0.0923462   -0.0241578
23.5555   128438   -0.0199047   0.0183071   -0.00612176
23.6426   96658   -0.0253261   -0.00468515   0.0122287
23.7293   65148   -0.024934   -0.0757065   -0.0975985
23.8158   130694   -0.01222   -0.00715469   -0.048382
23.9019   64794   -0.0387235   -0.0319469   0.00598604
24.0732   64672   -0.0174716   0.0343168   -0.0503622
24.1585   195432   -0.0162706   -0.0428346   -0.0694696
24.2434   367660   -0.0191077   0.00344098   -0.0320423
24.328   64916   0.0206427   -0.054633   0.0968618
24.4123   258230   -0.0200377   -0.0427458   -0.0484851
24.4964   162632   -0.0249164   -0.0540654   -0.0481891
24.6636   98232   -0.0170034   -0.00589489   -0.049056
24.7468   226622   -0.0202138   -0.0872753   -0.0485296
24.8297   129282   -0.0180275   -0.0279782   -0.0650623
24.9123   129506   -0.0308961   0.0136753   -0.0105413
25.0767   130706   -0.00725211   -0.0795546   -0.069885
25.1585   129834   -0.031485   -0.0698235   0.018087
25.3214   65562   0.000634363   -0.0774973   0.06457
25.4024   260074   -0.0264592   -0.0893566   -0.0754706
25.4832   162208   -0.023657   -0.0524199   -0.0903611
25.5637   32190   -0.0480131   -0.0459929   -0.0800507
25.644   162012   -0.0247017   -0.096387   -0.063605
25.724   129326   -0.0404132   -0.0516929   -0.0527502
25.8037   161740   -0.0336402   -0.0753923   -0.0371633
25.9625   64112   -0.0416135   -0.164683   -0.041382
26.0416   162976   -0.00314319   -0.0506094   0.0408566
26.1204   259924   -0.014187   -0.000845041   -0.0152931
26.1989   162692   -0.0225714   -0.0118863   -0.0644031
26.2772   32664   -0.0361959   -0.0877542   -0.00941848
26.3553   259774   -0.0171636   0.00486507   0.000528698
26.4332   194534   -0.0154057   -0.0553533   -0.0534849
26.5882   32200   -0.0174593   0.0689691   -0.0214337
26.6654   64728   0.00263093   -0.142173   -0.101756
26.7424   161982   -0.00987559   0.0209667   0.00496826
26.8191   161458   -0.0133243   -0.061585   -0.0765736
26.8956   129966   -0.0311474   -0.0228804   -0.0957588
26.9719   193588   -0.031545   -0.0559218   -0.0484375
27.048   194922   -0.0229657   -0.0332915   -0.0922406
27.1995   64394   -0.0207202   -0.0129517   -0.0382978
27.275   324728   -0.0273792   -0.112478   -0.062079
27.3502   193858   -0.0250826   -0.0344829   -0.0645077
27.4253   64218   -0.0172499   -0.13779   -0.0155024
27.5747   257218   -0.0246836   -0.0784483   -0.0563817
27.6491   64554   -0.0406562   -0.140996   -0.0149641
27.7974   10834   -0.0212852   -0.230747   -0.181671
27.8712   98346   -0.0309861   -0.0327451   -0.000887944
27.9449   355374   -0.0204318   -0.0413726   -0.0268179
28.0183   227088   -0.0173691   -0.0840714   0.0073699
28.0916   194894   -0.0105617   -0.0432452   -0.0891281
28.1646   160930   -0.00823697   -0.0180337   -0.00325572
28.3102   162390   -0.00762835   0.0146003   -0.0471608
28.3827   194250   -0.0120531   -0.0712339   -0.00901889
28.455   130014   -0.0372664   -0.0607178   -0.0599252
28.5271   128436   -0.0270402   0.0010864   -0.00531865
28.5991   64978   -0.00670105   0.0289229   -0.0733819
28.6708   195468   -0.00733772   0.000892545   -0.106548
28.7424   322138   -0.0181826   -0.0118518   -0.0366537
28.885   65862   -0.0386765   -0.165616   -0.122406
28.9561   323128   -0.0189976   -0.048952   -0.0935633
29.027   128584   -0.0274418   -0.0185224   0.00520228
29.0977   96534   -0.0276126   0.0475262   0.00822344
29.1682   129030   -0.00474666   -0.00806355   -0.0310643
29.2386   129106   -0.00483486   -0.0176144   0.0244196
29.3088   96188   -0.0160839   -0.0165725   -0.0596979
29.4487   129454   -0.0125446   -0.0849815   -0.0657682
29.5184   128340   -0.0259802   -0.0595109   -0.0253601
29.588   194800   -0.0280565   -0.0483623   -0.0307482
29.6573   129156   -0.0219372   -0.0590166   0.00144458
29.7956   323330   -0.0179821   -0.0594014   -0.0805419
29.8645   193348   -0.0150685   0.00226421   -0.00998405
30.0018   64524   -0.0330843   0.0258266   -0.0500734
30.0702   259828   -0.0175534   -0.0182901   -0.0525749
30.1385   163192   -0.00145323   -0.0684306   -0.0130912
30.2066   161324   -0.0126451   -0.0668916   -0.0649637
30.2745   64276   -0.0156508   -0.0487749   0.0556761
30.3423   194628   -0.00739565   -0.00189032   -0.0553221
30.41   323536   -0.0100124   -0.0197831   -0.0191692
30.5449   64348   -0.00201131   0.0080411   0.0293292
30.6121   226176   -0.0135829   -0.0916654   -0.0544429
30.6791   323452   -0.0124749   -0.0959977   -0.0180641
30.746   64482   0.0252073   -0.0579028   -0.0236589
30.8128   95834   -0.00928337   0.0762816   0.0301463
30.8794   193870   -0.0205146   -0.00740016   0.0158593
30.9459   129060   -0.000251632   -0.019478   -0.00268737
31.1445   225036   -0.00831149   -0.0646507   -0.00145134
31.2104   193260   -0.0117769   -0.0981819   -0.0173227
31.2762   270940   -0.0256704   -0.0371767   -0.0382663
31.3418   259618   -0.0112931   -0.0252655   -0.0404981
31.4073   194172   -0.0154282   0.0275007   -0.0937853
31.5379   127996   -0.0241087   -0.0869086   -0.00749833
31.603   193016   -0.0138062   -0.0691692   0.0359071
31.668   258638   -0.0102821   -0.0597611   0.0217787
