Rg, Rgx, Rgy, Rgz 5.28308 3.09773 3.02306 3.02921
persistence length in the limit of N=100 is 0.487746
 the MSID is calculated for 7200 chains of length 100
n  MSID(n)  MSID(n)/n  MSIDx(n)  MSIDy(n)  MSIDz(n)
1 0.247391 0.247391 0.0837823 0.0821296 0.0814792
2 0.915649 0.457825 0.310542 0.303897 0.30121
3 1.94753 0.649176 0.661178 0.6463 0.640049
4 3.29383 0.823457 1.11915 1.09299 1.08169
5 4.91042 0.982083 1.66957 1.62928 1.61157
6 6.75667 1.12611 2.29866 2.24169 2.21632
7 8.79479 1.2564 2.99369 2.91772 2.88338
8 10.9897 1.37371 3.74263 3.64564 3.6014
9 13.3082 1.47869 4.53421 4.41448 4.3595
10 15.7197 1.57197 5.35782 5.21424 5.14764
11 18.1956 1.65415 6.2037 6.03546 5.95643
12 20.7093 1.72578 7.06275 6.86928 6.77732
13 23.2366 1.78743 7.92654 7.70762 7.60247
14 25.7556 1.83969 8.78764 8.54307 8.42491
15 28.2471 1.88314 9.63967 9.36898 9.23844
16 30.6943 1.9184 10.4767 10.1797 10.0379
17 33.0837 1.9461 11.2941 10.9709 10.8187
18 35.4053 1.96696 12.0885 11.739 11.5778
19 37.6511 1.98164 12.8574 12.481 12.3127
20 39.8161 1.9908 13.5992 13.1951 13.0218
21 41.8974 1.99511 14.3131 13.8798 13.7045
22 43.8933 1.99515 14.9986 14.5345 14.3602
23 45.8052 1.99153 15.6565 15.1596 14.9891
24 47.6361 1.98484 16.2876 15.7563 15.5921
25 49.3879 1.97552 16.8928 16.325 16.1701
26 51.0665 1.96409 17.4742 16.8674 16.7249
27 52.675 1.95092 18.0322 17.385 17.2577
28 54.2184 1.93637 18.5682 17.8799 17.7703
29 55.7027 1.92078 19.0843 18.3541 18.2643
30 57.1337 1.90446 19.5825 18.8101 18.741
31 58.5171 1.88765 20.0645 19.2501 19.2024
32 59.8582 1.87057 20.5319 19.6759 19.6504
33 61.1634 1.85344 20.987 20.0897 20.0867
34 62.438 1.83641 21.4314 20.4934 20.5132
35 63.6868 1.81962 21.8672 20.8885 20.9311
36 64.915 1.80319 22.2962 21.2769 21.3419
37 66.1273 1.78722 22.72 21.6605 21.7468
38 67.3285 1.7718 23.1401 22.0407 22.1478
39 68.5223 1.75698 23.5582 22.4188 22.5453
40 69.7124 1.74281 23.9759 22.7958 22.9407
41 70.9013 1.7293 24.3941 23.1726 23.3347
42 72.0933 1.71651 24.8146 23.5504 23.7283
43 73.2918 1.70446 25.238 23.9312 24.1226
44 74.5 1.69318 25.6641 24.3167 24.5193
45 75.7204 1.68268 26.0944 24.7072 24.9188
46 76.9544 1.67292 26.5293 25.1032 25.3219
47 78.2019 1.66387 26.9689 25.5046 25.7284
48 79.4632 1.65548 27.4124 25.9121 26.1387
49 80.7398 1.64775 27.8608 26.3258 26.5532
50 82.0318 1.64064 28.3131 26.7465 26.9723
51 83.3383 1.63408 28.7684 27.1738 27.3961
52 84.6566 1.62801 29.2258 27.6064 27.8244
53 85.9859 1.62238 29.6847 28.0445 28.2567
54 87.3268 1.61716 30.1452 28.4883 28.6933
55 88.6797 1.61236 30.6074 28.9379 29.1343
56 90.0424 1.6079 31.0717 29.3919 29.5788
57 91.413 1.60374 31.5379 29.8492 30.0259
58 92.7898 1.59982 32.0061 30.3083 30.4754
59 94.1743 1.59618 32.477 30.7691 30.9282
60 95.5639 1.59273 32.9498 31.2315 31.3827
61 96.9569 1.58946 33.4244 31.6934 31.8391
62 98.352 1.58632 33.9002 32.1549 32.297
63 99.7463 1.58327 34.3758 32.6151 32.7554
64 101.139 1.5803 34.8516 33.073 33.2145
65 102.528 1.57736 35.3263 33.5273 33.6749
66 103.91 1.5744 35.7992 33.9761 34.135
67 105.284 1.57141 36.2699 34.4191 34.5952
68 106.647 1.56834 36.7362 34.8558 35.0552
69 107.997 1.56517 37.1988 35.2845 35.5135
70 109.331 1.56187 37.6573 35.7045 35.9693
71 110.647 1.5584 38.1122 36.113 36.4215
72 111.939 1.5547 38.5607 36.5087 36.8692
73 113.205 1.55075 39.0021 36.8919 37.3109
74 114.447 1.54658 39.4366 37.264 37.7462
75 115.667 1.54222 39.8619 37.6288 38.1759
76 116.865 1.5377 40.2775 37.9885 38.5994
77 118.043 1.53303 40.6843 38.3419 39.0171
78 119.205 1.52827 41.0854 38.6909 39.4287
79 120.356 1.52349 41.4813 39.0385 39.8362
80 121.502 1.51877 41.8766 39.3865 40.2386
81 122.654 1.51424 42.2735 39.7405 40.6397
82 123.816 1.50995 42.6739 40.0996 41.0426
83 125.004 1.50608 43.085 40.4708 41.4484
84 126.233 1.50278 43.5137 40.8578 41.862
85 127.522 1.50026 43.9652 41.2648 42.292
86 128.878 1.49858 44.4401 41.6961 42.7421
87 130.315 1.49787 44.9418 42.1571 43.2158
88 131.844 1.49822 45.4757 42.6517 43.7161
89 133.476 1.49973 46.0446 43.1849 44.2462
90 135.213 1.50237 46.6475 43.7593 44.8065
91 137.064 1.5062 47.2874 44.3773 45.3993
92 139.035 1.51125 47.9678 45.0388 46.0288
93 141.13 1.51753 48.6888 45.7476 46.6939
94 143.358 1.52508 49.449 46.5069 47.4017
95 145.707 1.53376 50.2449 47.3113 48.1506
96 148.175 1.54349 51.0778 48.1584 48.9384
97 150.714 1.55375 51.9348 49.0276 49.7515
98 153.317 1.56446 52.8124 49.9056 50.5989
99 155.935 1.5751 53.6938 50.7837 51.4573
