clustersize volume  vol/VtotNcluster[i]  pdf1  volume-pdf
0 0 0 1 0 0 0
1 8.1524 2.78265e-05 2064 0.797835 0.0948094 0.0287169
2 16.3048 5.56529e-05 202 0.0780827 0.0278365 0.00843142
3 24.4572 8.34794e-05 52 0.0201005 0.011943 0.00361744
4 32.6096 0.000111306 42 0.016235 0.0135048 0.00409049
5 40.762 0.000139132 13 0.00502513 0.00537437 0.00162785
7 57.0668 0.000194785 25 0.00483185 0.00689022 0.00208699
10 81.524 0.000278265 22 0.00283469 0.00572653 0.00173452
20 163.048 0.000556529 49 0.00189409 0.00675241 0.00204525
30 244.572 0.000834794 25 0.00096637 0.00574185 0.00173915
40 326.096 0.00111306 26 0.00100503 0.00836013 0.00253221
50 407.62 0.00139132 16 0.000618477 0.00661461 0.00200351
60 489.144 0.00166959 12 0.000463858 0.00606339 0.00183655
70 570.668 0.00194785 10 0.000386548 0.00597152 0.00180872
100 815.24 0.00278265 11 0.000141734 0.00286327 0.000867258
200 1630.48 0.00556529 16 6.18477e-05 0.00220487 0.000667835
300 2445.72 0.00834794 2 7.73096e-06 0.000459348 0.000139132
the total number of clusters with at least 2 elements is 523 nematic grid elements
 The total number of independent crystalline domains is:  2587
 The average cluster size of crystalline domains is :  4.20758
 The average volume fraction of crystalline domains is :  0.00154445
 The total number of  crystalline grid elements is:  10885
 S_Ree globalNem Vtotal  Ngrid  crystallinity  avenclust avecclust/Ngrid avevol  avevol/Vtot 
-0.0129701 0.015044 292973 35937 0.302891 4.20758 0.000117082 452.483 0.00154445
