 the MSID is calculated for 7200 chains of length 100
n  MSID(n)  MSID(n)/n  MSIDx(n)  MSIDy(n)  MSIDz(n)
1 0.247451 0.247451 0.0821422 0.082565 0.0827435
2 0.930713 0.465356 0.308523 0.310761 0.311429
3 1.9985 0.666166 0.661574 0.667599 0.669326
4 3.40159 0.850398 1.12449 1.13666 1.14044
5 5.09119 1.01824 1.68106 1.70158 1.70854
6 7.01375 1.16896 2.31325 2.34529 2.35521
7 9.11367 1.30195 3.00225 3.04884 3.06258
8 11.3385 1.41732 3.73099 3.79432 3.81324
9 13.6442 1.51602 4.48494 4.56667 4.5926
10 15.9841 1.59841 5.24976 5.34901 5.38537
11 18.3189 1.66535 6.01351 6.12804 6.17734
12 20.6194 1.71828 6.76646 6.89232 6.96059
13 22.8767 1.75975 7.50731 7.6396 7.72978
14 25.0782 1.7913 8.2298 8.36677 8.48168
15 27.2165 1.81443 8.93417 9.06989 9.21242
16 29.29 1.83063 9.61947 9.74938 9.92115
17 31.3106 1.8418 10.2851 10.417 10.6086
18 33.2659 1.8481 10.93 11.0644 11.2715
19 35.1673 1.85091 11.5651 11.6913 11.9109
20 37.0067 1.85034 12.1806 12.2949 12.5312
21 38.7878 1.84704 12.7767 12.8827 13.1284
22 40.5231 1.84196 13.3535 13.4623 13.7073
23 42.2095 1.83519 13.9185 14.0226 14.2684
24 43.8507 1.82711 14.4761 14.5635 14.8111
25 45.4448 1.81779 15.0252 15.0846 15.335
26 47.0123 1.80817 15.5672 15.5905 15.8547
27 48.5442 1.79793 16.098 16.0825 16.3637
28 50.0687 1.78817 16.6266 16.5708 16.8713
29 51.5508 1.77761 17.1411 17.0486 17.3611
30 52.9821 1.76607 17.638 17.5124 17.8317
31 54.3827 1.75428 18.1318 17.9614 18.2895
32 55.7688 1.74277 18.6142 18.4124 18.7422
33 57.1283 1.73116 19.0822 18.8464 19.1998
34 58.4535 1.71922 19.5418 19.2661 19.6457
35 59.7546 1.70727 19.9905 19.6777 20.0863
36 61.039 1.69553 20.441 20.0788 20.5192
37 62.3062 1.68395 20.8862 20.4828 20.9372
38 63.558 1.67258 21.3275 20.8811 21.3494
39 64.7722 1.66083 21.767 21.2665 21.7387
40 65.9856 1.64964 22.2018 21.6508 22.1329
41 67.1968 1.63895 22.6381 22.0378 22.521
42 68.3848 1.62821 23.0639 22.4194 22.9015
43 69.5729 1.61797 23.5013 22.7973 23.2744
44 70.7659 1.60832 23.9486 23.174 23.6434
45 71.963 1.59918 24.4042 23.5586 24.0002
46 73.147 1.59015 24.8546 23.9328 24.3596
47 74.3406 1.58171 25.3076 24.3237 24.7093
48 75.5574 1.57411 25.7631 24.7193 25.075
49 76.7805 1.56695 26.2142 25.109 25.4573
50 78.0351 1.5607 26.677 25.4966 25.8615
51 79.3354 1.5556 27.1612 25.8956 26.2786
52 80.6579 1.55111 27.6472 26.3079 26.7028
53 82.0224 1.54759 28.1399 26.7327 27.1498
54 83.3831 1.54413 28.6244 27.1523 27.6064
55 84.7607 1.5411 29.1125 27.5819 28.0664
56 86.0939 1.53739 29.5572 28.0205 28.5162
57 87.4336 1.53392 30.0122 28.479 28.9423
58 88.7848 1.53077 30.485 28.9541 29.3458
59 90.1276 1.52759 30.9493 29.4178 29.7605
60 91.482 1.5247 31.4067 29.8896 30.1858
61 92.8171 1.52159 31.8431 30.3428 30.6312
62 94.1567 1.51866 32.2821 30.7922 31.0825
63 95.4976 1.51583 32.7249 31.2402 31.5325
64 96.8311 1.51299 33.1799 31.6748 31.9764
65 98.1561 1.51009 33.6177 32.1059 32.4325
66 99.4727 1.50716 34.0405 32.5253 32.9069
67 100.792 1.50436 34.4516 32.9426 33.3982
68 102.102 1.5015 34.8753 33.349 33.8778
69 103.431 1.499 35.3224 33.7574 34.3515
70 104.748 1.4964 35.7424 34.1679 34.8378
71 106.007 1.49305 36.1367 34.5739 35.2961
72 107.305 1.49035 36.5626 34.9674 35.775
73 108.615 1.48788 36.95 35.3921 36.2729
74 109.89 1.48501 37.3187 35.815 36.7568
75 111.186 1.48248 37.7191 36.2147 37.2522
76 112.454 1.47966 38.1177 36.6274 37.7093
77 113.595 1.47526 38.4399 37.018 38.1369
78 114.704 1.47057 38.7621 37.3931 38.5493
79 115.819 1.46607 39.0954 37.7588 38.9651
80 116.979 1.46224 39.4548 38.1282 39.3963
81 118.16 1.45877 39.8137 38.5168 39.8299
82 119.377 1.45582 40.219 38.8936 40.2647
83 120.533 1.45221 40.581 39.2327 40.7195
84 121.684 1.44862 40.9376 39.5918 41.1549
85 122.956 1.44654 41.3418 39.998 41.6164
86 124.327 1.44566 41.7983 40.4147 42.1138
87 125.832 1.44634 42.357 40.826 42.6488
88 127.335 1.44698 42.945 41.1902 43.1994
89 128.862 1.44789 43.533 41.5985 43.731
90 130.587 1.45096 44.1867 42.115 44.2851
91 132.471 1.45572 44.8945 42.7301 44.846
92 134.453 1.46144 45.6374 43.3664 45.4492
93 136.499 1.46773 46.4247 43.9512 46.1226
94 138.656 1.47506 47.1641 44.62 46.8715
95 141.011 1.48433 47.9748 45.3106 47.7257
96 143.499 1.49478 48.8309 46.0977 48.5705
97 146.225 1.50747 49.6044 47.0854 49.5353
98 148.674 1.51708 50.4616 47.636 50.5763
99 151.212 1.52739 51.2358 47.4142 52.5621
