clustersize volume  vol/VtotNcluster[i]  pdf1  volume-pdf
0 0 0 1 0 0 0
1 8.15351 2.78265e-05 2239 0.801934 0.101662 0.0311517
2 16.307 5.56529e-05 220 0.0787966 0.0299673 0.00918274
3 24.4605 8.34794e-05 55 0.0196991 0.0124864 0.00382614
4 32.6141 0.000111306 37 0.0132521 0.0117599 0.00360353
5 40.7676 0.000139132 22 0.00787966 0.00899019 0.00275482
7 57.0746 0.000194785 25 0.00447708 0.00681075 0.00208699
10 81.5351 0.000278265 27 0.0032235 0.00694697 0.00212873
20 163.07 0.000556529 51 0.00182665 0.00694697 0.00212873
30 244.605 0.000834794 30 0.0010745 0.00681075 0.00208699
40 326.141 0.00111306 19 0.000680516 0.00603887 0.00185046
50 407.676 0.00139132 15 0.000537249 0.00612968 0.00187829
60 489.211 0.00166959 14 0.000501433 0.00699237 0.00214264
70 570.746 0.00194785 12 0.000429799 0.00708318 0.00217046
100 815.351 0.00278265 13 0.000155205 0.00334484 0.00102494
200 1630.7 0.00556529 10 3.58166e-05 0.00136215 0.000417397
300 2446.05 0.00834794 3 1.0745e-05 0.000681075 0.000208699
the total number of clusters with at least 2 elements is 553 nematic grid elements
 The total number of independent crystalline domains is:  2792
 The average cluster size of crystalline domains is :  3.94413
 The average volume fraction of crystalline domains is :  0.00154861
 The total number of  crystalline grid elements is:  11012
 S_Ree globalNem Vtotal  Ngrid  crystallinity  avenclust avecclust/Ngrid avevol  avevol/Vtot 
0.0160726 -0.0208732 293013 35937 0.306425 3.94413 0.000109751 453.762 0.00154861
