r   g0(r)    P2(r)    P2_par(r)     P2_per(r)   
0   57104   0.96024   0.936663   0.923631
2.03358   29564   0.885615   0.867784   0.861512
2.87592   8720   0.823916   0.855523   0.828782
3.52226   24236   0.764767   0.715659   0.73776
4.06716   44796   0.699477   0.71966   0.626985
4.54722   20958   0.635882   0.618007   0.589166
5.38035   19766   0.522737   0.56478   0.509949
5.75183   38526   0.457142   0.451721   0.485334
6.10074   37860   0.410389   0.455181   0.36809
6.43075   18660   0.357897   0.411872   0.22579
6.74462   6318   0.307469   0.140724   0.206925
7.04453   37122   0.286497   0.292269   0.390575
7.33218   37184   0.245413   0.233595   0.155187
7.87602   18784   0.19691   0.218034   0.144572
8.13432   56066   0.166853   0.213961   0.188961
8.38467   37350   0.150398   0.163716   0.120951
8.62775   18728   0.130292   -0.0419216   0.0616156
8.86417   37674   0.122795   0.222017   0.172847
9.09445   37684   0.0994695   0.13559   0.031572
9.31904   19168   0.0804282   0.325691   0.052179
9.75271   19068   0.069099   0.128317   0.141561
9.96247   57826   0.0732914   0.108451   0.0765432
10.1679   77124   0.0594701   0.0137972   0.125235
10.3693   25840   0.0488032   0.0395464   0.0659678
10.7607   77476   0.0430657   -0.020883   0.063236
10.9512   38794   0.0399024   0.102171   -0.0312445
11.3225   19820   0.0390868   0.12053   -0.0353907
11.5037   39110   0.0330542   -0.0176887   -0.0541517
11.682   58800   0.0318951   0.0226914   0.0465814
11.8577   39106   0.0316545   -0.0328351   -0.0407181
12.0308   39930   0.0252771   0.0704085   -0.00449053
12.2015   39954   0.0255505   0.00877764   0.106189
12.3698   58842   0.021375   0.0140585   -0.0322031
12.6997   39454   0.0245743   0.0550189   -0.0722577
12.8615   98060   0.0217586   0.0179623   -0.0249625
13.0213   39554   0.0256894   0.0454764   -0.0454266
13.1791   19102   0.0210063   0.0606099   -0.141603
13.3351   19514   0.0225158   -0.0245115   0.0382122
13.4892   78876   0.0168668   0.0314235   -0.013795
13.6417   39250   0.0203229   0.0276853   -0.107412
13.9415   66100   0.0206583   -0.0322408   -0.010478
14.0891   98392   0.0162294   0.0123756   0.0278446
14.2351   39904   0.0195658   0.023203   0.0255584
14.3796   39386   0.0117596   -0.0302558   0.0367143
14.5227   79074   0.01664   -0.00640947   -0.069736
14.6644   78946   0.018816   -0.0507164   -0.0133623
14.9437   39134   0.0167338   0.049921   0.0133305
15.0814   38938   0.0195856   0.0460726   -0.0430968
15.2179   39520   0.0132334   -0.0987059   -1.38748e-05
15.3532   58596   0.0154365   -0.0284269   -0.0170008
15.6202   78338   0.0109933   0.0164657   -0.0722759
15.752   79092   0.016569   -0.0164274   -0.0132683
16.0124   20494   0.0111177   -0.0658706   0.0376623
16.141   118314   0.00928586   0.0476174   -0.0304432
16.2686   78096   0.0125914   -0.00811613   -0.114567
16.3953   19908   0.0201067   0.137168   0.000654578
16.5209   59020   0.013342   0.0187112   -0.0463774
16.6456   79132   0.017927   0.00166815   -0.0436198
16.7693   38652   -0.00211212   -0.0707988   0.0900965
17.0142   39698   0.0134396   -0.0329656   -0.0418872
17.1353   58798   0.00791862   -0.139807   0.0108988
17.2555   118146   0.00956225   0.0193014   -0.022373
17.3749   45342   0.00328965   0.0102918   -0.142454
17.4935   19376   -0.00730438   0.078078   -0.0347391
17.6113   78280   0.00488563   0.0591862   -0.0195634
17.7283   38878   -0.00119731   -0.0531867   0.0424438
17.9601   38966   0.00240281   -0.0777754   -0.0290223
18.0749   98480   0.000404491   0.0261787   -0.0444225
18.1889   59846   0.0162441   -0.0649132   0.0204252
18.3022   58990   -0.000295838   -0.0174413   -0.060986
18.4149   39360   0.0084267   0.121233   -0.0378947
18.5268   79104   0.00617778   -0.102506   -0.0391811
18.6381   97272   0.00230926   -0.0431664   -0.0396305
18.8587   19374   -0.0201788   -0.101479   0.0149378
18.968   137078   -0.0017277   0.057801   -0.0485644
19.0767   116524   -0.00426678   -0.0290351   -0.0653684
19.1848   38882   0.0139066   -0.0146311   -0.0595587
19.3991   39226   -0.00794875   -0.0925293   -0.0167655
19.5054   77202   -0.00474873   -0.0719228   -0.0736413
19.7163   19778   -0.0115663   -0.133516   0.117036
19.8209   156464   -0.0100985   -0.0336464   -0.0203187
19.9249   58278   -0.00933665   0.00147245   -0.0750916
20.0284   59832   -0.0094035   -0.00866049   0.0229363
20.1314   156846   -0.00944623   -0.0150666   -0.0296683
20.2339   39048   -0.00418255   -0.0822701   -0.00717181
20.4372   78004   -0.00265758   -0.0461448   -0.0661178
20.5382   78292   -0.00580348   -0.0465862   -0.0790553
20.6386   78384   -0.00752284   -0.00576927   -0.0876795
20.7385   58488   -0.0193787   -0.136838   -0.0643483
20.838   25684   0.00914667   -0.0364969   -0.235845
20.937   77622   -0.0115826   -0.0113803   -0.0837465
21.0355   116240   -0.0103979   0.0302284   -0.0135364
21.3284   98100   -0.00704158   -0.0714664   0.000516171
21.4251   77528   -0.0297944   0.00407778   0.0136754
21.5214   39746   -0.0187927   -0.00484519   -0.116014
21.6173   78024   -0.0214246   -0.018819   -0.0874459
21.7127   117020   -0.018515   -0.0675374   -0.110896
21.8077   58464   -0.0120423   -0.0423217   -0.0737635
21.9965   39012   -0.00022587   0.0149384   -0.0516717
22.0903   78294   -0.017863   -0.00487494   0.0458357
22.1837   117714   -0.0193479   -0.0408794   -0.0470466
22.2768   38380   -0.00875886   -0.0610912   -0.0990283
22.4616   155872   -0.0118995   -0.0543135   0.00849143
22.5535   117060   -0.0103306   -0.117037   -0.0790328
22.7361   20072   -0.0344923   -0.13239   -0.0488148
22.8269   117326   -0.0234102   -0.115927   -0.0882964
22.9173   79234   -0.010234   -0.0309291   -0.0323975
23.0073   97688   -0.016456   -0.0765793   -0.102092
23.097   38890   -0.025998   -0.152105   -0.123518
23.1864   39118   -0.0378188   -0.0645075   -0.0789815
23.2754   136372   -0.018491   -0.0478418   -0.0165658
23.4524   58354   -0.0323216   -0.0507325   -0.0181355
23.5404   98358   -0.0232422   -0.0154578   -0.139974
23.6281   77160   -0.0191847   0.0967542   -0.0272951
23.7154   58248   -0.0239548   -0.0226958   -0.0477703
23.8025   39294   -0.0304286   0.0072685   0.0690446
23.8892   78830   -0.0171866   -0.0465421   -0.142136
23.9756   38612   -0.0449905   -0.0994572   -0.050601
24.1474   39500   -0.00849578   0.0312928   0.0211584
24.2329   119100   -0.0171437   -0.123487   -0.0732481
24.3181   221412   -0.0203099   -0.0551364   -0.0378323
24.403   39638   0.0223564   -0.0752232   -0.0573358
24.4876   155342   -0.0227789   -0.0439048   -0.0436001
24.5718   98058   -0.0297942   -0.0378334   0.029679
24.7396   59190   -0.0182552   -0.0180322   -0.0255127
24.823   136362   -0.0193855   -0.0317677   -0.0611789
24.9062   78126   -0.0134481   -0.0376558   -0.127463
24.9891   77782   -0.0305569   -0.0682285   -0.139724
25.154   78840   -0.00476845   0.110288   0.046024
25.2361   78334   -0.0329575   -0.0832989   -0.0262725
25.3994   39610   0.0038184   0.19594   -0.00990102
25.4807   157018   -0.0279191   -0.0423762   -0.0763338
25.5617   97420   -0.0257072   0.00188229   -0.0947463
25.6425   19356   -0.0494761   0.0607778   -0.0791786
25.723   98300   -0.0270675   -0.0828511   0.0104737
25.8032   78494   -0.0429492   -0.0521112   -0.119052
25.8833   96864   -0.0365016   0.0146701   -0.0195507
26.0425   38886   -0.0418486   -0.0753895   -0.152155
26.1218   98980   0.00200318   -0.0427927   0.0654806
26.2009   157280   -0.0104543   -0.0380755   0.00605062
26.2797   97866   -0.0226444   -0.128463   -0.0668617
26.3582   19602   -0.0423964   -0.0642497   -0.0950662
26.4365   157588   -0.0137339   0.033364   -0.0763186
26.5146   117804   -0.0132462   -0.0468733   -0.027882
26.6702   19646   -0.0100719   0.347556   0.126007
26.7476   39132   0.000718967   0.0455017   -0.101493
26.8248   97946   -0.00724327   -0.100467   0.0650469
26.9017   97550   -0.0108519   0.0561504   -0.000955235
26.9785   78500   -0.0295082   -0.0203529   -0.015089
27.055   116918   -0.0324076   -0.0764114   -0.018186
27.1313   117816   -0.0209811   -0.010997   -0.0693594
27.2833   39090   -0.0196378   -0.0905622   0.0925843
27.359   196344   -0.0260179   -0.0514094   -0.00537384
27.4345   118056   -0.021427   -0.0658262   -0.050795
27.5098   38898   -0.013873   0.0339697   0.0538864
27.6597   156762   -0.0228462   -0.0202077   -0.0601997
27.7343   38888   -0.0408342   -0.0646883   -0.0710702
27.8831   6496   -0.0250947   -0.366428   0.00343422
27.9571   59662   -0.0278902   0.000769032   -0.0503551
28.031   215380   -0.0164591   -0.0397975   -0.00797656
28.1046   137996   -0.0120042   -0.103326   -0.0257904
28.1781   118634   -0.00429886   -0.00192754   -0.0899799
28.2514   97538   -0.00339057   -0.0293908   -0.0313291
28.3974   99000   -0.00727796   -0.0853467   -0.0982753
28.4701   118344   -0.00669579   -0.0747159   -0.121576
28.5427   79178   -0.0360821   -0.0366934   -0.0630501
28.615   78110   -0.0231609   -0.0474584   -0.0496038
28.6872   39542   -0.000505684   0.0169031   -0.105719
28.7592   118898   -0.00266499   0.0258181   -0.0332417
28.831   196650   -0.0164916   -0.0199564   -0.0985553
28.9741   40216   -0.0265236   0.0172136   0.0229289
29.0453   195990   -0.0158267   -0.0237063   -0.0427414
29.1164   78312   -0.0257361   -0.0750009   -0.0926631
29.1874   58650   -0.0282931   -0.0504406   -0.0104691
29.2581   78838   -0.00178328   0.0506913   -0.0264841
29.3287   78304   -0.00340201   -0.00113395   -0.0817611
29.3991   57864   -0.00617878   0.00880079   -0.0641746
29.5395   78574   -0.00823744   -0.0319438   -0.0320621
29.6094   78538   -0.027792   -0.0447602   -0.0175186
29.6791   118790   -0.0242571   -0.022974   -0.00178364
29.7487   78180   -0.0208756   -0.0834425   -0.00844244
29.8874   196444   -0.0154457   -0.0507517   0.00508114
29.9565   118156   -0.0106585   -0.0975216   -0.0203809
30.0942   39264   -0.0328489   -0.145765   -0.071193
