 the MSID is calculated for 7200 chains of length 100
n  MSID(n)  MSID(n)/n  MSIDx(n)  MSIDy(n)  MSIDz(n)
1 0.247428 0.247428 0.0823222 0.0826646 0.0824413
2 0.894637 0.447318 0.297344 0.29946 0.297833
3 1.85899 0.619664 0.617387 0.623354 0.618252
4 3.07937 0.769842 1.02157 1.03395 1.02385
5 4.52109 0.904217 1.4994 1.51916 1.50253
6 6.16226 1.02704 2.04374 2.07211 2.04641
7 7.98752 1.14107 2.65135 2.68573 2.65043
8 9.99453 1.24932 3.31955 3.3576 3.31738
9 12.1968 1.3552 4.0517 4.09002 4.05509
10 14.598 1.4598 4.84981 4.88927 4.85888
11 17.1845 1.56223 5.71308 5.75052 5.7209
12 19.9651 1.66376 6.64103 6.6751 6.64899
13 22.9742 1.76725 7.63709 7.67461 7.66253
14 26.1894 1.87067 8.70067 8.73177 8.75694
15 29.5593 1.97062 9.8265 9.8402 9.89259
16 33.0412 2.06508 11.001 10.983 11.0572
17 36.6408 2.15534 12.2006 12.1805 12.2598
18 40.3218 2.2401 13.4128 13.4044 13.5046
19 44.0166 2.31666 14.638 14.6228 14.7558
20 47.6791 2.38395 15.8511 15.8286 15.9993
21 51.2919 2.44247 17.0432 17.0256 17.223
22 54.7829 2.49013 18.1763 18.1938 18.4128
23 58.1119 2.5266 19.2599 19.2933 19.5587
24 61.275 2.55313 20.3041 20.3292 20.6417
25 64.2459 2.56984 21.2866 21.2982 21.6611
26 67.0102 2.57732 22.1962 22.1779 22.6361
27 69.5771 2.57693 23.0403 22.9975 23.5393
28 71.9186 2.56852 23.8098 23.7312 24.3776
29 74.0143 2.55222 24.4948 24.3864 25.1332
30 75.8866 2.52955 25.0885 24.9654 25.8328
31 77.5393 2.50127 25.6063 25.4817 26.4513
32 78.9922 2.46851 26.055 25.9502 26.987
33 80.2572 2.43204 26.4335 26.3624 27.4612
34 81.3382 2.3923 26.7664 26.7091 27.8628
35 82.2319 2.34948 27.0363 26.9997 28.1959
36 83.0276 2.30632 27.2512 27.2602 28.5163
37 83.6739 2.26146 27.415 27.4735 28.7853
38 84.184 2.21537 27.5477 27.6395 28.9969
39 84.615 2.16962 27.6469 27.7867 29.1814
40 84.9609 2.12402 27.7419 27.8988 29.3202
41 85.3415 2.0815 27.8476 28.024 29.4699
42 85.6991 2.04045 27.967 28.1472 29.5849
43 86.1075 2.0025 28.0759 28.2849 29.7468
44 86.4933 1.96576 28.2024 28.3973 29.8936
45 86.856 1.93013 28.3012 28.5021 30.0527
46 87.2593 1.89694 28.4316 28.6188 30.2089
47 87.6339 1.86455 28.5417 28.7425 30.3496
48 88.1545 1.83655 28.6882 28.914 30.5523
49 88.7421 1.81106 28.8735 29.1004 30.7683
50 89.304 1.78608 29.0416 29.2683 30.9941
51 89.8699 1.76216 29.2018 29.4595 31.2086
52 90.5042 1.74047 29.378 29.6797 31.4465
53 91.1626 1.72005 29.572 29.8916 31.699
54 91.8241 1.70045 29.7753 30.1164 31.9324
55 92.5713 1.68311 29.9938 30.3831 32.1944
56 93.3852 1.66759 30.2425 30.7085 32.4343
57 94.2668 1.6538 30.4998 31.0893 32.6777
58 95.1649 1.64077 30.7226 31.4728 32.9695
59 96.1807 1.63018 30.9871 31.8701 33.3236
60 97.3762 1.62294 31.3038 32.3936 33.6789
61 98.5842 1.61614 31.655 32.867 34.0622
62 99.7729 1.60924 32.0622 33.2964 34.4143
63 101.027 1.6036 32.5535 33.7016 34.7717
64 102.174 1.59647 33.0203 34.0617 35.0918
65 103.253 1.58851 33.4668 34.41 35.3766
66 104.382 1.58154 33.888 34.762 35.7316
67 105.615 1.57635 34.3483 35.134 36.1329
68 106.866 1.57156 34.7982 35.5421 36.5258
69 108.165 1.5676 35.2682 35.9846 36.9119
70 109.43 1.56328 35.7016 36.3992 37.329
71 110.614 1.55795 36.0994 36.8007 37.714
72 111.778 1.55247 36.4299 37.2205 38.1276
73 113.035 1.54843 36.8461 37.6211 38.5678
74 114.247 1.54388 37.2445 38 39.0028
75 115.389 1.53852 37.5908 38.4772 39.3211
76 116.461 1.53238 37.974 38.8691 39.6179
77 117.53 1.52636 38.2743 39.2582 39.9973
78 118.699 1.52178 38.7164 39.596 40.3868
79 119.918 1.51795 39.2856 39.9476 40.6849
80 121.073 1.51341 39.829 40.3374 40.9068
81 122.247 1.50923 40.3824 40.7215 41.1436
82 123.429 1.50523 40.9465 41.1462 41.336
83 124.667 1.50202 41.5218 41.6831 41.4626
84 126.215 1.50256 42.2624 42.3032 41.6498
85 127.964 1.50546 42.9543 43.0514 41.9585
86 129.479 1.50557 43.5397 43.6938 42.2459
87 131.223 1.50831 44.2686 44.386 42.5684
88 133.295 1.51471 44.937 45.0352 43.3226
89 135.295 1.52017 45.4335 45.7542 44.1073
90 137.195 1.52439 45.6981 46.3193 45.1777
91 138.661 1.52374 45.946 47.0173 45.6973
92 140.192 1.52382 46.2584 47.504 46.4293
93 141.295 1.51931 46.6218 47.5496 47.124
94 142.65 1.51755 47.3618 47.5317 47.7566
95 144.436 1.52037 48.505 47.7342 48.1964
96 146.932 1.53054 49.4878 48.5478 48.8963
97 149.526 1.54151 50.1956 49.6645 49.6661
98 152.138 1.55243 51.0551 50.7796 50.3031
99 157.131 1.58718 53.2234 52.8551 51.0525
