 the MSID is calculated for 7200 chains of length 100
n  MSID(n)  MSID(n)/n  MSIDx(n)  MSIDy(n)  MSIDz(n)
1 0.247417 0.247417 0.0838492 0.08296 0.0806081
2 0.931063 0.465532 0.31598 0.312436 0.302647
3 2.00018 0.666728 0.679615 0.671601 0.648969
4 3.4056 0.8514 1.15835 1.14378 1.10347
5 5.0982 1.01964 1.73551 1.71248 1.65021
6 7.02495 1.17082 2.39316 2.35932 2.27247
7 9.1295 1.30421 3.11301 3.06578 2.95072
8 11.3569 1.41962 3.87529 3.81201 3.66965
9 13.664 1.51822 4.66514 4.58514 4.41374
10 16.0049 1.60049 5.46668 5.3703 5.16791
11 18.3367 1.66697 6.26576 6.15264 5.9183
12 20.6342 1.71952 7.05307 6.92065 6.66046
13 22.8889 1.76068 7.83086 7.67073 7.38727
14 25.086 1.79186 8.59113 8.40356 8.09133
15 27.219 1.8146 9.3266 9.11685 8.7755
16 29.2838 1.83024 10.0362 9.80861 9.43904
17 31.2951 1.84089 10.7277 10.4763 10.0912
18 33.2522 1.84735 11.3996 11.1269 10.7258
19 35.1489 1.84994 12.0537 11.7558 11.3393
20 36.9892 1.84946 12.6857 12.3682 11.9353
21 38.786 1.84695 13.3036 12.9631 12.5193
22 40.5332 1.84242 13.9034 13.541 13.0888
23 42.2352 1.83631 14.4901 14.1017 13.6433
24 43.8989 1.82912 15.0661 14.6471 14.1856
25 45.5105 1.82042 15.6252 15.176 14.7093
26 47.0795 1.81075 16.1652 15.6929 15.2214
27 48.6062 1.80023 16.688 16.1949 15.7232
28 50.084 1.78872 17.1915 16.6804 16.2121
29 51.529 1.77686 17.682 17.154 16.693
30 52.9437 1.76479 18.1641 17.6164 17.1633
31 54.3153 1.75211 18.63 18.0642 17.6211
32 55.6552 1.73922 19.0925 18.5004 18.0623
33 56.9782 1.72661 19.5417 18.9328 18.5037
34 58.2884 1.71436 19.9927 19.3533 18.9424
35 59.5918 1.70262 20.4356 19.7761 19.3801
36 60.9047 1.6918 20.886 20.1958 19.8229
37 62.1719 1.68032 21.3269 20.6031 20.2418
38 63.4294 1.66919 21.7692 21.0008 20.6593
39 64.7063 1.65914 22.2186 21.408 21.0798
40 65.9704 1.64926 22.6595 21.8081 21.5028
41 67.1993 1.63901 23.0861 22.192 21.9211
42 68.4252 1.62917 23.504 22.5759 22.3453
43 69.6605 1.62001 23.9222 22.9622 22.7762
44 70.9003 1.61137 24.3443 23.3516 23.2044
45 72.1526 1.60339 24.77 23.7386 23.644
46 73.4025 1.59571 25.1985 24.1357 24.0683
47 74.673 1.58879 25.6344 24.5373 24.5012
48 75.9417 1.58212 26.0591 24.9496 24.933
49 77.2473 1.57647 26.5164 25.3688 25.3621
50 78.604 1.57208 26.9945 25.7989 25.8106
51 79.9907 1.56844 27.4724 26.2438 26.2745
52 81.3743 1.56489 27.9547 26.6836 26.736
53 82.7472 1.56127 28.4338 27.1438 27.1696
54 84.1471 1.55828 28.918 27.6073 27.6219
55 85.597 1.55631 29.4269 28.0863 28.0838
56 87.0769 1.55494 29.9489 28.5596 28.5684
57 88.5452 1.55343 30.4536 29.0363 29.0554
58 90.0072 1.55185 30.9823 29.4895 29.5354
59 91.4761 1.55044 31.5117 29.9553 30.009
60 92.9406 1.54901 32.0339 30.4261 30.4806
61 94.3902 1.54738 32.5445 30.8975 30.9481
62 95.8438 1.54587 33.0449 31.3623 31.4365
63 97.2241 1.54324 33.4959 31.8184 31.9098
64 98.5894 1.54046 33.9483 32.276 32.3651
65 99.9608 1.53786 34.3839 32.7482 32.8287
66 101.354 1.53567 34.8167 33.2297 33.3076
67 102.759 1.53371 35.2693 33.6967 33.7926
68 104.129 1.53131 35.714 34.1401 34.2748
69 105.469 1.52854 36.1469 34.579 34.7432
70 106.726 1.52466 36.5591 34.9779 35.1892
71 107.97 1.5207 36.9669 35.3614 35.6413
72 109.138 1.51581 37.362 35.6855 36.091
73 110.28 1.51068 37.7651 36.0096 36.5049
74 111.378 1.50511 38.1559 36.3336 36.8887
75 112.437 1.49916 38.5375 36.6412 37.2583
76 113.535 1.49388 38.9027 36.9994 37.6329
77 114.598 1.48828 39.2382 37.3665 37.9932
78 115.767 1.48419 39.6359 37.7406 38.3902
79 116.876 1.47944 39.9941 38.0783 38.8037
80 118.026 1.47532 40.3455 38.4402 39.2402
81 119.199 1.47159 40.657 38.8438 39.6979
82 120.381 1.46806 40.986 39.2544 40.1404
83 121.649 1.46565 41.3635 39.6662 40.6192
84 122.96 1.46381 41.7348 40.1476 41.0779
85 124.353 1.46297 42.1289 40.668 41.5559
86 125.895 1.46389 42.5648 41.2399 42.0902
87 127.595 1.46661 43.0537 41.8656 42.6761
88 129.296 1.46927 43.5646 42.4255 43.3058
89 131.185 1.47399 44.1508 43.0788 43.9555
90 133.183 1.47981 44.7549 43.7856 44.6427
91 135.397 1.48788 45.488 44.5193 45.3895
92 137.684 1.49656 46.2562 45.2581 46.1692
93 140.121 1.50668 47.1818 46.028 46.9111
94 142.51 1.51606 48.0848 46.7979 47.6273
95 145.012 1.52644 49.078 47.5922 48.3419
96 147.665 1.53817 50.2588 48.4592 48.9466
97 150.418 1.5507 51.2971 49.351 49.7697
98 152.786 1.55904 52.2468 50.1334 50.4054
99 153.464 1.55014 52.7453 50.9686 49.7502
