 the MSID is calculated for 7200 chains of length 100
n  MSID(n)  MSID(n)/n  MSIDx(n)  MSIDy(n)  MSIDz(n)
1 0.247497 0.247497 0.0840577 0.0839837 0.0794555
2 0.948165 0.474082 0.32229 0.322205 0.303669
3 2.06507 0.688356 0.702295 0.702744 0.660031
4 3.56049 0.890122 1.21143 1.21286 1.1362
5 5.39342 1.07868 1.83593 1.83845 1.71904
6 7.51543 1.25257 2.56013 2.56259 2.39271
7 9.87057 1.41008 3.36453 3.36623 3.13981
8 12.4005 1.55007 4.22985 4.22925 3.94145
9 15.0493 1.67214 5.13739 5.13296 4.77892
10 17.7599 1.77599 6.06918 6.0559 5.63479
11 20.475 1.86136 7.00493 6.97738 6.49266
12 23.1486 1.92905 7.92534 7.87927 7.34397
13 25.763 1.98177 8.82857 8.75517 8.17923
14 28.2882 2.02059 9.69984 9.59738 8.99099
15 30.7019 2.0468 10.5362 10.3986 9.76714
16 33.0023 2.06264 11.3341 11.1585 10.5098
17 35.2135 2.07139 12.1036 11.8818 11.2282
18 37.3324 2.07402 12.8416 12.5756 11.9153
19 39.3639 2.07179 13.5473 13.2373 12.5793
20 41.3317 2.06659 14.2358 13.8791 13.2169
21 43.2387 2.05899 14.9139 14.494 13.8308
22 45.0925 2.04966 15.5746 15.0919 14.4259
23 46.8907 2.03873 16.2149 15.6772 14.9987
24 48.6237 2.02599 16.834 16.2359 15.5537
25 50.3053 2.01221 17.4456 16.7727 16.087
26 51.9391 1.99766 18.0439 17.2918 16.6034
27 53.5243 1.98238 18.6222 17.7986 17.1035
28 55.0431 1.96582 19.1727 18.2831 17.5872
29 56.5145 1.94878 19.7009 18.7482 18.0654
30 57.9523 1.93174 20.2101 19.1987 18.5435
31 59.3651 1.915 20.7048 19.6404 19.0199
32 60.7374 1.89805 21.1853 20.0681 19.4841
33 62.0668 1.88081 21.6539 20.4832 19.9297
34 63.3585 1.86349 22.102 20.8913 20.3653
35 64.5793 1.84512 22.5181 21.2767 20.7845
36 65.7495 1.82637 22.9203 21.6461 21.1831
37 66.8719 1.80735 23.3064 22.0094 21.556
38 67.9514 1.78819 23.6722 22.3561 21.923
39 68.9966 1.76914 24.0259 22.6985 22.2722
40 69.9961 1.7499 24.3528 23.0239 22.6194
41 70.9964 1.73162 24.6841 23.3432 22.969
42 72.0092 1.7145 25.0069 23.6666 23.3357
43 73.0107 1.69792 25.321 23.9961 23.6937
44 74.0263 1.68241 25.6427 24.3271 24.0565
45 75.0502 1.66778 25.97 24.6469 24.4334
46 76.0922 1.65418 26.3047 24.9808 24.8068
47 77.179 1.64211 26.6539 25.3361 25.189
48 78.3002 1.63125 27.0013 25.7128 25.586
49 79.4362 1.62115 27.3604 26.0963 25.9796
50 80.5745 1.61149 27.7158 26.4819 26.3768
51 81.7098 1.60215 28.0832 26.8657 26.7609
52 82.8487 1.59324 28.4464 27.2405 27.1617
53 84.0026 1.58495 28.8137 27.6213 27.5676
54 85.1893 1.57758 29.1848 28.0091 27.9955
55 86.3747 1.57045 29.5395 28.4106 28.4245
56 87.5851 1.56402 29.9136 28.8008 28.8707
57 88.8038 1.55796 30.3007 29.2056 29.2976
58 90.0008 1.55174 30.6794 29.5951 29.7263
59 91.2151 1.54602 31.0656 29.9877 30.1619
60 92.4139 1.54023 31.4399 30.3677 30.6064
61 93.6374 1.53504 31.8339 30.7418 31.0617
62 94.8718 1.53019 32.241 31.1332 31.4976
63 96.0594 1.52475 32.6212 31.5332 31.905
64 97.29 1.52016 33.0122 31.9645 32.3134
65 98.5817 1.51664 33.4365 32.4138 32.7314
66 99.8337 1.51263 33.8414 32.8472 33.1451
67 101.067 1.50846 34.231 33.2636 33.5725
68 102.301 1.50443 34.5969 33.6882 34.016
69 103.538 1.50055 34.9758 34.1035 34.4588
70 104.843 1.49776 35.3808 34.5735 34.8887
71 106.084 1.49413 35.7797 35.0295 35.2743
72 107.221 1.48918 36.1569 35.4294 35.6348
73 108.244 1.48279 36.5377 35.7393 35.967
74 109.231 1.4761 36.9052 36.0467 36.2792
75 110.201 1.46934 37.2826 36.3577 36.5603
76 111.078 1.46155 37.6032 36.6232 36.8512
77 111.833 1.45237 37.8617 36.8363 37.1347
78 112.597 1.44355 38.1116 37.0521 37.4329
79 113.397 1.43541 38.3666 37.3095 37.7209
80 114.236 1.42796 38.6697 37.5769 37.9899
81 115.161 1.42175 39.0041 37.8772 38.2801
82 116.296 1.41824 39.3839 38.2797 38.632
83 117.533 1.41606 39.76 38.7171 39.0558
84 118.875 1.41518 40.2011 39.1954 39.479
85 120.281 1.41507 40.6393 39.6962 39.9456
86 121.764 1.41586 41.1072 40.197 40.4595
87 123.36 1.41793 41.6282 40.7764 40.9557
88 125.111 1.42172 42.1831 41.4173 41.5112
89 126.937 1.42626 42.7228 42.0802 42.134
90 128.985 1.43317 43.3516 42.825 42.8085
91 131.251 1.44232 43.985 43.6866 43.5791
92 133.617 1.45235 44.6754 44.5119 44.4293
93 136.061 1.46303 45.4102 45.3501 45.3011
94 138.804 1.47663 46.184 46.3197 46.2999
95 141.763 1.49224 47.0724 47.3259 47.3644
96 145.082 1.51127 47.967 48.5003 48.6151
97 148.446 1.53037 48.7679 49.9082 49.7698
98 152.356 1.55465 49.6703 51.4475 51.2379
99 155.815 1.57389 49.6786 53.4723 52.664
