Rg, Rgx, Rgy, Rgz 5.6071 3.30791 3.22736 3.17513
persistence length in the limit of N=100 is 0.536846
 the MSID is calculated for 7200 chains of length 100
n  MSID(n)  MSID(n)/n  MSIDx(n)  MSIDy(n)  MSIDz(n)
1 0.247482 0.247482 0.0856358 0.0822291 0.079617
2 0.932062 0.466031 0.323224 0.309613 0.299225
3 2.00991 0.669969 0.697942 0.667574 0.64439
4 3.44282 0.860704 1.19671 1.14341 1.1027
5 5.19532 1.03906 1.80736 1.72529 1.66267
6 7.23314 1.20552 2.51799 2.4018 2.31335
7 9.52285 1.36041 3.31707 3.16174 3.04404
8 12.0316 1.50395 4.19324 3.99407 3.84432
9 14.7271 1.63635 5.13516 4.8881 4.70388
10 17.5775 1.75775 6.1317 5.83328 5.61255
11 20.5516 1.86833 7.17181 6.81924 6.56056
12 23.6184 1.9682 8.24465 7.83558 7.53814
13 26.7479 2.05753 9.33963 8.87239 8.53592
14 29.9117 2.13655 10.4465 9.92024 9.54493
15 33.0829 2.20553 11.5561 10.9703 10.5566
16 36.2368 2.2648 12.6595 12.0141 11.5632
17 39.3506 2.31474 13.749 13.0439 12.5577
18 42.4045 2.3558 14.8175 14.0535 13.5335
19 45.3805 2.38845 15.8584 15.0371 14.485
20 48.2639 2.41319 16.8662 15.9897 15.4079
21 51.0422 2.43058 17.8362 16.9074 16.2986
22 53.7073 2.44124 18.766 17.7874 17.1539
23 56.2541 2.44583 19.6542 18.6277 17.9723
24 58.6777 2.4449 20.4987 19.4268 18.7521
25 60.9771 2.43908 21.2994 20.1848 19.4929
26 63.1521 2.42893 22.056 20.9016 20.1945
27 65.2042 2.41497 22.7687 21.5781 20.8574
28 67.1371 2.39775 23.4391 22.2158 21.4822
29 68.9546 2.37775 24.0686 22.8158 22.0702
30 70.6632 2.35544 24.6594 23.3798 22.6239
31 72.2697 2.33128 25.2138 23.9102 23.1457
32 73.7808 2.30565 25.7339 24.4086 23.6383
33 75.2039 2.27891 26.2227 24.8776 24.1036
34 76.5464 2.25137 26.6831 25.3196 24.5436
35 77.8156 2.2233 27.1181 25.7373 24.9602
36 79.0181 2.19495 27.5301 26.1331 25.3549
37 80.1604 2.1665 27.9216 26.509 25.7298
38 81.2493 2.13814 28.295 26.8678 26.0865
39 82.2912 2.11003 28.6523 27.2112 26.4277
40 83.2917 2.08229 28.9959 27.5403 26.7555
41 84.2576 2.05506 29.3278 27.8573 27.0726
42 85.1947 2.02844 29.6498 28.1646 27.3802
43 86.1079 2.00251 29.9631 28.4647 27.6801
44 87.0017 1.97731 30.2693 28.7597 27.9726
45 87.8812 1.95292 30.571 29.0502 28.26
46 88.7524 1.9294 30.8703 29.3382 28.544
47 89.6204 1.90682 31.169 29.6246 28.8268
48 90.4888 1.88518 31.4685 29.9111 29.1093
49 91.3616 1.86452 31.7699 30.1987 29.393
50 92.2448 1.8449 32.0759 30.4892 29.6797
51 93.14 1.82627 32.3867 30.7836 29.9696
52 94.0479 1.80861 32.7031 31.0829 30.2618
53 94.9713 1.79191 33.0262 31.3883 30.5568
54 95.911 1.77613 33.3559 31.7002 30.8549
55 96.867 1.76122 33.6918 32.0189 31.1563
56 97.8388 1.74712 34.0329 32.3442 31.4617
57 98.8255 1.73378 34.3781 32.6767 31.7707
58 99.8283 1.72118 34.7283 33.0167 32.0833
59 100.845 1.70924 35.0826 33.3638 32.3989
60 101.874 1.6979 35.4394 33.7171 32.7171
61 102.913 1.68709 35.7983 34.0762 33.038
62 103.962 1.6768 36.1589 34.4409 33.3621
63 105.021 1.667 36.5199 34.8107 33.6904
64 106.087 1.65761 36.8806 35.1846 34.0219
65 107.159 1.64859 37.2409 35.5618 34.3559
66 108.232 1.63988 37.6003 35.9408 34.691
67 109.304 1.6314 37.9584 36.3199 35.0256
68 110.37 1.62309 38.3145 36.697 35.3584
69 111.427 1.61488 38.6682 37.0692 35.6894
70 112.469 1.6067 39.0177 37.4351 36.0162
71 113.496 1.59853 39.3638 37.7931 36.3389
72 114.505 1.59035 39.7046 38.1432 36.6572
73 115.499 1.58218 40.0402 38.4858 36.9729
74 116.48 1.57405 40.37 38.8213 37.2883
75 117.449 1.56599 40.6955 39.1504 37.603
76 118.416 1.5581 41.0202 39.4765 37.919
77 119.389 1.55051 41.3466 39.8029 38.2398
78 120.381 1.54334 41.6785 40.1344 38.5679
79 121.4 1.53671 42.0216 40.4717 38.9068
80 122.463 1.53079 42.3828 40.8183 39.2621
81 123.587 1.52576 42.7704 41.1794 39.637
82 124.789 1.52182 43.1908 41.5615 40.037
83 126.085 1.5191 43.6477 41.9694 40.4682
84 127.492 1.51776 44.1455 42.4091 40.937
85 129.027 1.51797 44.6921 42.8868 41.4483
86 130.709 1.51987 45.292 43.4087 42.0079
87 132.549 1.52355 45.9495 43.981 42.6183
88 134.558 1.52907 46.6675 44.6105 43.2806
89 136.748 1.5365 47.4515 45.3008 43.9958
90 139.122 1.5458 48.3034 46.0568 44.7623
91 141.681 1.55693 49.221 46.8781 45.5817
92 144.424 1.56983 50.2013 47.7624 46.4604
93 147.342 1.58433 51.2432 48.7044 47.3947
94 150.433 1.60035 52.3467 49.7032 48.3834
95 153.686 1.61774 53.5045 50.7535 49.4278
96 157.084 1.63629 54.7137 51.8526 50.5176
97 160.609 1.65577 55.9676 52.9886 51.6531
98 164.237 1.67589 57.2589 54.1546 52.8239
99 167.907 1.69603 58.5592 55.3361 54.0119
