clustersize volume vol_Vtot Ncluster pdf1 volume_pdf volume_pdf_x_cryst
3.0 26.30432063808218 9.1552734375e-05 333 0.6594059405940594 0.03186806175832589 0.015245449474055673
5.0 43.84053439680364 0.000152587890625 30 0.0594059405940594 0.00478499425800689 0.0022891065276359865
7.0 61.37674815552509 0.000213623046875 9 0.01782178217821782 0.002009697588362894 0.0009614247416071145
9.0 78.91296191424655 0.000274658203125 2 0.0039603960396039604 0.0005741993109608268 0.00027469278331631843
12.0 105.21728255232873 0.0003662109375 8 0.007920792079207921 0.001531198162562205 0.0007325140888435157
17.0 149.05781694913236 0.000518798828125 8 0.005280528052805281 0.0014461315979754155 0.0006918188616855425
30.0 263.04320638082186 0.0009155273437500001 19 0.0037623762376237622 0.0018182978180426184 0.0008698604805016751
50.0 438.4053439680364 0.00152587890625 11 0.0021782178217821784 0.0017544978946025267 0.0008393390601331952
70.0 613.7674815552509 0.00213623046875 7 0.001386138613861386 0.001563098124282251 0.0007477747990277557
90.0 789.1296191424655 0.00274658203125 3 0.000594059405940594 0.0008612989664412402 0.0004120391749744776
110.0 964.4917567296801 0.00335693359375 3 0.000594059405940594 0.0010526987367615159 0.0005036034360799171
130.0 1139.8538943168946 0.00396728515625 6 0.001188118811881188 0.0024881970141635832 0.0011903353943707132
170.0 1490.5781694913237 0.00518798828125 17 0.0011221122112211222 0.0030730296456977584 0.0014701150810817781
300.0 2630.432063808218 0.0091552734375 27 0.0005346534653465347 0.002583896899323721 0.001236117524923433
500.0 4384.053439680364 0.015258789062500002 9 0.0001782178217821782 0.0014354982774020671 0.0006867319582907961
700.0 6137.674815552509 0.0213623046875 4 7.920792079207921e-05 0.0008931989281612862 0.00042729988515871755
900.0 7891.296191424655 0.0274658203125 1 1.9801980198019803e-05 0.0002870996554804134 0.00013734639165815922
1100.0 9644.917567296801 0.0335693359375 3 5.9405940594059404e-05 0.0010526987367615159 0.0005036034360799171
1300.0 11398.538943168945 0.0396728515625 2 3.9603960396039605e-05 0.0008293990047211943 0.00039677846479023774
1700.0 14905.781694913238 0.0518798828125 2 1.3201320132013202e-05 0.00036153289949385393 0.00017295471542138566
