clustersize volume vol_Vtot Ncluster pdf1 volume_pdf volume_pdf_x_cryst
3.0 26.317713096097954 9.1552734375e-05 334 0.6485436893203883 0.03188645621181263 0.015259572973001465
5.0 43.86285516016326 0.000152587890625 29 0.05631067961165048 0.004614307535641548 0.002208221637809593
7.0 61.40799722422856 0.000213623046875 14 0.027184466019417475 0.003118635437881874 0.0014924532448644145
9.0 78.95313928829387 0.000274658203125 8 0.015533980582524271 0.002291242362525458 0.0010964962615330391
11.0 96.49828135235916 0.000335693359375 1 0.001941747572815534 0.000350050916496945 0.00016752026217865877
13.0 114.04342341642447 0.000396728515625 4 0.007766990291262136 0.001654786150712831 0.0007919139666627506
17.0 149.13370754455508 0.000518798828125 8 0.005177993527508091 0.0014426340801086217 0.000690386535039321
30.0 263.1771309609795 0.00091552734375 19 0.0036893203883495143 0.0018139002036659877 0.0008680595403803228
50.0 438.6285516016326 0.00152587890625 12 0.0023300970873786405 0.0019093686354378818 0.000913746884610866
70.0 614.0799722422856 0.00213623046875 7 0.0013592233009708738 0.001559317718940937 0.0007462266224322072
90.0 789.5313928829386 0.00274658203125 6 0.0011650485436893203 0.0017184317718940936 0.0008223721961497794
110.0 964.9828135235916 0.00335693359375 1 0.0001941747572815534 0.000350050916496945 0.00016752026217865877
130.0 1140.4342341642446 0.00396728515625 5 0.000970873786407767 0.0020684826883910386 0.0009898924583284382
170.0 1491.3370754455507 0.00518798828125 20 0.0012944983818770227 0.0036065852002715544 0.0017259663375983024
300.0 2631.7713096097955 0.0091552734375 24 0.0004660194174757281 0.002291242362525458 0.0010964962615330391
500.0 4386.285516016325 0.015258789062499998 10 0.0001941747572815534 0.0015911405295315683 0.0007614557371757218
700.0 6140.799722422856 0.0213623046875 4 7.766990291262136e-05 0.0008910386965376783 0.00042641521281840415
900.0 7895.313928829386 0.0274658203125 2 3.883495145631068e-05 0.0005728105906313645 0.0002741240653832598
1100.0 9649.828135235917 0.0335693359375 2 3.883495145631068e-05 0.00070010183299389 0.00033504052435731754
1300.0 11404.342341642447 0.0396728515625 1 1.941747572815534e-05 0.00041369653767820775 0.00019797849166568765
1700.0 14913.370754455507 0.0518798828125 3 1.941747572815534e-05 0.0005409877800407332 0.0002588949506397454
