clustersize volume vol_Vtot Ncluster pdf1 volume_pdf volume_pdf_x_cryst
3.0 26.21512519895513 9.1552734375e-05 300 0.6451612903225806 0.026650873556411016 0.01377194952181115
5.0 43.69187533159188 0.000152587890625 31 0.06666666666666667 0.0045898726680485636 0.0023718357509785867
7.0 61.16862546422863 0.000213623046875 7 0.015053763440860216 0.001450992004737933 0.0007498061406319403
9.0 78.64537559686539 0.000274658203125 6 0.012903225806451613 0.001599052413384661 0.000826316971308669
12.0 104.86050079582051 0.0003662109375 5 0.005376344086021506 0.0008883624518803672 0.0004590649840603716
17.0 148.5523761274124 0.000518798828125 8 0.005734767025089606 0.0013424143717303326 0.0006936981981356727
30.0 262.15125198955127 0.00091552734375 14 0.003010752688172043 0.0012437074326325142 0.0006426909776845204
50.0 436.9187533159188 0.00152587890625 8 0.0017204301075268817 0.0011844832691738228 0.0006120866454138288
70.0 611.6862546422864 0.00213623046875 6 0.0012903225806451613 0.0012437074326325142 0.0006426909776845204
90.0 786.4537559686538 0.00274658203125 9 0.001935483870967742 0.0023985786200769912 0.0012394754569630033
110.0 961.2212572950214 0.00335693359375 3 0.0006451612903225806 0.000977198697068404 0.0005049714824664088
130.0 1135.9887586213888 0.00396728515625 6 0.0012903225806451613 0.0023097423748889546 0.0011935689585569661
170.0 1485.523761274124 0.00518798828125 12 0.0008602150537634409 0.002013621557595499 0.0010405472972035092
300.0 2621.512519895513 0.0091552734375 31 0.0006666666666666666 0.0027539236008291383 0.001423101450587152
500.0 4369.187533159188 0.0152587890625 3 6.451612903225807e-05 0.0004441812259401836 0.0002295324920301858
700.0 6116.8625464228635 0.0213623046875 5 0.00010752688172043011 0.001036422860527095 0.0005355758147371002
900.0 7864.537559686539 0.0274658203125 1 2.1505376344086024e-05 0.00026650873556411015 0.0001377194952181115
1100.0 9612.212572950213 0.0335693359375 2 4.301075268817205e-05 0.0006514657980456026 0.0003366476549776059
1300.0 11359.887586213888 0.0396728515625 3 6.451612903225807e-05 0.0011548711874444773 0.0005967844792784831
1700.0 14855.237612741239 0.0518798828125 3 2.1505376344086024e-05 0.0005034053893988748 0.0002601368243008773
3000.0 26215.125198955127 0.091552734375 1 2.1505376344086023e-06 8.883624518803672e-05 4.590649840603716e-05
