clustersize volume vol_Vtot Ncluster pdf1 volume_pdf volume_pdf_x_cryst
3.0 24.01981056711892 8.347942232239749e-05 420 0.6741573033707865 0.03707845329880525 0.017222181664124918
5.0 40.033017611864864 0.00013913237053732915 43 0.06902086677367576 0.006326878935907245 0.002938705601418141
7.0 56.04622465661082 0.00019478531875226083 13 0.02086677367576244 0.0026778882938026014 0.0012438242312979109
9.0 72.05943170135676 0.00025043826696719246 6 0.009630818619582664 0.0015890765699487965 0.000738093499891068
12.0 96.07924226847568 0.00033391768928958996 14 0.011235955056179775 0.002471896886587017 0.0011481454442749948
17.0 136.11225988034056 0.00047305005982691917 6 0.0032102728731942215 0.0010005296921899829 0.00046472553696845015
30.0 240.1981056711892 0.0008347942232239749 20 0.0032102728731942215 0.0017656406332764404 0.0008201038887678532
50.0 400.3301761186487 0.0013913237053732918 10 0.0016051364365971107 0.0014713671943970337 0.0006834199073065445
70.0 560.4622465661081 0.001947853187522608 7 0.0011235955056179774 0.001441939850509093 0.0006697515091604135
90.0 720.5943170135677 0.002504382669671925 7 0.0011235955056179774 0.0018539226649402622 0.0008611090832062458
110.0 880.7263874610271 0.0030609121518212416 4 0.0006420545746388443 0.0012948031310693897 0.0006014095184297591
130.0 1040.8584579084866 0.0036174416339705582 1 0.00016051364365971107 0.00038255547054322876 0.00017768917589970154
170.0 1361.1225988034055 0.0047305005982691915 19 0.0010165864098448368 0.003168344025268279 0.0014716308670667587
300.0 2401.981056711892 0.008347942232239749 32 0.0005136436597110754 0.002825025013242305 0.0013121662220285653
500.0 4003.3017611864866 0.013913237053732916 8 0.00012841091492776885 0.001177093755517627 0.0005467359258452355
700.0 5604.622465661081 0.019478531875226083 3 4.8154093097913324e-05 0.0006179742216467542 0.0002870363610687487
900.0 7205.943170135676 0.02504382669671925 2 3.2102728731942213e-05 0.0005296921899829322 0.000246031166630356
1100.0 8807.263874610271 0.030609121518212417 3 4.8154093097913324e-05 0.0009711023483020422 0.0004510571388223193
1300.0 10408.584579084865 0.03617441633970558 2 3.2102728731942213e-05 0.0007651109410864575 0.0003553783517994031
1700.0 13611.225988034055 0.04730500598269192 1 5.3504547886570364e-06 0.0001667549486983305 7.745425616140838e-05
3000.0 24019.81056711892 0.0834794223223975 1 1.6051364365971107e-06 8.828203166382203e-05 4.1005194438392665e-05
