clustersize volume vol_Vtot Ncluster pdf1 volume_pdf volume_pdf_x_cryst
3.0 26.2390447585125 9.1552734375e-05 300 0.6550218340611353 0.027177195313443654 0.013737057067155983
5.0 43.7317412641875 0.000152587890625 22 0.048034934497816595 0.0033216572049764464 0.0016789736415412867
7.0 61.2244377698625 0.000213623046875 8 0.017467248908296942 0.0016910254861698273 0.0008547502175119278
9.0 78.71713427553749 0.000274658203125 6 0.013100436681222707 0.001630631718806619 0.0008242234240293588
12.0 104.95617903405 0.0003662109375 3 0.0032751091703056767 0.000543543906268873 0.00027474114134311967
17.0 148.6879202982375 0.000518798828125 15 0.010917030567685589 0.002566735112936345 0.001297388723009176
30.0 262.390447585125 0.00091552734375 14 0.003056768558951965 0.0012682691146273703 0.0006410626631339457
50.0 437.31741264187497 0.00152587890625 6 0.0013100436681222707 0.0009059065104481218 0.0004579019022385327
70.0 612.2443776986249 0.00213623046875 8 0.0017467248908296944 0.0016910254861698273 0.0008547502175119278
90.0 787.171342755375 0.00274658203125 6 0.0013100436681222707 0.001630631718806619 0.0008242234240293588
110.0 962.098307812125 0.00335693359375 3 0.0006550218340611354 0.0009964971614929339 0.000503692092462386
130.0 1137.025272868875 0.00396728515625 5 0.001091703056768559 0.0019627974393042636 0.0009921207881834874
170.0 1486.8792029823749 0.00518798828125 16 0.0011644832605531294 0.0027378507871321013 0.0013838813045431212
300.0 2623.90447585125 0.0091552734375 26 0.0005676855895196507 0.0023553569271651167 0.0011905449458201852
500.0 4373.174126418749 0.015258789062499998 5 0.0001091703056768559 0.0007549220920401014 0.0003815849185321106
700.0 6122.44377698625 0.0213623046875 4 8.733624454148472e-05 0.0008455127430849137 0.0004273751087559639
900.0 7871.71342755375 0.0274658203125 1 2.183406113537118e-05 0.0002717719531344365 0.00013737057067155983
1100.0 9620.98307812125 0.0335693359375 3 6.550218340611354e-05 0.0009964971614929339 0.000503692092462386
1300.0 11370.252728688749 0.0396728515625 3 6.550218340611354e-05 0.0011776784635825583 0.0005952724729100926
1700.0 14868.79202982375 0.0518798828125 2 1.455604075691412e-05 0.00034223134839151266 0.00017298516306789015
3000.0 26239.0447585125 0.091552734375 1 2.1834061135371177e-06 9.059065104481218e-05 4.579019022385327e-05
