clustersize volume vol_Vtot Ncluster pdf1 volume_pdf volume_pdf_x_cryst
3.0 26.226057217507673 9.1552734375e-05 328 0.657314629258517 0.02932935916542474 0.01499048179023845
5.0 43.71009536251279 0.000152587890625 38 0.07615230460921844 0.005663189269746647 0.002894503597708644
7.0 61.194133507517904 0.000213623046875 6 0.012024048096192385 0.0012518628912071535 0.0006398376373882265
9.0 78.67817165252302 0.000274658203125 3 0.006012024048096192 0.000804769001490313 0.0004113241954638599
12.0 104.90422887003069 0.0003662109375 12 0.012024048096192385 0.0021460506706408346 0.0010968645212369598
17.0 148.61432423254348 0.000518798828125 7 0.004676018704074816 0.0011823149528067563 0.0006042911019777696
30.0 262.26057217507673 0.00091552734375 13 0.0026052104208416833 0.0011624441132637854 0.0005941349490033532
50.0 437.1009536251279 0.00152587890625 6 0.0012024048096192384 0.0008941877794336811 0.0004570268838487332
70.0 611.941335075179 0.00213623046875 8 0.0016032064128256513 0.001669150521609538 0.0008531168498509687
90.0 786.7817165252302 0.00274658203125 8 0.0016032064128256513 0.0021460506706408346 0.0010968645212369598
110.0 961.6220979752813 0.00335693359375 6 0.0012024048096192384 0.0019672131147540984 0.0010054591444672131
130.0 1136.4624794253325 0.00396728515625 4 0.0008016032064128256 0.0015499254843517139 0.000792179932004471
170.0 1486.1432423254348 0.00518798828125 12 0.0008016032064128256 0.0020268256333830104 0.001035927603390462
300.0 2622.6057217507673 0.0091552734375 29 0.0005811623246492985 0.002593144560357675 0.0013253779631613263
500.0 4371.009536251278 0.015258789062499998 4 8.016032064128257e-05 0.0005961251862891207 0.0003046845892324888
700.0 6119.413350751791 0.0213623046875 6 0.00012024048096192384 0.0012518628912071535 0.0006398376373882265
900.0 7867.8171652523015 0.0274658203125 1 2.0040080160320643e-05 0.0002682563338301043 0.00013710806515461997
1100.0 9616.220979752814 0.0335693359375 2 4.0080160320641287e-05 0.0006557377049180328 0.0003351530481557377
1300.0 11364.624794253325 0.0396728515625 1 2.0040080160320643e-05 0.00038748137108792846 0.00019804498300111774
1700.0 14861.432423254348 0.0518798828125 2 1.3360053440213762e-05 0.00033780427223050174 0.000172654600565077
3000.0 26226.057217507674 0.091552734375 2 4.008016032064128e-06 0.00017883755588673621 9.140537676974665e-05
