clustersize volume vol_Vtot Ncluster pdf1 volume_pdf volume_pdf_x_cryst
3.0 24.393559669841757 7.632810909831059e-05 430 0.6946688206785138 0.00080625 0.00035590366120496645
5.0 40.655932783069595 0.000127213515163851 39 0.0630048465266559 0.000121875 5.3799390647262366e-05
7.0 56.91830589629743 0.0001780989212293914 7 0.011308562197092083 3.0625e-05 1.3518821239568493e-05
9.0 73.18067900952528 0.0002289843272949318 8 0.012924071082390954 4.5e-05 1.9864390392835336e-05
12.0 97.57423867936703 0.00030531243639324236 6 0.004846526655896607 2.25e-05 9.932195196417668e-06
17.0 138.23017146243663 0.0004325259515570934 7 0.003769520732364028 2.479166666666667e-05 1.0943807670126876e-05
30.0 243.93559669841756 0.0007632810909831059 12 0.0019386106623586429 2.25e-05 9.932195196417668e-06
50.0 406.55932783069596 0.0012721351516385099 9 0.0014539579967689823 2.8125e-05 1.2415243995522085e-05
70.0 569.1830589629743 0.0017809892122939138 13 0.00210016155088853 5.6875e-05 2.5106382302055772e-05
90.0 731.8067900952527 0.002289843272949318 7 0.0011308562197092083 3.9374999999999995e-05 1.7381341593730917e-05
110.0 894.4305212275311 0.0027986973336047217 9 0.0014539579967689823 6.1875e-05 2.7313536790148587e-05
130.0 1057.0542523598094 0.0033075513942601256 7 0.0011308562197092083 5.6875e-05 2.5106382302055772e-05
170.0 1382.3017146243662 0.004325259515570934 11 0.0005923532579429187 3.895833333333333e-05 1.7197412053056516e-05
300.0 2439.3559669841757 0.00763281090983106 30 0.0004846526655896607 5.625e-05 2.483048799104417e-05
500.0 4065.5932783069593 0.012721351516385098 6 9.693053311793215e-05 1.875e-05 8.276829330348056e-06
700.0 5691.830589629743 0.01780989212293914 5 8.077544426494346e-05 2.1875e-05 9.656300885406067e-06
900.0 7318.067900952527 0.02289843272949318 8 0.00012924071082390953 4.5e-05 1.9864390392835336e-05
1100.0 8944.30521227531 0.027986973336047216 2 3.231017770597738e-05 1.375e-05 6.069674842255242e-06
1300.0 10570.542523598095 0.033075513942601255 2 3.231017770597738e-05 1.625e-05 7.173252086301648e-06
