clustersize volume vol_Vtot Ncluster pdf1 volume_pdf volume_pdf_x_cryst
3.0 24.39694099234538 7.632810909831056e-05 411 0.6804635761589404 0.000770625 0.0003398051565998372
5.0 40.66156832057564 0.00012721351516385097 35 0.057947019867549666 0.000109375 4.822863130979035e-05
7.0 56.92619564880589 0.00017809892122939132 9 0.014900662251655629 3.9375e-05 1.736230727152453e-05
9.0 73.19082297703615 0.00022898432729493172 6 0.009933774834437087 3.375e-05 1.4881977661306738e-05
12.0 97.58776396938153 0.00030531243639324226 8 0.006622516556291391 3e-05 1.3228424587828212e-05
17.0 138.24933228995715 0.0004325259515570932 13 0.007174392935982339 4.604166666666666e-05 2.0301957179930796e-05
30.0 243.9694099234538 0.0007632810909831057 14 0.0023178807947019865 2.625e-05 1.1574871514349685e-05
50.0 406.61568320575634 0.0012721351516385095 8 0.0013245033112582781 2.5e-05 1.102368715652351e-05
70.0 569.2619564880589 0.0017809892122939133 11 0.0018211920529801326 4.8125e-05 2.1220597776307756e-05
90.0 731.9082297703615 0.002289843272949317 8 0.0013245033112582781 4.5e-05 1.984263688174232e-05
110.0 894.554503052664 0.002798697333604721 9 0.001490066225165563 6.1875e-05 2.7283625712395687e-05
130.0 1057.2007763349666 0.0033075513942601247 5 0.0008278145695364238 4.0625e-05 1.7913491629350704e-05
170.0 1382.4933228995717 0.004325259515570933 11 0.0006070640176600441 3.895833333333333e-05 1.7178579152249135e-05
300.0 2439.694099234538 0.007632810909831056 32 0.0005298013245033113 6e-05 2.6456849175656423e-05
500.0 4066.1568320575634 0.012721351516385095 4 6.622516556291391e-05 1.25e-05 5.511843578261755e-06
700.0 5692.619564880589 0.017809892122939132 9 0.0001490066225165563 3.9375e-05 1.736230727152453e-05
900.0 7319.082297703614 0.02289843272949317 6 9.933774834437086e-05 3.375e-05 1.4881977661306738e-05
1100.0 8945.54503052664 0.02798697333604721 3 4.966887417218543e-05 2.0625e-05 9.094541904131895e-06
1300.0 10572.007763349666 0.03307551394260125 1 1.6556291390728477e-05 8.125e-06 3.58269832587014e-06
