clustersize volume vol_Vtot Ncluster pdf1 volume_pdf volume_pdf_x_cryst
3.0 24.466799032384177 7.63281090983106e-05 466 0.6734104046242775 0.00087375 0.00036151339558314674
5.0 40.777998387306965 0.00012721351516385102 44 0.06358381502890173 0.0001375 5.689052004884999e-05
7.0 57.08919774222974 0.00017809892122939142 17 0.024566473988439308 7.4375e-05 3.0772599480968856e-05
9.0 73.40039709715253 0.00022898432729493185 11 0.015895953757225433 6.1875e-05 2.5600734021982494e-05
12.0 97.86719612953671 0.0003053124363932424 9 0.006502890173410405 3.375e-05 1.3964036739263179e-05
17.0 138.64519451684367 0.0004325259515570935 7 0.0033718689788053953 2.479166666666667e-05 1.0257533160322954e-05
30.0 244.66799032384176 0.0007632810909831061 20 0.002890173410404624 3.75e-05 1.5515596376959087e-05
50.0 407.7799838730696 0.00127213515163851 7 0.0010115606936416184 2.1875e-05 9.050764553226135e-06
70.0 570.8919774222975 0.0017809892122939144 15 0.002167630057803468 6.5625e-05 2.7152293659678402e-05
90.0 734.0039709715253 0.0022898432729493183 13 0.001878612716763006 7.3125e-05 3.0255412935070222e-05
110.0 897.1159645207532 0.0027986973336047226 7 0.0010115606936416184 4.8125e-05 1.9911682017097494e-05
130.0 1060.227958069981 0.0033075513942601264 5 0.000722543352601156 4.0625e-05 1.6808562741705677e-05
170.0 1386.4519451684366 0.004325259515570935 11 0.0005298651252408478 3.895833333333333e-05 1.6118980680507494e-05
300.0 2446.679903238418 0.0076328109098310615 36 0.0005202312138728323 6.75e-05 2.7928073478526358e-05
500.0 4077.799838730696 0.012721351516385102 8 0.00011560693641618497 2.5e-05 1.0343730917972725e-05
700.0 5708.919774222974 0.017809892122939142 12 0.00017341040462427745 5.25e-05 2.1721834927742725e-05
900.0 7340.039709715253 0.02289843272949318 3 4.335260115606936e-05 1.6875e-05 6.9820183696315895e-06
