index time total_bonds tie_bonds f_tie n_tie_chains mean_tie_length
53 63600000 1980000 442668 0.22356969696969697 23637 18.727757329610355
54 64800000 1980000 441353 0.22290555555555555 23507 18.775386055217595
55 66000000 1980000 437449 0.22093383838383837 23136 18.90771957123098
56 67200000 1980000 436259 0.22033282828282827 23218 18.789689034369886
57 68400000 1980000 438783 0.22160757575757575 23397 18.753814591614308
58 69600000 1980000 435460 0.21992929292929292 23213 18.759315900572954
59 70800000 1980000 438147 0.22128636363636364 23253 18.84260095471552
60 72000000 1980000 440059 0.2222520202020202 23439 18.774649089124964
61 73200000 1980000 439790 0.22211616161616163 23645 18.599703954324383
62 74400000 1980000 434744 0.21956767676767677 23072 18.842926490984745
63 75600000 1980000 435109 0.2197520202020202 23158 18.78871232403489
64 76800000 1980000 440406 0.22242727272727272 23625 18.64152380952381
65 78000000 1980000 436991 0.22070252525252526 23485 18.607238662976368
66 79200000 1980000 435018 0.2197060606060606 23342 18.636706366206838
67 80400000 1980000 433312 0.21884444444444445 23199 18.67804646752015
68 81600000 1980000 434805 0.21959848484848485 23489 18.51100515134744
69 82800000 1980000 431879 0.21812070707070708 23207 18.609859094238807
70 84000000 1980000 428799 0.21656515151515152 23090 18.570766565612818
71 85200000 1980000 433015 0.21869444444444444 23441 18.47254809948381
72 86400000 1980000 432726 0.21854848484848485 23266 18.599071606636294
73 87600000 1980000 429488 0.2169131313131313 23062 18.623189662648514
74 88800000 1980000 429699 0.21701969696969697 23254 18.478498322869182
75 90000000 1980000 434090 0.21923737373737373 23469 18.496314286931696
76 91200000 1980000 433805 0.21909343434343434 23578 18.398719144965646
77 92400000 1980000 429323 0.21682979797979798 23155 18.541265385445907
78 93600000 1980000 430779 0.21756515151515152 23445 18.37402431222009
79 94800000 1980000 427074 0.21569393939393938 23115 18.476054510058404
80 96000000 1980000 427575 0.2159469696969697 23060 18.541847354726798
81 97200000 1980000 431126 0.21774040404040404 23214 18.571810114586025
82 98400000 1980000 428855 0.21659343434343434 23273 18.42714733811713
83 99600000 1980000 431361 0.21785909090909092 23449 18.39570983837264
84 100800000 1980000 424808 0.21454949494949496 22976 18.489206128133706
85 102000000 1980000 434197 0.21929141414141415 23582 18.412221185650072
86 103200000 1980000 428528 0.21642828282828283 23365 18.34059490691205
87 104400000 1980000 426425 0.21536616161616162 23156 18.4153135256521
88 105600000 1980000 426150 0.21522727272727274 22966 18.555691021510057
89 106800000 1980000 429285 0.21681060606060606 23270 18.44800171895144
90 108000000 1980000 427017 0.2156651515151515 23210 18.39797501077122
91 109200000 1980000 433648 0.2190141414141414 23424 18.512978142076502
92 110400000 1980000 426951 0.21563181818181817 23402 18.244209896590036
93 111600000 1980000 429564 0.21695151515151515 23128 18.573331027326184
94 112800000 1980000 425793 0.2150469696969697 23037 18.48300559968746
95 114000000 1980000 424436 0.21436161616161617 23172 18.316761608838252
96 115200000 1980000 429834 0.21708787878787877 23424 18.35015368852459
97 116400000 1980000 427547 0.21593282828282828 23405 18.26733603930784
98 117600000 1980000 421985 0.21312373737373738 22933 18.4007761740723
99 118800000 1980000 423890 0.21408585858585857 23009 18.42279108175062
