 nx ny nz cryst_bool lambda_sign x_ev y_ev z_ev
0 0 0 0 0.5305685260801551 1.0 0.3700768460583289 -0.5490429318682325 0.7493964151082225
1 0 0 1 0.3251137518450131 1.0 0.4861435142324188 0.8121947978853499 0.32249665712644104
2 0 0 2 0.2569490572983911 -1.0 -0.03535602563868549 0.22299968147263033 0.9741771366205133
3 0 0 3 0.22186128638715652 -1.0 0.5133104139080779 0.4683265055917146 0.719154158114776
4 0 0 4 0.271791642564124 1.0 0.8336568751346437 -0.23480016468041354 0.4998850840011044
5 0 0 5 0.5196633093808555 1.0 -0.3100339630835787 -0.47661921708626753 0.8226257129696127
6 0 0 6 0.2778923280238854 1.0 -0.6810497222904578 -0.545485509585579 0.4884842214445126
7 0 0 7 0.4264636852717795 1.0 -0.9115503135509618 0.30689377751452374 0.273664457297635
8 0 0 8 0.811991156912646 1.0 -0.9108923602002145 -0.3345818559840754 0.24151623087307078
9 0 0 9 0.5213007549474461 1.0 -0.9277361207796951 0.09263025970653582 0.3615595734970135
10 0 0 10 0.10641220053883127 1.0 0.8901985898199325 0.4408015773335875 0.11506711129955656
11 0 0 11 0.34141530922053975 1.0 -0.11529579854750262 -0.7619736219641733 0.6372621738877122
12 0 0 12 0.6748910891177737 1.0 -0.33078278312144427 -0.6201842923129832 0.7113045718668451
13 0 0 13 0.3558353707092257 -1.0 -0.411173207520523 0.89703411882253 0.162069068873649
14 0 0 14 0.3223351950721953 1.0 -0.6073423933068419 -0.7455558584849653 0.274375070243387
15 0 0 15 0.6878083457562046 1.0 0.3298527738858217 -0.9384384740058578 0.10261763038282337
16 0 0 16 0.3865218573705779 1.0 0.1798882848962553 -0.7704220502017837 0.611629029330659
17 0 0 17 0.4277535146217534 1.0 -0.2125595135653089 -0.9061160450506222 0.36574877456349486
18 0 0 18 0.3291081789851753 -1.0 0.9851681474148153 0.05223488212805552 0.16344796850474858
19 0 0 19 0.541657565617368 1.0 -0.1459220342253209 0.23025383443327213 0.9621278146152514
20 0 0 20 0.4711764960459829 1.0 -0.7720075215575372 0.43469272091291555 0.4637311991271615
21 0 0 21 0.6489798227726726 1.0 -0.4341058376732177 0.8511685529009422 0.2950664607347811
22 0 0 22 0.21809354409093162 1.0 0.3692783361238887 -0.7942700385868773 0.48246099974274825
23 0 0 23 0.7411879697491869 1.0 -0.2605242118022458 -0.9611307385233424 0.09140480583860933
24 0 0 24 0.4123793473917481 -1.0 -0.1776777046054458 -0.01766209244988992 0.9839302230221573
25 0 0 25 0.43099080295774933 -1.0 -0.4260602381409938 0.8685163141269077 0.253282619953778
26 0 0 26 0.31744190855728305 -1.0 0.5261152197569998 0.47989512183949024 0.7020708280328305
27 0 0 27 0.4809196637018539 1.0 -0.9456253327912053 0.21220984730443693 0.24649484921707765
28 0 0 28 0.6580099938753213 1.0 -0.653654410398223 0.688684148846046 0.3137675172721818
29 0 0 29 0.39589860308312297 1.0 0.6735829847985119 0.4250385087517192 0.6046720008963897
30 0 0 30 0.5410361560700667 1.0 0.7369441777911009 0.12270168415741922 0.6647236835894531
31 0 0 31 0.34481589043571137 1.0 0.5865236244495455 -0.5060690936907272 0.6323639066025312
32 0 0 32 0.5301004189185259 1.0 0.5960581709113663 -0.6582077575935739 0.45986650751433883
33 0 1 0 0.4026230724029417 -1.0 -0.46397363766727284 0.3965879865543729 0.7921151636413402
34 0 1 1 0.6733591747273254 1.0 -0.16170494527749799 -0.977450110345574 0.1358042431525117
35 0 1 2 0.22036069597597957 -1.0 -0.3532466696251905 0.6106981142915596 0.7087062886693222
36 0 1 3 0.37068187991532087 -1.0 -0.9071915368584704 0.35951095135813466 0.21853006956923757
37 0 1 4 0.31320708557149823 1.0 0.8038447923486545 -0.5689443469971033 0.17359688889490005
38 0 1 5 0.27897278875118003 -1.0 -0.41641834799385735 -0.45516696455364714 0.787031634582172
39 0 1 6 0.4657900124915804 1.0 0.7869097177639316 -0.5117068089074276 0.34486118628582524
40 0 1 7 0.34760330141192686 -1.0 0.16203385536400983 0.9711374500934967 0.17503451871495618
41 0 1 8 0.4753225684941991 1.0 -0.912177021268048 -0.10398128253548305 0.3963848820941926
42 0 1 9 0.4494980013646287 1.0 -0.7421918993054557 -0.13563787209258005 0.6563181791323146
43 0 1 10 0.3868285157848952 1.0 0.22951024849389196 0.6282591272443483 0.7433811370154892
44 0 1 11 0.2019321071255524 1.0 0.3418146620758488 0.4336802183421322 0.8337171013051692
45 0 1 12 0.5921719149345465 1.0 0.11039347959139305 -0.5384371729951731 0.8354033100249666
46 0 1 13 0.5278881588560818 1.0 -0.22217283572556498 -0.4300238067246013 0.8750535736260628
47 0 1 14 0.2799461038516993 1.0 0.33629774760491365 0.8940222361461316 0.29602038144717835
48 0 1 15 0.5621955223964884 1.0 0.07052325362813822 -0.9912135739346327 0.11190228570245309
49 0 1 16 0.22609815949248602 -1.0 -0.7027954198153914 -0.06670068724705369 0.7082581564707027
50 0 1 17 0.6151186641222645 1.0 -0.6266915101698605 -0.778795461865325 0.027117884485991367
51 0 1 18 0.42207922804308107 1.0 0.3264651000960338 0.14721669359764045 0.9336743455538796
52 0 1 19 0.5558820782105449 1.0 -0.10258160417842471 0.8874827827026599 0.44927867175120223
53 0 1 20 0.5995257415932965 1.0 0.18853542042766555 0.4878064992090028 0.8523492327524094
54 0 1 21 0.6073674998625721 1.0 -0.3495276333668138 0.9367252146216621 0.019398603171260242
55 0 1 22 0.24072151894574045 -1.0 0.021504727068446396 0.42337070388311193 0.9057012718370393
56 0 1 23 0.6433547858521442 1.0 0.5704735028202267 0.8213141089026106 0.0017655303823750357
57 0 1 24 0.568099431529847 1.0 -0.4974597025674649 -0.7948604557595507 0.3474632357404284
58 0 1 25 0.6621037125506207 1.0 -0.7527163344347713 -0.6352666034003868 0.1727844393434128
59 0 1 26 0.7988618251763532 1.0 -0.8596704826139019 0.4720223345764346 0.19534988349982266
60 0 1 27 0.6094673296650223 1.0 -0.32841349899984584 -0.579822061072908 0.7456211847633112
61 0 1 28 0.7030006128346376 1.0 0.12134055635893033 -0.5847451060775138 0.8020907868196107
62 0 1 29 0.5385720528741631 1.0 0.3134305294906077 0.03520797613592741 0.9489582191011621
63 0 1 30 0.36304269427109015 -1.0 -0.6642349930317926 -0.619162860715016 0.4188427222039939
64 0 1 31 0.44534626645624986 1.0 0.780793417221248 -0.3580023189389657 0.5120507584783851
65 0 1 32 0.48612259915344885 1.0 0.7872094752861168 -0.5352207207210686 0.30633318809847576
66 0 2 0 0.633543011344944 1.0 0.10180293547774708 -0.9686737513351157 0.22651120458482354
67 0 2 1 0.9276392641148221 1.0 0.0463033907679076 -0.949432833619207 0.3105370999561855
68 0 2 2 0.45964637338204856 1.0 -0.33036857661179975 -0.9264636038543159 0.18033800021284413
69 0 2 3 0.47289124401977634 1.0 0.1814920568540324 0.9683813244062713 0.1711672978113768
70 0 2 4 0.4559912003324993 1.0 0.5804104135803578 -0.20488923798196512 0.7881269897463525
71 0 2 5 0.46104754100585477 1.0 0.5529321397890917 -0.4328882523169839 0.7119507074188519
72 0 2 6 0.34728570685563814 -1.0 -0.0480543975976352 0.9603389286716819 0.2746632792152143
