index Run NumInRun Step StepSequence Temp E_pair E_mol TotEng Press Volume
0 1 0 0 0 0.99933233 -0.95410713 2.7370092 3.2818985 7.9581708 307550.74
1 1 1 50000 50000 0.97484484 -0.9674798 2.6736707 3.1684561 7.9734004 306600.12
2 1 2 100000 100000 0.94817605 -0.97844443 2.6008398 3.0446574 7.9922418 305816.77
3 1 3 150000 150000 0.92583833 -0.98957873 2.5309667 2.9301436 7.9978797 304914.52
4 1 4 200000 200000 0.90087507 -1.0023761 2.4537031 2.8026377 7.9651109 304062.67
5 1 5 250000 250000 0.87477135 -1.0148495 2.3759458 2.6732515 8.0156777 303068.5
6 1 6 300000 300000 0.84996847 -1.0279828 2.2933602 2.5403284 8.0052622 302121.04
7 1 7 350000 350000 0.82560127 -1.0392576 2.209823 2.4089656 7.9837314 301170.18
8 1 8 400000 400000 0.80011049 -1.0544297 2.1264237 2.272158 7.9834061 300220.85
9 1 9 450000 450000 0.77550956 -1.0664378 2.0459393 2.1427642 7.9816079 299238.4
10 1 10 500000 500000 0.75034046 -1.0782017 1.9653377 2.0126451 8.0051649 298242.26
11 1 11 550000 550000 0.72403747 -1.0916419 1.893381 1.8877938 7.9769916 297343.3
12 1 12 600000 600000 0.70099841 -1.1029913 1.8263698 1.7748747 8.0258512 296571.24
13 1 13 650000 650000 0.67485113 -1.1122313 1.7653162 1.6653602 7.9828458 295716.35
14 1 14 700000 700000 0.65014538 -1.1211766 1.7060167 1.5600568 7.9994501 294954.13
15 1 15 750000 750000 0.62555515 -1.1313524 1.6545632 1.4615423 8.0006093 294295.23
16 1 16 800000 800000 0.60080243 -1.1403502 1.6042937 1.3651459 8.0089615 293561.23
17 1 17 850000 850000 0.57552895 -1.1481527 1.5570185 1.272158 7.9937153 292945.98
18 1 18 900000 900000 0.54972423 -1.1559609 1.5129315 1.1815559 8.0007672 292372.4
19 1 19 950000 950000 0.52587371 -1.1635126 1.4723215 1.0976184 8.0234392 291784.46
20 1 20 1000000 1000000 0.50048125 -1.1701793 1.4339231 1.0144646 8.0030345 291209.4
