 nx ny nz cryst_bool lambda_sign x_ev y_ev z_ev
0 0 0 0 0.8788978763551291 1.0 -0.937017033914914 -0.07654357849532856 0.3407934253245305
1 0 0 1 0.7587956467648476 1.0 -0.9711603577332618 -0.07088137226518368 0.22764751400620986
2 0 0 2 0.755605850161387 1.0 -0.9731064078800501 0.06100718044229253 0.22213068873360767
3 0 0 3 0.6618520764148984 1.0 0.9203884060910105 -0.17972098697435052 0.3472542998642561
4 0 0 4 0.9625741087210891 1.0 0.8100694269379137 -0.37377667325072494 0.45175050865948163
5 0 0 5 0.9913967964689482 1.0 0.7955096808831854 -0.4374605764402999 0.4192762713076581
6 0 0 6 0.9786567136702984 1.0 0.8167462635557262 -0.4243052251213725 0.3910122976358444
7 0 0 7 0.9818423553183256 1.0 0.7694324954622301 -0.47672072821740863 0.42510114351131595
8 0 0 8 0.9830230149433193 1.0 0.8095536505938666 -0.44441039358614776 0.3835652341945879
9 0 0 9 0.4528522501396779 -1.0 -0.9299169042738764 0.0012057053576751686 0.36776772210225406
10 0 0 10 0.6462525341221668 1.0 0.3856925760814263 0.35094444833213734 0.8532755890921322
11 0 0 11 0.9645643538983603 1.0 0.3045238120012539 0.16780627832813044 0.9376066877309943
12 0 0 12 0.9831522789887501 1.0 0.31438194487941123 0.15392124160920162 0.9367348846473694
13 0 0 13 0.98780735700787 1.0 0.28477147658745544 0.08365384094512529 0.9549383440920821
14 0 0 14 0.8780717892923834 1.0 0.26787623779995334 -0.015547948979440007 0.9633278686432135
15 0 0 15 0.1775931779283696 1.0 -0.38699858702209583 0.8698838871108953 0.3058334785266984
16 0 0 16 0.38681568885824 -1.0 -0.8026134427918394 0.1889720438406819 0.5657748917162247
17 0 0 17 0.4033861468172621 1.0 -0.18637887467389525 0.9751940130974657 0.11941336564284821
18 0 0 18 0.3724073071849848 1.0 0.546482687542208 -0.8346570181774309 0.06858814929567189
19 0 0 19 0.2483959547336713 1.0 2.514178013097405e-05 -0.9999990061493536 0.0014096340648579453
20 0 0 20 0.325372038847523 1.0 0.03994856903337513 -0.09674437967574012 0.9945072331729629
21 0 0 21 0.6142199688426144 1.0 -0.3540307208641934 -0.9340249555949673 0.047535576258197154
22 0 0 22 0.18932248161993037 1.0 0.3408412663442608 -0.5685672097479546 0.7487045873749318
23 0 0 23 0.32791168214563626 -1.0 0.9630619564524552 -0.24543156700924024 0.11079266198335294
24 0 0 24 0.17910756842292958 1.0 0.9421470554690435 -0.28068213391457986 0.18323882113834022
25 0 0 25 0.6890169195331753 1.0 -0.9666666640202229 0.05994437004652209 0.24892214279115246
26 0 0 26 0.9827881111299559 1.0 -0.9052949699850847 -0.009756694068849436 0.42467143092107296
27 0 0 27 0.9517582282387593 1.0 -0.9155049208863413 -0.10251012896854961 0.38902752253760353
28 0 0 28 0.985649075637904 1.0 -0.9235802822080906 -0.08188005355232775 0.37455990061229427
29 0 0 29 0.806053791114688 1.0 -0.9262178195512615 -0.03820481713594859 0.3750479205292521
30 0 0 30 0.9759654434301259 1.0 -0.9305501993487085 -0.023115430009246207 0.3654339932020089
31 0 0 31 0.86708215707008 1.0 -0.9085480573430995 -0.026725500956310988 0.4169246635745048
