 nx ny nz cryst_bool x_ev y_ev z_ev
0 0 0 0 0.6027357687188231 0.8711371304129114 0.3536820179107073 0.3406304892733003
1 0 0 1 0.9772547128701182 0.8352735014514718 -0.18497115687561994 0.5177874553299774
2 0 0 2 0.9773218688696056 0.7979397611095473 -0.2684340972780739 0.5396621842031775
3 0 0 3 0.9802382339841639 0.7799146195445132 -0.3089678766134555 0.5443087703148918
4 0 0 4 0.7505737496095226 0.7720751476388513 -0.33880224078226273 0.5376922986610125
5 0 0 5 0.46398864215823193 0.7234187603767298 -0.562212696136176 0.4007270660166187
6 0 0 6 0.41193860341052724 0.2169198665522316 0.9739578745739659 0.06596840190822473
7 0 0 7 0.2772483283863829 -0.302074533418109 -0.018808467431036924 0.9530987450485536
8 0 0 8 0.27772298526689515 0.36736089069600364 -0.020810100998961967 0.9298456407831633
9 0 0 9 0.3414751598968799 0.75173343453949 -0.6267350619332389 0.205182858784551
10 0 0 10 0.5461426050737387 0.04478905285211389 -0.9578141920399129 0.2838765828164407
11 0 0 11 0.721843163920261 0.17065146700752196 -0.9544241450082247 0.24485225797100507
12 0 0 12 0.5231219129434561 -0.29183282773343633 -0.8862299858917262 0.35976382914831373
13 0 0 13 0.855130787432419 -0.7787416663691568 -0.5098382216194083 0.3655494560747534
14 0 0 14 0.5443292120817805 -0.7561825677355466 -0.45435224267954455 0.47090547228179824
15 0 0 15 0.4036650526946286 0.3141639924148691 -0.00563503242118768 0.9493520065178995
16 0 0 16 0.5229385619395311 0.6093106319496256 0.32764213747636806 0.7220742230152413
17 0 0 17 0.5113800300182507 0.1510325791690222 0.699898806085614 0.6980908402704377
18 0 0 18 0.32437138059175347 -0.20823531598457554 0.2846155433623909 0.9357521283188914
19 0 0 19 0.6337050917692052 -0.7728559362493016 0.6335454056161558 0.03624804583527055
20 0 0 20 0.9866315736083026 0.6852711039272086 -0.7155901139821909 0.13540422036753547
21 0 0 21 0.9860561220773654 0.6775954204016083 -0.7220413909108047 0.13971641300276272
22 0 0 22 0.9855555560770566 0.7175942650759686 -0.68219875139785 0.14022601157165956
23 0 0 23 0.9879120483237935 0.7060534940520307 -0.6973493518626264 0.12325723099962158
24 0 0 24 0.9825060994661535 0.7328514509337064 -0.6664153053254205 0.13718378800859676
25 0 0 25 0.5959718246042949 0.8407322296706876 -0.4944753211039332 0.22059799367200986
26 0 0 26 0.5586032051795728 0.2891365153769544 -0.24458036820069473 0.9255163526197062
27 0 0 27 0.4891292129462958 0.5871113908179303 0.25612137511305333 0.767920605259446
28 0 0 28 0.5806982333051568 0.28244187285969613 -0.23312142832280836 0.9305272634975509
29 0 0 29 0.6223568927797274 0.6664798517344194 -0.5194742318306675 0.534743985189178
30 0 0 30 0.4317403737547047 0.4520397373192049 -0.8016894918441339 0.39109338341511085
31 0 0 31 0.4102827036604127 0.28038272275297177 0.3696849906895566 0.885843404017038
32 0 1 0 0.6534687314113939 0.8422043537184021 -0.12840029417081333 0.5236460551122462
33 0 1 1 0.9773209864606627 0.7437987983754009 -0.19075291158390828 0.6406064893970176
34 0 1 2 0.9786637700383991 0.7722929293004254 -0.2532619370707143 0.5825993671329875
35 0 1 3 0.9835347035345665 0.7923501396855835 -0.2668507425445099 0.5486090933840596
36 0 1 4 0.9841227588528872 0.7533959967407758 -0.33704311188326763 0.5646205919261321
37 0 1 5 0.8972329572061487 0.6965740993254059 -0.4219726287570683 0.5802789197694926
38 0 1 6 0.8316753636622773 0.6531354456363407 -0.44689307797597533 0.6113106137722271
39 0 1 7 0.566364482843208 0.41873821576397624 -0.525366882666723 0.7407077326826359
40 0 1 8 0.795335323126009 0.45790191503065214 -0.4619075762680819 0.7595835880253125
41 0 1 9 0.2537608158910446 0.10375364553483206 0.9931389576613923 0.053946193688483635
42 0 1 10 0.3016018692062179 -0.19002860157922652 0.7763091969198558 0.6010267559431047
43 0 1 11 0.15192839924505108 0.06249882964835431 0.9671673334181696 0.24633563579265882
44 0 1 12 0.8423809781318108 -0.6698892730031253 -0.6361821621377264 0.3827801176826091
45 0 1 13 0.49411380154642054 -0.7475666178654166 -0.5749037079376502 0.3326107010497452
46 0 1 14 0.4196554516477843 0.2852226104111596 0.43468767017708343 0.8542216877990532
47 0 1 15 0.9765114211419016 0.4784268415235928 0.22683772166131078 0.8483232905804632
48 0 1 16 0.9161822914335558 0.5204073461407023 0.25364491248359144 0.8153774907697554
49 0 1 17 0.5692601643222264 0.4385308113316421 0.38035501025885554 0.8142608879737482
50 0 1 18 0.21641634376144003 -0.05035745426704215 -0.7155395281989317 0.6967548423833116
51 0 1 19 0.9052607517497824 0.6565785999898557 -0.7432759976665624 0.128239359512352
52 0 1 20 0.9799854156000891 0.6743595096237339 -0.7312018942185547 0.10287391151907738
53 0 1 21 0.9810416823952618 0.6815561765293303 -0.7185780598511449 0.1382994943421172
54 0 1 22 0.9860821158556256 0.7071842616337919 -0.6935115776154653 0.13759401080998027
55 0 1 23 0.9856796929545747 0.7248589363143016 -0.6687695982458842 0.1653080364269602
56 0 1 24 0.9861820697917685 0.7543159980926332 -0.6387643212062678 0.1516163479820387
57 0 1 25 0.608335998485497 0.7768567965249731 -0.600855501573703 0.18832467687897503
58 0 1 26 0.5411968769366495 -0.2439133850617904 -0.1255365313148452 0.9616375824046892
59 0 1 27 0.47243396527936443 0.8104965493795655 -0.017943045499614785 0.5854685222640211
60 0 1 28 0.3433136872782161 -0.06944658221780384 0.9975842175263674 0.0017032793579390068
61 0 1 29 0.4101647329969394 -0.6549104472977088 0.6571309956392558 0.3731905151400235
62 0 1 30 0.3555287267650637 -0.9809165211831334 0.19441158641434916 0.0026293607275096123
63 0 1 31 0.48652754970210604 -0.6383205287031136 -0.1301661737070734 0.7586854881033623
64 0 2 0 0.26363410016076894 -0.4695120999004355 0.2120840172882298 0.857075701241127
65 0 2 1 0.5656939503737479 0.7576644051640963 -0.1748222135518589 0.6287939589373966
66 0 2 2 0.8994622037631677 0.7526416680578562 -0.24332829937010703 0.6118184847066482
67 0 2 3 0.8455854979335651 0.7103697557655294 -0.21208926062512634 0.6711132211639921
68 0 2 4 0.9830669038467387 0.6900296816754937 -0.356107557850302 0.6301162159861549
69 0 2 5 0.980159894554093 0.6628012955234026 -0.3898653216663417 0.639296076645633
70 0 2 6 0.9618794140863323 0.5938350034133166 -0.546686382233504 0.5903337938840614
71 0 2 7 0.9805507963951852 0.5898973445533863 -0.5126156130085584 0.6238961100926368
72 0 2 8 0.9845224178348191 0.593944112801116 -0.44914981556898637 0.667453993952573
73 0 2 9 0.8610102368132202 0.590303511237173 -0.44289094919572536 0.6748254379775367
74 0 2 10 0.879646064207235 0.553616515811673 -0.46157965619349484 0.6931471520599636
75 0 2 11 0.769468585539441 0.5207489613881279 -0.5827851655321534 0.6238445079095002
76 0 2 12 0.3486816671852817 -0.5610422366255483 -0.7480933615866869 0.35438387529927495
77 0 2 13 0.373235208586208 -0.6277158926612121 -0.3783117192661537 0.6803330075532308
78 0 2 14 0.28836105148401814 0.13867576268027726 0.03280463913152043 0.9897943667734699
79 0 2 15 0.9431199891406006 0.5890655856723085 0.19469205269623135 0.7842810340646191
80 0 2 16 0.7897953523743613 0.5240270378815238 0.22280911694276673 0.8220412161055555
81 0 2 17 0.5565790222686882 0.44897031449074665 0.27960986217192707 0.8486718928315442
82 0 2 18 0.4040725239213938 -0.597012381899622 0.801138299589084 0.04187649448140207
83 0 2 19 0.6141953558741446 -0.7663730473136131 0.6414537231665123 0.034777483909368745
84 0 2 20 0.9838032428030149 0.677464442692589 -0.7331496103255994 0.059443904369085004
85 0 2 21 0.9863130842301102 0.7185565871717662 -0.6913648519842116 0.0754391971915958
86 0 2 22 0.9851555829779741 0.7169352511599323 -0.6932098891490979 0.07391816576552818
87 0 2 23 0.9814598482004087 0.751004051919131 -0.6514047997669871 0.10800324458819871
88 0 2 24 0.979135944874889 0.7953371402927765 -0.5984258752568002 0.09656761928327956
89 0 2 25 0.7563511905011787 0.8714810421432333 -0.4687949651987138 0.1440558009567158
90 0 2 26 0.581400158108953 0.6522177865684095 -0.638068927034886 0.4092432079294099
91 0 2 27 0.3942598212129165 0.47964305682463304 0.18636190438822164 0.8574449128852052
92 0 2 28 0.3660462780192171 0.3512570636063317 0.6656558311405893 0.6584229565675759
93 0 2 29 0.3007107178656595 -0.5447031065537685 -0.8308382857828297 0.11404502877426548
94 0 2 30 0.21086799666251277 0.0940582026540912 0.8782479395732801 0.46886417132125724
95 0 2 31 0.34619704176554067 0.5616321775948439 -0.6138015676295424 0.5548125202855382
96 0 3 0 0.6047431821281681 0.3614918185233869 0.5932545560395128 0.7192862412690894
97 0 3 1 0.2775988716816632 -0.0776120737238452 0.41718992113397024 0.9054992742771895
98 0 3 2 0.5976290682992439 0.581367025450611 -0.5014110735457175 0.6407802408349056
99 0 3 3 0.8279059192613377 0.6749171643775873 -0.28460331696741714 0.6807993633954578
100 0 3 4 0.9883357093373919 0.6895985845695018 -0.2804143646316264 0.667698716688883
101 0 3 5 0.9776331606909952 0.651009341141613 -0.4453108575346787 0.6147235784546521
102 0 3 6 0.9835203686975776 0.5890423136330168 -0.5355322920057528 0.6051729645059561
103 0 3 7 0.9844611347771417 0.6193580682662894 -0.5139668082438199 0.5934927997011517
104 0 3 8 0.9836290295017923 0.5941835289316575 -0.5201968838362656 0.6134664913370256
105 0 3 9 0.9856054572234876 0.6275450824651605 -0.4403009663444942 0.6421232191019881
106 0 3 10 0.9773594525784023 0.6243591614171085 -0.43128469396460456 0.6512826961515119
107 0 3 11 0.9776254372495667 0.5914446547085007 -0.5415818880161339 0.5973962495610612
108 0 3 12 0.3589767196157512 0.8107075795060955 -0.08677864456332329 0.5789841857763655
109 0 3 13 0.10038102768230972 -0.26955657226216523 0.936634621111503 0.22372939209139125
110 0 3 14 0.4573662088959719 0.45724370425702315 -0.8402899080729904 0.2912748964603733
111 0 3 15 0.6926378183436862 0.5044155016916939 0.22884352245657757 0.8325837158405051
112 0 3 16 0.8607232135368874 0.4909579528214926 0.25064749380709905 0.8343477227208982
113 0 3 17 0.3393560466170704 0.36405763278716224 -0.9282352300909377 0.07642903654653521
114 0 3 18 0.49510354527565803 -0.6841248464780272 0.6601227501918911 0.31017922095219314
115 0 3 19 0.5603082933365227 -0.8518779429086619 0.5130258247994729 0.10539674318747842
116 0 3 20 0.9780101245125448 0.6624330990580953 -0.7469371348600269 0.05716035198790688
117 0 3 21 0.9793702600015499 0.7479747512507302 -0.6578882520086996 0.08784542879596073
118 0 3 22 0.9856596700507737 0.7274171610976644 -0.6828654357874746 0.06752088823021338
119 0 3 23 0.9821421048327883 0.780979782570732 -0.6185392625889812 0.08648560488110958
120 0 3 24 0.9771661496816765 0.8163230067811327 -0.5743683710980709 0.06097313245978991
121 0 3 25 0.7024268396442247 0.8268628307524889 -0.5439769038659084 0.14278300732384258
122 0 3 26 0.4516961047103219 0.41926675954614673 0.5244269665363614 0.7410747203279462
123 0 3 27 0.8800885027863857 0.3871435088456938 0.6946777545877694 0.6062530171797403
124 0 3 28 0.978386300123586 0.38828323777696017 0.6829780130906243 0.6186898745706315
125 0 3 29 0.9359518419210778 0.40781727107541604 0.7115734560250371 0.57214359219796
126 0 3 30 0.891309655708946 0.3474489070647656 0.7351176545187088 0.5821351140366061
127 0 3 31 0.9774681138278265 0.3046907093344373 0.7734929100594999 0.5557627998822554
128 0 4 0 0.31894473835654397 0.32820060769603043 0.7942153659676903 0.5113768801664422
129 0 4 1 0.29944324520005094 -0.5064055549592266 0.8599850718133192 0.06308002984049682
130 0 4 2 0.3156853656240462 -0.36608491071726196 0.9142268973946708 0.17369806626801723
131 0 4 3 0.5858956807480137 0.7651876503721922 -0.6435409012627599 0.0185193984729269
132 0 4 4 0.7593542989459467 0.7045640568394932 -0.2781817875849466 0.6528433065184316
133 0 4 5 0.8684566697585029 0.722312999846164 -0.3644828349528896 0.5877211866845881
134 0 4 6 0.958359851305235 0.6376229826804491 -0.5204291218439177 0.5679704755482068
135 0 4 7 0.9858256582642444 0.6274887186319267 -0.5263840186510644 0.5737401614828955
136 0 4 8 0.9878322956699817 0.6232737207042222 -0.5237201827535192 0.5807297471768906
137 0 4 9 0.9816377101227138 0.6289599209600965 -0.4946116294617964 0.5998072638998434
