clustersize volume vol_Vtot Ncluster pdf1 volume_pdf volume_pdf_x_cryst
3.0 24.050044770331027 8.347942232239752e-05 417 0.6780487804878049 0.04231497767555135 0.016431686380675044
5.0 40.08340795055172 0.0001391323705373292 40 0.06504065040650407 0.006764984440535787 0.002626968246310958
7.0 56.1167711307724 0.00019478531875226089 16 0.026016260162601626 0.0037883912867000408 0.0014711022179341368
9.0 72.15013431099308 0.00025043826696719256 6 0.00975609756097561 0.0018265457989446623 0.0007092814265039588
12.0 96.20017908132411 0.00033391768928959007 6 0.004878048780487805 0.0012176971992964416 0.00047285428433597245
17.0 136.28358703187584 0.00047305005982691933 9 0.004878048780487805 0.0017250710323366257 0.0006698769028092944
30.0 240.5004477033103 0.0008347942232239753 16 0.0026016260162601626 0.0016235962657285888 0.00063047237911463
50.0 400.83407950551714 0.001391323705373292 8 0.0013008130081300813 0.0013529968881071574 0.0005253936492621917
70.0 561.1677113077241 0.001947853187522609 10 0.0016260162601626016 0.0023677445541875255 0.0009194388862088354
90.0 721.5013431099309 0.002504382669671926 10 0.0016260162601626016 0.003044242998241104 0.0011821357108399311
110.0 881.8349749121377 0.0030609121518212425 9 0.0014634146341463415 0.0033486672980652145 0.0013003492819239244
130.0 1042.1686067143446 0.0036174416339705595 6 0.000975609756097561 0.002638343931808957 0.0010245176160612738
170.0 1362.8358703187582 0.004730500598269192 14 0.0007588075880758808 0.0026834438280791953 0.0010420307377033468
300.0 2405.004477033103 0.008347942232239752 26 0.00042276422764227645 0.002638343931808957 0.0010245176160612738
500.0 4008.3407950551714 0.01391323705373292 11 0.00017886178861788618 0.0018603707211473414 0.0007224162677355136
700.0 5611.67711307724 0.01947853187522609 5 8.130081300813008e-05 0.0011838722770937627 0.0004597194431044177
900.0 7215.013431099309 0.025043826696719257 1 1.6260162601626018e-05 0.0003044242998241104 0.00011821357108399311
1100.0 8818.349749121377 0.030609121518212424 3 4.8780487804878045e-05 0.001116222432688405 0.00043344976064130816
1700.0 13628.358703187583 0.04730500598269193 1 5.420054200542006e-06 0.00019167455914851397 7.443076697881049e-05
