        7200
   67.5002829290723        67.5002829290723        67.5002829290723     
           8
      -24.709700        -8.114500        13.104800     1.00 0
      -26.180568        -5.872147         6.796310    21.25 1
      -24.550262        -5.609476         6.424751    31.67 1
      -24.005560        -4.773810         6.306921    37.83 1
      -20.383868         2.345533         4.874349    72.67 1
      -20.360936         2.257515        -0.949775    89.75 1
      -20.372701         2.281242        -1.075955    95.92 1
      -20.117900         3.765060        -1.350150   100.00 0
           8
       18.472100       -12.449600        -2.768760     1.00 0
       19.471310       -12.364428        -3.797507     7.83 1
       19.865800       -12.310789        -3.803941    10.42 1
       24.469089       -11.714784        -2.745980    33.40 1
       23.092198       -11.066797        -1.745437    54.20 1
       22.869246       -10.978162        -1.681745    64.60 1
       21.239726        -9.049295        -3.334982    98.50 1
       21.318700        -8.588530        -3.220200   100.00 0
           9
      -13.148300        13.420800        -0.192589     1.00 0
      -12.100384        15.708228        -0.289395    13.50 1
       -8.223601        16.465909        -1.585061    33.00 1
       -4.743383        16.194073        -3.115891    46.17 1
       -2.795806        15.586388        -3.403891    51.57 1
       -2.191512        15.876736        -3.012179    58.71 1
       -7.493738        18.910600        -4.101121    86.56 1
       -8.813301        19.069361        -4.005969    89.78 1
      -11.356200        19.040400        -1.919510   100.00 0
          10
      -30.282483       -22.878100        21.895700     1.00 0
      -30.473571       -23.236306        21.663700     4.06 1
      -31.308229       -24.549277        20.491050    15.41 1
      -32.444636       -25.180643        17.700026    38.00 1
      -33.585390       -25.570892        14.460986    47.74 1
      -31.907858       -24.931313        15.368632    58.70 1
      -31.530183       -26.537891        17.365818    69.75 1
      -32.034160       -27.907410        17.650216    77.92 1
      -31.850912       -29.489261        16.978237    85.86 1
      -31.733983       -30.910800        15.847600   100.00 0
           3
      -12.362400       -10.545700        15.574000     1.00 0
      -14.058371       -10.386669        12.911185    88.00 1
      -15.360700        -9.770970        11.017400   100.00 0
           6
       -3.066290       -11.423000       -16.685400     1.00 0
       -6.516145       -10.753648       -16.107937    47.50 1
       -4.374676        -9.649267       -16.428369    70.08 1
       -2.101810        -8.976870       -16.411013    87.39 1
       -0.233354       -11.590817       -16.377960    98.67 1
       -0.161558       -11.827500       -16.346700   100.00 0
           7
      -25.912100        21.960500       -32.885000     1.00 0
      -22.001536        24.165315       -30.700866    12.94 1
      -21.258851        24.937070       -30.151650    16.97 1
      -21.417654        28.017874       -29.751580    62.00 1
      -21.261876        28.460900       -29.580438    77.00 1
      -20.022239        31.258120       -29.230809    96.50 1
      -19.157300        32.432100       -29.652000   100.00 0
           8
      -15.884800        12.907900         6.628460     1.00 0
      -16.926467        14.589977        10.065957    18.50 1
      -18.567991        15.288320        12.369928    30.33 1
      -18.997988        14.538403        12.969245    33.67 1
      -19.327940        12.744242        16.511317    51.00 1
      -21.402356        14.437190        19.945325    70.50 1
      -27.936867        16.779867        19.590249    93.50 1
      -28.710800        15.764000        17.194000   100.00 0
           5
       -7.105520       -23.393900        -0.438435     1.00 0
       -9.168304       -22.221783         0.912317    20.00 1
       -5.879168       -23.044469        -0.900252    62.00 1
       -9.698931       -24.785050        -0.203887    93.39 1
       -8.100010       -25.722600         1.268670   100.00 0
          10
       23.783200       -29.802300        -7.934160     1.00 0
       20.804165       -32.221851       -10.173168    17.50 1
       16.952501       -34.313387        -8.754806    37.00 1
       15.958049       -35.464212        -6.911042    42.50 1
       14.784994       -35.928951        -5.108600    51.50 1
       11.272873       -36.461940        -3.628087    73.00 1
        5.770476       -36.904337        -3.596196    88.00 1
        4.042028       -36.986541        -4.237357    93.50 1
        2.618899       -35.901060        -4.147867    98.00 1
        1.671270       -35.095200        -4.026200   100.00 0
           5
      -11.127600        19.984400        25.966300     1.00 0
      -11.272992        18.924064        24.904681     9.00 1
      -11.278709        18.926552        24.998135    14.00 1
       -9.489676        18.624674        25.732137    30.50 1
       -1.897660        17.691400        28.715600   100.00 0
           5
       -0.009130         2.671800         8.882790     1.00 0
        0.833474         3.363251        15.039728    19.50 1
        1.149759         4.737599        18.784747    42.00 1
       -4.902588         1.053827        16.397565    75.50 1
       -7.289810         2.090590        13.587600   100.00 0
           7
       -3.559890         0.882718        -6.135820     1.00 0
        1.661547        -1.550911        -6.307893    29.50 1
        1.708524        -3.188083        -7.639700    44.88 1
       -2.540221        -5.466642        -8.567873    66.47 1
       -4.638637        -6.236082        -7.370938    82.00 1
       -6.247166        -5.979356        -4.829700    90.00 1
       -5.480890        -5.364870        -1.841700   100.00 0
           8
       -5.595830        14.335100         9.008530     1.00 0
       -6.677341        13.968709         7.526067     6.67 1
       -7.323953        13.741184         6.442247     9.33 1
       -8.116401        13.796262        -0.071316    41.00 1
       -7.809747        13.911386        -0.372712    49.00 1
       -5.000749        14.674039        -0.645777    68.00 1
       -3.203182        13.637899        -2.000074    86.00 1
       -0.784052        13.733500        -2.486820   100.00 0
          11
       -1.026580       -11.698700       -19.990300     1.00 0
       -1.343738       -11.685495       -18.185925     6.50 1
       -1.207168       -11.565966       -16.709564    15.00 1
       -0.231255       -11.592820       -16.376921    19.00 1
        0.856360       -12.453531       -16.170083    25.67 1
        1.378108       -13.148500       -15.898708    28.33 1
        2.401359       -14.438459       -15.200879    32.50 1
        3.369833       -15.632958       -14.499107    41.00 1
        3.233162       -11.558607       -13.884003    54.33 1
        1.782354        -8.591707       -11.221377    65.03 1
        0.220539        -8.926030        -6.564830   100.00 0
          10
        3.896720       -23.584500       -14.691400     1.00 0
        3.138695       -23.943512       -14.377834    11.33 1
        3.002854       -24.615391       -15.841981    32.00 1
        3.199142       -22.472906       -18.175414    57.33 1
        2.623851       -21.226003       -17.374987    65.00 1
        1.769004       -19.722850       -16.300457    70.50 1
        1.325545       -19.280105       -15.854670    73.00 1
       -1.774024       -18.444069       -14.877743    89.50 1
       -3.586573       -17.791504       -14.744275    97.50 1
       -4.614250       -17.211800       -14.916300   100.00 0
           6
       -8.965550        -2.061780        17.590200     1.00 0
       -6.249009        -2.773590        15.465478    18.50 1
       -5.798801        -4.830022        13.235039    31.50 1
       -6.977718        -8.945747        12.324612    66.50 1
       -6.671121       -11.486674        11.201869    78.12 1
       -4.383540       -14.321500        11.581800   100.00 0
           8
       12.829500       -31.996583        -7.419530     1.00 0
       13.791914       -32.090382        -8.803957     5.00 1
       18.216632       -32.336490       -13.053852    31.00 1
       19.424792       -32.504668       -12.184596    40.00 1
       20.803039       -32.220335       -10.173226    47.50 1
       26.240139       -35.180784        -7.584598    82.00 1
       27.513433       -36.138281        -6.400712    88.50 1
       26.941400       -39.681583        -8.072020   100.00 0
           8
       -1.498020         6.324610        13.717400     1.00 0
       -2.923393         8.052891        11.796977    28.56 1
        0.806016         4.909357        11.497644    46.00 1
        2.543080         3.707596         9.600548    55.88 1
        1.513381         3.604112         8.310174    63.00 1
       -0.071219         1.587083         5.927314    80.33 1
        0.016227        -1.551629         5.683178    95.00 1
        1.284820        -0.255761         4.308610   100.00 0
           8
      -14.391800         9.300790       -16.583300     1.00 0
      -13.973248         8.702954       -17.029100     5.67 1
      -12.262818         6.674781       -17.320166    22.00 1
      -11.723570         3.799015       -18.693992    37.00 1
      -10.848326         3.370017       -19.957805    44.00 1
       -7.948477         0.961406       -19.930414    75.49 1
       -5.411987         1.389236       -20.409387    94.33 1
       -3.899440         1.349980       -18.362100   100.00 0
           6
       -0.513795         3.829910         5.813540     1.00 0
       -0.374845         4.310852         4.014029    18.40 1
       -1.016528         4.584101         2.753007    49.20 1
       -0.748067         4.704460        -0.706821    87.00 1
       -0.261057         3.443765        -4.488955    98.00 1
        0.070566         3.248160        -5.749430   100.00 0
           4
       17.125900        -1.358040         8.723330     1.00 0
       15.266715        -1.013116         7.306434    10.17 1
        9.345214         1.010889         4.022390    84.00 1
        8.924840         1.332130         3.811760   100.00 0
           8
      -14.869300       -24.152000        18.976900     1.00 0
      -14.463106       -23.782510        18.241928     6.33 1
      -17.265562       -28.071374        19.779385    41.12 1
      -16.336995       -31.001631        19.743259    49.67 1
      -16.363160       -35.444707        23.932822    69.49 1
      -18.155640       -36.520034        23.583988    75.97 1
      -18.277365       -36.588560        23.565842    78.49 1
      -25.557500       -38.480000        27.454400   100.00 0
           9
        5.614430        13.810900        27.600900     1.00 0
        3.002569        12.666261        29.838101    11.00 1
        1.788812        10.750738        30.089272    19.67 1
        1.992590        10.279738        30.269133    23.33 1
        2.486945         6.775272        32.678870    37.36 1
        2.912363         7.387279        33.002910    41.72 1
        2.867045         9.007190        33.202165    61.68 1
       -0.588821         4.665070        35.046834    92.50 1
       -2.173900         4.853460        35.050300   100.00 0
           6
       -7.328930        10.937000        23.941700     1.00 0
       -9.228452         9.521408        26.026875     9.67 1
       -9.907891         6.775330        29.922193    38.26 1
       -8.733332         6.470412        31.406767    63.06 1
       -3.872757         5.096672        34.187398    85.19 1
       -4.956150         5.210350        30.834900   100.00 0
           7
      -13.359000        10.615200        15.821000     1.00 0
      -14.139206        10.545225        15.637951     4.00 1
      -16.225351        12.436531        13.791588    16.00 1
      -19.772408        15.718532        11.151475    45.52 1
      -19.435055        16.507965        12.687213    62.44 1
      -18.567122        15.287586        12.370881    73.94 1
      -21.825600        14.377500        12.205600   100.00 0
           6
       10.637900       -19.054600         8.755350     1.00 0
       11.536116       -17.848221        11.408387    16.33 1
       13.375669       -13.158644        17.740496    59.00 1
       13.521656       -12.157374        19.723996    84.50 1
       13.717471       -11.494569        21.139281    96.50 1
       13.936500       -11.070900        22.006700   100.00 0
           6
      -12.803400         7.144920        -9.544830     1.00 0
      -12.772945         4.211130       -11.687989    14.00 1
      -12.060058         0.060170       -18.331866    55.89 1
      -13.505984         0.343029       -21.296236    66.50 1
      -14.251742         4.238489       -24.970530    89.33 1
      -17.593700         4.353850       -24.843000   100.00 0
           5
        6.585210         3.951250         5.513330     1.00 0
        6.563435         4.146256         4.619950     7.50 1
        8.232030        10.531039        -4.130389    60.50 1
        8.278549        11.894970        -5.667750    90.33 1
        8.284990        12.056200        -5.823330   100.00 0
           7
       -0.034275       -33.012900        -0.108591     1.00 0
       -0.552471       -31.931134        -0.775812    10.50 1
       -2.534135       -30.050578        -3.794067    42.75 1
       -3.194305       -30.265867        -4.547476    46.50 1
       -0.287441       -32.551507        -4.253096    63.50 1
        6.798805       -32.616145        -4.144165    87.80 1
        5.365490       -34.067500        -6.283550   100.00 0
           7
       26.075200         1.717420        19.828500     1.00 0
       26.698645         0.833063        21.294609     7.50 1
       26.944783         0.492617        24.599902    18.00 1
       29.879545        -1.850012        28.292722    34.33 1
       29.665049        -3.271993        31.266681    56.00 1
       31.149247        -3.851216        35.351997    79.17 1
       30.133800        -7.369240        41.028600   100.00 0
           8
       23.609200       -24.891600        18.746500     1.00 0
       25.035753       -25.118172        17.492027     7.30 1
       26.822932       -25.070911        14.323385    19.50 1
       31.046044       -24.632521        12.565025    53.29 1
       33.914601       -24.186393        12.278089    64.50 1
       34.698676       -24.179941        11.652713    70.00 1
       30.958036       -25.996059         8.462702    93.00 1
       29.427700       -28.283700         7.840900   100.00 0
          10
       24.464300       -18.604000       -16.672500     1.00 0
       22.850792       -19.723492       -19.053742    15.00 1
       21.305599       -20.137178       -21.419611    23.53 1
       21.205472       -18.841193       -22.100271    29.79 1
       20.715410       -18.066468       -21.942411    36.60 1
       16.595924       -14.533804       -18.050827    56.83 1
       16.456867       -13.247226       -17.088288    64.21 1
       17.098739       -12.739834       -16.918452    66.75 1
       21.777491        -9.905256       -18.128536    82.50 1
       23.339600        -9.242380       -17.790600   100.00 0
           8
       -1.498740         2.895870        12.087800     1.00 0
       -4.854305         3.237380        11.740655    11.78 1
       -9.944053         0.561766        10.470459    33.33 1
      -12.741791        -3.043910         9.732977    51.50 1
      -13.006859        -4.536281         9.916732    59.00 1
      -11.864409       -12.985979        11.975530    82.67 1
       -8.609038       -13.332974        13.235426    94.00 1
       -7.004830       -13.292000        13.750400   100.00 0
           7
        4.466410         3.339460       -26.226800     1.00 0
        5.077742         3.791344       -21.861448    32.56 1
        7.591993         1.117869       -20.041049    53.58 1
        8.641382         2.007710       -20.004157    61.78 1
       11.603643         4.643846       -20.087100    80.12 1
       13.810098         5.242190       -18.909353    97.50 1
       14.631500         5.517720       -18.282200   100.00 0
           8
       17.589500        24.438100       -19.259100     1.00 0
       16.727999        23.409556       -17.351043     6.50 1
       15.870714        22.777372       -15.826799    11.83 1
       18.326165        26.414259       -15.324921    31.50 1
       17.375110        27.940739       -13.868834    42.50 1
       15.662100        29.542066       -11.272366    61.33 1
       16.368984        26.091407        -6.753563    83.28 1
