 xid yid zid cryst_bool x_ev y_ev z_ev
0 0 0 0 0.9812073953136344 -0.8716268645141563 0.43472653608715933 0.22644965859740399
1 0 1 0 0.9898216368930995 -0.8811533834187971 0.43370089424700714 0.18834077949013808
2 0 2 0 0.34649886777898403 -0.6795639735688407 0.719021415700778 0.1456056646939837
3 0 3 0 0.8890817862100253 -0.37793439818371755 -0.9033567371348473 -0.20276142666344063
4 0 4 0 0.9840134155987954 -0.5199149300573231 -0.8127731417243362 -0.26284650576912943
5 0 5 0 0.9886317571446743 -0.5199320725465512 -0.7937968519729601 -0.315526857391358
6 0 6 0 0.9807036897933068 -0.45983155973037715 -0.83751304290732 -0.29517255908375073
7 0 7 0 0.9600558048433205 -0.5132430246892037 -0.814057877884541 -0.27182966920848683
8 0 8 0 0.8370610210532836 0.3814463761306137 0.9017063828897585 0.20352950939038567
9 0 9 0 0.4808069257201845 -0.6058182727109244 -0.24682238197387152 -0.7563484198478212
10 0 10 0 0.977481638606551 -0.5332414941585513 -0.35134752916278045 -0.7695507927737879
11 0 11 0 0.9855992911572048 -0.58998495472999 -0.33387062723568484 -0.7351517921228934
12 0 12 0 0.9877336718663217 0.5945098132192455 0.3347709671096919 0.7310858236667289
13 0 13 0 0.9789273313177386 0.5777904432665197 0.39197337208722327 0.7159015848875104
14 0 14 0 0.9897172150177539 0.6124520167169009 0.3510384950079656 0.7082898433847142
15 0 15 0 0.7734502821892839 0.6241771397006857 0.46781111487085025 0.6257440843334938
16 0 16 0 0.2677083660546055 0.28353509783239894 0.15042457790610853 -0.9470904363675838
17 0 17 0 0.6714401131418214 -0.10160216064411084 -0.40987170891270164 0.9064668682226779
18 0 18 0 0.36735342541316723 0.25518690673181915 -0.23620439437691587 0.9375964626158098
19 0 19 0 0.24300620595520378 0.6685502900864204 0.012108882840837887 -0.7435683456022784
20 0 20 0 0.2993797693406973 0.23163932711372773 0.6966965542709497 -0.6789382397547545
21 0 21 0 0.5487692227107688 -0.8577789566731929 0.40751164697797704 -0.3132882363989187
22 0 22 0 0.9306906028299148 0.7582741098684925 -0.6094561121419385 0.23148136356082447
23 0 23 0 0.9773160682759396 0.7945805035843841 -0.5741572730945904 0.19744682594605165
