 x y z label
5451 0 6 5 0
5452 0 7 5 0
5453 0 8 5 0
5454 0 9 5 0
5455 0 10 5 0
5456 0 11 5 0
5457 0 12 5 0
5458 0 13 5 0
5459 0 14 5 0
5460 0 15 5 0
5461 0 16 5 0
5462 0 17 5 0
5463 0 18 5 0
5464 0 19 5 0
5465 0 20 5 0
5466 0 21 5 0
5467 0 22 5 0
5468 0 23 5 0
5469 0 24 5 0
5470 0 25 5 61
5471 0 26 5 61
5472 0 27 5 61
5473 0 28 5 0
5474 0 29 5 0
5475 0 30 5 0
5476 0 31 5 70
5477 0 32 5 70
5478 1 0 5 0
5479 1 1 5 0
5480 1 2 5 0
5481 1 3 5 0
5482 1 4 5 0
5483 1 5 5 0
5484 1 6 5 0
5485 1 7 5 0
5486 1 8 5 0
5487 1 9 5 0
5488 1 10 5 0
5489 1 11 5 0
5490 1 12 5 0
5491 1 13 5 0
5492 1 14 5 0
5493 1 15 5 0
5494 1 16 5 0
5495 1 17 5 0
5496 1 18 5 0
5497 1 19 5 0
5498 1 20 5 0
5499 1 21 5 0
5500 1 22 5 0
5501 1 23 5 0
5502 1 24 5 0
5503 1 25 5 0
5504 1 26 5 0
5505 1 27 5 61
5506 1 28 5 61
5507 1 29 5 61
5508 1 30 5 0
5509 1 31 5 0
5510 1 32 5 0
5511 2 0 5 0
5512 2 1 5 0
5513 2 2 5 0
5514 2 3 5 0
5515 2 4 5 0
5516 2 5 5 0
5517 2 6 5 0
5518 2 7 5 141
5519 2 8 5 141
5520 2 9 5 0
5521 2 10 5 0
5522 2 11 5 0
5523 2 12 5 0
5524 2 13 5 0
5525 2 14 5 0
5526 2 15 5 0
5527 2 16 5 0
5528 2 17 5 0
5529 2 18 5 0
5530 2 19 5 0
5531 2 20 5 0
5532 2 21 5 0
5533 2 22 5 0
5534 2 23 5 0
5535 2 24 5 0
5536 2 25 5 0
5537 2 26 5 0
5538 2 27 5 0
5539 2 28 5 0
5540 2 29 5 61
5541 2 30 5 0
5542 2 31 5 0
5543 2 32 5 0
5544 3 0 5 175
5545 3 1 5 0
5546 3 2 5 179
5547 3 3 5 0
5548 3 4 5 0
5549 3 5 5 0
5550 3 6 5 0
5551 3 7 5 0
5552 3 8 5 141
5553 3 9 5 0
5554 3 10 5 0
5555 3 11 5 0
5556 3 12 5 0
5557 3 13 5 0
5558 3 14 5 0
5559 3 15 5 0
5560 3 16 5 0
5561 3 17 5 0
5562 3 18 5 194
5563 3 19 5 0
5564 3 20 5 0
5565 3 21 5 0
5566 3 22 5 0
5567 3 23 5 167
5568 3 24 5 167
5569 3 25 5 0
5570 3 26 5 0
5571 3 27 5 0
5572 3 28 5 0
5573 3 29 5 61
5574 3 30 5 0
5575 3 31 5 0
5576 3 32 5 0
5577 4 0 5 0
5578 4 1 5 0
5579 4 2 5 0
5580 4 3 5 0
5581 4 4 5 223
5582 4 5 5 0
5583 4 6 5 0
5584 4 7 5 0
5585 4 8 5 0
5586 4 9 5 0
5587 4 10 5 0
5588 4 11 5 0
5589 4 12 5 0
5590 4 13 5 0
5591 4 14 5 0
5592 4 15 5 0
5593 4 16 5 0
5594 4 17 5 0
5595 4 18 5 0
5596 4 19 5 0
5597 4 20 5 0
5598 4 21 5 0
5599 4 22 5 0
5600 4 23 5 167
5601 4 24 5 0
5602 4 25 5 0
5603 4 26 5 0
5604 4 27 5 0
5605 4 28 5 61
5606 4 29 5 61
5607 4 30 5 61
5608 4 31 5 0
5609 4 32 5 0
5610 5 0 5 0
5611 5 1 5 0
5612 5 2 5 0
5613 5 3 5 0
5614 5 4 5 271
5615 5 5 5 0
5616 5 6 5 0
5617 5 7 5 0
5618 5 8 5 0
5619 5 9 5 0
5620 5 10 5 0
5621 5 11 5 0
5622 5 12 5 0
5623 5 13 5 0
5624 5 14 5 0
5625 5 15 5 0
5626 5 16 5 0
5627 5 17 5 0
5628 5 18 5 0
5629 5 19 5 0
5630 5 20 5 0
5631 5 21 5 0
5632 5 22 5 0
5633 5 23 5 0
5634 5 24 5 0
5635 5 25 5 0
5636 5 26 5 0
5637 5 27 5 0
5638 5 28 5 0
5639 5 29 5 0
5640 5 30 5 0
5641 5 31 5 0
5642 5 32 5 0
5643 6 0 5 263
5644 6 1 5 0
5645 6 2 5 311
5646 6 3 5 311
5647 6 4 5 0
5648 6 5 5 0
5649 6 6 5 0
5650 6 7 5 0
5651 6 8 5 318
5652 6 9 5 0
5653 6 10 5 0
5654 6 11 5 0
5655 6 12 5 0
5656 6 13 5 326
5657 6 14 5 0
5658 6 15 5 0
5659 6 16 5 0
5660 6 17 5 0
5661 6 18 5 248
5662 6 19 5 0
5663 6 20 5 0
5664 6 21 5 0
5665 6 22 5 0
5666 6 23 5 0
5667 6 24 5 0
5668 6 25 5 0
5669 6 26 5 0
5670 6 27 5 0
5671 6 28 5 344
5672 6 29 5 0
5673 6 30 5 0
5674 6 31 5 0
5675 6 32 5 263
5676 7 0 5 263
5677 7 1 5 0
5678 7 2 5 0
5679 7 3 5 311
5680 7 4 5 0
5681 7 5 5 0
5682 7 6 5 0
5683 7 7 5 318
5684 7 8 5 318
5685 7 9 5 0
5686 7 10 5 0
5687 7 11 5 0
5688 7 12 5 0
5689 7 13 5 326
5690 7 14 5 0
5691 7 15 5 0
5692 7 16 5 0
5693 7 17 5 0
5694 7 18 5 248
5695 7 19 5 248
5696 7 20 5 248
5697 7 21 5 0
5698 7 22 5 0
5699 7 23 5 377
5700 7 24 5 380
5701 7 25 5 0
5702 7 26 5 0
5703 7 27 5 0
5704 7 28 5 0
5705 7 29 5 0
5706 7 30 5 0
5707 7 31 5 0
5708 7 32 5 263
5709 8 0 5 0
5710 8 1 5 0
5711 8 2 5 0
5712 8 3 5 0
5713 8 4 5 392
5714 8 5 5 0
5715 8 6 5 0
5716 8 7 5 0
5717 8 8 5 0
5718 8 9 5 0
5719 8 10 5 0
5720 8 11 5 322
5721 8 12 5 0
5722 8 13 5 0
5723 8 14 5 0
5724 8 15 5 0
5725 8 16 5 0
5726 8 17 5 0
5727 8 18 5 0
5728 8 19 5 248
5729 8 20 5 248
5730 8 21 5 0
5731 8 22 5 0
5732 8 23 5 380
5733 8 24 5 380
5734 8 25 5 0
5735 8 26 5 0
5736 8 27 5 0
5737 8 28 5 427
5738 8 29 5 0
5739 8 30 5 0
5740 8 31 5 436
5741 8 32 5 0
5742 9 0 5 0
5743 9 1 5 0
5744 9 2 5 0
5745 9 3 5 0
5746 9 4 5 0
5747 9 5 5 0
5748 9 6 5 0
5749 9 7 5 0
5750 9 8 5 0
5751 9 9 5 0
5752 9 10 5 0
5753 9 11 5 0
5754 9 12 5 0
5755 9 13 5 0
5756 9 14 5 0
5757 9 15 5 0
5758 9 16 5 0
5759 9 17 5 0
5760 9 18 5 460
5761 9 19 5 0
5762 9 20 5 0
5763 9 21 5 0
5764 9 22 5 380
5765 9 23 5 380
5766 9 24 5 380
5767 9 25 5 380
5768 9 26 5 0
5769 9 27 5 473
5770 9 28 5 0
5771 9 29 5 0
5772 9 30 5 0
5773 9 31 5 0
5774 9 32 5 0
5775 10 0 5 482
5776 10 1 5 0
5777 10 2 5 0
5778 10 3 5 0
5779 10 4 5 0
5780 10 5 5 0
5781 10 6 5 0
5782 10 7 5 0
5783 10 8 5 0
5784 10 9 5 0
5785 10 10 5 0
5786 10 11 5 0
5787 10 12 5 0
5788 10 13 5 0
5789 10 14 5 0
5790 10 15 5 454
5791 10 16 5 454
5792 10 17 5 0
5793 10 18 5 0
5794 10 19 5 0
5795 10 20 5 0
5796 10 21 5 0
5797 10 22 5 0
5798 10 23 5 380
5799 10 24 5 380
5800 10 25 5 0
5801 10 26 5 0
5802 10 27 5 0
5803 10 28 5 523
5804 10 29 5 0
5805 10 30 5 0
5806 10 31 5 528
5807 10 32 5 0
5808 11 0 5 0
5809 11 1 5 0
5810 11 2 5 0
5811 11 3 5 0
5812 11 4 5 0
5813 11 5 5 0
5814 11 6 5 0
5815 11 7 5 0
5816 11 8 5 0
5817 11 9 5 0
5818 11 10 5 551
5819 11 11 5 0
5820 11 12 5 0
5821 11 13 5 555
5822 11 14 5 555
5823 11 15 5 0
5824 11 16 5 0
5825 11 17 5 0
5826 11 18 5 0
5827 11 19 5 0
5828 11 20 5 0
5829 11 21 5 0
5830 11 22 5 0
5831 11 23 5 380
5832 11 24 5 380
5833 11 25 5 380
5834 11 26 5 0
5835 11 27 5 0
5836 11 28 5 0
5837 11 29 5 0
5838 11 30 5 578
5839 11 31 5 580
5840 11 32 5 0
5841 12 0 5 0
5842 12 1 5 0
5843 12 2 5 0
5844 12 3 5 0
5845 12 4 5 0
5846 12 5 5 0
5847 12 6 5 0
5848 12 7 5 0
5849 12 8 5 0
5850 12 9 5 0
5851 12 10 5 0
5852 12 11 5 0
5853 12 12 5 0
5854 12 13 5 555
5855 12 14 5 555
5856 12 15 5 0
5857 12 16 5 0
5858 12 17 5 0
5859 12 18 5 0
5860 12 19 5 0
5861 12 20 5 0
5862 12 21 5 0
5863 12 22 5 0
5864 12 23 5 0
5865 12 24 5 380
5866 12 25 5 380
5867 12 26 5 380
5868 12 27 5 380
5869 12 28 5 0
5870 12 29 5 0
5871 12 30 5 0
5872 12 31 5 0
5873 12 32 5 0
5874 13 0 5 0
5875 13 1 5 0
5876 13 2 5 0
5877 13 3 5 0
5878 13 4 5 0
5879 13 5 5 637
5880 13 6 5 637
5881 13 7 5 0
5882 13 8 5 0
5883 13 9 5 0
5884 13 10 5 0
5885 13 11 5 0
5886 13 12 5 0
5887 13 13 5 0
5888 13 14 5 555
5889 13 15 5 555
5890 13 16 5 0
5891 13 17 5 0
5892 13 18 5 0
5893 13 19 5 0
5894 13 20 5 0
5895 13 21 5 0
5896 13 22 5 0
5897 13 23 5 0
5898 13 24 5 380
5899 13 25 5 380
5900 13 26 5 0
5901 13 27 5 0
5902 13 28 5 0
5903 13 29 5 0
5904 13 30 5 0
5905 13 31 5 0
5906 13 32 5 0
5907 14 0 5 0
5908 14 1 5 0
5909 14 2 5 667
5910 14 3 5 0
5911 14 4 5 0
5912 14 5 5 0
5913 14 6 5 0
5914 14 7 5 0
5915 14 8 5 0
5916 14 9 5 679
5917 14 10 5 679
5918 14 11 5 679
5919 14 12 5 0
5920 14 13 5 0
5921 14 14 5 0
5922 14 15 5 555
5923 14 16 5 0
5924 14 17 5 0
5925 14 18 5 0
5926 14 19 5 0
5927 14 20 5 0
5928 14 21 5 0
5929 14 22 5 703
5930 14 23 5 0
5931 14 24 5 0
5932 14 25 5 0
5933 14 26 5 0
5934 14 27 5 0
5935 14 28 5 0
5936 14 29 5 0
5937 14 30 5 0
5938 14 31 5 716
5939 14 32 5 0
5940 15 0 5 0
5941 15 1 5 0
5942 15 2 5 0
5943 15 3 5 723
5944 15 4 5 0
5945 15 5 5 0
5946 15 6 5 0
5947 15 7 5 0
5948 15 8 5 0
5949 15 9 5 0
5950 15 10 5 679
5951 15 11 5 679
5952 15 12 5 0
5953 15 13 5 0
5954 15 14 5 0
5955 15 15 5 0
5956 15 16 5 0
5957 15 17 5 0
5958 15 18 5 0
5959 15 19 5 0
5960 15 20 5 0
5961 15 21 5 0
5962 15 22 5 703
5963 15 23 5 0
5964 15 24 5 0
5965 15 25 5 0
5966 15 26 5 0
5967 15 27 5 0
5968 15 28 5 0
5969 15 29 5 0
5970 15 30 5 0
5971 15 31 5 0
5972 15 32 5 0
5973 16 0 5 0
5974 16 1 5 0
5975 16 2 5 723
5976 16 3 5 723
5977 16 4 5 723
5978 16 5 5 0
5979 16 6 5 0
5980 16 7 5 0
5981 16 8 5 0
5982 16 9 5 0
5983 16 10 5 0
5984 16 11 5 0
5985 16 12 5 0
5986 16 13 5 0
5987 16 14 5 0
5988 16 15 5 0
5989 16 16 5 0
5990 16 17 5 0
5991 16 18 5 0
5992 16 19 5 0
5993 16 20 5 0
5994 16 21 5 0
5995 16 22 5 0
5996 16 23 5 0
5997 16 24 5 0
5998 16 25 5 0
5999 16 26 5 765
6000 16 27 5 0
6001 16 28 5 0
6002 16 29 5 0
6003 16 30 5 822
6004 16 31 5 0
6005 16 32 5 0
6006 17 0 5 0
6007 17 1 5 0
6008 17 2 5 0
6009 17 3 5 723
6010 17 4 5 723
6011 17 5 5 723
6012 17 6 5 723
6013 17 7 5 0
6014 17 8 5 0
6015 17 9 5 0
6016 17 10 5 0
6017 17 11 5 0
6018 17 12 5 0
6019 17 13 5 0
6020 17 14 5 0
6021 17 15 5 0
6022 17 16 5 0
6023 17 17 5 0
6024 17 18 5 0
6025 17 19 5 850
6026 17 20 5 0
6027 17 21 5 0
6028 17 22 5 862
6029 17 23 5 0
6030 17 24 5 0
6031 17 25 5 0
6032 17 26 5 765
6033 17 27 5 0
6034 17 28 5 0
6035 17 29 5 822
6036 17 30 5 822
6037 17 31 5 0
6038 17 32 5 0
6039 18 0 5 0
6040 18 1 5 0
6041 18 2 5 0
6042 18 3 5 0
6043 18 4 5 723
6044 18 5 5 723
6045 18 6 5 723
6046 18 7 5 0
6047 18 8 5 0
6048 18 9 5 0
6049 18 10 5 0
6050 18 11 5 0
6051 18 12 5 0
6052 18 13 5 0
6053 18 14 5 0
6054 18 15 5 0
6055 18 16 5 0
6056 18 17 5 0
6057 18 18 5 0
6058 18 19 5 0
6059 18 20 5 0
6060 18 21 5 0
6061 18 22 5 0
6062 18 23 5 0
6063 18 24 5 765
6064 18 25 5 0
6065 18 26 5 0
6066 18 27 5 0
6067 18 28 5 0
6068 18 29 5 0
6069 18 30 5 822
6070 18 31 5 822
6071 18 32 5 0
6072 19 0 5 913
6073 19 1 5 0
6074 19 2 5 0
6075 19 3 5 0
6076 19 4 5 0
6077 19 5 5 0
6078 19 6 5 0
6079 19 7 5 0
6080 19 8 5 0
6081 19 9 5 0
6082 19 10 5 0
6083 19 11 5 0
6084 19 12 5 930
6085 19 13 5 930
6086 19 14 5 930
6087 19 15 5 0
6088 19 16 5 0
6089 19 17 5 0
6090 19 18 5 0
6091 19 19 5 0
6092 19 20 5 896
6093 19 21 5 896
6094 19 22 5 896
6095 19 23 5 0
6096 19 24 5 0
6097 19 25 5 0
6098 19 26 5 0
6099 19 27 5 0
6100 19 28 5 0
6101 19 29 5 0
6102 19 30 5 960
6103 19 31 5 822
6104 19 32 5 0
6105 20 0 5 0
6106 20 1 5 0
6107 20 2 5 969
6108 20 3 5 0
6109 20 4 5 0
6110 20 5 5 0
6111 20 6 5 977
6112 20 7 5 0
6113 20 8 5 0
6114 20 9 5 0
6115 20 10 5 0
6116 20 11 5 0
6117 20 12 5 0
6118 20 13 5 0
6119 20 14 5 0
6120 20 15 5 0
6121 20 16 5 0
6122 20 17 5 0
6123 20 18 5 996
6124 20 19 5 0
6125 20 20 5 896
6126 20 21 5 896
6127 20 22 5 0
6128 20 23 5 0
6129 20 24 5 0
6130 20 25 5 950
6131 20 26 5 1004
6132 20 27 5 0
6133 20 28 5 0
6134 20 29 5 0
6135 20 30 5 0
6136 20 31 5 0
6137 20 32 5 0
6138 21 0 5 0
6139 21 1 5 0
6140 21 2 5 0
6141 21 3 5 0
6142 21 4 5 0
6143 21 5 5 0
6144 21 6 5 0
6145 21 7 5 0
6146 21 8 5 0
6147 21 9 5 0
6148 21 10 5 0
6149 21 11 5 0
6150 21 12 5 1027
6151 21 13 5 1028
6152 21 14 5 0
6153 21 15 5 0
6154 21 16 5 0
6155 21 17 5 0
6156 21 18 5 0
6157 21 19 5 0
6158 21 20 5 896
6159 21 21 5 0
6160 21 22 5 0
6161 21 23 5 950
6162 21 24 5 950
6163 21 25 5 950
6164 21 26 5 0
6165 21 27 5 0
6166 21 28 5 0
6167 21 29 5 0
6168 21 30 5 1060
6169 21 31 5 0
6170 21 32 5 0
6171 22 0 5 0
6172 22 1 5 0
6173 22 2 5 0
6174 22 3 5 1016
6175 22 4 5 1016
6176 22 5 5 0
6177 22 6 5 0
6178 22 7 5 0
6179 22 8 5 0
6180 22 9 5 0
6181 22 10 5 0
6182 22 11 5 0
6183 22 12 5 0
6184 22 13 5 0
6185 22 14 5 0
6186 22 15 5 0
6187 22 16 5 0
6188 22 17 5 0
6189 22 18 5 0
6190 22 19 5 0
6191 22 20 5 0
6192 22 21 5 0
6193 22 22 5 950
6194 22 23 5 950
6195 22 24 5 0
6196 22 25 5 0
6197 22 26 5 0
6198 22 27 5 0
6199 22 28 5 0
6200 22 29 5 0
6201 22 30 5 0
6202 22 31 5 0
6203 22 32 5 1061
6204 23 0 5 1061
6205 23 1 5 0
6206 23 2 5 1016
6207 23 3 5 1016
6208 23 4 5 1016
6209 23 5 5 1016
6210 23 6 5 1016
6211 23 7 5 0
6212 23 8 5 0
6213 23 9 5 0
6214 23 10 5 0
6215 23 11 5 0
6216 23 12 5 0
6217 23 13 5 0
6218 23 14 5 0
6219 23 15 5 0
6220 23 16 5 0
6221 23 17 5 0
6222 23 18 5 0
6223 23 19 5 0
6224 23 20 5 0
6225 23 21 5 0
6226 23 22 5 0
6227 23 23 5 0
6228 23 24 5 0
6229 23 25 5 0
6230 23 26 5 1132
6231 23 27 5 1132
6232 23 28 5 1132
6233 23 29 5 0
6234 23 30 5 0
6235 23 31 5 0
6236 23 32 5 1061
6237 24 0 5 0
6238 24 1 5 0
6239 24 2 5 1016
6240 24 3 5 1016
6241 24 4 5 1016
6242 24 5 5 1016
6243 24 6 5 0
6244 24 7 5 0
6245 24 8 5 0
6246 24 9 5 0
6247 24 10 5 0
6248 24 11 5 0
6249 24 12 5 0
6250 24 13 5 0
6251 24 14 5 0
6252 24 15 5 0
6253 24 16 5 1124
6254 24 17 5 1124
6255 24 18 5 0
6256 24 19 5 0
6257 24 20 5 0
6258 24 21 5 0
6259 24 22 5 0
6260 24 23 5 0
6261 24 24 5 0
6262 24 25 5 0
6263 24 26 5 0
6264 24 27 5 0
6265 24 28 5 0
6266 24 29 5 0
6267 24 30 5 0
6268 24 31 5 0
6269 24 32 5 0
6270 25 0 5 0
6271 25 1 5 0
6272 25 2 5 0
6273 25 3 5 1016
6274 25 4 5 0
6275 25 5 5 0
6276 25 6 5 0
6277 25 7 5 0
6278 25 8 5 0
6279 25 9 5 0
6280 25 10 5 0
6281 25 11 5 0
6282 25 12 5 1162
6283 25 13 5 0
6284 25 14 5 1229
6285 25 15 5 0
6286 25 16 5 0
6287 25 17 5 0
6288 25 18 5 0
6289 25 19 5 0
6290 25 20 5 0
6291 25 21 5 0
6292 25 22 5 0
6293 25 23 5 0
6294 25 24 5 0
6295 25 25 5 0
6296 25 26 5 0
6297 25 27 5 0
6298 25 28 5 0
6299 25 29 5 0
6300 25 30 5 0
6301 25 31 5 0
6302 25 32 5 0
6303 26 0 5 0
6304 26 1 5 0
6305 26 2 5 0
6306 26 3 5 0
6307 26 4 5 0
6308 26 5 5 0
6309 26 6 5 0
6310 26 7 5 0
6311 26 8 5 0
6312 26 9 5 0
6313 26 10 5 0
6314 26 11 5 1162
6315 26 12 5 1162
6316 26 13 5 1162
6317 26 14 5 0
6318 26 15 5 0
6319 26 16 5 0
6320 26 17 5 0
6321 26 18 5 1124
6322 26 19 5 0
6323 26 20 5 0
6324 26 21 5 0
6325 26 22 5 0
6326 26 23 5 1292
6327 26 24 5 1292
6328 26 25 5 1292
6329 26 26 5 1292
6330 26 27 5 0
6331 26 28 5 0
6332 26 29 5 0
6333 26 30 5 0
6334 26 31 5 0
6335 26 32 5 0
6336 27 0 5 0
6337 27 1 5 0
6338 27 2 5 0
6339 27 3 5 0
6340 27 4 5 0
6341 27 5 5 0
6342 27 6 5 0
6343 27 7 5 0
6344 27 8 5 0
6345 27 9 5 0
6346 27 10 5 0
6347 27 11 5 1162
6348 27 12 5 0
6349 27 13 5 0
6350 27 14 5 0
6351 27 15 5 0
6352 27 16 5 0
6353 27 17 5 0
6354 27 18 5 0
6355 27 19 5 0
6356 27 20 5 0
6357 27 21 5 0
6358 27 22 5 0
6359 27 23 5 1292
6360 27 24 5 1292
6361 27 25 5 1292
6362 27 26 5 1292
6363 27 27 5 1292
6364 27 28 5 0
6365 27 29 5 0
6366 27 30 5 1356
6367 27 31 5 0
6368 27 32 5 0
6369 28 0 5 0
6370 28 1 5 0
6371 28 2 5 1315
6372 28 3 5 1315
6373 28 4 5 1315
6374 28 5 5 0
6375 28 6 5 0
6376 28 7 5 1370
6377 28 8 5 0
6378 28 9 5 0
6379 28 10 5 0
6380 28 11 5 0
6381 28 12 5 0
6382 28 13 5 0
6383 28 14 5 0
6384 28 15 5 0
6385 28 16 5 0
6386 28 17 5 0
6387 28 18 5 0
6388 28 19 5 0
6389 28 20 5 0
6390 28 21 5 0
6391 28 22 5 1292
6392 28 23 5 1292
6393 28 24 5 1292
6394 28 25 5 1292
6395 28 26 5 1292
6396 28 27 5 1292
6397 28 28 5 0
6398 28 29 5 1356
6399 28 30 5 1356
6400 28 31 5 0
6401 28 32 5 0
6402 29 0 5 0
6403 29 1 5 1404
6404 29 2 5 0
6405 29 3 5 1315
6406 29 4 5 1315
6407 29 5 5 0
6408 29 6 5 1408
6409 29 7 5 0
6410 29 8 5 0
6411 29 9 5 0
6412 29 10 5 0
6413 29 11 5 1423
6414 29 12 5 1423
6415 29 13 5 1423
6416 29 14 5 0
6417 29 15 5 0
6418 29 16 5 0
6419 29 17 5 0
6420 29 18 5 0
6421 29 19 5 0
6422 29 20 5 0
6423 29 21 5 0
6424 29 22 5 0
6425 29 23 5 0
6426 29 24 5 1292
6427 29 25 5 1292
6428 29 26 5 1292
6429 29 27 5 1292
6430 29 28 5 0
6431 29 29 5 1356
6432 29 30 5 1449
6433 29 31 5 0
6434 29 32 5 0
6435 30 0 5 0
6436 30 1 5 0
6437 30 2 5 0
6438 30 3 5 0
6439 30 4 5 0
6440 30 5 5 0
6441 30 6 5 0
6442 30 7 5 0
6443 30 8 5 0
6444 30 9 5 0
6445 30 10 5 0
6446 30 11 5 0
6447 30 12 5 0
6448 30 13 5 0
6449 30 14 5 0
6450 30 15 5 0
6451 30 16 5 0
6452 30 17 5 0
6453 30 18 5 0
6454 30 19 5 1474
6455 30 20 5 0
6456 30 21 5 0
6457 30 22 5 0
6458 30 23 5 0
6459 30 24 5 0
6460 30 25 5 1292
6461 30 26 5 0
6462 30 27 5 0
6463 30 28 5 0
6464 30 29 5 0
6465 30 30 5 0
6466 30 31 5 0
6467 30 32 5 0
6468 31 0 5 0
6469 31 1 5 0
6470 31 2 5 0
6471 31 3 5 0
6472 31 4 5 0
6473 31 5 5 0
6474 31 6 5 16
6475 31 7 5 16
6476 31 8 5 0
6477 31 9 5 0
6478 31 10 5 0
6479 31 11 5 0
6480 31 12 5 0
6481 31 13 5 0
6482 31 14 5 0
6483 31 15 5 0
6484 31 16 5 0
6485 31 17 5 0
6486 31 18 5 0
6487 31 19 5 1474
6488 31 20 5 1474
6489 31 21 5 0
6490 31 22 5 0
6491 31 23 5 0
6492 31 24 5 0
6493 31 25 5 0
6494 31 26 5 0
6495 31 27 5 0
6496 31 28 5 1531
6497 31 29 5 1531
6498 31 30 5 0
6499 31 31 5 70
6500 31 32 5 70
6501 32 0 5 0
6502 32 1 5 0
6503 32 2 5 0
6504 32 3 5 0
6505 32 4 5 0
6506 32 5 5 0
6507 32 6 5 16
6508 32 7 5 16
6509 32 8 5 0
6510 32 9 5 0
6511 32 10 5 0
6512 32 11 5 0
6513 32 12 5 0
6514 32 13 5 0
6515 32 14 5 0
6516 32 15 5 0
6517 32 16 5 1550
6518 32 17 5 0
6519 32 18 5 0
6520 32 19 5 1474
6521 32 20 5 0
6522 32 21 5 0
6523 32 22 5 0
6524 32 23 5 0
6525 32 24 5 0
6526 32 25 5 0
6527 32 26 5 61
6528 32 27 5 61
6529 32 28 5 0
6530 32 29 5 0
6531 32 30 5 0
6532 32 31 5 70
6533 32 32 5 70
6534 0 0 6 0
6535 0 1 6 0
6536 0 2 6 0
6537 0 3 6 0
6538 0 4 6 0
6539 0 5 6 0
6540 0 6 6 0
6541 0 7 6 0
6542 0 8 6 0
6543 0 9 6 0
6544 0 10 6 0
6545 0 11 6 0
6546 0 12 6 0
6547 0 13 6 31
6548 0 14 6 0
6549 0 15 6 0
6550 0 16 6 0
6551 0 17 6 0
6552 0 18 6 44
6553 0 19 6 0
6554 0 20 6 0
6555 0 21 6 0
6556 0 22 6 0
6557 0 23 6 0
6558 0 24 6 0
6559 0 25 6 61
6560 0 26 6 61
6561 0 27 6 61
6562 0 28 6 0
6563 0 29 6 0
6564 0 30 6 0
6565 0 31 6 0
6566 0 32 6 0
6567 1 0 6 0
6568 1 1 6 0
6569 1 2 6 0
6570 1 3 6 0
6571 1 4 6 0
6572 1 5 6 0
6573 1 6 6 0
6574 1 7 6 0
6575 1 8 6 90
6576 1 9 6 92
6577 1 10 6 0
6578 1 11 6 0
6579 1 12 6 0
6580 1 13 6 0
6581 1 14 6 0
6582 1 15 6 0
6583 1 16 6 0
6584 1 17 6 0
6585 1 18 6 0
6586 1 19 6 0
6587 1 20 6 49
6588 1 21 6 0
6589 1 22 6 0
6590 1 23 6 0
6591 1 24 6 0
6592 1 25 6 0
6593 1 26 6 0
6594 1 27 6 0
6595 1 28 6 61
6596 1 29 6 61
6597 1 30 6 0
6598 1 31 6 0
6599 1 32 6 0
6600 2 0 6 0
6601 2 1 6 0
6602 2 2 6 0
6603 2 3 6 0
6604 2 4 6 0
6605 2 5 6 0
6606 2 6 6 0
6607 2 7 6 0
6608 2 8 6 141
6609 2 9 6 0
6610 2 10 6 0
6611 2 11 6 0
6612 2 12 6 0
6613 2 13 6 0
6614 2 14 6 0
6615 2 15 6 0
6616 2 16 6 0
6617 2 17 6 0
6618 2 18 6 0
6619 2 19 6 0
6620 2 20 6 0
6621 2 21 6 0
6622 2 22 6 0
6623 2 23 6 0
6624 2 24 6 0
6625 2 25 6 0
6626 2 26 6 0
6627 2 27 6 0
6628 2 28 6 0
6629 2 29 6 0
6630 2 30 6 0
6631 2 31 6 0
6632 2 32 6 0
6633 3 0 6 0
6634 3 1 6 0
6635 3 2 6 0
6636 3 3 6 0
6637 3 4 6 0
6638 3 5 6 0
6639 3 6 6 0
6640 3 7 6 0
6641 3 8 6 141
6642 3 9 6 0
6643 3 10 6 0
6644 3 11 6 0
6645 3 12 6 0
6646 3 13 6 0
6647 3 14 6 0
6648 3 15 6 190
6649 3 16 6 191
6650 3 17 6 0
6651 3 18 6 0
6652 3 19 6 0
6653 3 20 6 0
6654 3 21 6 0
6655 3 22 6 167
6656 3 23 6 167
6657 3 24 6 167
6658 3 25 6 0
6659 3 26 6 0
6660 3 27 6 0
6661 3 28 6 0
6662 3 29 6 61
6663 3 30 6 61
6664 3 31 6 0
6665 3 32 6 0
6666 4 0 6 0
6667 4 1 6 0
6668 4 2 6 0
6669 4 3 6 0
6670 4 4 6 0
6671 4 5 6 0
6672 4 6 6 0
6673 4 7 6 0
6674 4 8 6 0
6675 4 9 6 0
6676 4 10 6 0
6677 4 11 6 0
6678 4 12 6 0
6679 4 13 6 0
6680 4 14 6 0
6681 4 15 6 0
6682 4 16 6 191
6683 4 17 6 0
6684 4 18 6 0
6685 4 19 6 0
6686 4 20 6 0
6687 4 21 6 0
6688 4 22 6 167
6689 4 23 6 167
6690 4 24 6 167
6691 4 25 6 0
6692 4 26 6 0
6693 4 27 6 0
6694 4 28 6 0
6695 4 29 6 61
6696 4 30 6 61
6697 4 31 6 0
6698 4 32 6 0
6699 5 0 6 0
6700 5 1 6 263
6701 5 2 6 0
6702 5 3 6 0
6703 5 4 6 0
6704 5 5 6 0
6705 5 6 6 0
6706 5 7 6 0
6707 5 8 6 277
6708 5 9 6 0
6709 5 10 6 282
6710 5 11 6 0
6711 5 12 6 0
6712 5 13 6 0
6713 5 14 6 0
6714 5 15 6 0
6715 5 16 6 0
