 labda_1 labda_2 labda_3
69 -0.42866927988102227 -0.40558653805797906 0.8342558179390012
70 -0.49525167862637476 -0.48148803131477064 0.9767397099411453
71 -0.48960138239184825 -0.4839422719096287 0.9735436543014769
72 -0.49274593795401334 -0.4810030625890996 0.9737490005431129
73 -0.49238258793979073 -0.48681915386960917 0.9792017418093997
74 -0.49671546738547906 -0.4929113399504955 0.9896268073359747
75 -0.49197067617354984 -0.41885836991702496 0.9108290460905748
76 -0.35380836265171234 -0.1812014246839677 0.5350097873356799
77 -0.3099567706117164 -0.11533186355197729 0.42528863416369356
78 -0.44312335496606686 -0.2590055341248977 0.7021288890909645
79 -0.2400503699580654 0.07423459686965447 0.165815773088411
80 -0.3027034604711578 0.04631423537121589 0.256389225099942
81 -0.4077065225756534 -0.21369030211018963 0.6213968246858431
82 -0.4640679208027093 -0.15257520742173417 0.6166431282244433
83 -0.33253347728686317 -0.1991483229190569 0.5316818002059198
84 -0.48367084758646833 -0.37788265450226205 0.8615535020887306
85 -0.4903500414963845 -0.4901613297516014 0.9805113712479857
86 -0.4685707284976904 -0.4075738063469047 0.8761445348445951
87 -0.3158679747294836 -0.08013284820304656 0.39600082293253014
88 -0.3939879785404657 -0.22885423506755387 0.6228422136080194
89 -0.1745477255716089 -0.044078713747725005 0.21862643931933382
90 -0.29544925174417985 -0.1532016117102259 0.4486508634544058
91 -0.49345833983588855 -0.47989740966752836 0.973355749503417
92 -0.49522555189321593 -0.4836420256934205 0.9788675775866368
93 -0.490990116226571 -0.4851559345023486 0.9761460507289194
94 -0.4640762139373426 -0.30142355793492703 0.7654997718722695
95 -0.4939595950593013 -0.3926403365699773 0.8865999316292774
96 -0.49134208084742254 -0.4625129946918609 0.9538550755392835
97 -0.4748413067208734 -0.06369606897689403 0.5385373756977674
98 -0.4713020499310849 -0.3842547840802422 0.8555568340113273
99 -0.49544688013720917 -0.4884707506961689 0.9839176308333785
100 -0.48376462284374505 -0.4522913489585444 0.936055971802289
101 -0.4682943360811445 -0.2652722886066779 0.7335666246878223
102 -0.49067313983205824 -0.48839167306769254 0.9790648128997503
103 -0.4947541884373145 -0.48555277150190945 0.9803069599392238
104 -0.4933371622522231 -0.4842300489617396 0.977567211213963
105 -0.4852997568219483 -0.46945096060895136 0.9547507174309
106 -0.4905226881759903 -0.48172653895244716 0.9722492271284378
107 -0.48262043500641794 -0.4410574494118577 0.9236778844182756
108 -0.32501155916360996 0.07945972191070844 0.24555183725290175
109 -0.3686167700171956 0.042299155460264685 0.32631761455693115
110 -0.38027113195965745 -0.24589726270556186 0.6261683946652195
111 -0.43457987957902827 -0.23847287293789027 0.673052752516919
112 -0.3172807782769451 -0.19078393598193977 0.5080647142588848
113 -0.20986718520969078 -0.09497191221979694 0.30483909742948756
114 -0.331106440137038 -0.029424594990997047 0.3605310351280353
115 -0.4428982815763985 -0.40617901409633655 0.8490772956727352
116 -0.3810343429857375 -0.21803366923500006 0.5990680122207375
117 -0.36676277279369884 -0.12301367458500112 0.4897764473787004
118 -0.4893848916246871 -0.14082510222701708 0.6302099938517043
119 -0.27146453428356937 -0.1032406693162705 0.3747052035998401
120 -0.37412372889118395 -0.15922007195903476 0.5333438008502184
121 -0.4207878791156713 -0.04869478002663334 0.46948265914230475
122 -0.418034985672872 -0.23118859245876427 0.6492235781316363
123 -0.49525029345120253 -0.4922969690046725 0.9875472624558754
124 -0.49545421537540435 -0.4939577014379833 0.9894119168133875
125 -0.49639872109841404 -0.4945961686461735 0.9909948897445874
126 -0.49415937800951226 -0.48697103061711605 0.9811304086266288
127 -0.49140209407172103 -0.4787543428892174 0.9701564369609382
128 -0.434711234160584 -0.3266057030648181 0.7613169372254023
129 -0.39526552955860705 -0.17678065098632276 0.5720461805449296
130 -0.16706207864491338 -0.03393555061278515 0.20099762925769854
131 -0.4127266415686873 -0.28319281118439077 0.6959194527530781
132 -0.4719730186116401 -0.3649406165300046 0.8369136351416445
133 -0.415855509533591 -0.24469356570523784 0.6605490752388289
134 -0.4332568568410936 -0.24624852756627347 0.6795053844073671
135 -0.4939179942045026 -0.4913797934516217 0.985297787656124
136 -0.49588563815895637 -0.49398112865653665 0.9898667668154926
137 -0.493666459218488 -0.4861446565770406 0.9798111157955283
138 -0.49381821717077384 -0.4889769025756812 0.9827951197464548
139 -0.4821201109894345 -0.47198365244314056 0.954103763432575
140 -0.47340860589255673 -0.36313031563909215 0.8365389215316492
141 -0.44774031593894575 -0.23250522173072521 0.6802455376696707
142 -0.3935057021153571 -0.062462917693396965 0.45596861980875414
143 -0.3480270165846674 -0.10394087818865697 0.45196789477332455
144 -0.07225965310065326 -0.04099431066452804 0.11325396376518139
145 -0.3030919177809819 0.04652084051615865 0.2565710772648234
146 -0.39575651485141317 -0.27222938157893967 0.6679858964303527
147 -0.48353145956604354 -0.40369406186412204 0.8872255214301659
148 -0.4956799785459776 -0.4801294759526517 0.9758094544986289
149 -0.49565906905194673 -0.4921369112224294 0.987795980274376
150 -0.492748798606556 -0.47213634249889763 0.9648851411054538
151 -0.4903080100603168 -0.48373561958777084 0.9740436296480874
152 -0.3965645371921837 0.10063110991864792 0.29593342727353616
153 -0.23450562597650895 0.04531301257091892 0.18919261340559004
154 -0.3546444774798948 -0.010996434274886205 0.3656409117547813
155 -0.4305683756450503 -0.3240631129533944 0.7546314885984451
156 -0.494830554944171 -0.4903182851172455 0.9851488400614163
157 -0.492965540553237 -0.48805073898186185 0.9810162795350988
158 -0.4954825610255917 -0.49467755142449105 0.9901601124500826
159 -0.49214312325379356 -0.4879146473825015 0.9800577706362955
160 -0.4918178413440157 -0.48941031720801315 0.9812281585520287
161 -0.4606267348152501 -0.002788270907767629 0.4634150057230175
162 -0.44362685347659114 -0.11611840599187871 0.5597452594684698
163 -0.2629430139685467 -0.0956669847642579 0.35860999873280464
164 -0.3150052945977284 -0.16273947010178513 0.47774476469951366
165 -0.31965396580392064 -0.19088680024450033 0.5105407660484209
166 -0.37862063713189303 -0.22670662995008922 0.6053272670819823
167 -0.49495405523005637 -0.485609758609637 0.9805638138396935
168 -0.4940234487249745 -0.4897583096613616 0.9837817583863363
169 -0.4948620814806041 -0.4940129192922533 0.9888750007728574
170 -0.49637119630629956 -0.4845825202542675 0.9809537165605671
171 -0.49167643624720353 -0.48934046365614486 0.9810168999033483
172 -0.4862400810420845 -0.39477080933848496 0.8810108903805699
173 -0.4671213479103121 -0.1389013368428236 0.6060226847531358
174 -0.44647149734863384 -0.15617383201667553 0.6026453293653093
175 -0.3958218810006791 -0.2445964263512717 0.6404183073519509
176 -0.46175605810361886 -0.38718168623894395 0.8489377443425632
177 -0.2665756494069502 -0.09841590350381686 0.36499155291076707
178 -0.34493386635364365 -0.21390862581271372 0.5588424921663575
179 -0.18341525913412665 -0.09057440180491681 0.2739896609390435
180 -0.4715689027366921 -0.4070077997743227 0.8785767025110149
181 -0.4942296850284434 -0.4878695824634145 0.982099267491858
182 -0.4944374859443734 -0.48247306476827384 0.9769105507126468
183 -0.49354014720890904 -0.49127112969109726 0.9848112769000057
184 -0.4931866589951122 -0.41928209243317655 0.9124687514282885
185 -0.45433335537732505 -0.20522349306465423 0.6595568484419794
186 -0.31859377115837684 0.02637076418239453 0.2922230069759823
187 -0.4388684259030968 -0.36389589627426144 0.8027643221773579
188 -0.4930662716662561 -0.45225588472577655 0.9453221563920331
189 -0.496703405754013 -0.4902841609867242 0.9869875667407375
190 -0.49513527188880446 -0.4936006481906133 0.9887359200794179
191 -0.49504090429263425 -0.4903507936178039 0.985391697910438
192 -0.497288454028128 -0.49316817698541904 0.9904566310135472
193 -0.49255336180803766 -0.4918535947486166 0.984406956556654
194 -0.49315590959892236 -0.4926410520489942 0.9857969616479166
195 -0.48994643805643845 -0.15197693533730786 0.6419233733937464
196 -0.4835468628422773 -0.4531267773905978 0.9366736402328755
197 -0.354029795368357 -0.0208029602057668 0.374832755574124
198 -0.23779857003138052 -0.11869049281517775 0.3564890628465584
199 -0.22171144200974482 -0.055444320148085785 0.2771557621578307
200 -0.49326243003477527 -0.42867702513430905 0.9219394551690844
201 -0.4936957421996825 -0.4848502189419858 0.9785459611416681
202 -0.4944246128357423 -0.48942561118989797 0.9838502240256398
203 -0.4966105985660455 -0.4914476549906361 0.9880582535566818
204 -0.49443678188922646 -0.4864188678851142 0.9808556497743409
205 -0.3808737815115859 -0.262876259978275 0.6437500414898609
206 -0.3565921596095796 -0.08673098512063043 0.44332314473020973
207 -0.34820729520233534 -0.15645788955239961 0.5046651847547351
208 -0.29803401976856664 0.0878820500851465 0.21015196968342015
209 -0.4375940517988658 -0.2876844856761739 0.7252785374750397
210 -0.4179328097453718 -0.24613735522518104 0.6640701649705528
211 -0.42905580970448526 -0.3506908964521304 0.7797467061566157
212 -0.36951408190619117 -0.3332013392912533 0.7027154211974442
213 -0.462867439468978 -0.3875006686450532 0.8503681081140315
214 -0.4927035558455367 -0.43171508753132604 0.9244186433768625
215 -0.41390172083080656 -0.3358685216006087 0.7497702424314154
216 -0.42823615874872223 -0.18067710292250957 0.6089132616712316
217 -0.4732150764736126 -0.3209755393845519 0.7941906158581642
218 -0.31913831937498593 0.1192680150090653 0.1998703043659207
219 -0.34141198492846814 -0.2623959383302591 0.603807923258727
220 -0.4957959545907832 -0.4876474009784684 0.9834433555692511
221 -0.4930438299809807 -0.48781262828371097 0.9808564582646918
222 -0.4896385232921495 -0.4859803304865654 0.9756188537787152
223 -0.4958329737878054 -0.48488798887438944 0.9807209626621952
224 -0.4933756707511389 -0.4915760561178486 0.9849517268689874
225 -0.49119352739443045 -0.4878590943966418 0.9790526217910722
226 -0.4951454595830134 -0.4902065383937112 0.9853519979767242
227 -0.4962729386698891 -0.49252288317793685 0.9887958218478261
228 -0.49441247236114877 -0.4887011779648505 0.9831136503259995
229 -0.3458204639879105 -0.07834203085220647 0.4241624948401168
230 -0.34558747898597153 -0.01662318301099329 0.3622106619969647
231 -0.37055606813831554 -0.23732379361108943 0.607879861749405
232 -0.2694069048202413 0.05994011353215561 0.2094667912880857
233 -0.4690051310305004 -0.39846384336810803 0.8674689743986084
234 -0.4812873395166432 -0.45534139826819997 0.9366287377848431
235 -0.48652599795421947 -0.463537896270761 0.9500638942249802
236 -0.49494122759236164 -0.48836471423439937 0.9833059418267607
237 -0.49019120965996393 -0.41021221567911903 0.900403425339083
238 -0.1562461173559213 -0.020346935010592714 0.17659305236651396
239 -0.41157831569700454 -0.30539636660479236 0.7169746823017968
240 -0.29876086284694486 -0.0759935694268472 0.37475443227379174
241 -0.4841714694000834 -0.3918467735406624 0.8760182429407455
242 -0.4687977666960419 -0.3816512505967404 0.8504490172927817
243 -0.4598390728952149 -0.30118780609782814 0.7610268789930432
244 -0.4428700239443137 -0.4363525399495981 0.8792225638939118
245 -0.2853316541005765 -0.20040134633248452 0.485733000433061
246 -0.2581704643969138 -0.05791387466124503 0.3160843390581591
247 -0.44449349220906637 -0.32459837002063896 0.7690918622297056
248 -0.17872404456790536 -0.14044013974605252 0.3191641843139579
249 -0.30926844552034816 -0.17062775441395783 0.47989619993430577
250 -0.2635909398349288 0.08916458477584738 0.17442635505908125
251 -0.22994153409765736 -0.05340874034098432 0.2833502744386417
252 -0.4682985069821291 -0.4053133817180272 0.8736118887001565
253 -0.4693691661575076 -0.3037875641308353 0.773156730288343
254 -0.4903214380092996 -0.4207149796527163 0.9110364176620158
255 -0.4646095434967814 -0.3976852739002624 0.862294817397044
256 -0.48851124640686033 -0.3869741187338584 0.8754853651407191
257 -0.4940189586990076 -0.451144653157415 0.9451636118564226
258 -0.4946566551031117 -0.4904052869374025 0.9850619420405144
259 -0.4941644011103158 -0.4904457956111972 0.9846101967215128
260 -0.49319568741557274 -0.4879597303420597 0.9811554177576325
261 -0.4927993536390004 -0.49139671331655194 0.9841960669555525
262 -0.2912290786067396 -0.09650951819257873 0.3877385967993182
263 -0.43113096022927627 -0.3092147469526319 0.7403457071819083
264 -0.4273292957407984 -0.026451631029820556 0.45378092677061904
265 -0.3114936303405109 -0.018445371201855063 0.329939001542366
266 -0.3525502934316884 -0.22920185201034327 0.5817521454420318
267 -0.3715967766509217 -0.12020072047893889 0.49179749712986054
268 -0.3791376030169831 -0.24374273284057513 0.6228803358575584
269 -0.36883180721896075 -0.32257139790532746 0.691403205124288
270 -0.3176432907870956 -0.1333499989756672 0.4509932897627625
271 -0.2907681247734961 -0.24421706896301634 0.5349851937365121
272 -0.2627033400258231 -0.019200033427769218 0.2819033734535923
273 -0.43771800089509333 -0.35520776783873 0.792925768733823
274 -0.48873947584507116 -0.48384205202281344 0.9725815278678847
275 -0.4941815271978876 -0.4901681538548569 0.9843496810527446
276 -0.43832092629562186 -0.3404061403264854 0.7787270666221071
277 -0.25218540877354484 -0.03680972884677492 0.2889951376203198
278 -0.24730376962459347 -0.036804760401342694 0.2841085300259363
279 -0.2916958116724064 -0.09223805442786234 0.3839338661002688
280 -0.31641621796485836 0.052618805640832954 0.26379741232402537
281 -0.37525092449677033 -0.167242913140161 0.5424938376369315
282 -0.3494380524791667 -0.2863999315796959 0.6358379840588629
283 -0.39098929370606594 -0.0850637575709918 0.4760530512770574
284 -0.38552997699117764 -0.2792049058019313 0.6647348827931088
285 -0.37916930243053154 0.01813119678896811 0.36103810564156336
286 -0.4906108516570594 -0.4289286829713569 0.9195395346284168
287 -0.4496041408189383 -0.412679610127257 0.8622837509461956
288 -0.4809938664987933 -0.4703222400482787 0.9513161065470719
289 -0.47876430487576077 -0.4375211704281764 0.9162854753039369
290 -0.49565512747994694 -0.4912673249172651 0.9869224523972119
291 -0.49421865862380004 -0.49001396208664233 0.9842326207104426
292 -0.4904589874244909 -0.48691886488399716 0.977377852308488
293 -0.49460012282829147 -0.4899109068259064 0.9845110296541979
294 -0.4922262683099486 -0.40455188253301433 0.896778150842963
295 -0.44653676910183576 -0.2597377382199407 0.7062745073217761
296 -0.4478035763109087 -0.2994995142797109 0.7473030905906195
297 -0.33805713210160493 -0.017493103688067474 0.3555502357896725
298 -0.45863507883748167 -0.4032092159622243 0.8618442947997057
299 -0.41592008526885127 -0.33931570983655207 0.7552357951054033
300 -0.3728609722955823 -0.31142251628397544 0.6842834885795575
301 -0.49486342543568496 -0.402890735488846 0.8977541609245308
302 -0.4041349662881505 -0.31752685137765574 0.7216618176658064
303 -0.273661900573976 -0.09170623083748769 0.3653681314114636
304 -0.469935894448165 -0.317480648115168 0.7874165425633334
305 -0.46256205454072596 -0.18549151603433525 0.6480535705750611
306 -0.42737362881548274 -0.3635099276428091 0.7908835564582917
307 -0.494675560327118 -0.48027062000574217 0.9749461803328601
308 -0.49204081481836986 -0.4871061474805446 0.9791469622989144
309 -0.3936355266201758 -0.2941029598640311 0.6877384864842065
310 -0.20294223225087282 -0.07650348346068903 0.279445715711562
311 -0.291544129611657 0.03931496059356546 0.2522291690180915
312 -0.3191022046195925 -0.2835816633498584 0.602683867969451
313 -0.46756196173029324 -0.42553768347349014 0.8930996452037837
314 -0.4945251593388195 -0.4690974139155598 0.9636225732543788
315 -0.48968910331052995 -0.4273263511798027 0.9170154544903325
316 -0.2306076539692789 0.026221332290966314 0.20438632167831272
317 -0.3857480648127373 -0.28371884015289384 0.6694669049656312
318 -0.4090661673632291 -0.24205528754214792 0.6511214549053772
319 -0.2565818496913307 0.08450526147673618 0.17207658821459468
320 -0.4868017932399577 -0.44760368774476395 0.9344054809847216
321 -0.489883353242776 -0.4861369313611174 0.9760202846038935
322 -0.49501623525983923 -0.48831693651314273 0.9833331717729824
323 -0.49095516626887387 -0.4838387980191501 0.9747939642880237
324 -0.4936586186389027 -0.48760429903761265 0.9812629176765153
325 -0.49202755858801533 -0.48537767953175115 0.9774052381197668
326 -0.49648529221555887 -0.4813808651518388 0.9778661573673975
327 -0.38290103448806906 0.02069860054093621 0.3622024339471328
328 -0.1694815936260478 -0.07208122858500211 0.24156282221105005
329 -0.39951409803060395 -0.3190497338251438 0.7185638318557473
330 -0.2768640604027346 -0.17639047597569946 0.45325453637843394
331 -0.49411534267795976 -0.4875533630618149 0.9816687057397747
332 -0.49443041968573875 -0.4861051017275744 0.9805355214133133
333 -0.49453527281364984 -0.49076399717437913 0.9852992699880286
334 -0.49506792068881766 -0.4882257905127485 0.9832937112015664
335 -0.49204946473372 -0.48724195363021605 0.9792914183639365
336 -0.4953254373694107 -0.4871544528217244 0.9824798901911344
337 -0.4924910774434343 -0.4886741199682465 0.9811651974116808
338 -0.34190387131898226 -0.19386686429411376 0.535770735613096
339 -0.3883711172640901 -0.15644900922872312 0.5448201264928132
340 -0.4904664459439515 -0.4197144497777753 0.9101808957217276
341 -0.41700827621934705 -0.3558410896244673 0.7728493658438148
342 -0.28601696253167147 -0.17816167291286497 0.46417863544453625
343 -0.10061139775099032 -0.01907557105367655 0.11968696880466695
344 -0.3188251265796473 -0.0923623503969305 0.4111874769765779
345 -0.3837125963331049 -0.10181628944803912 0.48552888578114395
346 -0.4940520237623972 -0.4912181698525491 0.985270193614946
347 -0.4943091903525956 -0.48955362110868056 0.9838628114612759
348 -0.4944261250656148 -0.44883641373872185 0.9432625388043364
349 -0.4881145590533702 -0.4142992508991581 0.9024138099525283
350 -0.23124146783926705 -0.14465126980327453 0.37589273764254144
351 -0.4164925529868439 -0.22102920754481215 0.637521760531656
352 -0.4829247030269025 0.08605215523348443 0.3968725477934184
353 -0.49518660668849945 -0.4922491370301294 0.9874357437186289
354 -0.4903163670251276 -0.48498206973806735 0.9752984367631952
355 -0.4926230622241816 -0.4858961473617938 0.9785192095859753
356 -0.49441590617089715 -0.4906835563672891 0.9850994625381865
357 -0.4941095519210243 -0.49053708002245894 0.9846466319434833
358 -0.4955281251354909 -0.49295134516668254 0.9884794703021739
359 -0.48913290110684005 -0.4858090691362386 0.9749419702430786
360 -0.45659595791467145 -0.19225540645972578 0.6488513643743973
361 -0.16486002205797728 -0.11418964618038852 0.2790496682383655
362 -0.3429580798963312 -0.2914777734119355 0.6344358533082668
363 -0.27425224952694377 0.08264757923059289 0.19160467029635073
364 -0.4827602591928904 -0.4316107950387304 0.9143710542316204
365 -0.49283041495811053 -0.48728165967715154 0.980112074635262
366 -0.49452025134231986 -0.4873142292991137 0.9818344806414332
367 -0.49428863629710773 -0.49186838897487295 0.9861570252719809
368 -0.4952260545513398 -0.4904330679466995 0.9856591224980387
369 -0.49354989835081986 -0.48795854491633395 0.9815084432671535
370 -0.49042123617815925 -0.4606689075766301 0.9510901437547896
371 -0.4520029980249604 -0.34267741521657413 0.794680413241535
372 -0.4087824373926681 -0.3614487303815496 0.7702311677742179
373 -0.4897932520518284 -0.48684685501934605 0.9766401070711744
374 -0.49219606860625836 -0.48634641293657266 0.9785424815428312
375 -0.49118820379256134 -0.3980792446128011 0.8892674484053623
376 -0.48920645912182203 -0.467538611822794 0.956745070944617
377 -0.4185001386110979 -0.3484070429810271 0.766907181592125
378 -0.1947652297878758 -0.07472200884470895 0.26948723863258484
379 -0.482129472645873 -0.3901487834126103 0.8722782560584833
380 -0.47827920920058725 -0.014508857695846963 0.4927880668964344
381 -0.40842571993948085 -0.06193513454248302 0.4703608544819641
382 -0.2633623823614103 -0.1412154604236076 0.4045778427850179
383 -0.23354304198820072 -0.15681121758128302 0.3903542595694838
384 -0.48183961922563723 -0.2778630261349491 0.7597026453605867
385 -0.2813240411022264 -0.1503732751323801 0.43169731623460667
386 -0.4930624311328362 -0.4303297696757469 0.9233922008085835
387 -0.49358160176160654 -0.48666623349787713 0.9802478352594834
388 -0.4949902790307848 -0.483265683765498 0.9782559627962828
389 -0.4950036546947137 -0.49244361540488396 0.9874472700995972
390 -0.49480542422030555 -0.49264854153346305 0.9874539657537688
391 -0.49352785358174384 -0.49148644197650565 0.9850142955582498
392 -0.493238549302917 -0.4921365346571009 0.9853750839600174
393 -0.4038528390224217 -0.33511501579267255 0.7389678548150942
394 -0.36443923251548294 -0.09711982450147838 0.46155905701696165
395 -0.33745205720525684 -0.07899229527053307 0.41644435247578987
396 -0.27520205200317566 -0.25719635385162154 0.5323984058547974
397 -0.12259299968039276 -0.07341372390278882 0.1960067235831816
398 -0.460375362663135 -0.4025080927353897 0.8628834553985245
399 -0.4936347018156429 -0.49072761539072823 0.9843623172063711
400 -0.4914492295226526 -0.48736044760660624 0.9788096771292589
401 -0.4920661233424759 -0.4885916740867088 0.9806577974291846
402 -0.49283646472384013 -0.48388749278487114 0.976723957508711
403 -0.31097742363714975 -0.2027499037794012 0.5137273274165506
404 -0.4713951645541018 -0.33213435808811914 0.803529522642221
405 -0.49547621562958416 -0.4913062965658295 0.9867825121954136
406 -0.49555580538518756 -0.4924068175940866 0.9879626229792738
407 -0.4942776578642855 -0.4899789954412309 0.9842566533055168
408 -0.49651407253690094 -0.48964933340578826 0.9861634059426884
409 -0.4909067733184318 -0.4641930751168183 0.9550998484352506
410 -0.4930849885769591 -0.4800990745673111 0.9731840631442702
411 -0.3207123246111298 -0.14884100714577997 0.46955333175690994
412 -0.22243058044471728 0.012397886576870827 0.2100326938678464
413 -0.42283755080366436 -0.255883506552283 0.6787210573559473
414 -0.19588172055088152 -0.06325582475475684 0.25913754530563854
415 -0.38528064294623604 -0.10641359042525132 0.49169423337148754
416 -0.3364357694797202 -0.03340390244674152 0.3698396719264617
417 -0.28647028998423313 0.016719207416344677 0.2697510825678885
418 -0.40378710207307167 -0.19752440057004625 0.6013115026431182
419 -0.37714621698877165 -0.34665280233413376 0.7237990193229052
420 -0.47885003964544404 -0.37840146334167063 0.8572515029871152
421 -0.4772052144444213 -0.3896703330020566 0.8668755474464779
422 -0.488042365372288 -0.3890612660281609 0.8771036314004488
423 -0.4839555552543152 -0.3180863483579403 0.8020419036122552
424 -0.4949689045208964 -0.486041794757012 0.9810106992779078
425 -0.4937398388302048 -0.4873659387599685 0.9811057775901734
426 -0.32933887778912846 -0.16179147836012014 0.4911303561492488
427 -0.49152961850635696 -0.4343921266995214 0.9259217452058786
428 -0.38927989109862027 0.0841082364873829 0.3051716546112372
429 -0.14744370857597167 -0.048212552075106496 0.19565626065107844
430 -0.2358644748423437 0.00480803775433229 0.23105643708801155
431 -0.3117011572804132 -0.078496640814859 0.39019779809527233
432 -0.4812213565261172 -0.3312868866834657 0.8125082432095825
433 -0.4934033591439381 -0.4795146387391212 0.9729179978830591
434 -0.49128672537369344 -0.489514807527448 0.9808015329011412
435 -0.48438594765921944 -0.37545222885010426 0.8598381765093239
436 -0.21166825043574664 -0.06664542360300632 0.2783136740387532
437 -0.4589836241148238 -0.24138645058830538 0.7003700747031293
438 -0.4924000598415962 -0.48344639882943513 0.9758464586710315
439 -0.4937812537034104 -0.48901750133868865 0.9827987550420989
440 -0.4918554065429426 -0.48941723124111963 0.9812726377840623
441 -0.4939891746706733 -0.48331744111814134 0.9773066157888143
442 -0.49475479784645626 -0.4752759909029604 0.9700307887494164
443 -0.4900558043521276 -0.48549414625174614 0.9755499506038738
444 -0.30741804971285736 0.07706447140668961 0.23035357830616768
445 -0.39826481436852473 -0.3111459991786407 0.7094108135471656
446 -0.2945765473472003 -0.13829060130474638 0.43286714865194686
447 -0.2774147647030437 -0.16824894337644503 0.44566370807948863
448 -0.41726123718826863 0.07166669238921132 0.34559454479905716
449 -0.28037902647868695 -0.011825353643236421 0.2922043801219234
450 -0.22266567956892247 -0.1413920552537708 0.3640577348226932
451 -0.34299747470586306 -0.0652732200000237 0.40827069470588695
452 -0.22860970662529623 -0.039970275136826446 0.2685799817621225
453 -0.4388686494554035 -0.26337564063684077 0.7022442900922446
