 nx ny nz cryst_bool lambda_sign x_ev y_ev z_ev
0 0 0 0 0.7027072784315072 1.0 0.9660971591584865 -0.22573557602498162 0.12529855858138003
1 0 0 1 0.20493304921082744 -1.0 -0.2183157565296096 0.9131103943152628 0.3443365188944229
2 0 0 2 0.4377103455326176 1.0 0.046549732667425896 -0.6554516124104625 0.7538012378453066
3 0 0 3 0.7716736056418515 1.0 -0.23735984108366334 0.9714207341412936 0.001436356894531067
4 0 0 4 0.5974761453694124 1.0 -0.46248088431653817 -0.8813077819093812 0.09699497506448165
5 0 0 5 0.20173277687121033 -1.0 0.2955133258292333 -0.8651815738536159 0.4051329640025913
6 0 0 6 0.327420524595935 -1.0 0.12749537108668785 -0.8334790895633986 0.5376407142432913
7 0 0 7 0.9813414214952826 1.0 0.8630336053501084 0.5025513493863853 0.05113841282554705
8 0 0 8 0.48225070873561193 1.0 -0.8890466066515929 -0.19471366350844221 0.4143461360317109
9 0 0 9 0.9401965007741452 1.0 -0.8319059953040367 -0.29210991661295194 0.4718095077396959
10 0 0 10 0.5680383568738112 1.0 -0.8242114902786026 -0.2898373404785869 0.4864871379153043
11 0 0 11 0.18899849012755587 1.0 -0.5997995497347534 0.7020016804827102 0.38397153636361897
12 0 0 12 0.38252494108914614 1.0 0.46290630637914565 -0.33762354276732387 0.8195901993579826
13 0 0 13 0.6153864749414111 1.0 0.3617982433033993 -0.2852270110968149 0.8875514538793521
14 0 0 14 0.5163105568656438 1.0 0.4333303485204848 -0.08992401838483977 0.8967376873805615
15 0 0 15 0.49238991798852166 1.0 -0.3518756273919785 0.09685643379110254 0.9310222199715598
16 0 0 16 0.27601849143502055 1.0 -0.6852642197962906 0.2750038448269544 0.6743781093699388
17 0 0 17 0.6833820713159733 1.0 0.4471001888411192 0.8399208981258448 0.30762689419117584
18 0 0 18 0.9735960812088326 1.0 0.5024931047417383 0.7773459939058857 0.37846252845622536
19 0 0 19 0.8902301839181456 1.0 0.44522151096342144 0.7827100587781669 0.4349054725603327
20 0 0 20 0.24893192128401992 1.0 0.2837213468696305 0.9040105002081354 0.31979245276259927
21 0 0 21 0.9755206264179161 1.0 -0.3833308039295539 -0.9232220035211294 0.026807218676205793
22 0 0 22 0.9855243595741785 1.0 0.055532393075871246 0.9984384945872481 0.0060601852790350885
