index Run NumInRun Step StepSequence Temp E_pair E_mol TotEng Press Volume
0 1 0 0 0 0.87937205 -1.0160501 2.4849259 2.787932 8.0045587 302445.61
1 1 1 1200000 1200000 0.87977187 -1.0359837 2.3413305 2.6250027 8.0180277 301017.36
2 1 2 2400000 2400000 0.87961379 -1.0543927 2.2635907 2.5286168 7.9923461 299831.68
3 1 3 3600000 3600000 0.87995571 -1.0782121 2.1592814 2.4010011 7.9724039 297927.43
4 1 4 4800000 4800000 0.88160238 -1.1053674 2.0680767 2.285111 7.9856502 296006.06
5 1 5 6000000 6000000 0.8789153 -1.1250104 1.9936988 2.1870595 8.0175462 294681.18
6 1 6 7200000 7200000 0.88033299 -1.1404217 1.9448402 2.1249161 7.9850351 293544.99
7 1 7 8400000 8400000 0.87950565 -1.1508614 1.9074139 2.0758091 7.9802397 292898.73
8 1 8 9600000 9600000 0.87968337 -1.1596075 1.8810662 2.040982 7.9929071 292221.4
9 1 9 10800000 10800000 0.87917688 -1.1659202 1.8591752 2.0120184 8.0222578 291811.06
10 1 10 12000000 12000000 0.88070346 -1.1706804 1.8411395 1.9915124 7.9897239 291452.0
11 1 11 13200000 13200000 0.87992386 -1.1752418 1.8254248 1.970067 8.0069071 291081.63
12 1 12 14400000 14400000 0.87989439 -1.1781415 1.8158499 1.9575481 8.0368776 290913.12
13 1 13 15600000 15600000 0.87935687 -1.1800828 1.8088304 1.9477811 7.979261 290698.39
14 1 14 16800000 16800000 0.87846206 -1.1833006 1.796804 1.9311947 7.9958325 290518.05
15 1 15 18000000 18000000 0.87967398 -1.1859903 1.7957681 1.9292869 8.0023277 290461.17
16 1 16 19200000 19200000 0.87981768 -1.1887426 1.7874327 1.9184147 7.9658991 290247.62
17 1 17 20400000 20400000 0.87922698 -1.1882692 1.7790327 1.9096022 7.9986069 290160.63
18 1 18 21600000 21600000 0.87919082 -1.1920896 1.7717767 1.8984715 8.0036254 289966.17
19 1 19 22800000 22800000 0.88025357 -1.1930618 1.7712247 1.8985414 7.9921439 289959.2
20 1 20 24000000 24000000 0.88086071 -1.1936825 1.7668962 1.8945029 8.0075561 289855.47
21 1 21 25200000 25200000 0.87904229 -1.1960739 1.7620196 1.8845073 8.0075863 289682.35
22 1 22 26400000 26400000 0.87881177 -1.1960387 1.7575334 1.8797105 7.9900819 289631.37
23 1 23 27600000 27600000 0.87978543 -1.1981823 1.7571252 1.8786193 7.9912813 289582.11
24 1 24 28800000 28800000 0.88037377 -1.1989755 1.7547778 1.8763611 7.9986983 289522.69
25 1 25 30000000 30000000 0.88076982 -1.1982854 1.7496666 1.8725342 8.0018935 289465.28
26 1 26 31200000 31200000 0.87858588 -1.200812 1.7475271 1.8645921 7.9675179 289471.3
27 1 27 32400000 32400000 0.88037829 -1.199898 1.7460001 1.8666677 8.0147536 289407.26
28 1 28 33600000 33600000 0.88024274 -1.2022496 1.7432877 1.8614004 8.0143275 289283.0
29 1 29 34800000 34800000 0.88092059 -1.2015773 1.742996 1.8627978 8.0122924 289226.67
30 1 30 36000000 36000000 0.8803278 -1.2027361 1.7374989 1.8552526 8.0076434 289116.38
31 1 31 37200000 37200000 0.88023673 -1.2041886 1.7389096 1.8550743 8.0001597 289204.1
32 1 32 38400000 38400000 0.88045969 -1.2041031 1.7387417 1.8553263 7.9896085 289203.18
33 1 33 39600000 39600000 0.8805638 -1.2045192 1.7341842 1.8505089 8.0225889 289117.32
34 1 34 40800000 40800000 0.87852049 -1.2041803 1.735352 1.8489506 7.9788468 289133.31
35 1 35 42000000 42000000 0.88175479 -1.2059722 1.7295203 1.8461784 7.992231 289021.63
36 1 36 43200000 43200000 0.88169002 -1.2064647 1.7303084 1.846377 8.0098669 289023.37
37 1 37 44400000 44400000 0.87836712 -1.2064266 1.7312849 1.8424072 7.9884015 289002.05
38 1 38 45600000 45600000 0.8801551 -1.2071503 1.7254335 1.838514 7.9844316 288952.34
39 1 39 46800000 46800000 0.88019449 -1.2078951 1.7277768 1.8401716 8.0050479 288894.28
40 1 40 48000000 48000000 0.87993549 -1.2078752 1.7232239 1.8352501 8.0013045 288873.81
41 1 41 49200000 49200000 0.87997516 -1.2083424 1.727072 1.8386905 7.9909299 288831.06
42 1 42 50400000 50400000 0.87978931 -1.2081531 1.719928 1.831457 7.9813069 288863.14
43 1 43 51600000 51600000 0.87998508 -1.2096923 1.721615 1.8318984 8.0050648 288831.31
44 1 44 52800000 52800000 0.87978479 -1.2106225 1.7189778 1.8280306 7.9686761 288751.06
45 1 45 54000000 54000000 0.88017756 -1.208825 1.7169633 1.8284027 8.0065742 288751.54
46 1 46 55200000 55200000 0.88007658 -1.2096647 1.7169234 1.8273718 8.0106055 288789.91
47 1 47 56400000 56400000 0.88045927 -1.2099755 1.7170395 1.8277511 8.0380545 288722.99
48 1 48 57600000 57600000 0.8810951 -1.211425 1.7134169 1.8236327 8.0124413 288628.83
49 1 49 58800000 58800000 0.87926542 -1.2130422 1.7139156 1.8197697 8.0138232 288618.28
50 2 1 60000000 1200000 0.8798402 -1.2113304 1.7104723 1.8189003 7.9656272 288593.59
51 2 2 61200000 2400000 0.87996687 -1.2124182 1.7095212 1.8170514 8.0039323 288578.3
52 2 3 62400000 3600000 0.87996789 -1.2134925 1.7123995 1.818857 7.9966602 288571.02
53 2 4 63600000 4800000 0.88066827 -1.2129592 1.7098461 1.8178874 8.0311546 288566.89
54 2 5 64800000 6000000 0.88079304 -1.2124458 1.7100252 1.8187671 8.0052157 288625.66
55 2 6 66000000 7200000 0.8795701 -1.2128537 1.7060994 1.812599 7.999925 288452.93
56 2 7 67200000 8400000 0.87993753 -1.2133145 1.7099479 1.8165378 8.0047933 288542.25
57 2 8 68400000 9600000 0.88029354 -1.2133117 1.7068439 1.8139707 8.0029913 288507.69
58 2 9 69600000 10800000 0.87925822 -1.2142056 1.7039798 1.8086597 8.0104381 288453.93
59 2 10 70800000 12000000 0.8788814 -1.2148376 1.7066284 1.8101111 7.9947089 288445.18
60 2 11 72000000 13200000 0.87953895 -1.2150149 1.70516 1.8094517 8.0421231 288403.5
61 2 12 73200000 14400000 0.87988917 -1.2150504 1.7028078 1.8075893 8.0085429 288440.74
62 2 13 74400000 15600000 0.88081028 -1.2157568 1.7034753 1.8089321 8.0148654 288407.47
63 2 14 75600000 16800000 0.87883715 -1.2160013 1.7036253 1.8058779 8.0171277 288396.81
64 2 15 76800000 18000000 0.8804742 -1.2162642 1.7012647 1.80571 8.0135385 288382.2
65 2 16 78000000 19200000 0.88068262 -1.2161306 1.6992097 1.8041011 8.0305279 288341.9
66 2 17 79200000 20400000 0.88031568 -1.2162584 1.7011599 1.8053732 8.0043935 288314.72
67 2 18 80400000 21600000 0.88105994 -1.2168478 1.6981056 1.8028459 8.0166459 288274.73
68 2 19 81600000 22800000 0.87841439 -1.2168863 1.6959582 1.7966916 8.0340343 288277.36
69 2 20 82800000 24000000 0.87974906 -1.2162912 1.6952504 1.798581 8.0095238 288202.52
70 2 21 84000000 25200000 0.88101415 -1.2176297 1.696561 1.8004507 7.9974293 288292.76
71 2 22 85200000 26400000 0.87962289 -1.2162133 1.6956003 1.7988196 8.0142016 288249.74
72 2 23 86400000 27600000 0.88012598 -1.2163514 1.6956005 1.7994363 8.0137947 288220.69
73 2 24 87600000 28800000 0.8791214 -1.2171105 1.6956726 1.7972423 7.9584657 288207.15
74 2 25 88800000 30000000 0.88022701 -1.2182613 1.6931172 1.7951946 8.0045912 288112.07
75 2 26 90000000 31200000 0.88151228 -1.2170518 1.6964699 1.8016847 8.0115085 288214.4
76 2 27 91200000 32400000 0.87944622 -1.2173759 1.6942063 1.7959979 8.0145449 288116.72
77 2 28 92400000 33600000 0.87931633 -1.217406 1.6924825 1.7940492 7.9637071 288169.21
