index time total_bonds tie_bonds f_tie n_tie_chains mean_tie_length
0 0 712800 91 0.000127665544332211 2 45.5
1 1200000 712800 8293 0.011634399551066217 349 23.7621776504298
2 2400000 712800 44524 0.062463524130190795 1825 24.396712328767123
3 3600000 712800 92045 0.12913159371492705 3826 24.057762676424463
4 4800000 712800 125362 0.1758726150392817 5515 22.731097008159566
5 6000000 712800 154206 0.21633838383838383 7030 21.93541963015647
6 7200000 712800 168757 0.23675224466891134 7848 21.503185524974516
7 8400000 712800 172638 0.2421969696969697 8379 20.603651987110634
8 9600000 712800 175750 0.2465628507295174 8608 20.417053903345725
9 10800000 712800 180539 0.25328142536475867 9006 20.046524539196092
10 12000000 712800 178417 0.2503044332210999 9091 19.625673743262567
11 13200000 712800 178879 0.25095258136924803 9207 19.428586944715978
12 14400000 712800 180749 0.2535760381593715 9372 19.286064874093043
13 15600000 712800 179040 0.25117845117845117 9351 19.14661533525826
14 16800000 712800 182235 0.2556607744107744 9442 19.300466002965475
15 18000000 712800 181157 0.2541484287317621 9553 18.96336229456715
16 19200000 712800 181720 0.25493827160493826 9754 18.630305515685873
17 20400000 712800 181540 0.25468574635241303 9812 18.501834488381572
18 21600000 712800 179554 0.25189955106621775 9744 18.427134646962234
19 22800000 712800 178623 0.25059343434343434 9666 18.47951582867784
20 24000000 712800 179217 0.2514267676767677 9820 18.25020366598778
21 25200000 712800 177522 0.24904882154882155 9786 18.140404659717966
22 26400000 712800 176350 0.24740460157126823 9708 18.165430572723526
23 27600000 712800 177484 0.24899551066217732 9977 17.789315425478602
24 28800000 712800 177558 0.2490993265993266 9767 18.179379543360294
25 30000000 712800 178956 0.25106060606060604 9896 18.08367016976556
26 31200000 712800 175626 0.24638888888888888 9755 18.003690415171707
27 32400000 712800 179146 0.25132716049382714 9935 18.031806743834927
28 33600000 712800 175373 0.24603395061728395 9777 17.93730183082745
29 34800000 712800 177574 0.24912177328843996 10002 17.753849230153968
30 36000000 712800 175334 0.24597923681257014 9948 17.625050261359068
31 37200000 712800 176434 0.24752244668911336 9938 17.753471523445363
32 38400000 712800 176687 0.2478773849607183 10032 17.612340510366828
33 39600000 712800 176120 0.24708193041526375 10029 17.561072888622995
34 40800000 712800 176658 0.24783670033670033 9905 17.835234729934378
35 42000000 712800 174823 0.24526234567901234 9984 17.510316506410255
36 43200000 712800 173315 0.24314674523007856 9860 17.57758620689655
37 44400000 712800 172487 0.2419851290684624 9983 17.27807272363017
38 45600000 712800 173967 0.2440614478114478 10049 17.31187182804259
39 46800000 712800 174443 0.24472923681257014 10116 17.244266508501383
40 48000000 712800 174552 0.2448821548821549 10030 17.402991026919242
41 49200000 712800 172761 0.24236952861952862 9882 17.482392228293868
42 50400000 712800 175899 0.24677188552188553 10095 17.424368499257056
43 51600000 712800 173109 0.2428577441077441 10004 17.303978408636546
44 52800000 712800 174156 0.24432659932659934 10029 17.365240801675142
45 54000000 712800 172563 0.24209175084175083 10054 17.163616471056297
46 55200000 712800 173549 0.24347502805836138 10069 17.235971794617143
47 56400000 712800 176663 0.24784371492704826 10187 17.342004515559047
48 57600000 712800 173688 0.24367003367003368 10091 17.2121692597364
49 58800000 712800 173266 0.2430780022446689 10153 17.065497882399292
50 60000000 712800 173444 0.24332772166105499 10068 17.22725466825586
51 61200000 712800 173223 0.24301767676767677 10222 16.94609665427509
52 62400000 712800 173659 0.24362934904601571 10134 17.136273929346753
53 63600000 712800 174135 0.24429713804713804 10327 16.862109034569574
54 64800000 712800 173235 0.2430345117845118 10116 17.12485172004745
55 66000000 712800 172799 0.24242283950617283 10151 17.02285489114373
56 67200000 712800 171590 0.24072671156004488 10005 17.150424787606198
57 68400000 712800 172652 0.2422166105499439 10188 16.94660384766392
58 69600000 712800 170513 0.23921576879910214 10299 16.556267598796
59 70800000 712800 170830 0.23966049382716048 10151 16.828883853807508
60 72000000 712800 173122 0.2428759820426487 10278 16.843938509437635
61 73200000 712800 171783 0.24099747474747474 10100 17.00821782178218
62 74400000 712800 171423 0.24049242424242423 10166 16.862384418650404
63 75600000 712800 169418 0.23767957351290683 9996 16.94857943177271
64 76800000 712800 170704 0.23948372615039282 10092 16.914783987316685
65 78000000 712800 168921 0.23698232323232324 10148 16.645743003547498
66 79200000 712800 170814 0.23963804713804715 10326 16.542126670540384
67 80400000 712800 171806 0.2410297418630752 10248 16.764832162373146
68 81600000 712800 171111 0.2400547138047138 10226 16.732935654214746
69 82800000 712800 168814 0.23683221099887766 10119 16.68287380175907
70 84000000 712800 167644 0.23519079685746352 9976 16.804731355252606
71 85200000 712800 168050 0.23576038159371493 10095 16.6468548786528
72 86400000 712800 166639 0.23378086419753086 9950 16.747638190954774
73 87600000 712800 169120 0.2372615039281706 10178 16.616231086657496
74 88800000 712800 167839 0.23546436588103256 10110 16.601285855588525
75 90000000 712800 169845 0.23827861952861953 10253 16.565395494001756
76 91200000 712800 169622 0.23796576879910214 10192 16.642660910518053
77 92400000 712800 171801 0.24102272727272728 10261 16.743104960530165
78 93600000 712800 169834 0.23826318742985408 10222 16.614556838192133
79 94800000 712800 169407 0.2376641414141414 10056 16.846360381861576
80 96000000 712800 169402 0.2376571268237935 10203 16.60315593452906
81 97200000 712800 170558 0.23927890011223343 10265 16.6154895275207
82 98400000 712800 167803 0.2354138608305275 10172 16.496559182068424
83 99600000 712800 168465 0.2363425925925926 10177 16.553502996953917
84 100800000 712800 167240 0.2346240179573513 10039 16.659029783843014
85 102000000 712800 167720 0.23529741863075196 10098 16.60922955040602
86 103200000 712800 166069 0.23298120089786756 10052 16.52099084759252
87 104400000 712800 169524 0.23782828282828283 10219 16.58909873764556
88 105600000 712800 169516 0.23781705948372614 10218 16.58993932276375
89 106800000 712800 165970 0.23284231200897867 10202 16.26837874926485
90 108000000 712800 166859 0.2340895061728395 10051 16.60123370808875
91 109200000 712800 166662 0.2338131313131313 10149 16.42151936151345
92 110400000 712800 165674 0.2324270482603816 10088 16.422878667724028
93 111600000 712800 167498 0.23498597081930414 10305 16.254051431344006
94 112800000 712800 165764 0.23255331088664422 10094 16.422032890826234
95 114000000 712800 167038 0.23434062850729517 10070 16.587686196623636
96 115200000 712800 165660 0.2324074074074074 10103 16.397109769375433
97 116400000 712800 165985 0.23286335578002246 9984 16.62510016025641
98 117600000 712800 167220 0.2345959595959596 10230 16.346041055718477
99 118800000 712800 164170 0.23031705948372616 10035 16.359740906826108
100 120000000 712800 164284 0.2304769921436588 10049 16.348293362523634
101 121200000 712800 166492 0.2335746352413019 10166 16.377336218768445
102 122400000 712800 165853 0.23267817059483725 10226 16.2187561118717
103 123600000 712800 165272 0.23186307519640853 10032 16.474481658692184
104 124800000 712800 164537 0.23083193041526376 10168 16.181845003933912
105 126000000 712800 167167 0.2345216049382716 10298 16.232957855894348
106 127200000 712800 164340 0.23055555555555557 10124 16.23271434215725
107 128400000 712800 163806 0.22980639730639732 10157 16.12739982278232
108 129600000 712800 163784 0.22977553310886645 10110 16.200197823936698
109 130800000 712800 164109 0.23023148148148148 10232 16.038799843627835
110 132000000 712800 165122 0.2316526374859708 10218 16.15991387747113
111 133200000 712800 164915 0.23136223344556678 10155 16.239783357951747
112 134400000 712800 164499 0.23077861952861953 10135 16.230784410458806
113 135600000 712800 164645 0.2309834455667789 10154 16.21479220011818
114 136800000 712800 165915 0.2327651515151515 10319 16.078592886907646
115 138000000 712800 165355 0.23197951739618405 10041 16.46798127676526
116 139200000 712800 164895 0.2313341750841751 9996 16.49609843937575
117 140400000 712800 164983 0.23145763187429855 10059 16.40153096729297
118 141600000 712800 165235 0.2318111672278339 10022 16.487228098183994
119 142800000 712800 163461 0.22932239057239057 10043 16.276112715324107
120 144000000 712800 165642 0.23238215488215488 10169 16.288917297669386
121 145200000 712800 165774 0.23256734006734006 10222 16.21737429074545
122 146400000 712800 166226 0.23320145903479236 10159 16.362437247760607
123 147600000 712800 162941 0.2285928731762065 9952 16.372688906752412
124 148800000 712800 163047 0.2287415824915825 10050 16.223582089552238
125 150000000 712800 163495 0.22937008978675646 10154 16.10153634035848
126 151200000 712800 161485 0.22655022446689113 9870 16.361195542046605
127 152400000 712800 164193 0.2303493265993266 10034 16.36366354395057
128 153600000 712800 162506 0.22798260381593716 9968 16.30276886035313
129 154800000 712800 165599 0.23232182940516274 10159 16.30071857466286
130 156000000 712800 165243 0.23182239057239057 10000 16.5243
131 157200000 712800 163410 0.22925084175084176 10022 16.30512871682299
132 158400000 712800 163322 0.2291273849607183 10054 16.24447980903123
133 159600000 712800 165710 0.23247755331088665 10154 16.319676974591292
134 160800000 712800 164378 0.23060886644219977 10072 16.32029388403495
135 162000000 712800 166116 0.23304713804713806 10282 16.156000778058743
136 163200000 712800 164295 0.23049242424242425 10128 16.22186018957346
137 164400000 712800 163452 0.2293097643097643 9943 16.43890173991753
138 165600000 712800 163261 0.22904180695847362 9910 16.474369323915237
139 166800000 712800 163437 0.22928872053872054 10103 16.177076116005146
140 168000000 712800 165641 0.2323807519640853 10246 16.166406402498534
141 169200000 712800 165371 0.2320019640852974 10041 16.46957474355144
142 170400000 712800 162449 0.2279026374859708 10071 16.13037434217059
143 171600000 712800 160945 0.22579264870931537 9902 16.253787113714402
144 172800000 712800 162253 0.2276276655443322 10044 16.154221425726803
145 174000000 712800 163819 0.2298246352413019 10162 16.120743948041724
146 175200000 712800 162737 0.22830667789001122 10002 16.270445910817838
147 176400000 712800 162660 0.2281986531986532 10123 16.068359182060654
148 177600000 712800 163183 0.228932379349046 10107 16.145542693182943
149 178800000 712800 162890 0.2285213243546577 10060 16.191848906560637
150 180000000 712800 163195 0.22894921436588103 10092 16.17072929052715
151 181200000 712800 162169 0.2275098204264871 9997 16.221766529958987
152 182400000 712800 163310 0.22911054994388327 10066 16.223922114047287
153 183600000 712800 163922 0.22996913580246914 10160 16.134055118110236
154 184800000 712800 163063 0.22876402918069585 9956 16.378364805142628
155 186000000 712800 163110 0.22882996632996633 10037 16.250871774434593
156 187200000 712800 165751 0.2325350729517396 10214 16.227824554532994
157 188400000 712800 163683 0.22963383838383838 10107 16.19501335707925
158 189600000 712800 162834 0.22844276094276095 10068 16.17342073897497
159 190800000 712800 162867 0.22848905723905724 10100 16.125445544554456
160 192000000 712800 161899 0.2271310325476992 9978 16.22559631188615
161 193200000 712800 162538 0.22802749719416385 10207 15.924169687469384
