index time total_bonds tie_bonds f_tie n_tie_chains mean_tie_length
110 132000000 396000 75803 0.19142171717171716 9171 8.26551084941664
111 133200000 396000 77279 0.1951489898989899 9164 8.432889567874291
112 134400000 396000 77439 0.1955530303030303 9355 8.277819347942277
113 135600000 396000 75621 0.19096212121212122 9165 8.251063829787235
114 136800000 396000 76095 0.19215909090909092 9226 8.247886407977456
115 138000000 396000 76874 0.19412626262626262 9367 8.206896551724139
116 139200000 396000 77436 0.19554545454545455 9350 8.281925133689839
117 140400000 396000 76102 0.19217676767676767 9248 8.22902249134948
118 141600000 396000 76755 0.19382575757575757 9244 8.303223712678495
119 142800000 396000 76957 0.19433585858585858 9299 8.275836111409829
120 144000000 396000 77922 0.19677272727272727 9413 8.27812599596303
121 145200000 396000 76630 0.19351010101010102 9242 8.291495347327418
122 146400000 396000 76301 0.19267929292929292 9311 8.194715927397702
123 147600000 396000 76454 0.19306565656565658 9330 8.194426580921757
124 148800000 396000 75891 0.1916439393939394 9191 8.257099336307258
125 150000000 396000 74594 0.18836868686868688 9065 8.228792057363487
126 151200000 396000 76951 0.19432070707070706 9312 8.263638316151203
127 152400000 396000 75893 0.1916489898989899 9269 8.187830402416658
128 153600000 396000 74243 0.18748232323232322 8893 8.348476329697515
129 154800000 396000 76753 0.19382070707070706 9303 8.250349349672149
130 156000000 396000 76595 0.19342171717171716 9251 8.279645443735813
131 157200000 396000 76125 0.19223484848484848 9182 8.290677412328469
132 158400000 396000 75503 0.19066414141414142 9214 8.194378120251791
133 159600000 396000 76839 0.1940378787878788 9298 8.264035276403527
134 160800000 396000 77173 0.19488131313131313 9343 8.259980734239537
135 162000000 396000 76559 0.19333080808080808 9273 8.256119918041627
136 163200000 396000 75702 0.19116666666666668 9233 8.199068558431712
137 164400000 396000 74667 0.1885530303030303 9103 8.202460727232781
138 165600000 396000 75578 0.19085353535353536 9293 8.13278812009039
139 166800000 396000 76490 0.19315656565656567 9335 8.193893947509373
140 168000000 396000 76572 0.19336363636363638 9285 8.246849757673667
141 169200000 396000 75718 0.19120707070707071 9199 8.231112077399718
142 170400000 396000 76031 0.19199747474747475 9391 8.096155893941008
143 171600000 396000 76035 0.19200757575757577 9371 8.113861914416818
144 172800000 396000 75068 0.18956565656565658 9191 8.167555217060167
145 174000000 396000 74655 0.1885227272727273 9207 8.10850439882698
146 175200000 396000 75513 0.19068939393939394 9358 8.069352425731994
147 176400000 396000 74749 0.18876010101010102 9219 8.108146219763531
148 177600000 396000 76741 0.19379040404040404 9361 8.197948937079373
149 178800000 396000 76226 0.192489898989899 9356 8.147285164600257
150 180000000 396000 75768 0.19133333333333333 9312 8.13659793814433
151 181200000 396000 76223 0.19248232323232323 9334 8.166166702378401
152 182400000 396000 75009 0.18941666666666668 9288 8.075904392764858
153 183600000 396000 75702 0.19116666666666668 9200 8.228478260869565
154 184800000 396000 76119 0.19221969696969696 9216 8.259440104166666
155 186000000 396000 75364 0.19031313131313132 9223 8.171310853301529
156 187200000 396000 74475 0.18806818181818183 9177 8.115397188623733
157 188400000 396000 75584 0.19086868686868688 9318 8.111611933891393
158 189600000 396000 75232 0.18997979797979797 9143 8.22837143169638
159 190800000 396000 75807 0.19143181818181818 9113 8.318555909140787
160 192000000 396000 75538 0.19075252525252526 9172 8.235717400784997
161 193200000 396000 76234 0.19251010101010102 9255 8.237061048082118
162 194400000 396000 75044 0.1895050505050505 9182 8.172947070355043
163 195600000 396000 75668 0.19108080808080807 9251 8.179440060533997
164 196800000 396000 75170 0.1898232323232323 9312 8.072379725085911
165 198000000 396000 75018 0.18943939393939394 9205 8.149701249321021
166 199200000 396000 75684 0.1911212121212121 9261 8.17233560090703
167 200400000 396000 75589 0.19088131313131312 9291 8.135722742438919
168 201600000 396000 75245 0.19001262626262627 9272 8.115293356341674
169 202800000 396000 75606 0.1909242424242424 9363 8.074975969240628
170 204000000 396000 75417 0.1904469696969697 9249 8.154070710347064
171 205200000 396000 76433 0.19301262626262627 9393 8.13722985201746
172 206400000 396000 75952 0.1917979797979798 9343 8.129294659103072
173 207600000 396000 74462 0.18803535353535353 9145 8.142372881355932
174 208800000 396000 74179 0.18732070707070708 9128 8.126533742331288
175 210000000 396000 75193 0.18988131313131312 9140 8.226805251641139
