index Run NumInRun Step StepSequence Temp E_pair E_mol TotEng Press Volume
0 1 0 0 0 0.88357519 -0.99150425 2.407106 2.7409612 8.0071473 169941.86
1 1 1 1200000 1200000 0.8808658 -1.0063514 2.2796516 2.5945955 7.9888984 169328.38
2 1 2 2400000 2400000 0.87998858 -1.0235454 2.2048197 2.5012539 8.0133921 168617.94
3 1 3 3600000 3600000 0.88091738 -1.0617668 2.0640928 2.3236988 7.9974311 167130.62
4 1 4 4800000 4800000 0.8824534 -1.113216 1.8974196 2.1078804 7.9852138 165231.77
5 1 5 6000000 6000000 0.88004666 -1.1554255 1.7659932 1.9306344 8.0219868 163596.74
6 1 6 7200000 7200000 0.88025034 -1.1824583 1.6777249 1.8156388 8.0207514 162554.93
7 1 7 8400000 8400000 0.88021956 -1.2015473 1.6252084 1.7439872 8.0261394 161952.0
8 1 8 9600000 9600000 0.87961069 -1.2147371 1.5845036 1.6891792 8.0109274 161430.06
9 1 9 10800000 10800000 0.88284903 -1.2220422 1.5588441 1.6610721 7.9971794 161108.47
10 1 10 12000000 12000000 0.88091719 -1.2262289 1.5458907 1.6410343 8.0031384 160863.0
11 1 11 13200000 13200000 0.88163059 -1.233657 1.5213221 1.6101078 7.9599758 160685.0
12 1 12 14400000 14400000 0.87873347 -1.2350865 1.5153426 1.5983531 7.9969437 160552.46
13 1 13 15600000 15600000 0.88006801 -1.2394545 1.5027873 1.5834315 7.989498 160387.44
14 1 14 16800000 16800000 0.87987233 -1.243215 1.4928493 1.5694394 7.9915011 160345.73
15 1 15 18000000 18000000 0.87735709 -1.245985 1.4845093 1.5545566 8.0046623 160205.68
16 1 16 19200000 19200000 0.88059201 -1.2475615 1.4829371 1.5562602 8.0028704 160116.49
17 1 17 20400000 20400000 0.8811644 -1.2491774 1.4718878 1.5444538 7.9721499 159993.72
18 1 18 21600000 21600000 0.88157583 -1.2513752 1.4735216 1.5445068 7.9693071 160015.73
19 1 19 22800000 22800000 0.88108184 -1.2539371 1.4692319 1.5369143 7.9837848 159954.2
20 1 20 24000000 24000000 0.87901739 -1.2531681 1.4622611 1.5276158 8.0361705 159876.53
21 1 21 25200000 25200000 0.88093041 -1.2555781 1.4594787 1.525293 7.9801909 159831.44
22 1 22 26400000 26400000 0.87953856 -1.2572615 1.454777 1.5168201 8.0214231 159779.58
23 1 23 27600000 27600000 0.87754464 -1.2595552 1.4534595 1.5102179 7.9632216 159795.13
24 1 24 28800000 28800000 0.87976002 -1.2573613 1.4516834 1.5139589 7.9767853 159728.26
25 1 25 30000000 30000000 0.88104192 -1.2587066 1.4460026 1.5088556 8.0275641 159735.77
26 1 26 31200000 31200000 0.88136709 -1.2608458 1.4444769 1.5056784 8.0311862 159661.82
27 1 27 32400000 32400000 0.87974734 -1.2617576 1.4423671 1.5002272 8.0287361 159656.68
28 1 28 33600000 33600000 0.88024944 -1.2606137 1.4398271 1.4995843 8.0119612 159598.73
29 1 29 34800000 34800000 0.8809027 -1.2626462 1.4373769 1.4960814 7.989185 159569.86
30 1 30 36000000 36000000 0.88123755 -1.2628712 1.439751 1.4987328 7.9720294 159551.82
31 1 31 37200000 37200000 0.8791726 -1.2630155 1.4308428 1.4865829 8.0509918 159533.65
32 1 32 38400000 38400000 0.87939356 -1.2643792 1.4338281 1.488536 8.0019347 159518.5
33 1 33 39600000 39600000 0.88029023 -1.2653029 1.4328036 1.4879328 8.0210425 159517.17
34 1 34 40800000 40800000 0.879124 -1.2655256 1.4300265 1.4831836 7.9823076 159496.95
35 1 35 42000000 42000000 0.88095578 -1.264665 1.4291292 1.4858946 7.9429545 159498.54
36 1 36 43200000 43200000 0.87998629 -1.2649681 1.4233637 1.4783717 7.9797769 159443.02
37 1 37 44400000 44400000 0.88012462 -1.2652696 1.4230688 1.4779828 8.0042834 159397.16
38 1 38 45600000 45600000 0.87865576 -1.2659176 1.4274065 1.4794693 7.9980707 159450.72
39 1 39 46800000 46800000 0.88051808 -1.2686897 1.4200258 1.47211 7.9901318 159382.07
40 1 40 48000000 48000000 0.87984976 -1.2688952 1.4181378 1.4690139 8.0214286 159332.19
41 1 41 49200000 49200000 0.87900248 -1.2682737 1.4185364 1.4687632 7.9823954 159310.18
42 1 42 50400000 50400000 0.88096302 -1.2695745 1.4150283 1.466895 8.0083735 159337.42
43 1 43 51600000 51600000 0.88132543 -1.2690251 1.4166528 1.4696125 8.0396071 159330.52
44 1 44 52800000 52800000 0.87787903 -1.2691307 1.4170556 1.4647401 7.9836682 159303.73
45 1 45 54000000 54000000 0.87992895 -1.2701737 1.4088672 1.4585836 7.9810799 159257.43
46 1 46 55200000 55200000 0.87861368 -1.269714 1.4140475 1.4622508 7.9781837 159313.21
47 1 47 56400000 56400000 0.87931643 -1.2719791 1.4143714 1.4613637 8.0460453 159263.0
48 1 48 57600000 57600000 0.88097742 -1.2711044 1.4100644 1.4604228 7.9923775 159266.48
49 1 49 58800000 58800000 0.87891173 -1.2712736 1.410467 1.4575577 7.966633 159244.24
50 1 50 60000000 60000000 0.8804449 -1.2716797 1.4124193 1.4614036 8.0251261 159277.6
51 2 1 61200000 1200000 0.8783811 -1.2714989 1.4093282 1.4553976 8.0114311 159275.75
52 2 2 62400000 2400000 0.87855819 -1.2720861 1.4090772 1.4548251 8.0205175 159210.02
53 2 3 63600000 3600000 0.87741108 -1.2723072 1.4090996 1.4529057 7.978754 159213.53
54 2 4 64800000 4800000 0.87851015 -1.2715795 1.4072297 1.4534121 7.997514 159205.48
55 2 5 66000000 6000000 0.87966091 -1.2753267 1.409266 1.4534274 8.0087737 159216.34
56 2 6 67200000 7200000 0.87901888 -1.2727128 1.4062229 1.4520352 8.0224222 159210.35
57 2 7 68400000 8400000 0.88063 -1.2725483 1.4089671 1.4573605 7.9825915 159240.55
58 2 8 69600000 9600000 0.88108397 -1.2729188 1.4062803 1.4549842 8.0221519 159175.4
59 2 9 70800000 10800000 0.88102933 -1.273267 1.4028991 1.4511728 7.9610389 159230.69
60 2 10 72000000 12000000 0.87992725 -1.2726485 1.4032547 1.4504938 8.0259562 159187.92
61 2 11 73200000 13200000 0.87986772 -1.2744489 1.4034724 1.4488218 8.0065081 159143.73
62 2 12 74400000 14400000 0.87956611 -1.2745014 1.4009018 1.4457462 7.9787724 159141.31
63 2 13 75600000 15600000 0.88183656 -1.2737057 1.4044696 1.4535154 7.9940176 159137.69
64 2 14 76800000 16800000 0.88138616 -1.2735231 1.4018107 1.4503636 7.9843877 159142.59
65 2 15 78000000 18000000 0.880026 -1.272347 1.403697 1.4513857 8.0225802 159169.36
66 2 16 79200000 19200000 0.87944034 -1.2731164 1.4005158 1.4465566 8.010265 159199.68
67 2 17 80400000 20400000 0.87981546 -1.273959 1.4002958 1.4460567 8.0105491 159158.29
68 2 18 81600000 21600000 0.8809126 -1.2737293 1.3997985 1.4474347 8.0245537 159186.61
69 2 19 82800000 22800000 0.87865147 -1.2753916 1.4020117 1.4445941 8.0370242 159148.09
70 2 20 84000000 24000000 0.88153157 -1.2750797 1.4014086 1.448623 8.0007447 159143.91
71 2 21 85200000 25200000 0.88152546 -1.2750007 1.3991904 1.4464746 8.0547078 159162.67
72 2 22 86400000 26400000 0.88031051 -1.2734565 1.3975035 1.4445095 8.0519056 159136.33
73 2 23 87600000 27600000 0.87923182 -1.2748874 1.399782 1.4437391 8.0195566 159119.07
74 2 24 88800000 28800000 0.88012984 -1.276442 1.3987089 1.4424584 8.0277549 159133.07
75 2 25 90000000 30000000 0.88096987 -1.27551 1.4001504 1.4460919 7.9494222 159099.79
76 2 26 91200000 31200000 0.87989654 -1.2752683 1.3931334 1.4377067 8.0251299 159089.6
77 2 27 92400000 32400000 0.88021513 -1.2769024 1.4003548 1.4437718 8.0273529 159122.21
78 2 28 93600000 33600000 0.87994965 -1.2756152 1.3957786 1.4400846 8.038585 159073.76
79 2 29 94800000 34800000 0.88204255 -1.2758466 1.3936221 1.4408361 8.0289189 159093.55
80 2 30 96000000 36000000 0.88087192 -1.2738592 1.398785 1.4462304 7.9610236 159106.73
81 2 31 97200000 37200000 0.87853851 -1.2761526 1.3959592 1.4376111 8.0138518 159081.69
82 2 32 98400000 38400000 0.87757818 -1.2770195 1.3931631 1.4325076 7.9861142 159061.17
83 2 33 99600000 39600000 0.87884549 -1.2753043 1.3916093 1.43457 7.9998818 159039.97
84 2 34 100800000 40800000 0.87912664 -1.2760116 1.3938167 1.4364918 8.0364497 159081.73
85 2 35 102000000 42000000 0.87961165 -1.2761608 1.3943916 1.437645 7.9800636 159097.77
86 2 36 103200000 43200000 0.87954318 -1.2781669 1.392824 1.4339686 8.0186402 159013.8
87 2 37 104400000 44400000 0.88029994 -1.2754177 1.3908098 1.4358388 7.9880707 159013.14
88 2 38 105600000 45600000 0.88245483 -1.277019 1.3914143 1.4380743 7.9990309 159024.38
89 2 39 106800000 46800000 0.8794284 -1.2771002 1.3893925 1.4314316 8.0096069 159020.86
90 2 40 108000000 48000000 0.87949968 -1.2783123 1.3912363 1.4321702 8.0056383 159049.92
91 2 41 109200000 49200000 0.88052625 -1.2781209 1.3899449 1.4326101 7.9890839 158989.75
92 2 42 110400000 50400000 0.88059794 -1.278278 1.3895624 1.432178 7.9703216 158971.46
93 2 43 111600000 51600000 0.87942142 -1.2784556 1.3887751 1.4294483 8.0550691 158979.97
94 2 44 112800000 52800000 0.88142107 -1.2796622 1.3886397 1.4311058 7.949278 158972.44
95 2 45 114000000 54000000 0.88286258 -1.2786515 1.3891255 1.4347646 8.0105474 158962.55
96 2 46 115200000 55200000 0.880088 -1.2778695 1.3901283 1.4323875 8.0096264 158995.89
97 2 47 116400000 56400000 0.87979287 -1.2795409 1.3870412 1.4271863 8.0042039 159013.39
98 2 48 117600000 57600000 0.88146503 -1.278632 1.3896292 1.4331915 7.9805932 158967.61
99 2 49 118800000 58800000 0.87968073 -1.2798655 1.3863766 1.4260289 7.9912327 158977.9
100 2 50 120000000 60000000 0.88066197 -1.2787349 1.390217 1.4324718 8.0730648 158993.7
101 3 1 121200000 1200000 0.88091794 -1.2786614 1.38459 1.4273023 7.9944677 158967.05
102 3 2 122400000 2400000 0.88102904 -1.2796782 1.3839295 1.4257916 7.9732256 158962.59
103 3 3 123600000 3600000 0.88152782 -1.2788183 1.3852856 1.4287557 8.0111314 158965.26
104 3 4 124800000 4800000 0.87966606 -1.2793758 1.3828581 1.4229781 8.0340517 158910.51
105 3 5 126000000 6000000 0.879465 -1.2792816 1.3826536 1.4225662 8.0051826 158929.06
106 3 6 127200000 7200000 0.88189084 -1.2793634 1.3832715 1.426741 8.0051845 158971.07
107 3 7 128400000 8400000 0.88149403 -1.2803545 1.3855018 1.4273851 7.9849974 158937.49
108 3 8 129600000 9600000 0.87998737 -1.2793364 1.3845801 1.4252215 7.9954362 158962.36
109 3 9 130800000 10800000 0.88087402 -1.2790254 1.3814897 1.423772 7.9978059 158918.55
110 3 10 132000000 12000000 0.88013309 -1.2802437 1.3821712 1.4221239 7.9520298 158921.65
111 3 11 133200000 13200000 0.88177938 -1.2784522 1.3852447 1.4294582 8.0080846 158943.5
112 3 12 134400000 14400000 0.87929445 -1.28018 1.3853234 1.4240817 8.0265324 158909.33
113 3 13 135600000 15600000 0.8819679 -1.2816841 1.3817936 1.423058 7.9976027 158973.58
114 3 14 136800000 16800000 0.87949221 -1.2801576 1.3838216 1.422899 7.9634651 158937.77
115 3 15 138000000 18000000 0.88041125 -1.2814389 1.3834988 1.4226735 8.0265076 158931.3
116 3 16 139200000 19200000 0.8811218 -1.2806412 1.3846297 1.4256679 8.0058454 158902.53
117 3 17 140400000 20400000 0.87836114 -1.2817343 1.384327 1.4201311 8.0241159 158927.8
118 3 18 141600000 21600000 0.87987722 -1.2798423 1.3807405 1.4207108 8.0100167 158847.12
119 3 19 142800000 22800000 0.88054752 -1.2809754 1.3817721 1.4216146 8.0250415 158914.82
120 3 20 144000000 24000000 0.88071841 -1.281256 1.3842015 1.4240199 7.9628357 158924.31
121 3 21 145200000 25200000 0.88014417 -1.2811226 1.3811064 1.4201968 7.9916538 158938.12
122 3 22 146400000 26400000 0.88247881 -1.2818756 1.3806844 1.4225237 8.0197209 158919.66
123 3 23 147600000 27600000 0.88112426 -1.2813947 1.3820237 1.422312 8.0181458 158904.93
124 3 24 148800000 28800000 0.88047314 -1.2816644 1.3810932 1.4201353 8.0109855 158895.33
125 3 25 150000000 30000000 0.87971302 -1.2805054 1.3802631 1.4193239 8.0066931 158866.8
126 3 26 151200000 31200000 0.88035183 -1.2810967 1.3785597 1.4179874 7.9899374 158917.08
127 3 27 152400000 32400000 0.87873825 -1.2807498 1.3803829 1.4177372 7.9643184 158885.36
128 3 28 153600000 33600000 0.87969455 -1.2806769 1.381733 1.4205946 8.0310916 158910.64
129 3 29 154800000 34800000 0.87993042 -1.2820124 1.3806559 1.4185359 8.007539 158863.11
130 3 30 156000000 36000000 0.88006013 -1.2808283 1.3785994 1.4178581 8.0163343 158885.52
131 3 31 157200000 37200000 0.87884786 -1.2810625 1.3816219 1.4188279 8.0206307 158887.45
132 3 32 158400000 38400000 0.87844898 -1.2824419 1.3803152 1.4155434 7.9731345 158849.73
133 3 33 159600000 39600000 0.88086173 -1.2815218 1.3769619 1.4167294 7.9873406 158846.86
134 3 34 160800000 40800000 0.87937379 -1.2818695 1.3764665 1.4136544 7.9406969 158911.81
135 3 35 162000000 42000000 0.8808263 -1.2813725 1.3785531 1.4184167 8.014332 158871.32
136 3 36 163200000 43200000 0.8807336 -1.282884 1.3774778 1.4156909 8.0085064 158869.78
137 3 37 164400000 44400000 0.87862472 -1.282533 1.3749402 1.410341 8.0097503 158843.72
138 3 38 165600000 45600000 0.87911148 -1.2828741 1.376192 1.4119818 7.9449837 158870.0
139 3 39 166800000 46800000 0.88068153 -1.2818338 1.377568 1.4167532 8.0205302 158891.97
140 3 40 168000000 48000000 0.87799358 -1.2831788 1.3758152 1.4096235 8.0106744 158823.72
141 3 41 169200000 49200000 0.87967033 -1.2801491 1.3787195 1.4180726 7.9852195 158854.03
142 3 42 170400000 50400000 0.87927252 -1.2822471 1.3757933 1.4124517 8.0273342 158819.05
143 3 43 171600000 51600000 0.87995135 -1.2835059 1.3716872 1.408105 7.9876824 158876.64
144 3 44 172800000 52800000 0.88112238 -1.2826294 1.3790389 1.4180899 7.9949728 158905.4
145 3 45 174000000 54000000 0.88264251 -1.2829152 1.3739989 1.4150442 8.0275706 158853.13
146 3 46 175200000 55200000 0.88203441 -1.2850807 1.3747214 1.412689 8.0353778 158819.53
147 3 47 176400000 56400000 0.87967175 -1.2838229 1.3797705 1.415452 8.0164187 158877.33
148 3 48 177600000 57600000 0.88056517 -1.2831186 1.3755377 1.4132636 8.0124137 158843.77
149 3 49 178800000 58800000 0.88148672 -1.2847533 1.3732064 1.4106799 8.002146 158814.98
150 3 50 180000000 60000000 0.88141977 -1.284276 1.3708021 1.4086524 8.0338487 158810.31
151 4 1 181200000 1200000 0.88013889 -1.2826407 1.3716711 1.4092354 7.9803263 158813.4
152 4 2 182400000 2400000 0.87990188 -1.28306 1.3788411 1.4156306 7.9596068 158862.32
153 4 3 183600000 3600000 0.87995705 -1.2815627 1.3716949 1.4100644 8.0072174 158803.12
154 4 4 184800000 4800000 0.8797601 -1.2835394 1.373232 1.4093294 8.0147876 158831.59
155 4 5 186000000 6000000 0.88023359 -1.2854784 1.3732133 1.4080819 7.9781742 158860.03
156 4 6 187200000 7200000 0.8805922 -1.2840252 1.3732452 1.410105 8.0381637 158780.41
157 4 7 188400000 8400000 0.87992966 -1.2845724 1.3726896 1.4080084 8.0289217 158824.87
158 4 8 189600000 9600000 0.87963307 -1.2819276 1.3779964 1.4155152 7.9787857 158881.65
159 4 9 190800000 10800000 0.87948456 -1.2834221 1.3733854 1.4091868 7.981276 158873.92
160 4 10 192000000 12000000 0.87951806 -1.2829548 1.3726369 1.408956 7.9980006 158787.02
161 4 11 193200000 13200000 0.88161854 -1.2851685 1.3748094 1.4120655 7.9960414 158783.25
162 4 12 194400000 14400000 0.87952665 -1.2836621 1.3742423 1.4098669 8.0279831 158850.42
163 4 13 195600000 15600000 0.88121134 -1.283448 1.3707699 1.4091357 8.0028654 158806.59
164 4 14 196800000 16800000 0.88000744 -1.2825833 1.3751236 1.4125481 8.0178439 158802.92
165 4 15 198000000 18000000 0.88038239 -1.2823179 1.371741 1.4099934 7.9831983 158808.86
166 4 16 199200000 19200000 0.88072737 -1.2841166 1.3721392 1.4091103 8.0058735 158806.64
167 4 17 200400000 20400000 0.8815907 -1.2837302 1.3747069 1.4133594 7.9987131 158803.8
168 4 18 201600000 21600000 0.87979113 -1.2827212 1.374339 1.4113013 8.0446511 158860.9
169 4 19 202800000 22800000 0.87945869 -1.2812891 1.375893 1.4137887 7.95391 158844.62
170 4 20 204000000 24000000 0.8811753 -1.2831863 1.3704181 1.4089914 8.0084971 158811.08
171 4 21 205200000 25200000 0.87956485 -1.2837061 1.3706156 1.4062535 7.9744441 158804.5
172 4 22 206400000 26400000 0.87961373 -1.2851703 1.3735214 1.4077683 8.0127623 158782.67
173 4 23 207600000 27600000 0.87992186 -1.2834297 1.3692833 1.4057331 7.9986315 158763.54
174 4 24 208800000 28800000 0.87992857 -1.2857643 1.370972 1.4050973 7.9596955 158783.82
175 4 25 210000000 30000000 0.88189264 -1.2847131 1.3729887 1.4111112 8.0137229 158853.77
