index Run NumInRun Step StepSequence Temp E_pair E_mol TotEng Press Volume
0 1 0 0 0 0.87983344 -1.0052648 2.4503633 2.7648468 7.9946196 303829.14
1 1 1 1200000 1200000 0.8812391 -1.0242879 2.3119479 2.6095169 7.9990405 302496.17
2 1 2 2400000 2400000 0.87976294 -1.0426032 2.2308465 2.5078859 7.9841193 301259.91
3 1 3 3600000 3600000 0.88056023 -1.0739835 2.1151469 2.3620019 8.0062943 298967.41
4 1 4 4800000 4800000 0.87922853 -1.112349 1.9870457 2.1935377 7.9901304 296380.43
5 1 5 6000000 6000000 0.88065898 -1.1392422 1.8943257 2.0760702 8.0167776 294443.96
6 1 6 7200000 7200000 0.87979967 -1.1592715 1.8286592 1.9890853 8.0029605 293083.57
7 1 7 8400000 8400000 0.88037921 -1.1740174 1.7839083 1.9304579 7.9785386 292141.17
8 1 8 9600000 9600000 0.87964218 -1.1835758 1.7526005 1.8884861 8.0100666 291456.2
9 1 9 10800000 10800000 0.88134632 -1.1903113 1.7280261 1.8597324 7.9943854 290888.8
10 1 10 12000000 12000000 0.87979105 -1.1970561 1.7070232 1.8296518 8.0312376 290423.04
11 1 11 13200000 13200000 0.88085762 -1.2018092 1.6952891 1.8147644 7.9924826 290187.52
12 1 12 14400000 14400000 0.88136316 -1.2058586 1.6810474 1.7972317 7.994249 289881.22
13 1 13 15600000 15600000 0.87970927 -1.2097005 1.6735402 1.7834018 8.0219022 289706.1
14 1 14 16800000 16800000 0.88067634 -1.2115567 1.6632075 1.7726635 7.9855215 289509.78
15 1 15 18000000 18000000 0.88047147 -1.2140059 1.6572112 1.7639107 8.0166277 289326.65
16 1 16 19200000 19200000 0.88062284 -1.2166214 1.6491809 1.7534919 7.9954787 289186.68
17 1 17 20400000 20400000 0.87944358 -1.2178605 1.6442005 1.7455036 7.9698192 289053.91
18 1 18 21600000 21600000 0.88093306 -1.2208559 1.6376008 1.7381427 7.9995205 288967.24
19 1 19 22800000 22800000 0.88005791 -1.2208871 1.6312852 1.7304831 7.978703 288799.88
20 1 20 24000000 24000000 0.88031438 -1.2234179 1.6272609 1.7243127 8.0286269 288701.25
21 1 21 25200000 25200000 0.87816044 -1.2237682 1.6251806 1.7186513 7.9938088 288674.74
22 1 22 26400000 26400000 0.880184 -1.224738 1.6203525 1.7158886 7.9839674 288569.76
23 1 23 27600000 27600000 0.87926549 -1.2266658 1.6171498 1.7093803 8.0010445 288495.79
24 1 24 28800000 28800000 0.87920146 -1.2267101 1.6155323 1.7076226 8.0097558 288451.71
25 1 25 30000000 30000000 0.88041943 -1.2284849 1.611976 1.7041183 8.0173662 288332.57
26 1 26 31200000 31200000 0.87935477 -1.2289423 1.6081117 1.6981997 7.9964428 288253.44
27 1 27 32400000 32400000 0.88085361 -1.2325218 1.6039479 1.6927046 8.0165058 288240.05
28 1 28 33600000 33600000 0.88054832 -1.2304308 1.6031181 1.693508 7.9938515 288226.38
29 1 29 34800000 34800000 0.88030768 -1.2330939 1.6023986 1.6897644 8.0021591 288041.99
30 1 30 36000000 36000000 0.88003818 -1.2334614 1.5981299 1.6847239 7.9875239 288063.17
31 1 31 37200000 37200000 0.88155199 -1.2340371 1.5957032 1.6839922 8.0187866 288003.72
32 1 32 38400000 38400000 0.88013123 -1.233957 1.5932953 1.6795333 7.9942776 287978.04
33 1 33 39600000 39600000 0.88081805 -1.2354213 1.5931175 1.6789214 7.9982923 287951.83
34 1 34 40800000 40800000 0.88043948 -1.2357634 1.5908723 1.6757663 8.0011015 287908.5
35 1 35 42000000 42000000 0.88048829 -1.2359781 1.5896606 1.6744131 8.0334531 287884.45
36 1 36 43200000 43200000 0.87947957 -1.2372936 1.5858769 1.6678008 7.9847804 287787.1
37 1 37 44400000 44400000 0.87827623 -1.2371894 1.5852049 1.665428 7.9707528 287799.58
38 1 38 45600000 45600000 0.88012209 -1.2377976 1.5864126 1.6687963 7.9899271 287789.94
39 1 39 46800000 46800000 0.8803139 -1.2375139 1.5845919 1.667547 7.9553482 287733.31
40 1 40 48000000 48000000 0.87946277 -1.2391654 1.5842855 1.6643124 8.0077873 287705.42
41 1 41 49200000 49200000 0.88177628 -1.2400203 1.580587 1.6632293 8.0243989 287678.08
42 1 42 50400000 50400000 0.88011947 -1.2410839 1.581485 1.6605785 7.9920533 287598.51
43 1 43 51600000 51600000 0.87906017 -1.2391919 1.57896 1.6583565 8.0033498 287579.39
44 1 44 52800000 52800000 0.88019795 -1.2402724 1.5769366 1.6569593 7.9914415 287626.94
45 1 45 54000000 54000000 0.88178444 -1.2394621 1.5754208 1.6586336 8.0091273 287528.28
46 1 46 55200000 55200000 0.87930717 -1.2406269 1.5753902 1.6537222 7.9967938 287527.19
47 1 47 56400000 56400000 0.87961765 -1.2409606 1.5737419 1.652206 7.9938008 287504.57
48 1 48 57600000 57600000 0.8810841 -1.2410691 1.5741281 1.6546833 8.0398092 287528.2
49 1 49 58800000 58800000 0.8805406 -1.2411457 1.5745649 1.6542284 7.992525 287522.17
50 2 1 60000000 1200000 0.88087825 -1.2423828 1.5715164 1.6504492 8.0131574 287487.79
51 2 2 61200000 2400000 0.88035614 -1.2427409 1.5702132 1.6480047 8.021357 287459.61
52 2 3 62400000 3600000 0.8801753 -1.242493 1.5685096 1.6462777 7.9708926 287421.72
53 2 4 63600000 4800000 0.88100318 -1.2433455 1.5668365 1.6449939 8.0201954 287332.45
54 2 5 64800000 6000000 0.88082503 -1.2432751 1.5664022 1.6443628 7.988674 287327.62
55 2 6 66000000 7200000 0.87868889 -1.2437268 1.5658026 1.6401073 7.9935057 287313.33
56 2 7 67200000 8400000 0.87937778 -1.244082 1.5663044 1.6412873 8.0228859 287265.85
57 2 8 68400000 9600000 0.87891292 -1.2435116 1.5647318 1.6395878 8.019894 287229.85
58 2 9 69600000 10800000 0.88000209 -1.244342 1.5661772 1.6418365 7.9956039 287263.64
59 2 10 70800000 12000000 0.88064237 -1.2450366 1.56302 1.6389452 7.9795071 287344.96
60 2 11 72000000 13200000 0.88113594 -1.2450994 1.5612447 1.6378473 7.9863271 287249.86
61 2 12 73200000 14400000 0.87895238 -1.244925 1.5621896 1.6356914 7.9951882 287155.8
62 2 13 74400000 15600000 0.88150483 -1.2451666 1.5621227 1.6392115 8.0047165 287224.8
63 2 14 75600000 16800000 0.87904519 -1.2459553 1.5593382 1.6319489 7.9961805 287187.52
64 2 15 76800000 18000000 0.88063463 -1.2452775 1.5593677 1.6350404 8.0078978 287163.84
65 2 16 78000000 19200000 0.88203566 -1.2464127 1.5575879 1.6342269 8.0312508 287175.43
66 2 17 79200000 20400000 0.88109746 -1.2457438 1.5592811 1.6351817 8.0066617 287173.98
