atom1 bx by bz nx ny nz
167270 0.419446 -0.0584856 -0.905894 18 8 5
167271 0.529859 -0.154835 -0.833831 18 8 5
167272 -0.104679 -0.769936 -0.629477 18 8 5
167273 0.305595 -0.947171 0.0973639 18 8 5
167274 -0.605837 -0.224862 0.76315 18 8 5
167275 -0.59612 -0.2335 0.768192 18 7 5
167276 -0.589579 -0.28166 0.75701 18 7 5
167277 -0.460801 -0.00928669 0.887455 17 7 5
167278 -0.212976 0.0418078 0.976162 17 7 5
167279 -0.293948 0.172246 0.940173 17 7 6
167280 -0.298538 -0.00844415 0.95436 17 7 6
167281 -0.264457 -0.0407974 0.963534 17 7 6
167282 -0.327996 0.0258369 0.944326 17 7 6
167283 -0.454838 0.191334 0.869778 17 7 7
167284 -0.315852 0.0323952 0.948255 17 7 7
167285 -0.359034 0.0908109 0.928896 17 7 7
167286 -0.259995 0.0299478 0.965145 17 7 7
167287 -0.451377 0.150405 0.879567 17 7 8
167288 -0.384292 0.123061 0.914973 17 8 8
167289 -0.254739 0.0890447 0.962901 16 8 8
167290 -0.332006 0.0829192 0.939626 16 8 8
167291 -0.302732 0.235224 0.923592 16 8 8
167292 -0.296106 0.259108 0.919339 16 8 9
167293 -0.166545 0.442723 0.881056 16 8 9
167294 -0.0700796 0.349315 0.934381 16 8 9
167295 -0.0297744 0.518392 0.854625 16 8 9
167296 -0.245389 0.775369 0.581882 16 8 10
167297 0.693004 0.389192 0.606857 16 8 10
167298 0.0790089 -0.657744 0.749086 16 8 10
167299 0.657733 -0.435924 0.614294 16 8 10
167301 -0.468212 -0.306197 0.828867 32 8 22
167302 -0.533346 -0.208723 0.819742 32 8 22
167303 -0.557096 -0.165421 0.813805 32 8 22
167304 -0.371716 -0.272257 0.887527 32 8 22
167305 -0.348547 -0.290166 0.891246 32 8 22
167306 -0.290765 -0.309616 0.905314 32 8 23
167307 -0.341257 -0.359842 0.868365 32 8 23
167308 -0.416709 -0.197781 0.887263 32 8 23
167309 -0.39983 -0.180038 0.898734 32 8 23
167310 -0.377841 -0.240293 0.894145 31 8 23
167311 -0.413677 -0.196384 0.888991 31 8 24
167312 -0.418199 -0.183816 0.889562 31 8 24
167313 -0.275152 -0.243463 0.930063 31 7 24
167314 -0.474307 -0.304083 0.826176 31 7 24
167315 -0.252088 -0.13864 0.957722 31 7 25
167316 -0.221989 -0.0612913 0.973121 31 7 25
167317 -0.140225 -0.101603 0.984893 31 7 25
167318 -0.0741188 -0.0445065 0.996256 31 7 25
167319 -0.0999155 -0.110037 0.988893 31 7 26
167320 0.0122191 -0.337417 0.941276 31 7 26
167321 -0.554372 0.685988 0.471267 31 7 26
167322 -0.984413 0.175723 -0.00721804 31 7 26
167323 -0.98112 0.143502 0.129656 30 7 26
167324 -0.453358 0.831853 -0.320136 30 8 26
167325 -0.623447 0.759815 -0.184381 30 8 26
167326 -0.546253 0.834599 -0.0710777 30 8 26
167327 -0.569305 0.807172 -0.156093 30 8 26
167328 -0.61456 0.733622 -0.290026 30 8 26
167329 -0.63419 0.767896 -0.0902106 29 8 26
167330 -0.472703 0.867364 -0.155662 29 9 26
167331 -0.439713 0.879638 -0.181353 29 9 26
167332 -0.367957 0.899132 -0.237 29 9 26
167333 -0.572278 0.756723 -0.316019 29 9 26
167334 0.216852 0.633272 -0.742927 29 9 25
167335 0.129452 0.543697 -0.829238 29 10 25
167336 -0.60216 0.0113595 -0.798295 29 10 25
167337 -0.658952 -0.117006 -0.743029 29 10 25
167338 -0.592894 -0.190968 -0.782309 29 10 25
167339 -0.648196 -0.292847 -0.70291 28 10 24
167340 -0.599381 -0.463954 -0.652295 28 9 24
167341 -0.665412 -0.401801 -0.629113 28 9 24
167342 -0.700199 -0.320805 -0.637813 28 9 24
167343 -0.60081 -0.417242 -0.681862 28 9 24
167344 -0.556674 -0.539059 -0.632083 28 9 24
167345 -0.468907 -0.581896 -0.664473 28 9 23
167346 -0.619202 -0.355246 -0.700278 27 9 23
167347 -0.543199 -0.427274 -0.722752 27 9 23
167348 -0.46509 -0.387679 -0.795862 27 9 23
167349 -0.532337 -0.355443 -0.768295 27 9 23
167350 -0.58177 -0.510633 -0.633086 27 8 23
167351 0.671976 -0.166137 -0.721697 27 8 22
167352 0.586283 -0.122848 -0.800738 27 8 22
167353 -0.11609 0.434583 -0.893118 27 8 22
167354 0.350796 0.856171 -0.379358 27 9 22
167355 -0.0162139 0.838476 0.544698 27 9 22
167356 0.135486 0.905201 0.402808 27 9 22
167357 0.203616 0.874887 0.439447 27 9 22
167358 -0.0495146 0.369518 -0.927904 27 9 22
167359 -0.0770652 0.447205 -0.891105 27 9 22
167360 -0.103876 0.396984 -0.911928 27 9 22
167361 -0.386709 0.903264 -0.18593 27 10 21
167362 -0.527649 0.812039 -0.249358 27 10 21
167363 0.0742125 -0.222316 -0.972146 27 10 21
167364 -0.756288 0.0591144 -0.651562 27 10 21
167365 -0.671595 0.433585 -0.600803 27 10 21
167366 -0.0220206 0.0448851 -0.998749 27 10 21
167367 0.831405 -0.0244566 -0.555129 27 10 21
167368 0.868201 -0.0588051 -0.492717 27 10 20
167369 0.745701 -0.138438 -0.65174 27 10 20
167370 0.811049 -0.0964261 -0.576976 27 10 20
167371 0.786758 -0.12377 -0.604725 28 10 20
167372 0.694567 -0.156642 -0.702168 28 10 20
167373 0.799106 -0.168449 -0.57711 28 10 20
167374 0.784774 -0.153659 -0.600432 28 10 19
167375 0.788526 -0.0988738 -0.607001 28 10 19
167376 0.858365 -0.243592 -0.451522 28 10 19
167377 0.793628 -0.271789 -0.54432 29 10 19
167378 0.755634 -0.432187 -0.492171 29 10 19
167379 0.789378 -0.332265 -0.516219 29 10 19
167380 0.758821 -0.261431 -0.596527 29 9 19
167381 0.87238 -0.088438 -0.480761 29 9 19
167382 0.724188 -0.281576 -0.629497 30 9 18
167383 0.723551 -0.128053 -0.67829 30 9 18
167384 0.754304 -0.129744 -0.643577 30 9 18
167385 0.604567 -0.396318 0.690964 30 9 18
167386 0.487434 -0.360632 0.795206 30 9 18
167387 -0.786114 -0.206375 0.582609 30 9 18
167388 -0.798758 0.163048 0.579138 30 9 19
167389 -0.815152 0.212195 0.538981 30 9 19
167390 -0.841863 0.221035 0.492352 30 9 19
167391 -0.800968 0.297664 0.519468 29 9 19
167392 -0.750238 0.288211 0.595044 29 9 19
167393 -0.664734 0.386482 0.639343 29 9 19
167394 -0.851494 0.251281 0.460234 29 9 19
167395 -0.814558 0.0882371 0.573332 29 9 20
167396 -0.792314 0.221296 0.568566 28 10 20
167397 -0.81568 0.237663 0.52743 28 10 20
167398 -0.930964 0.105171 0.349636 28 10 20
167399 -0.822222 0.173908 0.541947 28 10 20
167401 0.220105 -0.765453 0.604678 29 17 3
167402 0.213557 -0.767623 0.604276 29 17 3
167403 0.326252 -0.859661 0.393119 29 16 3
167404 0.342576 -0.84865 0.403032 29 16 3
167405 0.276801 -0.865232 0.418037 29 16 3
167406 0.404073 -0.879214 0.252405 29 16 3
167407 0.357476 -0.914657 0.188714 29 16 3
167408 0.753341 -0.233566 0.614755 29 15 4
167409 0.748674 -0.227096 0.622829 29 15 4
167410 0.738221 -0.322396 0.592529 30 15 4
167411 0.758062 -0.32089 0.567777 30 15 4
167412 0.713414 -0.330497 0.61791 30 15 4
167413 0.601224 -0.415075 0.68282 30 15 4
167414 0.659838 -0.390866 0.641746 30 15 4
167415 0.569994 -0.494734 0.656007 30 15 5
167416 0.726459 -0.350533 0.591086 31 15 5
167417 0.660363 -0.467716 0.587505 31 15 5
167418 0.725029 -0.495163 0.478692 31 15 5
167419 0.653217 -0.480368 0.585281 31 14 5
167420 0.681867 -0.565759 0.463654 31 14 5
167421 0.693902 -0.232035 0.681659 31 14 5
167422 0.766617 -0.408594 0.495328 32 14 6
167423 0.710969 -0.401584 0.57728 32 14 6
167424 0.664967 -0.615508 0.423047 32 14 6
167425 0.655844 -0.599815 0.458357 32 14 6
167426 0.722521 -0.397133 0.565905 32 14 6
167427 0.744196 -0.41801 0.520999 32 14 6
167435 -0.582867 0.629198 -0.514175 32 14 6
167436 -0.573828 0.688435 -0.443597 32 14 6
167437 -0.567944 0.679566 -0.464359 32 14 5
167438 -0.612864 0.601511 -0.512429 32 14 5
167439 -0.626524 0.567002 -0.534768 32 14 5
167440 -0.703475 0.446791 -0.552722 32 14 5
167441 -0.69462 0.395046 -0.6012 31 14 5
167442 -0.718938 0.431803 -0.544678 31 15 5
167443 -0.676892 0.512606 -0.528254 31 15 5
167444 -0.703083 0.403099 -0.58582 31 15 5
167445 -0.496125 0.482609 -0.721767 31 15 4
167446 -0.754043 0.441748 -0.486084 31 15 4
167447 -0.700992 0.435085 -0.565077 30 15 4
167448 -0.640866 0.439912 -0.629101 30 15 4
167449 -0.734706 0.302429 -0.607243 30 15 4
167450 -0.636542 0.370454 -0.676445 30 15 4
167451 -0.700892 0.337212 -0.62852 30 15 3
167452 -0.627259 0.48532 -0.609106 30 16 3
167453 -0.614318 -0.413844 -0.671823 29 16 3
167454 -0.645745 -0.736811 0.200306 29 15 3
167455 0.138504 -0.817975 0.558331 29 15 3
167456 0.171725 -0.856678 0.48643 29 15 3
167457 0.372142 -0.671483 0.640797 29 15 3
167458 0.832362 -0.536726 0.1382 30 15 4
167459 0.878241 -0.478171 0.00665455 30 15 4
167460 0.829395 -0.536474 0.155883 30 14 4
167461 -0.219871 -0.749596 -0.62431 30 14 4
167462 -0.100927 -0.846758 -0.522317 30 14 3
167463 -0.0774871 -0.86449 -0.496641 30 14 3
167464 0.722673 -0.646056 -0.245673 30 14 3
167465 0.502491 -0.0329435 -0.863955 30 14 3
167466 0.608608 -0.0162718 -0.793304 30 14 3
167467 0.032626 0.916569 -0.398544 30 14 3
167468 -0.42618 0.346936 -0.835468 30 14 3
167469 -0.242858 0.410129 -0.879098 30 14 2
167470 0.306387 0.912598 -0.270724 30 14 2
167471 0.259447 0.896669 -0.358709 30 14 2
167472 0.834523 0.510396 0.207526 30 15 2
167473 0.527819 0.776217 -0.344811 31 15 2
167474 0.696569 0.463721 0.547499 31 15 2
167475 0.496242 -0.299641 0.814837 31 15 2
167476 0.456525 -0.437085 0.774946 31 15 2
167477 0.389185 -0.434939 0.812012 31 15 3
167478 0.379957 -0.383591 0.841719 31 15 3
167479 0.386318 -0.531656 0.753724 31 14 3
167480 0.352547 -0.564075 0.74668 31 14 3
167481 0.474256 -0.537614 0.697175 32 14 3
167482 0.622813 -0.488213 0.611353 32 14 4
167483 0.548884 -0.547024 0.632053 32 14 4
167484 0.589054 -0.486105 0.645536 32 14 4
167485 0.408987 -0.689436 0.597836 32 14 4
167486 0.451595 -0.666498 0.593162 32 13 4
167487 0.484809 -0.732665 0.477663 32 13 4
167488 0.368761 -0.738309 0.564726 32 13 4
167501 0.0636044 -0.740542 -0.668993 18 3 17
167502 0.157243 -0.743086 -0.650459 18 2 16
167503 0.140082 -0.68964 -0.710474 18 2 16
167504 0.255798 -0.651335 -0.714374 18 2 16
167505 0.157395 -0.647555 -0.745587 18 2 16
167506 -0.374463 0.0758878 -0.924131 18 2 16
167507 -0.327366 0.0167357 -0.944749 18 2 15
167508 -0.30194 -0.0192901 -0.953132 18 2 15
167509 -0.247382 -0.106931 -0.962999 17 2 15
167510 -0.443959 -0.198222 -0.873847 17 2 15
167511 -0.520369 -0.280429 -0.806582 17 2 15
167512 -0.474007 -0.223038 -0.851805 17 2 14
167513 -0.626539 -0.135961 -0.76744 17 2 14
167514 -0.525655 0.0917016 -0.845741 17 2 14
167515 0.385712 -0.0224911 -0.922345 17 2 14
167516 0.207325 0.00135254 -0.978271 17 2 14
167517 0.19284 -0.767423 -0.611453 17 2 13
167518 0.412228 -0.852117 0.322434 17 1 13
167519 0.522105 -0.839976 0.147806 17 1 13
167520 -0.265195 -0.88019 -0.39362 17 1 13
167521 -0.514993 -0.762057 -0.392494 17 1 13
167522 -0.310781 -0.745451 -0.589676 17 1 13
167523 -0.16763 -0.675273 -0.718266 17 0 13
167524 0.817968 -0.57507 -0.0149114 17 0 13
167525 0.561441 -0.173502 -0.809123 17 0 13
167526 0.959776 -0.249167 -0.129408 17 0 13
167527 0.983545 -0.170126 -0.0608003 18 0 13
167528 0.545454 -0.462534 0.698958 18 0 13
167529 0.611221 -0.403288 0.681005 18 0 13
167530 0.0976209 -0.877033 0.470408 18 0 13
167531 0.0606883 -0.975861 0.209792 18 0 13
167532 0.0747957 -0.970563 0.228938 18 0 13
167533 0.238414 -0.952458 0.189693 18 0 13
167534 0.902544 -0.425862 0.0636822 18 0 13
167535 0.475859 -0.313156 0.821883 18 0 13
167536 -0.383219 -0.445237 0.809264 18 0 14
167537 -0.317412 -0.341379 0.884709 18 0 14
167538 -0.801446 -0.069195 0.594051 18 0 14
167539 -0.747974 -0.255777 0.612465 18 0 14
167540 -0.803212 -0.552053 -0.223805 18 0 14
167541 -0.733147 -0.49355 -0.467872 18 0 14
167542 0.515595 -0.102497 -0.85068 18 0 14
167543 0.451998 -0.848654 -0.274744 18 0 14
167544 -0.0689901 -0.513615 -0.855243 18 0 14
167545 -0.0262917 -0.453533 -0.890852 18 0 13
167546 0.160427 -0.466071 -0.870081 18 0 13
167582 0.28604 0.895319 0.341447 18 0 13
167583 0.331973 0.927816 0.170152 18 0 14
167584 0.422525 0.87701 0.22875 18 0 14
167585 0.820555 0.405019 -0.403298 19 0 14
167586 0.716969 0.521252 -0.462873 19 0 13
167587 0.795618 0.353653 -0.491855 19 0 13
167588 0.393018 -0.151861 -0.906904 19 0 13
167589 0.2136 -0.17242 -0.961585 19 0 13
167590 0.360486 -0.105907 -0.926733 19 0 13
167591 0.43363 -0.163373 -0.886157 19 0 12
167592 0.433885 -0.221804 -0.873239 19 0 12
167593 0.369645 -0.107256 -0.922962 20 0 12
167594 0.531528 -0.133173 -0.836507 20 0 12
167595 0.545356 -0.149279 -0.824804 20 0 12
167596 0.325352 -0.191559 -0.925987 20 0 11
167597 0.229765 0.0221004 -0.972995 20 0 11
167598 0.299661 0.0396902 -0.95322 20 0 11
167599 0.369807 -0.100838 -0.92362 20 0 11
167601 -0.474995 -0.705935 -0.52539 25 5 8
167602 -0.5626 -0.690204 -0.455082 25 5 8
167603 -0.501745 -0.75905 -0.414844 25 5 8
167604 -0.590693 -0.679587 -0.435021 25 5 8
167605 -0.532365 -0.751231 -0.390179 25 4 7
167606 -0.568242 -0.687884 -0.451572 25 4 7
167607 -0.590031 -0.700739 -0.401034 24 4 7
167608 -0.602022 -0.650618 -0.462888 24 4 7
167609 -0.545092 -0.604291 -0.581126 24 4 7
167610 -0.479295 -0.801039 -0.358626 24 4 7
167611 -0.55134 -0.729524 -0.404746 24 3 7
167612 -0.66189 -0.495626 -0.562367 24 3 7
167613 -0.575351 -0.639241 -0.510237 24 3 7
167614 -0.430751 -0.759434 -0.487558 23 3 6
167615 -0.478361 -0.740722 -0.4717 23 3 6
167616 -0.415619 -0.745106 -0.52161 23 3 6
167617 -0.476634 -0.73935 -0.475585 23 2 6
167618 -0.44726 -0.729038 -0.518133 23 2 6
167619 -0.629875 -0.679842 -0.375596 23 2 6
167620 -0.554174 -0.702187 -0.447018 23 2 6
167621 -0.505806 -0.711027 -0.488469 23 2 6
167622 -0.462773 -0.774995 -0.430377 23 1 5
167623 -0.481469 -0.771355 -0.416172 22 1 5
167624 -0.467343 -0.711905 -0.524196 22 1 5
167625 -0.482387 -0.706814 -0.517414 22 1 5
167626 -0.433455 -0.749053 -0.501036 22 1 5
167627 -0.45423 -0.67892 -0.576839 22 1 5
167628 -0.535823 -0.64619 -0.543444 22 0 5
167629 -0.811435 -0.51895 0.268821 22 0 5
167630 -0.931286 -0.17917 0.317182 21 0 5
167631 -0.836076 -0.266745 -0.4794 21 0 5
167632 -0.872123 -0.286833 -0.396394 21 0 5
167633 -0.882231 0.470723 0.00938453 21 0 5
167634 -0.383621 0.494852 0.779715 21 0 5
167635 -0.526288 0.552781 0.646107 21 0 5
167636 -0.124055 0.870813 -0.475705 20 1 5
167637 -0.23063 0.653453 -0.720978 20 1 5
167638 -0.287845 0.681994 -0.672332 20 1 5
167639 -0.201737 0.789819 -0.579214 20 1 4
167640 0.400526 0.868225 0.292854 20 1 4
167641 0.27554 0.929613 0.244738 20 2 4
167642 0.256474 0.910186 0.325242 20 2 5
167643 0.388569 0.887862 0.246403 21 2 5
167644 0.552626 0.815102 0.17382 21 2 5
167645 0.53112 0.793754 0.296423 21 2 5
167646 0.604527 0.61124 0.510816 21 3 5
167647 0.563712 0.659475 0.497313 21 3 5
167648 0.484772 0.782629 0.390497 21 3 5
167649 0.498054 0.783984 0.370556 21 3 5
167650 0.520671 0.77273 0.363028 21 3 5
167651 0.424615 0.707516 0.56491 22 3 5
167652 0.337637 0.788608 0.513906 22 4 5
167653 0.4464 0.744246 0.496815 22 4 6
167654 0.456848 0.68286 0.57008 22 4 6
167655 0.418759 0.661215 0.622443 22 4 6
167656 0.531588 0.582616 0.614795 22 4 6
167657 0.620687 0.567233 0.54129 22 4 6
167658 -0.793306 0.510116 0.332335 22 5 6
167659 -0.86565 0.415245 0.279682 22 5 6
167660 -0.25334 0.221743 0.94162 22 5 7
167661 0.0780383 -0.397008 0.914491 22 5 7
167662 0.209203 -0.484733 0.849275 22 5 7
167663 -0.143309 -0.867069 -0.477131 22 4 7
167664 -0.40537 -0.817648 -0.40881 22 4 7
167665 -0.39456 -0.733656 -0.553238 22 4 7
167666 -0.415816 -0.703442 -0.576425 22 4 7
167667 -0.477189 -0.764289 -0.433765 22 4 7
167668 -0.529836 -0.76718 -0.361536 21 4 6
167669 -0.514397 -0.731803 -0.447057 21 3 6
167670 -0.469437 -0.677808 -0.565867 21 3 6
167671 -0.508419 -0.733475 -0.451136 21 3 6
167672 -0.403219 -0.772817 -0.490069 21 3 6
167673 -0.527359 -0.699499 -0.482279 21 3 6
167674 -0.448757 -0.824929 -0.343669 21 2 6
167675 -0.504568 -0.816504 -0.280594 21 2 6
167676 -0.520301 -0.738778 -0.428361 20 2 6
167677 -0.194219 -0.262012 -0.945319 20 2 5
167678 -0.141535 -0.948512 0.283359 20 2 5
167679 0.15351 -0.949958 0.272055 20 2 5
167680 -0.440535 -0.396913 0.805226 20 1 6
167681 0.292923 -0.827386 0.479196 20 1 6
167682 0.0443338 -0.921582 -0.385644 20 1 6
167683 -0.059829 -0.942306 -0.329362 20 1 6
167684 0.096038 -0.903732 -0.417187 20 1 6
167685 0.153644 -0.864477 -0.478616 20 0 5
167686 0.111933 -0.785143 -0.609116 20 0 5
167687 -0.80689 -0.415031 0.420331 20 0 5
167688 -0.856522 -0.304568 0.416662 20 0 5
167689 -0.751985 -0.209915 0.624864 20 0 5
167690 -0.722118 0.557884 0.409037 20 0 6
167691 0.0571242 0.761074 0.646145 20 0 6
167692 0.0480226 0.760423 0.64765 20 0 6
167693 0.0384529 0.708106 0.705058 20 0 6
167694 -0.352368 0.932287 -0.0817132 20 1 6
167695 -0.283555 0.951965 0.115581 19 1 6
167696 -0.134393 0.990682 0.02207 19 1 6
167697 0.40812 0.693638 0.593552 19 1 6
167698 0.511861 0.484374 0.709493 20 1 6
167699 0.486975 0.6827 0.544771 20 2 7
167716 -0.933769 0.274417 -0.229721 32 0 3
167717 -0.919163 0.390593 -0.0507659 32 0 3
167718 -0.529475 -0.848281 -0.00868594 32 0 3
167719 0.0789472 -0.865751 -0.49421 32 0 3
167720 0.898044 -0.299619 0.322096 32 0 3
167721 0.901865 -0.299635 0.311221 32 0 3
167754 -0.812629 0.513542 -0.275516 32 0 3
167755 -0.00685057 -0.399985 -0.916496 32 0 3
167756 -0.0781387 -0.391621 -0.916803 32 0 3
167757 0.0268378 -0.560659 -0.827612 32 0 2
167758 0.938466 0.200099 -0.281499 32 0 2
167801 0.381067 0.802829 -0.458535 12 10 20
167802 0.226597 0.881021 -0.415278 12 10 20
167803 0.134272 0.943874 -0.301782 12 11 20
167804 0.91171 0.372616 -0.173038 12 11 20
167805 0.935272 0.35085 -0.0465924 12 11 20
167806 0.939491 0.321032 0.11956 13 11 20
167807 0.948513 0.303904 0.0892483 13 11 20
167808 0.961727 0.228937 0.150562 13 11 20
167809 0.922827 0.266844 0.27782 13 11 20
167810 0.928311 0.359492 0.094889 14 11 20
167811 0.924573 0.363339 0.114676 14 11 20
167812 0.938296 0.345798 0.004953 14 11 20
167813 0.969855 0.241795 -0.0302819 14 12 20
167814 0.972313 0.19763 0.124697 14 12 20
167815 0.910995 0.263298 0.317431 15 12 20
167816 0.833379 0.504529 0.225677 15 12 20
167817 0.965134 0.254829 -0.0598144 15 12 20
167818 0.956465 0.245647 -0.157585 15 12 20
167819 0.866981 0.292125 0.403741 16 12 20
167820 0.833815 -0.520342 0.184384 16 12 21
167821 0.555108 -0.116583 0.823567 16 12 21
167822 0.425833 0.643537 0.636024 16 12 21
167823 0.716077 -0.145427 0.682704 16 12 21
167824 0.687836 0.0495298 0.724175 16 12 21
167825 0.785058 0.122927 0.607101 17 12 21
167826 0.0240664 -0.00924232 0.999668 17 12 22
167827 0.252912 0.0333279 0.966915 17 12 22
167828 0.8537 0.0901549 0.512901 17 12 22
167829 0.817728 0.00339601 0.575595 17 12 22
167830 0.749794 -0.157836 0.64257 17 12 22
167831 -0.117247 0.296917 0.947678 17 12 22
167832 0.0281265 0.387699 0.921357 17 12 23
167833 0.0602055 0.475663 0.877565 17 12 23
167834 -0.316328 0.528965 0.787485 17 12 23
167835 -0.180949 0.982557 0.0428886 17 13 23
167836 -0.171683 0.983905 -0.049562 17 13 23
167837 0.505316 0.79948 -0.324789 17 13 23
167838 -0.247375 0.857566 -0.450983 17 13 23
167839 -0.246017 0.87903 -0.408389 17 13 23
167840 -0.436553 0.496807 0.75007 17 14 23
167841 0.468428 0.852175 -0.233181 17 14 23
167842 -0.297362 0.243936 -0.923077 17 14 23
167843 -0.386775 0.183723 -0.903687 17 14 23
167844 0.5493 0.428125 -0.71762 17 14 23
167845 0.532799 0.4164 -0.736707 17 14 22
167846 0.579133 0.425632 -0.6953 17 14 22
167847 0.460146 0.270686 -0.845573 18 14 22
167848 0.801634 0.562374 0.202777 18 14 22
167849 0.755093 0.253188 -0.604756 18 15 22
167850 0.705296 0.360308 -0.610521 18 15 22
167851 0.793379 0.446128 -0.41415 18 15 22
167852 0.825923 0.341654 -0.448469 18 15 21
167853 0.864815 0.262864 -0.427782 19 15 21
167854 0.874981 0.318466 -0.364675 19 15 21
167855 0.76952 0.445523 -0.457546 19 15 21
167856 0.735883 0.455936 -0.500598 19 15 21
167857 0.82399 0.44334 -0.352831 19 15 21
167858 0.826798 0.436068 -0.355315 20 15 21
167859 0.78973 0.485369 -0.375156 20 15 21
167860 0.376447 0.100568 -0.920964 20 16 21
167861 0.337961 -0.0550704 -0.939548 20 16 20
167862 0.241078 0.119451 -0.963126 20 16 20
167863 0.207832 0.124827 -0.970167 20 16 20
167864 -0.54392 -0.319976 -0.775736 20 16 20
167865 -0.57922 -0.366337 -0.728217 20 15 19
167866 0.368434 0.356231 -0.858694 20 15 19
167867 0.433507 0.3804 -0.816925 20 16 19
167868 -0.367574 0.828711 -0.422051 20 16 19
167869 0.380876 0.735313 0.560579 20 16 19
167870 0.318284 0.799622 0.509215 20 16 19
167871 -0.897883 0.425213 0.11402 20 16 19
167872 -0.926094 0.373001 0.0567382 20 16 19
167873 -0.940288 0.332218 0.0740918 20 16 19
167874 -0.971977 0.180056 0.151133 19 17 19
167875 -0.912957 0.316483 0.257583 19 17 19
167876 -0.920801 0.221317 0.32116 19 17 19
167877 -0.838774 0.248085 0.484678 19 17 19
167878 -0.725451 0.420132 0.545169 19 17 20
167879 -0.755805 0.596039 0.271102 18 17 20
167880 -0.763588 0.632638 0.129234 18 17 20
167881 -0.79899 0.584129 0.142856 18 17 20
167882 -0.844782 0.53466 0.0219398 18 17 20
167883 0.237537 0.823556 -0.515104 18 18 20
167884 0.235083 0.727517 -0.644558 18 18 20
167885 0.296601 0.776633 -0.55576 18 18 19
167886 0.349172 0.791006 -0.502382 18 18 19
167887 0.420108 0.703182 -0.573624 18 18 19
167888 0.401291 0.748831 -0.527464 18 18 19
167889 0.425552 0.708991 -0.56235 18 19 19
167890 0.608661 0.563089 -0.558983 18 19 19
167891 0.521847 0.649627 -0.552866 19 19 19
167892 0.443975 0.663213 -0.602524 19 19 18
167893 0.189407 0.729226 -0.657537 19 19 18
167894 0.25336 0.839607 -0.480489 19 20 18
167895 0.371468 0.734835 -0.567477 19 20 18
167896 0.450343 0.652448 -0.609511 19 20 18
167897 0.493962 0.660147 -0.565869 19 20 18
167898 0.444194 0.59696 -0.668079 19 20 18
167899 0.311346 0.612375 -0.726677 19 20 17
167901 -0.395648 -0.815829 0.421764 15 4 3
167902 -0.559955 -0.788249 0.255177 14 4 3
167903 -0.836269 -0.46615 0.288719 14 4 3
167904 -0.892368 -0.412271 0.183611 14 4 3
167905 -0.96019 -0.275348 0.0470934 14 4 3
167906 -0.851216 -0.516275 0.094293 14 4 3
167907 -0.898701 -0.437044 -0.0364445 13 3 3
167908 -0.860709 -0.50852 -0.0242338 13 3 3
167909 -0.928498 -0.360614 -0.0885989 13 3 3
167910 -0.952356 -0.29483 -0.0780557 13 3 3
167911 -0.930202 -0.364639 -0.0419808 12 3 3
167912 -0.907373 -0.416007 0.0601086 12 3 3
167913 -0.913519 -0.406179 -0.0223861 12 3 3
167914 -0.891177 -0.449567 -0.0607768 12 3 3
167915 -0.887703 -0.445501 -0.116245 11 3 3
167916 -0.899074 -0.436303 -0.0361397 11 2 3
167917 -0.850606 -0.525733 0.00862902 11 2 3
167918 -0.836748 -0.531011 0.133714 11 2 3
167919 -0.90231 -0.247043 0.35328 11 2 3
167920 -0.674321 -0.738342 0.0119469 10 2 3
167921 -0.661724 0.47266 0.581992 10 2 3
167922 0.0888743 0.885506 0.456049 10 2 3
167923 0.84432 0.455145 0.282783 10 2 4
167924 0.910035 0.414445 -0.00852475 11 2 4
167925 0.945217 0.309093 0.105005 11 3 4
167926 0.910253 0.3937 -0.128219 11 3 4
167927 0.862659 0.499785 0.0776851 11 3 4
167928 0.867412 0.453943 -0.203794 11 3 4
167929 0.900209 0.43511 -0.0173915 12 3 4
167930 0.907004 0.420942 -0.0123229 12 3 4
167931 0.915166 0.388713 0.106649 12 3 4
167932 0.896016 0.441901 0.0433379 12 3 4
167933 0.830094 0.557526 0.0104196 13 3 4
167934 0.920159 0.390578 0.0275037 13 4 4
167935 0.918976 0.392713 0.0354947 13 4 4
167936 0.928314 0.370263 -0.0337569 13 4 4
167937 0.863768 0.449937 -0.226853 13 4 4
167938 0.870715 0.490532 -0.035118 14 4 4
167939 0.925318 0.379132 -0.00676909 14 4 4
167940 0.896687 0.441864 -0.0266214 14 4 4
167941 0.893841 0.446601 0.0399489 14 4 4
167942 0.815746 0.57841 0.000505106 15 4 4
167943 -0.165746 0.405769 -0.898821 15 4 3
167944 0.593198 0.623474 -0.509309 15 5 3
167945 0.639346 0.62969 -0.441279 15 5 3
167946 0.183393 0.174448 -0.967437 15 5 3
167947 0.0367766 -0.151789 -0.987729 15 5 3
167948 0.143842 -0.295078 -0.944584 15 5 2
167949 0.117788 -0.164903 -0.979251 15 5 2
167950 0.0754251 0.186272 -0.979599 15 5 2
167951 0.212904 0.211571 -0.953892 15 5 2
167952 0.145777 0.0295893 -0.988875 15 5 1
167953 -0.0194441 -0.081159 -0.996511 15 5 1
167954 0.0316563 -0.0695468 -0.997076 15 5 1
167955 -0.118979 -0.000690844 -0.992897 15 5 1
167956 -0.205134 -0.0394098 -0.97794 15 5 0
167957 -0.008196 0.0561712 -0.998388 15 5 0
167958 -0.0266796 -0.0370459 -0.998957 15 5 0
167959 -0.0129101 0.11496 -0.993286 15 5 0
