atom1 bx by bz nx ny nz
276739 0.284456 0.949401 -0.133124 31 25 5
276740 0.373947 0.92731 -0.0161398 32 25 5
276741 0.340013 0.921103 -0.189632 32 25 5
276742 0.151599 -0.136122 -0.979024 32 25 5
276743 0.224631 -0.165088 -0.960358 32 25 5
276744 0.552069 0.690185 -0.46783 32 25 4
276745 0.232431 0.898118 0.373309 32 25 4
276746 0.319738 0.867418 0.381252 32 26 5
276747 0.407903 0.570066 -0.71319 32 26 4
276748 0.365377 0.577364 -0.730172 32 26 4
276749 0.260324 0.71708 -0.646551 32 26 4
276750 0.132903 0.798601 -0.587003 32 26 4
276751 0.134875 0.712709 -0.688371 32 26 4
276752 -0.931741 -0.168335 -0.321748 32 27 4
276753 -0.640377 0.705156 -0.304421 32 27 4
276754 -0.486382 -0.53332 -0.6921 32 27 3
276755 -0.967679 0.143163 -0.207609 32 27 3
276756 -0.375158 -0.637454 0.672984 32 27 3
276757 -0.684864 -0.706093 -0.179984 31 26 4
276758 -0.843879 0.330712 -0.422491 31 26 3
276759 -0.182447 0.875585 -0.447285 31 26 3
276760 -0.300624 0.731443 -0.61206 31 27 3
276761 -0.239487 0.780258 -0.577792 31 27 3
276762 -0.412095 0.708022 -0.573483 31 27 3
276763 -0.316575 0.802344 -0.505989 31 27 3
276764 -0.425731 0.790204 -0.44083 31 27 3
276765 -0.421004 0.828726 -0.368741 31 28 3
276766 -0.515078 0.742388 -0.428433 30 28 2
276767 -0.251192 0.866479 -0.431412 30 28 2
276768 -0.728675 0.683827 -0.0375985 30 28 2
276769 -0.732261 0.675358 -0.087666 30 28 2
276770 -0.848898 -0.0765847 0.522979 30 28 2
276771 -0.940929 -0.111821 0.319606 30 28 2
276772 -0.916924 -0.102908 0.385564 29 28 3
276773 -0.240808 0.239816 0.940479 29 28 3
276774 -0.270901 0.402371 0.874477 29 28 3
276775 -0.216025 0.399338 0.89099 29 29 3
276776 -0.728262 -0.265611 0.631732 29 29 3
276777 -0.65885 -0.272252 0.701281 29 29 3
276778 -0.815636 0.494971 0.29957 29 29 4
276779 -0.981755 -0.148858 0.118319 28 29 4
276780 -0.953678 -0.285181 0.0957662 28 29 4
276781 -0.987728 -0.15572 0.0119911 28 28 4
276782 -0.985519 -0.111265 -0.127955 28 28 4
276783 -0.926424 0.0326235 -0.375066 28 28 4
276784 -0.505474 0.820695 -0.266376 27 29 4
276785 -0.891281 0.320829 0.320449 27 29 4
276786 -0.290801 0.85902 0.421332 27 29 4
276787 -0.251917 0.910949 0.326663 27 29 4
276788 -0.29592 0.881596 0.367722 27 29 4
276789 -0.389065 0.79701 0.461956 27 29 4
276790 -0.447489 0.763773 0.465193 27 30 4
276791 -0.455547 0.746509 0.484976 27 30 4
276792 -0.375803 0.83822 0.39517 26 30 4
276793 -0.364601 0.840254 0.401297 26 30 4
276794 -0.391838 0.813452 0.429835 26 30 4
276795 -0.258105 0.825679 0.501634 26 31 5
276796 -0.253915 0.825001 0.504877 26 31 5
276797 -0.322699 0.83803 0.439966 26 31 5
276798 -0.340257 0.863605 0.372038 26 31 5
276799 -0.232309 0.927999 0.291292 26 31 5
276901 0.058687 0.628939 -0.775236 23 29 11
276902 0.0536845 0.644431 -0.762776 23 29 10
276903 0.645568 0.762009 -0.0508349 23 29 10
276904 0.620691 0.770175 -0.146875 23 30 10
276905 0.649945 0.743833 -0.155833 23 30 10
276906 0.736625 0.675356 -0.0357635 23 30 10
276907 0.264969 0.735803 -0.623206 23 30 10
276908 0.241995 0.798725 -0.550887 23 30 10
276909 0.082331 0.753568 -0.652193 23 30 10
276910 0.380736 0.924561 -0.0150901 24 31 10
276911 0.510491 0.858581 -0.0473075 24 31 10
276912 0.521911 0.852755 0.0204351 24 31 10
276913 0.453879 0.878419 0.149581 24 31 10
276914 0.497096 0.821738 0.278642 24 31 10
276915 0.566836 0.798879 0.20122 24 32 10
276916 0.571417 0.737857 0.359236 24 32 10
276917 0.472408 0.0511989 0.879892 24 32 10
276918 0.427643 0.16374 0.888994 25 32 10
276919 0.525776 0.15013 0.83727 25 32 11
276920 0.694964 0.227694 0.682041 25 32 11
276921 0.882997 0.362066 0.298704 25 32 11
276922 0.292932 0.947208 0.130337 25 32 11
276923 -0.858766 0.291073 -0.421661 25 32 11
276926 -0.0802305 -0.35484 -0.931478 25 32 10
276927 0.0372904 -0.293351 -0.955277 25 32 10
276928 0.124991 -0.279804 -0.951886 25 32 10
276929 -0.599326 -0.668049 -0.441044 25 32 10
276930 -0.474479 -0.737916 -0.479947 25 32 10
276931 -0.484531 -0.673243 -0.558547 24 32 10
276932 -0.408877 -0.742402 -0.530716 24 32 9
276933 -0.433129 -0.81769 -0.379187 24 31 9
276934 -0.547476 -0.790776 -0.273759 24 31 9
276935 -0.340496 -0.740854 0.578963 24 31 9
276936 -0.243972 -0.853708 0.460065 24 31 9
276937 -0.346333 -0.908969 -0.23201 24 31 9
276938 0.2135 -0.782767 0.584545 24 30 9
276939 -0.481815 -0.806399 0.342892 24 30 10
276940 -0.426555 -0.849563 0.310311 24 30 10
276941 -0.363662 -0.820695 0.440693 24 30 10
276942 -0.465342 -0.747599 0.47387 23 30 10
276943 -0.262547 -0.791209 0.55232 23 29 10
276944 -0.426919 -0.736026 0.525362 23 29 10
276945 -0.401081 -0.779751 0.480752 23 29 10
276946 -0.418553 -0.790643 0.446876 23 29 10
276947 -0.41924 -0.624524 0.658945 23 29 11
276948 -0.447042 -0.70804 0.546656 23 29 11
276949 -0.915875 -0.380531 -0.127941 23 28 11
276950 -0.948352 -0.279284 -0.150432 22 28 11
276951 -0.941038 -0.0937866 -0.325041 22 28 11
276952 -0.921989 0.0488918 -0.384117 22 28 11
276953 -0.922992 0.0843912 -0.375452 22 28 10
276954 -0.102143 0.947033 0.304458 22 28 10
276955 -0.0896002 0.960458 0.263612 22 29 11
276956 -0.202298 0.96995 0.135178 22 29 11
276957 -0.445531 -0.286743 0.848104 22 29 11
276958 -0.414079 -0.338737 0.844864 21 29 11
276959 -0.82382 0.400721 0.400928 21 29 11
276960 -0.800743 0.363919 0.475787 21 29 11
276961 -0.404993 -0.305514 0.861767 21 29 11
276962 0.395603 -0.669956 0.628217 21 29 12
276963 0.450567 -0.651304 0.610567 21 29 12
276964 0.49821 -0.663237 0.558483 21 29 12
276965 0.350011 -0.658359 0.666375 21 28 12
276966 0.176693 -0.687249 0.704606 21 28 12
276967 0.268311 -0.827191 0.493725 21 28 12
276968 -0.335859 -0.941553 -0.0260147 21 28 12
276969 -0.261324 -0.953474 0.150324 21 28 12
276970 -0.218109 -0.973739 0.0652798 21 27 12
276971 -0.26827 -0.961721 -0.0558895 21 27 12
276972 -0.125027 -0.985496 -0.114743 21 27 12
276973 -0.222322 -0.958086 -0.180675 21 27 12
276974 -0.303066 -0.946589 -0.110093 21 26 12
276975 -0.28708 -0.954773 -0.0774193 21 26 12
276976 -0.26692 -0.947957 -0.173585 21 26 12
276977 -0.0876395 -0.989267 -0.116917 21 26 12
276978 -0.14534 -0.987729 -0.057167 21 25 12
276979 -0.267691 -0.962618 -0.0413256 21 25 12
276980 -0.31648 -0.934843 0.160965 21 25 12
276981 -0.361781 -0.925204 0.11451 21 25 12
276982 -0.27574 -0.958013 -0.0786019 20 25 12
276983 -0.210229 -0.977624 -0.0074937 20 24 12
276984 -0.29166 -0.950984 -0.102781 20 24 12
276985 -0.314307 -0.945072 -0.0897183 20 24 12
276986 -0.157843 -0.987324 -0.016635 20 24 12
276987 -0.18723 -0.982309 -0.00359674 20 23 12
276988 -0.167916 -0.979306 -0.112973 20 23 12
276989 -0.21466 -0.976241 -0.0295888 20 23 12
276990 -0.264004 -0.963281 -0.0489047 20 23 12
276991 -0.262165 -0.957347 -0.121476 20 22 12
276992 -0.193045 -0.980577 0.0346784 20 22 12
276993 -0.314595 -0.94513 -0.0880903 20 22 12
276994 -0.189413 -0.966765 -0.171723 20 22 12
276995 -0.265684 -0.954694 -0.134056 20 21 12
276996 -0.347225 -0.923807 -0.161294 20 21 12
276997 -0.267765 -0.955 -0.127583 20 21 12
276998 -0.293993 -0.953204 -0.0705075 20 21 12
276999 -0.317581 -0.879223 -0.355119 19 20 12
277001 -0.541378 -0.741329 -0.396664 25 26 8
277002 -0.48822 -0.756375 -0.435361 25 26 8
277003 -0.528711 -0.763007 -0.371867 25 25 8
277004 -0.514845 -0.78308 -0.348884 25 25 8
277005 -0.459439 -0.802735 -0.380173 24 25 8
277006 -0.504803 -0.830679 -0.234833 24 25 8
277007 -0.552778 -0.806375 -0.210228 24 25 8
277008 -0.543652 -0.774498 -0.323411 24 24 8
277009 -0.625441 -0.723537 -0.292092 24 24 8
277010 -0.449968 -0.815288 -0.364464 24 24 8
277011 -0.337755 -0.862374 -0.377136 24 24 7
277012 -0.418698 -0.855626 -0.304296 24 24 7
277013 -0.394402 -0.800013 -0.452135 23 23 7
277014 -0.483596 -0.675182 -0.557013 23 23 7
277015 -0.503282 -0.821307 0.268631 23 23 7
277016 -0.427937 -0.875981 0.222547 23 23 7
277017 -0.484694 -0.846203 0.221386 23 23 7
277018 -0.430024 -0.894139 0.124878 23 22 7
277019 -0.538396 -0.841776 -0.0392908 23 22 7
277020 -0.51463 -0.854169 -0.0745091 23 22 7
277021 -0.104161 -0.572696 -0.813123 23 22 7
277022 -0.198873 -0.886787 0.417203 23 22 7
277023 -0.0537089 -0.944105 0.325241 23 21 7
277024 -0.0871189 -0.87815 -0.470385 22 21 7
277025 -0.016058 -0.880549 -0.473683 22 21 7
277026 -0.236746 -0.751448 -0.615855 22 21 7
277027 -0.140977 -0.730036 -0.66871 22 21 7
277028 0.0625722 -0.80156 -0.594631 22 20 7
277029 -0.0464279 -0.838156 -0.543451 22 20 6
277030 0.783488 -0.51343 -0.350051 22 20 6
277031 0.804186 -0.502752 -0.317059 23 20 6
277032 0.648683 -0.677583 -0.346543 23 20 6
277033 0.709513 -0.682294 -0.176259 23 20 6
277034 0.0534304 -0.82857 0.557331 23 19 6
277035 0.125427 -0.743719 0.65662 23 19 6
277036 0.110939 -0.803735 0.584554 23 19 6
277037 -0.357874 -0.15185 0.92134 23 19 7
277038 -0.270307 -0.114969 0.955885 23 19 7
277039 -0.31151 -0.0871386 0.946239 23 19 7
277040 0.664298 -0.183461 0.724603 23 19 7
277041 0.867884 0.0758674 -0.49094 23 19 7
277042 0.840953 -0.0953053 -0.532649 23 19 7
277043 0.932955 -0.0380275 0.357979 24 19 7
277044 0.910512 -0.163809 0.379651 24 19 7
277045 0.906008 -0.0465088 0.420698 24 19 7
277046 0.825402 0.0524786 0.562102 24 19 8
277047 0.811816 0.017707 0.583645 25 19 8
277048 0.838455 -0.105168 0.534727 25 19 8
277049 0.912386 0.048797 0.406412 25 19 8
277050 0.971183 0.0263408 0.236874 25 19 8
277051 0.962853 0.0785962 0.258333 25 19 8
277052 0.891909 -0.0456857 0.4499 26 19 8
277053 0.923515 0.0103459 0.383422 26 19 8
277054 0.956594 -0.177038 0.231487 26 19 8
277055 0.957876 -0.166482 0.234004 26 19 8
277056 0.622465 0.722564 0.30073 27 19 8
277057 0.698559 -0.0940367 0.709347 27 19 9
277058 0.720064 0.0628328 0.691057 27 19 9
277059 -0.192716 0.0766506 0.978256 27 19 9
277060 -0.305854 -0.0656755 0.949811 27 19 9
277061 0.174672 0.542804 0.821495 27 19 9
277062 -0.75845 0.320104 0.567704 27 19 10
277063 -0.792885 0.23758 0.56115 27 19 10
277064 -0.779361 0.34172 0.525189 26 19 10
277065 -0.844645 0.236344 0.48033 26 19 10
277066 -0.88009 -0.382014 -0.281971 26 19 10
277067 -0.836767 -0.437523 -0.329233 26 19 10
277068 -0.850139 -0.525312 -0.0361886 26 19 10
277069 -0.684331 -0.709278 -0.169164 25 19 10
277070 -0.733403 -0.67756 0.0550591 25 19 10
277071 -0.740256 -0.655908 0.14767 25 19 10
277072 -0.923189 0.0513208 -0.380906 25 18 10
277073 -0.858439 -0.0924257 -0.50452 25 18 10
277074 -0.896551 -0.104615 -0.430408 24 18 10
277075 -0.937047 -0.0100736 -0.349059 24 18 10
277076 -0.88476 -0.157872 -0.438493 24 18 9
277077 -0.902447 -0.177134 -0.392699 24 18 9
277078 -0.874112 -0.121729 -0.470224 23 18 9
277079 -0.878906 -0.0127076 -0.476826 23 18 9
277080 -0.86551 0.0798961 -0.494479 23 18 9
277081 -0.921276 -0.0177048 -0.388506 23 18 9
277082 -0.887228 -0.0902681 -0.452414 23 18 9
277083 -0.858928 -0.141075 -0.492281 22 18 9
277084 -0.889052 -0.109814 -0.444441 22 18 9
277085 -0.874599 -0.0563561 -0.48156 22 18 8
277086 -0.445031 0.518681 -0.730012 22 18 8
277087 0.537618 0.826637 0.16625 22 18 8
277088 0.486754 0.84237 0.231265 22 19 8
277089 0.987386 0.131944 -0.0875174 22 19 8
277090 0.46186 -0.0343141 0.886289 22 19 8
277091 0.321314 0.0300978 0.946494 22 19 9
277092 -0.391553 -0.459165 0.797404 22 19 9
277093 -0.897352 -0.438734 -0.0476599 22 19 9
277094 -0.598269 -0.24493 0.762944 22 19 9
277095 -0.592988 -0.225079 0.773114 22 18 9
277096 -0.610539 -0.169703 0.773591 22 18 9
277097 -0.742376 -0.212749 0.635307 21 18 10
277098 -0.613622 -0.314834 0.724119 21 18 10
277099 -0.699851 -0.246938 0.670246 21 18 10
277159 -0.0307804 -0.954823 -0.295576 24 20 0
277201 -0.360872 0.641796 -0.676661 25 21 20
277202 -0.29467 0.696348 -0.654423 25 21 20
277203 -0.286452 0.725747 -0.625489 25 21 20
277204 -0.0975514 0.693094 -0.714216 25 21 20
277205 -0.00365482 0.63736 -0.770558 25 21 19
277206 0.00452496 0.654939 -0.755668 25 22 19
277207 -0.0710453 0.590065 -0.804224 25 22 19
277208 0.049283 0.62868 -0.776101 25 22 19
277209 -0.0839336 0.717756 -0.691218 25 22 19
277210 -0.128772 0.710198 -0.692125 24 22 18
277211 -0.0824244 0.759109 -0.645725 24 22 18
277212 0.107274 0.718933 -0.686751 24 23 18
277213 0.0950084 0.670842 -0.735489 24 23 18
277214 0.127761 0.670643 -0.730695 25 23 18
277215 0.0328732 0.553741 -0.83204 25 23 18
277216 -0.208354 0.592975 -0.777798 25 23 17
277217 -0.150332 0.622919 -0.767706 24 23 17
277218 -0.187217 0.577284 -0.794791 24 24 17
277219 -0.280264 0.585383 -0.760775 24 24 17
277220 -0.221049 0.633329 -0.741641 24 24 17
277221 0.264926 -0.102031 -0.958855 24 24 16
277222 -0.315779 -0.948473 -0.02611 24 24 16
277223 -0.315496 -0.948345 0.0332199 24 24 16
277224 -0.159956 -0.974078 -0.159956 24 23 16
277225 -0.190424 -0.936265 -0.295205 24 23 16
277226 -0.285039 -0.935165 -0.210285 24 23 16
277227 -0.254752 -0.957753 -0.133461 24 23 16
277228 -0.277708 -0.953796 -0.114679 24 22 16
277229 -0.204793 -0.954824 -0.215337 24 22 16
277230 -0.279654 -0.952112 -0.123599 24 22 16
277231 -0.127844 -0.610877 -0.781335 24 22 16
277232 -0.345217 0.249636 -0.904714 24 22 16
277233 -0.0189266 0.992823 0.118085 24 22 16
277234 0.077569 0.973944 0.213108 24 22 16
277235 0.134373 0.966783 0.217428 24 22 16
277236 0.2333 0.96748 0.097747 24 23 16
277237 0.198953 0.970691 0.134818 24 23 16
277238 0.226494 0.945393 0.234377 24 23 16
277239 0.340448 0.896965 0.282046 24 23 16
277240 0.285318 0.95093 0.119693 24 23 16
277241 0.434341 0.893484 0.114171 24 24 16
277242 0.350371 0.93494 0.055919 24 24 16
277243 0.301788 0.952213 0.0470529 24 24 16
277244 0.301787 0.640527 0.706151 24 24 16
277245 0.139304 0.728235 0.671021 24 25 16
277246 0.701649 0.255453 0.665156 25 25 16
277247 0.140228 -0.896792 0.419642 25 25 16
277248 0.323382 -0.912516 0.250478 25 24 17
277249 -0.553922 -0.232424 0.799468 25 24 17
277250 -0.614059 -0.284488 0.736205 24 24 17
277251 0.102519 -0.626134 0.772946 24 24 17
277252 0.0646729 -0.540466 0.838877 24 24 17
277253 0.201864 -0.45508 0.867268 24 24 17
277254 0.0225197 -0.556258 0.830704 25 24 18
277255 -0.00800023 -0.608618 0.793423 25 23 18
277256 -0.0333819 -0.697473 0.715833 25 23 18
277257 0.00241808 -0.76895 0.639304 25 23 18
277258 -0.150508 -0.744933 0.64994 24 23 18
277259 -0.11011 -0.711493 0.694012 24 23 19
277260 -0.0229771 -0.833625 0.551853 24 23 19
277261 -0.0390964 -0.728359 0.684079 24 22 19
277262 0.0514626 -0.553826 0.831041 24 22 19
277263 0.144091 -0.616767 0.773845 24 22 19
277264 0.0512449 -0.567382 0.821859 24 22 19
277265 0.133378 -0.611406 0.779996 25 22 20
277266 0.148019 -0.547466 0.823633 25 22 20
277267 0.09598 -0.637859 0.764149 25 22 20
277268 0.0779124 -0.75766 0.647982 25 21 20
277269 0.0480477 -0.795246 0.60438 25 21 20
277270 0.284352 -0.738712 0.611105 25 21 20
277271 0.528664 0.494742 0.689743 25 21 21
277272 0.66924 0.737906 -0.0872497 25 21 21
277273 -0.0721722 0.600079 -0.796678 25 21 21
277274 -0.0867667 0.700531 -0.708328 25 21 20
277275 -0.120829 0.735925 -0.666194 25 22 20
277276 -0.170699 0.702073 -0.691343 25 22 20
277277 -0.0374411 0.588623 -0.80754 25 22 20
277278 -0.16858 0.690805 -0.703114 25 22 20
277279 0.042485 0.675935 -0.735736 25 22 20
277280 0.0590205 0.556279 -0.828897 25 22 19
277281 0.0135604 0.638185 -0.769763 25 23 19
277282 -0.0813107 0.704329 -0.705201 25 23 19
277283 -0.101455 0.767175 -0.633363 25 23 19
277284 0.00941378 0.733647 -0.679466 25 23 19
277285 0.201527 0.735618 -0.646725 25 23 19
277286 0.201705 0.699203 -0.685879 25 23 18
277287 0.0485632 0.522212 -0.851432 25 24 18
277288 0.00192306 0.370959 -0.928647 25 24 18
277289 -0.00179392 0.464825 -0.885401 25 24 18
277290 0.00914841 0.543336 -0.839466 25 24 17
277291 0.0664104 0.687229 -0.723399 25 24 17
277292 -0.132451 0.54268 -0.829431 25 24 17
277293 0.676313 0.332731 -0.657184 25 24 17
277294 0.485842 0.870467 0.0790272 25 25 17
277295 0.605953 0.790985 0.0846399 25 25 17
277296 0.648486 0.758942 -0.0589355 25 25 17
277297 0.542328 0.377324 0.750671 26 25 17
277298 0.483261 0.31409 0.817194 26 25 17
277299 -0.563731 0.768651 0.302297 26 25 17
277301 0.706792 0.539442 -0.457653 22 10 12
277302 0.700317 0.539008 -0.468003 22 11 12
277303 0.522754 0.697654 -0.489905 22 11 12
277304 0.535581 0.63421 -0.557612 22 11 12
277305 0.634944 0.625537 -0.453376 22 11 12
277306 0.664412 0.643115 -0.380737 22 11 12
277307 0.632555 0.600008 -0.48976 23 11 12
277308 0.56015 0.637384 -0.529126 23 12 12
277309 0.97136 -0.0840786 -0.222238 23 12 11
277310 0.968724 -0.171953 -0.178899 23 12 11
277311 0.738259 -0.0797445 0.669787 23 12 11
277312 0.741986 0.569659 0.353475 24 12 12
277313 0.661622 0.614118 0.430251 24 12 12
277314 0.751952 0.450536 0.481233 24 12 12
277315 0.80761 0.204279 0.553205 24 12 12
277316 0.902667 0.0163353 0.430029 24 12 12
277317 0.109576 0.0572124 0.992331 24 12 12
277318 0.315862 0.173488 0.932809 24 12 12
277319 0.245836 0.14649 0.958178 25 12 13
277320 0.519221 0.109355 0.847615 25 12 13
277321 -0.0309684 -0.384471 0.922618 25 12 13
277322 -0.443401 -0.84083 0.310484 25 12 13
277323 -0.601875 -0.697994 0.388009 24 12 13
277324 0.0795065 -0.400507 0.912838 24 12 14
277325 -0.567467 -0.794115 0.217629 24 11 14
277326 -0.614886 -0.738555 0.276499 24 11 14
277327 -0.469738 -0.869095 0.154986 24 11 14
277328 -0.507448 -0.832809 0.22119 24 11 14
277329 -0.396845 -0.892178 0.215712 24 11 14
277330 -0.468658 -0.870438 0.150655 24 10 14
277331 -0.627973 -0.755873 0.185219 24 10 14
277332 -0.598364 -0.691584 0.404565 23 10 14
277333 -0.717684 -0.4331 0.545302 23 10 14
277334 -0.748158 -0.502744 0.433022 23 10 14
277335 -0.773353 -0.513523 0.371778 23 10 14
277336 -0.73881 -0.551152 0.387803 23 10 14
277337 -0.571352 -0.72176 0.390665 23 9 15
277338 -0.649878 -0.665689 0.366765 22 9 15
277339 -0.681358 0.695264 0.228822 22 9 15
277340 -0.782587 0.605477 0.144756 22 9 15
277341 -0.842031 0.53099 0.0950477 22 9 15
277342 -0.830051 0.505711 0.235097 22 10 15
277343 -0.658628 0.688898 0.302701 21 10 15
277344 -0.482864 0.793534 0.370332 21 10 15
277345 -0.631227 0.704833 0.32367 21 10 15
277346 -0.489981 0.824136 0.284108 21 10 15
277347 -0.395067 0.828274 0.397345 21 11 15
277348 -0.47557 0.821662 0.314173 21 11 15
277349 -0.52395 0.7615 0.381568 21 11 15
277350 -0.443442 0.79656 0.410915 21 11 16
277351 -0.532378 0.79191 0.299087 20 11 16
277352 -0.577005 0.744857 0.335041 20 12 16
277353 -0.549617 0.771258 0.321064 20 12 16
277354 -0.584998 0.68024 0.441646 20 12 16
277355 -0.492875 0.729253 0.47462 20 12 16
277356 -0.483407 0.765477 0.424692 20 12 16
277357 -0.41451 0.777455 0.473018 20 12 16
277358 -0.513191 0.797264 0.317814 20 13 16
277359 -0.57828 0.761575 0.292567 19 13 16
277360 -0.617264 0.711577 0.335625 19 13 16
277361 -0.481432 0.793044 0.373234 19 13 17
277362 -0.546513 0.74131 0.389594 19 13 17
277363 0.0868132 0.789576 0.60748 19 14 17
277364 0.796154 0.362799 0.484267 19 14 17
277365 0.431694 -0.897569 0.0895 19 14 17
277366 0.29677 -0.445155 0.844846 19 13 17
277367 0.483283 -0.505747 0.714603 19 13 17
277368 0.502716 -0.678375 0.535802 20 13 17
277369 0.572455 -0.704654 0.419235 20 13 18
277370 -0.384357 -0.921348 -0.0581972 20 13 18
277371 0.546088 -0.804526 -0.233506 20 13 18
277372 0.604741 -0.677326 -0.418948 20 12 17
277373 0.61691 -0.740292 -0.26719 20 12 17
277374 0.64594 -0.733753 -0.210637 20 12 17
277375 0.598707 -0.775135 -0.201783 20 12 17
277376 0.520173 -0.829238 -0.204414 20 12 17
277377 0.590029 -0.803717 -0.0768457 21 11 17
277378 0.666647 -0.71318 -0.216695 21 11 17
277379 0.5899 -0.767877 -0.249767 21 11 17
277380 0.651214 -0.711552 -0.263845 21 11 17
277381 0.603366 -0.750154 -0.27059 21 11 17
277382 0.550542 -0.767156 -0.329203 21 11 17
277383 0.684825 -0.631765 -0.363162 22 10 17
277384 0.670629 -0.636447 -0.381039 22 10 17
277385 0.653414 -0.640065 -0.404188 22 10 17
277386 0.43143 -0.805212 -0.40682 22 10 17
277387 0.95498 -0.0284989 0.295299 22 10 17
277388 0.356613 0.310562 0.881123 22 10 17
277389 -0.556101 0.142632 0.818784 22 10 17
277390 -0.525457 0.815414 0.24289 22 10 17
277391 -0.62827 0.74679 0.218131 22 10 17
277392 -0.531406 0.769417 0.354409 22 10 17
277393 -0.526968 0.784785 0.326218 22 11 17
277394 -0.58244 0.784027 0.214627 22 11 17
277395 -0.741195 0.645591 0.183962 21 11 17
277396 -0.671909 0.683146 0.286095 21 11 17
277397 -0.575064 0.729076 0.371146 21 11 17
277398 -0.487479 0.740903 0.461982 21 11 18
277399 -0.57029 0.662473 0.485695 21 12 18
277501 0.194651 -0.977485 -0.0814485 23 31 7
277502 -0.0212457 -0.838182 0.544976 23 30 7
277503 -0.0492263 -0.89411 0.445134 23 30 7
277504 -0.318158 -0.860219 0.398496 23 30 7
277505 -0.0943705 -0.942309 0.321168 23 30 7
277506 -0.0291983 -0.921037 0.388378 23 29 7
277507 -0.191884 -0.821263 0.537316 23 29 7
277508 -0.0739295 -0.886566 0.456657 23 29 7
277509 -0.199195 -0.825753 0.527687 23 29 7
277510 -0.206864 -0.775881 0.596 23 29 8
277511 -0.221575 -0.831959 0.508674 23 28 8
277512 -0.0185786 -0.932767 0.360001 23 28 8
277513 -0.113264 -0.930344 0.348756 23 28 8
277514 -0.201651 -0.81568 0.54222 23 28 8
277515 -0.35765 -0.803195 0.476408 23 28 8
277516 -0.13864 -0.833867 0.534271 23 27 8
277517 -0.092972 -0.755444 0.648583 23 27 8
277518 0.0326927 -0.773656 0.632761 23 27 9
277519 -0.951034 0.254794 0.17497 23 27 9
277520 -0.921338 0.384061 0.0602835 22 27 9
277521 -0.86246 0.504821 0.0362995 22 27 9
277522 -0.379486 0.49633 0.780799 22 27 9
277523 0.294714 0.918814 -0.262536 22 27 9
277524 0.142554 0.946369 -0.289938 22 28 9
277525 0.326354 0.930521 -0.166206 22 28 9
277526 0.375961 0.867435 -0.325899 22 28 9
277527 0.288049 0.881948 -0.37309 22 28 9
277528 0.267182 0.893096 -0.361931 22 28 9
277529 0.228575 0.879612 -0.417176 22 29 8
277530 0.226564 0.862318 -0.452854 23 29 8
277531 0.346764 0.86019 -0.373935 23 29 8
277532 0.254869 0.903468 -0.344654 23 29 8
277533 0.248573 0.906005 -0.342587 23 30 8
277534 0.264287 0.912956 -0.310907 23 30 8
277535 0.357042 0.802123 -0.478665 23 30 8
277536 0.279034 0.846804 -0.452838 23 30 8
277537 0.350555 0.781691 -0.51582 23 30 8
277538 0.53654 0.681588 -0.497557 23 31 8
277539 0.609366 0.677116 -0.412538 23 31 7
277540 0.893047 0.349326 0.283616 23 31 7
277541 0.872038 0.316628 0.373224 24 31 8
277542 0.854946 0.318409 0.40949 24 31 8
277543 0.749214 0.448622 0.487255 24 31 8
277544 0.730649 0.315406 0.605533 24 31 8
277545 0.717338 0.492194 0.493123 25 31 8
277546 0.717364 0.407913 0.564798 25 31 8
277547 0.594601 0.559094 0.577809 25 32 8
277548 0.63679 0.648004 0.417838 25 32 8
277549 0.548718 0.660982 0.51187 25 32 9
277550 0.510742 0.724434 0.462966 25 32 9
277551 0.542636 0.693356 0.474134 25 32 9
277552 0.401541 0.712425 0.575514 26 32 9
277595 -0.426762 -0.822711 -0.375527 23 32 8
277596 -0.429476 -0.790425 -0.436782 23 32 8
277597 -0.460035 -0.669253 -0.583496 23 32 8
277598 -0.51085 -0.749733 -0.420634 23 32 8
277599 -0.490378 -0.717087 -0.495294 23 32 8
277701 0.932895 0.0362092 0.358324 24 19 7
277702 0.945525 -0.182044 0.269893 24 19 7
277703 0.909872 -0.107504 0.40072 24 19 7
277704 0.875657 0.0547153 0.479824 24 19 7
277705 0.899023 -0.00257316 0.437895 25 19 7
277706 0.941998 -0.0197027 0.33504 25 19 7
277707 0.889951 -0.0278043 0.455208 25 19 7
277708 0.948367 0.022557 0.316372 25 19 8
277709 0.954009 0.049688 0.295631 26 19 8
277710 0.935188 0.107774 0.337355 26 19 8
277711 0.935092 0.0331317 0.352852 26 19 8
277712 0.913789 0.111956 0.390455 26 19 8
277713 0.851879 0.07307 0.518616 27 19 8
277714 0.827492 -0.00364788 0.561466 27 19 8
277715 0.914414 -0.0945237 0.393589 27 19 8
277716 0.0429579 -0.998823 0.0225166 27 19 8
277717 -0.0788256 -0.996566 -0.0253713 27 19 8
277718 -0.0150624 -0.99249 0.121395 27 18 8
277719 0.151751 -0.988007 -0.0285397 27 18 8
277720 0.479792 -0.12819 -0.867967 27 18 8
277721 -0.00440154 0.668833 -0.743399 27 18 8
277722 -0.64025 0.713708 -0.284078 27 18 8
277723 -0.64337 0.657485 -0.392159 27 18 8
277724 -0.97265 0.011949 -0.23197 27 18 8
277725 -0.977871 0.124732 -0.167957 27 18 8
277726 -0.965722 -0.0654658 -0.251187 26 18 8
277727 -0.949236 -0.0818307 -0.303733 26 18 8
277728 -0.911073 0.146061 -0.385502 26 18 7
