index time total_bonds tie_bonds f_tie n_tie_chains mean_tie_length
0 0 1980000 0 0.0 0 0.0
1 1200000 1980000 22489 0.011358080808080808 866 25.968822170900694
2 2400000 1980000 113532 0.05733939393939394 4623 24.55807916937054
3 3600000 1980000 240289 0.1213580808080808 9858 24.375025360113614
4 4800000 1980000 338557 0.17098838383838383 14285 23.70017500875044
5 6000000 1980000 384234 0.19405757575757576 16649 23.07850321340621
6 7200000 1980000 423700 0.21398989898989898 18505 22.896514455552552
7 8400000 1980000 440666 0.22255858585858587 19919 22.12289773583011
8 9600000 1980000 452678 0.22862525252525254 20643 21.928886305285083
9 10800000 1980000 454229 0.22940858585858587 20653 21.993366581126228
10 12000000 1980000 456700 0.23065656565656564 21016 21.731062047963455
11 13200000 1980000 453114 0.22884545454545455 21274 21.298956472689667
12 14400000 1980000 456915 0.2307651515151515 21412 21.33920231645806
13 15600000 1980000 459705 0.23217424242424242 21390 21.491584852734924
14 16800000 1980000 455089 0.2298429292929293 21332 21.33363022688918
15 18000000 1980000 457117 0.23086717171717172 21505 21.256312485468495
16 19200000 1980000 459071 0.2318540404040404 21646 21.208121592904
17 20400000 1980000 456728 0.23067070707070708 21537 21.20666759530111
18 21600000 1980000 449950 0.22724747474747475 21417 21.00901153289443
19 22800000 1980000 454342 0.22946565656565657 21622 21.012949773378967
20 24000000 1980000 447497 0.22600858585858585 21406 20.905213491544426
21 25200000 1980000 447703 0.22611262626262627 21365 20.954973086824246
22 26400000 1980000 447555 0.2260378787878788 21600 20.72013888888889
23 27600000 1980000 448760 0.22664646464646465 21341 21.028068038048826
24 28800000 1980000 449374 0.22695656565656566 21603 20.80146275980188
25 30000000 1980000 451190 0.22787373737373737 21701 20.79120777844339
26 31200000 1980000 447562 0.22604141414141415 21418 20.89653562424129
27 32400000 1980000 445749 0.22512575757575756 21724 20.518735039587554
28 33600000 1980000 444790 0.22464141414141414 21482 20.70524159761661
29 34800000 1980000 444006 0.22424545454545455 21464 20.686079016026834
30 36000000 1980000 446367 0.2254378787878788 21702 20.56801216477744
31 37200000 1980000 449438 0.22698888888888888 21747 20.666666666666668
32 38400000 1980000 446326 0.2254171717171717 21823 20.452091829720935
33 39600000 1980000 440686 0.22256868686868686 21353 20.63813047346977
34 40800000 1980000 446827 0.22567020202020202 21692 20.59869998156002
35 42000000 1980000 444659 0.22457525252525254 21668 20.52146021783275
36 43200000 1980000 446028 0.22526666666666667 21757 20.50043664108103
