index time total_bonds tie_bonds f_tie n_tie_chains mean_tie_length
37 44400000 1980000 441127 0.22279141414141415 21464 20.551947446887812
38 45600000 1980000 445653 0.22507727272727274 21719 20.519038629771167
39 46800000 1980000 440938 0.22269595959595959 21425 20.580536756126023
40 48000000 1980000 443750 0.22411616161616163 21529 20.6117330112871
41 49200000 1980000 440964 0.2227090909090909 21576 20.437708565072302
42 50400000 1980000 448988 0.22676161616161616 21782 20.61279955926912
43 51600000 1980000 440127 0.22228636363636364 21193 20.7675647619497
44 52800000 1980000 439554 0.2219969696969697 21463 20.479616083492523
45 54000000 1980000 441593 0.22302676767676768 21536 20.50487555720654
46 55200000 1980000 445660 0.22508080808080808 21821 20.42344530498144
47 56400000 1980000 441309 0.22288333333333332 21586 20.44422310756972
48 57600000 1980000 439244 0.22184040404040403 21646 20.292155594567127
49 58800000 1980000 437552 0.2209858585858586 21359 20.48560325857952
50 60000000 1980000 441154 0.2228050505050505 21764 20.269895239845617
51 61200000 1980000 438200 0.22131313131313132 21597 20.28985507246377
52 62400000 1980000 440671 0.2225611111111111 21700 20.30741935483871
53 63600000 1980000 439386 0.2219121212121212 21710 20.238876093965914
54 64800000 1980000 435565 0.21998232323232322 21533 20.22778990386848
55 66000000 1980000 437603 0.22101161616161616 21663 20.200480081244518
56 67200000 1980000 437227 0.22082171717171717 21758 20.094999540398934
57 68400000 1980000 438622 0.22152626262626263 21646 20.2634204933937
58 69600000 1980000 436013 0.22020858585858585 21518 20.262710289060323
59 70800000 1980000 437067 0.2207409090909091 21626 20.210256173124943
60 72000000 1980000 436403 0.22040555555555555 21547 20.253538775699635
61 73200000 1980000 433278 0.21882727272727273 21521 20.132800520421913
62 74400000 1980000 434002 0.2191929292929293 21398 20.282362837648378
63 75600000 1980000 427576 0.21594747474747475 21247 20.124064573822185
64 76800000 1980000 428438 0.2163828282828283 21381 20.038258266685375
65 78000000 1980000 433666 0.21902323232323231 21540 20.1330547818013
66 79200000 1980000 435893 0.2201479797979798 21442 20.328933868109317
67 80400000 1980000 431902 0.21813232323232323 21381 20.20027126888359
68 81600000 1980000 430381 0.21736414141414143 21363 20.14609371342976
69 82800000 1980000 433068 0.21872121212121212 21545 20.100626595497797
70 84000000 1980000 432011 0.21818737373737374 21680 19.92670664206642
71 85200000 1507606 328852 0.21812860919895516 17200 19.119302325581394
72 86400000 1980000 428036 0.21617979797979797 21295 20.100305235970886
73 87600000 1980000 429207 0.21677121212121211 21301 20.149617388854985
74 88800000 1980000 432432 0.2184 21631 19.99130876982109
75 90000000 1980000 427651 0.21598535353535353 21231 20.142762940982525
76 91200000 1980000 428604 0.21646666666666667 21415 20.01419565724959
77 92400000 1980000 431237 0.21779646464646465 21561 20.000788460646536
78 93600000 1980000 428274 0.2163 21443 19.972671734365527
79 94800000 1980000 426314 0.215310101010101 21390 19.930528284244975
80 96000000 1980000 424850 0.21457070707070708 21120 20.11600378787879
81 97200000 1980000 428540 0.21643434343434342 21340 20.08153701968135
82 98400000 1980000 426524 0.21541616161616162 21298 20.02648135975209
83 99600000 1980000 426897 0.21560454545454547 21211 20.126208099570977
84 100800000 1980000 425451 0.2148742424242424 21230 20.04008478568064
85 102000000 1980000 423707 0.21399343434343435 21063 20.116175283672792
86 103200000 1980000 424776 0.21453333333333333 21102 20.12965595678135
87 104400000 1980000 428948 0.21664040404040405 21217 20.217184333317622
88 105600000 1980000 422099 0.21318131313131314 21120 19.985748106060605
89 106800000 1980000 423619 0.2139489898989899 21245 19.939703459637563
90 108000000 1980000 424542 0.2144151515151515 21329 19.904449341272446
91 109200000 1980000 426069 0.21518636363636365 21247 20.053136913446604
92 110400000 1980000 421629 0.2129439393939394 20834 20.237544398579246
93 111600000 1980000 420864 0.21255757575757575 21183 19.86800736439598
94 112800000 1980000 422745 0.21350757575757576 21229 19.913561637382827
95 114000000 1980000 419555 0.21189646464646464 20957 20.019802452641123
96 115200000 1980000 420570 0.2124090909090909 20843 20.17799740920213
97 116400000 1980000 418228 0.21122626262626262 20681 20.222813210192932
98 117600000 1980000 420451 0.2123489898989899 21269 19.768254266773237
99 118800000 1980000 421176 0.21271515151515152 21159 19.90528852970367
100 120000000 1980000 423970 0.21412626262626264 21301 19.9037603868363
101 121200000 1980000 422419 0.2133429292929293 21100 20.019857819905212
102 122400000 1980000 423311 0.21379343434343434 21168 19.997685185185187
103 123600000 1980000 415073 0.20963282828282828 20806 19.94967797750649
104 124800000 1980000 422480 0.21337373737373738 21165 19.961256791873375
105 126000000 1980000 421508 0.21288282828282828 20997 20.07467733485736
106 127200000 1980000 416206 0.2102050505050505 20695 20.11142788113071
107 128400000 1980000 418783 0.21150656565656567 20890 20.04705600765917
108 129600000 1980000 418135 0.21117929292929294 20979 19.931121597788266
109 130800000 1980000 416916 0.21056363636363637 20654 20.185726735741262
110 132000000 1980000 425761 0.21503080808080807 21454 19.84529691432833
111 133200000 1980000 423293 0.21378434343434344 21377 19.8013285306638
112 134400000 1980000 419538 0.2118878787878788 21209 19.781130652081664
113 135600000 1980000 419764 0.2120020202020202 21044 19.946968256985365
114 136800000 1980000 422442 0.21335454545454546 21329 19.805991842092926
115 138000000 1980000 418054 0.21113838383838385 20922 19.981550520982697
116 139200000 1980000 422154 0.2132090909090909 21182 19.929846095741667
117 140400000 1980000 413476 0.20882626262626264 20741 19.935200809989876
118 141600000 1980000 418147 0.21118535353535353 21045 19.86918507959135
119 142800000 1980000 419686 0.21196262626262627 21170 19.824563060935287
